#The following lines beginning with # are comments. Readable columns names and datatypes are provided as informational comment lines in addition to the database column names.
#If you want to re-upload this table import it as a Generic Table with these header lines unmodified.
#RIK, _2MASS, EWLi, e_EWLi, EWHa, e_EWHa, SpT, AV, D, _2M, Simbad, RA, DEC, MatchID, MatchRA, MatchDEC, pmRA, pmDEC, TESS Mag., Object Type, Source of Type, dstArcSec, Version, HIP, TYC ID, UCAC ID, 2MASS ID, SDSS ID, ALLWISE ID, GAIA ID, APASS ID, KIC ID, Source of Position, pmRA Err., pmDec Err., PM Flag, Parallax, Parallax Err., Source of Parallax, Gal. Long., Gal. Lat., Ecl. Long., Ecl. Lat., B Mag., B Mag. Err., V Mag., V Mag. Err., u Mag., u Mag. Err., g Mag., g Mag. Err., r Mag., r Mag. Err., i Mag., i Mag. Err., z Mag., z Mag. Err., J Mag., J Mag. Err., H Mag., H Mag. Err., K Mag., K Mag. Err., TWOMflag, prox, W1 Mag., W1 Mag. Err., W2 Mag., W2 Mag. Err., W3 Mag., W3 Mag. Err., W4 Mag., W4 Mag. Err., GAIA G Mag., GAIA G Mag. Err., TESS Mag. Err., TESS Flag, Stellar Properties Flag, T_eff, T_eff Err., log(g), log(g) Err., Metallicity, Metallicity Err., Stellar Radius, Stellar Radius Err., Stellar Mass, Stellar Mass Err., Stellar Density, Stellar Density Err., Luminosity Class from RPM, Stellar Luminosity, Stellar Luminosity Err., Distance, Distance Err., E(B-V), E(B-V) Err., Num. Sources in Aper., Contam. Ratio, Disposition, duplicate_id, priority
#@float, string, float, float, float, float, string, float, float, string, string, ra, dec, string, float, float, float, float, float, string, string, float, string, string, string, string, string, string, string, string, string, string, string, float, float, string, float, float, string, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, string, float, float, float, float, float, float, float, float, float, float, float, float, string, string, float, float, float, float, float, float, float, float, float, float, float, float, string, float, float, float, float, float, float, int, float, string, string, float
RIK,_2MASS,EWLi,e_EWLi,EWHa,e_EWHa,SpT,AV,D,_2M,Simbad,RA,DEC,MatchID,MatchRA,MatchDEC,pmRA,pmDEC,Tmag,objType,typeSrc,dstArcSec,version,HIP,TYC,UCAC,TWOMASS,SDSS,ALLWISE,GAIA,APASS,KIC,POSflag,e_pmRA,e_pmDEC,PMflag,plx,e_plx,PARflag,gallong,gallat,eclong,eclat,Bmag,e_Bmag,Vmag,e_Vmag,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,TWOMflag,prox,w1mag,e_w1mag,w2mag,e_w2mag,w3mag,e_w3mag,w4mag,e_w4mag,GAIAmag,e_GAIAmag,e_Tmag,TESSflag,SPFlag,Teff,e_Teff,logg,e_logg,MH,e_MH,rad,e_rad,mass,e_mass,rho,e_rho,lumclass,lum,e_lum,d_,e_d,ebv,e_ebv,numcont,contratio,disposition,duplicate_id,priority
15,b'J15553928-2053071',0.810000002384186,0.0399999991059303,-6.90999984741211,0.0700000002980232,b'M4.0',1,0,b'2M',b'Simbad',238.913666666667,-20.8853611111111,220608955,238.913669,-20.885337,-8.54665,-24.482,13.362,STAR,2mass,0.0871540727319308,20180610,,,346-077810,15553928-2053071,,J155539.27-205307.5,6246630603153757952,11449219,,tmgaia,2.091,2.09099,hsoy,NaN,NaN,,350.593258,24.487401,241.156245,-0.50485,18.172,0.162,16.685,0.526,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.543,0.022,10.845,0.026,10.62,0.021,AAA-222-111-000-0-0,23.9,10.428,0.023,10.251,0.021,10.262,0.088,8.6,NaN,14.5977,0.00123282,0.017,gaiaj,,3174,159,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GIANT,NaN,NaN,NaN,NaN,0.263666,NaN,0,NaN,,,NaN
198,b'J16215594-2705034',0.610000014305115,0.0399999991059303,-7.69000005722046,0.0700000002980232,b'M5.0',0.300000011920929,0,b'2M',b'Simbad',245.483083333333,-27.0842777777778,391991428,245.483104,-27.084294,-2.02303,-20.3002,13.77,STAR,2mass,0.0883088152626333,20180610,,,315-087537,16215594-2705034,,J162155.94-270503.7,6045347583601725184,12745941,,tmgaia,2.03857,2.03856,hsoy,NaN,NaN,,350.285296,15.867228,248.213289,-5.480414,18.069,0.083,14.801,1.133,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.635,0.025,11.019,0.027,10.765,0.025,AAA-222-111-000-0-0,7.3,10.567,0.025,10.336,0.023,10.365,0.111,8.384,NaN,15.1694,0.00168731,0.017,gaiaj,,3681,163,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GIANT,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,,,NaN
12,b'J15550513-2026077',0.400000005960464,0.0199999995529652,-6.84999990463257,0.0500000007450581,b'M2.5',0.800000011920929,0,b'2M',b'Simbad',238.771375,-20.4354722222222,220604303,238.771385,-20.435495,-14.5107,-23.9975,12.47,STAR,2mass,0.088667964819628,20180610,,,348-079120,15550513-2026077,,J155505.12-202608.0,6246938122811969536,11447997,,tmgaia,2.3565,2.3565,hsoy,NaN,NaN,,350.838038,24.900466,240.933377,-0.092038,16.825,0.106,15.15,0.16,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.787,0.023,10.016,0.022,9.744,0.019,AAA-222-111-000-0-0,34.6,9.638,0.022,9.507,0.021,9.407,0.043,8.56,NaN,13.6293,0.000752761,0.017,gaiaj,,3285,160,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GIANT,NaN,NaN,NaN,NaN,0.258579,NaN,0,NaN,,,NaN
76,b'J16040671-2637070',0.519999980926514,0.0299999993294477,-4.26999998092651,0.0399999991059303,b'M1.5',0.600000023841858,0,b'2M',b'Simbad',241.027958333333,-26.6186388888889,67274063,241.027986,-26.618638,-6.39173,-28.3897,12.51,STAR,2mass,0.0891007324594492,20180610,,,317-083220,16040671-2637070,,J160406.70-263707.2,6043174600728142720,,,tmgaia,2.29068,2.29067,hsoy,NaN,NaN,,347.738786,19.047605,244.20058,-5.737137,17.062,0.162,15.123,0.114,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.937,0.026,10.235,0.023,9.979,0.024,AAA-222-111-000-0-0,7,9.831,0.023,9.696,0.02,9.627,0.051,8.604,NaN,13.6062,0.000744221,0.018,gaiaj,,3342,160,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GIANT,NaN,NaN,NaN,NaN,0.139771,NaN,0,NaN,,,NaN
176,b'J16193139-2518127',0.400000005960464,0.0299999993294477,0.449999988079071,0.0399999991059303,b'K6.0',0.899999976158142,0,b'2M',b'Simbad',244.880791666667,-25.3035555555556,98534167,244.880819,-25.303554,-14.1866,-27.7553,11.294,STAR,2mass,0.0891351991065572,20180610,,,324-083369,16193139-2518127,,J161931.38-251813.0,6048811384526784640,13670123,,tmgaia,2.22666,2.22666,hsoy,NaN,NaN,,351.269847,17.471458,247.379441,-3.815369,14.708,0.057,13.462,0.057,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.888,0.024,9.185,0.022,8.896,0.024,AAA-222-111-000-0-0,11.3,8.743,0.023,8.727,0.021,8.702,0.037,8.581,NaN,12.29,0.000396334,0.018,gaiaj,,3496,161,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GIANT,NaN,NaN,NaN,NaN,1.19955,NaN,0,NaN,,,NaN
190,b'J16204578-2849201',0.660000026226044,0.0700000002980232,-5.67000007629395,0.109999999403954,b'M2.0',0.300000011920929,0,b'2M',b'Simbad',245.190791666667,-28.82225,457957224,245.190765,-28.822259,-10.9418,-18.4791,11.52,STAR,2mass,0.0901322746323291,20180610,,,306-089966,16204578-2849201,,J162045.77-284920.3,6038978039724583936,14544424,,tmgaia,2.33199,2.33199,hsoy,NaN,NaN,,348.783343,14.8723,248.249193,-7.237093,15.189,0.06,13.947,0.114,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.056,0.027,9.358,0.026,9.136,0.021,AAA-222-111-000-0-0,24.5,8.993,0.022,8.868,0.02,8.699,0.029,8.214,0.293,12.551,0.000448178,0.018,gaiaj,,3425,161,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GIANT,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,,,NaN
137,b'J16144989-2139321',0.560000002384186,0.0199999995529652,-2.60999989509583,0.0299999993294477,b'M2.5',0.400000005960464,0,b'2M',b'Simbad',243.707875,-21.6589444444444,49508320,243.707892,-21.658925,-9.2322,-26.7361,12.69,STAR,2mass,0.0901955317367555,20180610,,,342-078711,16144989-2139321,,J161449.88-213932.4,6242822272832038528,11487717,,tmgaia,2.0668,2.06679,hsoy,NaN,NaN,,353.340894,20.728992,245.689269,-0.41124,16.697,-0.151,15.443,0.034,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.072,0.024,10.369,0.023,10.108,0.019,AAA-222-111-000-0-0,13.7,10.05,0.023,9.931,0.022,10.029,0.068,8.412,NaN,13.8126,0.000824204,0.017,gaiaj,,3300,160,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GIANT,NaN,NaN,NaN,NaN,0.276797,NaN,0,NaN,,,NaN
4,b'J15450970-2512430',0.610000014305115,0.0199999995529652,-2.01999998092651,0.0399999991059303,b'M1.5',0.400000005960464,0,b'2M',b'Simbad',236.290458333333,-25.2119444444444,23342859,236.290441,-25.211964,-17.5773,-21.6892,12.008,STAR,2mass,0.0902407992696079,20180610,,,324-078677,15450970-2512430,,J154509.69-251243.4,6235199152558960256,13641238,,tmgaia,2.28967,2.28966,hsoy,NaN,NaN,,345.43543,22.986159,239.719941,-5.246708,15.211,0.04,13.856,0.103,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.615,0.031,9.916,0.027,9.717,0.028,AAA-222-111-000-0-0,32.2,9.521,0.085,9.469,0.02,9.381,0.044,8.769,0.497,12.9959,0.000553711,0.019,gaiaj,,3641,162,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GIANT,NaN,NaN,NaN,NaN,0.279465,NaN,0,NaN,,,NaN
31,b'J15574247-2551354',0.589999973773956,0.0599999986588955,-9.57999992370605,0.100000001490116,b'M4.5',0.699999988079071,0,b'2M',b'Simbad',239.426958333333,-25.8598888888889,77578559,239.426967,-25.859865,-12.3013,-24.0335,13.531,STAR,2mass,0.0904668293245783,20180610,,,321-082111,15574247-2551354,,J155742.47-255135.7,6235472071963146112,12737859,,tmgaia,2.10675,2.10648,hsoy,NaN,NaN,,347.204051,20.591895,242.635321,-5.278412,18.273,0.162,16.938,0.149,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.702,0.026,11.089,0.022,10.812,0.021,AAA-222-111-000-0-0,11.9,10.707,0.023,10.482,0.022,10.357,0.102,8.899,NaN,14.7721,0.00135362,0.018,gaiaj,,2984,163,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GIANT,NaN,NaN,NaN,NaN,0.0875863,NaN,0,NaN,,,NaN
218,b'J16241551-2544344',0.310000002384186,0.0199999995529652,-0.0399999991059303,0.0199999995529652,b'M0.0',1.20000004768372,0,b'2M',b'Simbad',246.064666666667,-25.7429166666667,392251764,246.06464,-25.742925,-14.9812,-23.1886,12.179,STAR,2mass,0.0915283490791011,20180610,,,322-084386,16241551-2544344,,J162415.51-254434.7,6048904190179268224,13672002,,tmgaia,2.25757,2.25273,hsoy,NaN,NaN,,351.682481,16.385892,248.50839,-4.071857,15.79,0.041,14.47,0.24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.711,0.022,9.89,0.023,9.626,0.023,AAA-222-111-000-0-0,11.3,9.408,0.023,9.34,0.021,9.382,0.044,7.993,NaN,13.2129,0.000614558,0.017,gaiaj,,3417,161,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GIANT,NaN,NaN,NaN,NaN,0.705623,NaN,0,NaN,,,NaN
125,b'J16133279-2044413',0.479999989271164,0.0199999995529652,-1.96000003814697,0.0299999993294477,b'M2.5',0.800000011920929,0,b'2M',b'Simbad',243.386625,-20.7448333333333,49328684,243.386652,-20.744838,-11.2312,-24.9687,12.783,STAR,2mass,0.0924377149605578,20180610,,,347-077873,16133279-2044413,,J161332.78-204441.6,6244615610657611776,11485411,,tmgaia,1.98801,1.98801,hsoy,NaN,NaN,,353.847939,21.566622,245.23254,0.435313,17.279,-0.153,15.596,0.057,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.137,0.024,10.397,0.026,10.126,0.019,AAA-222-111-000-0-0,29,10.027,0.023,9.91,0.02,9.843,0.057,8.082,0.289,13.9218,0.000870418,0.017,gaiaj,,3272,160,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GIANT,NaN,NaN,NaN,NaN,0.305482,NaN,0,NaN,,,NaN
33,b'J15580694-2623466',0.439999997615814,0.0199999995529652,-5.23999977111816,0.0399999991059303,b'M2.5',0.400000005960464,0,b'2M',b'Simbad',239.528916666667,-26.3963055555556,77672522,239.528939,-26.396289,-10.4757,-29.6259,12.734,STAR,2mass,0.0934809354945279,20180610,,,319-082055,15580694-2623466,,J155806.93-262346.9,6235299345554856704,12738143,,tmgaia,2.10648,2.10648,hsoy,NaN,NaN,,346.879939,20.140445,242.834771,-5.78509,16.895,0.093,15.352,0.057,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.104,0.023,10.448,0.027,10.162,0.019,AAA-222-111-000-0-0,12.2,10.037,0.024,9.894,0.021,9.731,0.057,8.247,NaN,13.8625,0.000844981,0.017,gaiaj,,3331,160,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GIANT,NaN,NaN,NaN,NaN,0.133281,NaN,0,NaN,,,NaN
167,b'J16172769-2421025',0.550000011920929,0.0399999991059303,-7.42000007629395,0.660000026226044,b'M4.5',0.600000023841858,0,b'2M',b'Simbad',244.365416666667,-24.3507222222222,98233674,244.365389,-24.35073,-6.16194,-26.9539,13.279,STAR,2mass,0.0949612913186267,20180610,,,329-080882,16172769-2421025,,J161727.69-242102.9,6049670893382028288,11492238,,tmgaia,2.09092,2.09084,hsoy,NaN,NaN,,351.672462,18.461421,246.754712,-2.956429,18.636,0.162,17.022,0.389,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.329,0.023,10.661,0.022,10.296,0.021,AAA-222-111-000-0-0,31.6,10.145,0.023,9.914,0.021,9.919,0.055,8.698,NaN,14.5846,0.00122426,0.017,gaiaj,,2845,162,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GIANT,NaN,NaN,NaN,NaN,0.350266,NaN,0,NaN,,,NaN
182,b'J16194885-2140360',0.569999992847443,0.0399999991059303,-4.92999982833862,0.129999995231628,b'M4.5',0.100000001490116,0,b'2M',b'Simbad',244.953583333333,-21.6766666666667,49975118,244.953565,-21.676687,-14.5254,-25.5543,13.461,STAR,2mass,0.0954983627051825,20180610,,,342-079479,16194885-2140360,,J161948.84-214036.2,6244253630813643776,,,tmgaia,2.13768,2.13768,hsoy,NaN,NaN,,354.153883,19.857762,246.832684,-0.229265,17.65,0.162,16.735,0.183,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.749,0.024,11.114,0.022,10.808,0.019,AAA-222-111-000-0-0,21.4,10.685,0.022,10.484,0.021,10.309,0.086,8.938,NaN,14.6373,0.00125907,0.017,gaiaj,,3033,163,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DWARF,NaN,NaN,NaN,NaN,0.326325,NaN,0,NaN,,,NaN
6,b'J15474331-1819153',0.550000011920929,0.0199999995529652,-1.82000005245209,0.0399999991059303,b'M1.5',0,0,b'2M',b'Simbad',236.930458333333,-18.3209444444444,71051354,236.930486,-18.320949,-10.5953,-21.7525,12.007,STAR,2mass,0.0959630956109813,20180610,,,359-073164,15474331-1819153,,J154743.30-181915.6,6260177582839338752,8796704,,tmgaia,2.35703,2.35702,hsoy,NaN,NaN,,351.112786,27.625523,238.788347,1.606964,15.211,0.048,13.923,0.08,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.696,0.023,9.98,0.022,9.79,0.019,AAA-222-111-000-0-0,12.8,9.661,0.023,9.621,0.019,9.581,0.049,8.772,NaN,12.9435,0.000540023,0.017,gaiaj,,3644,162,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GIANT,NaN,NaN,NaN,NaN,0.140071,NaN,0,NaN,,,NaN
36,b'J15581884-1915448',0.529999971389771,0.0199999995529652,-3.80999994277954,0.0399999991059303,b'M1.5',0.699999988079071,0,b'2M',b'Simbad',239.578541666667,-19.2624722222222,12625435,239.578516,-19.262461,-9.71197,-19.3861,12.787,STAR,2mass,0.0961287874442669,20180610,,,354-075124,15581884-1915448,1237668627305333254,J155818.83-191545.0,6247460734431857536,8816495,,tmgaia,1.98748,1.98747,hsoy,NaN,NaN,,352.347589,25.186723,241.437527,1.211113,16.95,0.09,15.665,0.103,19.0916,0.0289595,16.2426,0.00375267,14.609,0.00314369,13.3935,0.00323192,12.6937,0.00325852,11.159,0.023,10.369,0.022,10.131,0.019,AAA-222-111-000-0-0,47.5,10.022,0.024,9.919,0.021,9.838,0.053,8.978,0.525,13.9151,0.000867474,0.017,gaiaj,,3260,160,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GIANT,NaN,NaN,NaN,NaN,0.275305,NaN,0,NaN,,,NaN
253,b'J16343514-2658030',0.540000021457672,0.0500000007450581,-27.1000003814697,0.699999988079071,b'M4.5',0.5,0,b'2M',b'Simbad',248.646416666667,-26.9675277777778,205060766,248.646417,-26.967501,NaN,NaN,13.405,STAR,2mass,0.0964059328080025,20180610,,,316-089288,16343514-2658030,,J163435.13-265803.3,6044838299261922304,,,tmmgaia,NaN,NaN,,NaN,NaN,,352.314396,13.840526,250.990041,-4.926497,17.972,0.162,17.023,0.183,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.467,0.022,10.781,0.023,10.477,0.023,AAA-222-111-000-0-0,10.3,10.283,0.024,10.06,0.022,10.105,0.07,8.504,NaN,14.703,0.0013,0.017,gaiaj,,2885,162,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,,,NaN
243,b'J16284604-2711574',0.330000013113022,0.0199999995529652,-2.51999998092651,0.0799999982118607,b'M1.5',1.10000002384186,0,b'2M',b'Simbad',247.191875,-27.1992777777778,175833026,247.19186,-27.199301,-13.6652,-22.5312,13.119,STAR,2mass,0.0964143385356738,20180610,,,315-088533,16284604-2711574,,J162846.04-271157.8,6045159562813882624,14553896,,tmgaia,2.14308,2.29054,hsoy,NaN,NaN,,351.254719,14.662744,249.739442,-5.350094,17.418,0.048,15.74,0.092,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.448,0.021,10.642,0.021,10.405,0.019,AAA-222-111-000-0-0,23.5,10.179,0.023,10.119,0.02,10.223,0.222,7.73,NaN,14.2717,0.00103966,0.017,gaiaj,,3300,160,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GIANT,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,,,NaN
11,b'J15550213-2149434',0.479999989271164,0.0199999995529652,-0.46000000834465,0.0299999993294477,b'M0.0',0.300000011920929,0,b'2M',b'Simbad',238.758916666667,-21.82875,220608726,238.758888,-21.828745,-14.5495,-18.1006,10.791,STAR,2mass,0.0974768446365569,20180610,,,341-077265,15550213-2149434,,J155502.12-214943.7,6240506357746840576,11447893,,tmgaia,2.30289,2.30289,hsoy,NaN,NaN,,349.754931,23.916325,241.209417,-1.457725,13.776,0.014,12.56,0.057,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.559,0.024,8.807,0.044,8.644,0.024,AAA-212-111-000-0-0,18.8,8.527,0.022,8.477,0.019,8.37,0.025,8.197,0.328,11.678,0.000345996,0.018,gaiaj,,3730,163,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GIANT,NaN,NaN,NaN,NaN,0.291879,NaN,0,NaN,,,NaN
38,b'J15583620-1946135',0.699999988079071,0.0399999991059303,-4.01999998092651,0.100000001490116,b'M4.0',0.600000023841858,1,b'2M',b'Simbad',239.650833333333,-19.7704166666667,12627948,239.650836,-19.770444,-13.7047,-23.9201,13.446,STAR,2mass,0.0988138428727377,20180610,,,352-075877,15583620-1946135,,J155836.19-194613.7,6247358445492949888,,,tmgaia,1.98748,1.98747,hsoy,NaN,NaN,,351.99931,24.782946,241.606543,0.727238,18.47,0.162,16.788,0.183,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.697,0.023,11.006,0.022,10.721,0.021,AAA-222-111-000-0-0,12.1,10.339,0.023,9.741,0.021,7.531,0.02,4.701,0.026,14.6421,0.00126233,0.017,gaiaj,,2999,163,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DWARF,NaN,NaN,NaN,NaN,0.210708,NaN,0,NaN,,,NaN
159,b'J16165130-2433277',0.140000000596046,0.0199999995529652,3.58999991416931,0.0599999986588955,b'F8.0',1.39999997615814,0,b'2M',b'Simbad',244.21375,-24.5576944444444,98231835,244.213748,-24.557722,-13.5003,-21.7872,9.078,STAR,2mass,0.0994159224688768,20180610,,6797-00138-1,328-083918,16165130-2433277,,J161651.29-243327.9,6049660894697232128,11491212,,tmgaia,0.989983,0.632649,tgas,6.69334,0.288782,tgas,351.413513,18.421982,246.654378,-3.184162,10.99,0.076,10.079,0.006,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.179,0.019,7.806,0.053,7.649,0.021,AAA-111-111-000-0-0,25,7.514,0.033,7.512,0.02,7.545,0.019,7.55,0.179,9.7408,0.000345996,0.017,gaiaj,tplx,5966,192,3.78515,0.289902,NaN,NaN,2.21907,0.290893,1.09411,0.135366,0.100126,0.039376,DWARF,5.620432,1.47354,149.4022,9.29464,0.403019,NaN,140,0.006952296,,,NaN
215,b'J16235902-2736037',0.469999998807907,0.0199999995529652,-6.44000005722046,0.0399999991059303,b'M3.5',0.200000002980232,0,b'2M',b'Simbad',245.995916666667,-27.6010277777778,392258627,245.995931,-27.601053,NaN,NaN,11.7,STAR,2mass,0.101664446830246,20180610,,,312-086908,16235902-2736037,,J162359.01-273603.9,6045083662153757056,14547857,,tmmgaia,NaN,NaN,,NaN,NaN,,350.21007,15.182179,248.750164,-5.915332,16.199,0.134,15.148,0.229,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.327,0.024,9.657,0.026,9.429,0.023,AAA-222-111-000-0-0,10.6,9.28,0.023,9.07,0.02,8.81,0.028,8.255,0.315,12.6748,0.0005,0.018,gaiaj,,3087,163,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,,,NaN
136,b'J16144125-2556052',0.670000016689301,0.0199999995529652,-3.99000000953674,0.0500000007450581,b'M1.5',0.699999988079071,0,b'2M',b'Simbad',243.671916666667,-25.9348055555556,68508975,243.671894,-25.934786,NaN,NaN,12.709,STAR,2mass,0.101691275698494,20180610,,,321-084670,16144125-2556052,,J161441.24-255605.5,6048700849249648640,13667994,,tmmgaia,NaN,NaN,,NaN,NaN,,350.004506,17.835956,246.412482,-4.625773,17.265,0.161,15.3,0.103,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.082,0.021,10.324,0.021,10.062,0.023,AAA-222-111-000-0-0,9.3,9.902,0.023,9.797,0.022,9.768,0.069,8.805,NaN,13.8371,0.0008,0.017,gaiaj,,3226,164,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,0.590053,NaN,0,NaN,,,NaN
34,b'J15581270-2328364',0.25,0.00999999977648258,0.889999985694885,0.0199999995529652,b'K2.0',0,1,b'2M',b'Simbad',239.552916666667,-23.4767777777778,12621616,239.552947,-23.476785,-14.0793,-23.9914,9.394,STAR,2mass,0.103480167439406,20180610,,6779-00780-1,333-081374,15581270-2328364,,J155812.69-232836.7,6237136595125031296,11454523,,tmgaia,1.42283,0.446091,tgas,6.57799,0.64042,tgas,349.071481,22.225868,242.26392,-2.921515,11.16,0.092,10.362,0.007,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.574,0.024,8.124,0.021,8.018,0.024,AAA-111-111-000-0-0,30.9,7.936,0.024,7.966,0.02,7.883,0.022,6.722,0.092,10.0008,0.000345996,0.018,gaiaj,tplx,5340,184,3.81899,0.434364,NaN,NaN,1.95936,0.407299,0.922129,0.116008,0.122588,0.0764486,GIANT,2.812472,1.169277,152.022,13.4874,0.262665,NaN,78,0.003270446,,,NaN
120,b'J16130627-2606107',0.379999995231628,0.0299999993294477,-6.1100001335144,0.0700000002980232,b'M3.5',0.699999988079071,0,b'2M',b'Simbad',243.276166666667,-26.1029722222222,68331071,243.276147,-26.102995,-9.3983,-24.1825,13.52,STAR,2mass,0.103760566219053,20180610,,,320-085713,16130627-2606107,,J161306.27-260610.9,6042702601004643328,,,tmgaia,2.09012,2.09011,hsoy,NaN,NaN,,349.618477,17.976813,246.091426,-4.854683,18.069,0.162,16.711,0.137,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.762,0.024,11.05,0.022,10.85,0.023,AAA-222-111-000-0-0,14.5,10.654,0.023,10.481,0.02,9.93,0.068,8.582,0.364,14.7217,0.00131732,0.017,gaiaj,,3050,163,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DWARF,NaN,NaN,NaN,NaN,0.503731,NaN,0,NaN,,,NaN
257,b'J16134781-2747340',0.0900000035762787,0.0199999995529652,4.1399998664856,0.0399999991059303,b'F4.5',0.200000002980232,1,b'2M',b'Simbad',243.44925,-27.7927777777778,68499562,243.449221,-27.792791,-10.6138,-20.8842,8.779,STAR,2mass,0.103901211911071,20180610,,6801-00310-1,312-085848,16134781-2747340,,J161347.80-274734.1,6042203388366205056,14539570,,tmgaia,0.941177,0.530251,tgas,6.54647,0.303108,tgas,348.457101,16.692203,246.548307,-6.489468,9.721,0.044,9.289,0.003,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.296,0.019,8.061,0.02,8.006,0.026,AAA-111-111-000-0-0,23.9,7.942,0.026,7.926,0.021,7.805,0.022,7.038,0.117,9.13317,0.000345996,0.017,gaiaj,tplx,6499,198,4.08838,0.333475,NaN,NaN,1.72627,0.22675,1.33097,0.273389,0.258727,0.101953,DWARF,4.789589,1.25825,152.7541,9.95111,0.491666,NaN,135,0.0104284,,,0.001628039
