#The following lines beginning with # are comments. Readable columns names and datatypes are provided as informational comment lines in addition to the database column names.
#If you want to re-upload this table import it as a Generic Table with these header lines unmodified.
#RIK, _2MASS, EWLi, e_EWLi, EWHa, e_EWHa, SpT, AV, D, _2M, Simbad, RA, DEC, MatchID, MatchRA, MatchDEC, pmRA, pmDEC, TESS Mag., Object Type, Source of Type, dstArcSec, Version, HIP, TYC ID, UCAC ID, 2MASS ID, SDSS ID, ALLWISE ID, GAIA ID, APASS ID, KIC ID, Source of Position, pmRA Err., pmDec Err., PM Flag, Parallax, Parallax Err., Source of Parallax, Gal. Long., Gal. Lat., Ecl. Long., Ecl. Lat., B Mag., B Mag. Err., V Mag., V Mag. Err., u Mag., u Mag. Err., g Mag., g Mag. Err., r Mag., r Mag. Err., i Mag., i Mag. Err., z Mag., z Mag. Err., J Mag., J Mag. Err., H Mag., H Mag. Err., K Mag., K Mag. Err., TWOMflag, prox, W1 Mag., W1 Mag. Err., W2 Mag., W2 Mag. Err., W3 Mag., W3 Mag. Err., W4 Mag., W4 Mag. Err., GAIA G Mag., GAIA G Mag. Err., TESS Mag. Err., TESS Flag, Stellar Properties Flag, T_eff, T_eff Err., log(g), log(g) Err., Metallicity, Metallicity Err., Stellar Radius, Stellar Radius Err., Stellar Mass, Stellar Mass Err., Stellar Density, Stellar Density Err., Luminosity Class from RPM, Stellar Luminosity, Stellar Luminosity Err., Distance, Distance Err., E(B-V), E(B-V) Err., Num. Sources in Aper., Contam. Ratio, Disposition, duplicate_id, priority
#@float, string, float, float, float, float, string, float, float, string, string, ra, dec, string, float, float, float, float, float, string, string, float, string, string, string, string, string, string, string, string, string, string, string, float, float, string, float, float, string, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, string, float, float, float, float, float, float, float, float, float, float, float, float, string, string, float, float, float, float, float, float, float, float, float, float, float, float, string, float, float, float, float, float, float, int, float, string, string, float
RIK,_2MASS,EWLi,e_EWLi,EWHa,e_EWHa,SpT,AV,D,_2M,Simbad,RA,DEC,MatchID,MatchRA,MatchDEC,pmRA,pmDEC,Tmag,objType,typeSrc,dstArcSec,version,HIP,TYC,UCAC,TWOMASS,SDSS,ALLWISE,GAIA,APASS,KIC,POSflag,e_pmRA,e_pmDEC,PMflag,plx,e_plx,PARflag,gallong,gallat,eclong,eclat,Bmag,e_Bmag,Vmag,e_Vmag,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,TWOMflag,prox,w1mag,e_w1mag,w2mag,e_w2mag,w3mag,e_w3mag,w4mag,e_w4mag,GAIAmag,e_GAIAmag,e_Tmag,TESSflag,SPFlag,Teff,e_Teff,logg,e_logg,MH,e_MH,rad,e_rad,mass,e_mass,rho,e_rho,lumclass,lum,e_lum,d_,e_d,ebv,e_ebv,numcont,contratio,disposition,duplicate_id,priority
238,b'J16270950-2618549',0.479999989271164,0.0399999991059303,-8.57999992370605,0.100000001490116,b'M4.5',0.5,0,b'2M',b'Simbad',246.789625,-26.31525,175632797,246.789611,-26.315257,-12.034,-23.6829,13.562,STAR,2mass,0.051730054708682,20180610,,,319-086280,16270950-2618549,,J162709.49-261855.2,6045809580343871104,12751231,,tmgaia,2.08086,2.0906,hsoy,NaN,NaN,,351.691342,15.518797,249.244859,-4.532936,18.197,NaN,16.921,0.389,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.693,0.022,11.055,0.022,10.765,0.019,AAA-222-111-000-0-0,15.4,10.57,0.023,10.392,0.021,10.52,0.108,8.318,NaN,14.8234,0.00139187,0.017,gaiaj,,2977,162,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GIANT,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,,,NaN
7,b'J15492100-2600062',0.439999997615814,0.0199999995529652,-0.0900000035762787,0.0199999995529652,b'K4.5',0.100000001490116,0,b'2M',b'Simbad',237.3375,-26.00175,23686588,237.337515,-26.001744,-17.0162,-22.9882,9.768,STAR,2mass,0.0531236704357174,20180610,,6782-00878-1,320-082141,15492100-2600062,,J154920.98-260006.5,6234854283863638400,13644010,,tmgaia,1.52135,0.709615,tgas,6.66517,0.273503,tgas,345.624732,21.767694,240.81917,-5.810817,11.779,0.2,10.99,0.014,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.645,0.02,8.127,0.034,7.912,0.027,AAA-111-111-000-0-0,6,7.86,0.025,7.859,0.021,7.718,0.022,7.06,0.124,10.5833,0.000345996,0.017,gaiaj,tplx,4904,179,3.65035,0.338068,NaN,NaN,2.21999,0.351786,0.802825,0.0944738,0.0733783,0.0348832,GIANT,2.568021,0.813872,150.0336,5.91389,0.31766,NaN,106,0.02397608,,,0.0006327773
113,b'J16120668-3010270',0.550000011920929,0.0299999993294477,-33.7700004577637,0.140000000596046,b'M0.5',0.200000002980232,1,b'2M',b'Simbad',243.027833333333,-30.1741944444444,95282711,243.02785,-30.174198,-26.5304,-14.3283,11.556,STAR,2mass,0.0534260686599535,20180610,,,300-090317,16120668-3010270,,J161206.67-301027.3,6038520952128310528,16623920,,tmgaia,2.35614,2.35613,hsoy,NaN,NaN,,346.421577,15.285713,246.61688,-8.898266,14.652,0.13,13.536,0.126,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.35,0.023,9.599,0.025,9.317,0.023,AAA-222-111-000-0-0,6.3,8.99,0.023,8.811,0.02,6.576,0.016,3.604,0.022,12.4253,0.000422388,0.018,gaiaj,,3612,162,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GIANT,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,,,NaN
74,b'J16035175-2140154',0.550000011920929,0.0399999991059303,-14.1999998092651,0.639999985694885,b'M6.0',0.699999988079071,0,b'2M',b'Simbad',240.965625,-21.6709722222222,9800769,240.965641,-21.670971,NaN,NaN,13.766,STAR,2mass,0.0537093521492227,20180610,,,,16035175-2140154,,J160351.74-214015.7,,,,2mass,NaN,NaN,,NaN,NaN,,351.451069,22.57567,243.186657,-0.893723,19.013,0.162,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.529,0.025,10.871,0.025,10.546,0.023,AAA-222-111-000-0-0,18,10.348,0.022,10.077,0.02,9.949,0.063,8.496,NaN,NaN,NaN,0.183,bpjk,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,0.256785,NaN,0,NaN,,,NaN
246,b'J16310579-2725460',0.379999995231628,0.0399999991059303,-9.05000019073486,0.109999999403954,b'M4.5',0.300000011920929,0,b'2M',b'Simbad',247.774166666667,-27.4294722222222,204792541,247.774157,-27.42946,-9.28541,-22.7326,13.253,STAR,2mass,0.0537592061280103,20180610,,,313-090051,16310579-2725460,,J163105.78-272546.4,6044751575283331840,12754269,,tmgaia,2.1228,2.12283,hsoy,NaN,NaN,,351.430498,14.122692,250.288396,-5.498376,17.712,0.175,16.674,0.275,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.461,0.023,10.828,0.022,10.527,0.019,AAA-222-111-000-0-0,7.9,10.371,0.022,10.172,0.02,9.839,0.068,8.294,0.387,14.4727,0.00115411,0.017,gaiaj,,2979,163,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GIANT,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,,,NaN
99,b'J16094955-2444468',0.550000011920929,0.00999999977648258,-4.75,0.109999999403954,b'M1.5',0.400000005960464,0,b'2M',b'Simbad',242.456458333333,-24.7463333333333,68045485,242.456462,-24.746348,-9.93881,-23.8758,12.553,STAR,2mass,0.0541437754048305,20180610,,,327-079054,16094955-2444468,,J160949.54-244447.0,6049774453633911808,11479519,,tmgaia,2.09011,2.0901,hsoy,NaN,NaN,,350.107172,19.451353,245.113993,-3.655346,16.259,NaN,15.013,0.126,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.034,0.023,10.295,0.023,10.067,0.019,AAA-222-111-000-0-0,14.6,9.907,0.023,9.869,0.021,9.76,0.054,8.882,NaN,13.6173,0.000748328,0.017,gaiaj,,3390,161,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GIANT,NaN,NaN,NaN,NaN,0.159954,NaN,0,NaN,,,NaN
37,b'J15582855-2334190',0.419999986886978,0.0199999995529652,-5.07000017166138,0.129999995231628,b'M3.5',0.5,0,b'2M',b'Simbad',239.619,-23.5719722222222,12659091,239.618985,-23.571966,-11.5424,-23.161,13.108,STAR,2mass,0.054327080506931,20180610,,,333-081394,15582855-2334190,,J155828.54-233419.3,6237088285333805952,,,tmgaia,2.10531,2.10529,hsoy,NaN,NaN,,349.046273,22.115501,242.342523,-3.002533,17.667,0.162,16.301,0.297,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.409,0.024,10.698,0.022,10.423,0.021,AAA-222-111-000-0-0,26.7,10.307,0.023,10.163,0.02,9.986,0.067,8.075,NaN,14.2758,0.00104187,0.017,gaiaj,,3201,160,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GIANT,NaN,NaN,NaN,NaN,0.31536,NaN,0,NaN,,,NaN
84,b'J16074006-2148426',0.509999990463257,0.0199999995529652,-2.05999994277954,0.0500000007450581,b'M0.5',0.300000011920929,0,b'2M',b'Simbad',241.916916666667,-21.8118611111111,48865540,241.916917,-21.811846,-15.7087,-19.5501,11.901,STAR,2mass,0.0544114068209367,20180610,,,341-078857,16074006-2148426,,J160740.04-214842.9,6243685080221379072,11475459,,tmgaia,2.242,2.24121,hsoy,NaN,NaN,,352.00285,21.841065,244.081033,-0.86398,15.229,0.082,13.865,0.126,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.611,0.026,9.855,0.026,9.674,0.019,AAA-222-111-000-0-0,21,9.625,0.023,9.562,0.02,9.396,0.043,8.409,0.312,12.8241,0.000510122,0.018,gaiaj,,3622,162,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GIANT,NaN,NaN,NaN,NaN,0.167099,NaN,0,NaN,,,NaN
66,b'J16024448-2543323',0.449999988079071,0.0399999991059303,-8.78999996185303,1.5,b'M4.0',0,0,b'2M',b'Simbad',240.685333333333,-25.7256388888889,67086160,240.685345,-25.72565,-11.6121,-20.6531,13.971,STAR,2mass,0.0550603726455089,20180610,,,,16024448-2543323,,J160244.47-254332.5,6235805979900096000,,,tmgaia,2.09025,2.0901,hsoy,NaN,NaN,,348.170774,19.899731,243.723143,-4.921041,18.57,0.162,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.234,0.024,11.597,0.026,11.328,0.021,AAA-222-111-000-0-0,25.6,11.195,0.024,11.006,0.021,10.925,0.134,8.832,NaN,15.1611,0.00167933,0.017,gaiaj,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DWARF,NaN,NaN,NaN,NaN,0.146506,NaN,0,NaN,,,NaN
135,b'J16143363-2004299',0.550000011920929,0.0199999995529652,-4.44000005722046,0.0799999982118607,b'M3.5',0.600000023841858,0,b'2M',b'Simbad',243.640166666667,-20.0749722222222,49433966,243.640156,-20.074985,-9.10303,-26.6832,12.893,STAR,2mass,0.0584536316276048,20180610,,,350-080068,16143363-2004299,,J161433.63-200430.1,6245428458986955008,11487270,,tmgaia,1.98801,1.98802,hsoy,NaN,NaN,,354.553789,21.8406,245.347524,1.136692,17.422,0.234,16.019,0.092,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.109,0.023,10.321,0.022,10.045,0.023,AAA-222-111-000-0-0,40.3,9.932,0.023,9.779,0.019,9.71,0.052,8.916,NaN,14.1094,0.000956819,0.017,gaiaj,,3187,159,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GIANT,NaN,NaN,NaN,NaN,0.511213,NaN,0,NaN,,,NaN
45,b'J15595995-2220367',0.589999973773956,0.0299999993294477,-4.6399998664856,0.0500000007450581,b'M1.0',0.600000023841858,0,b'2M',b'Simbad',239.999791666667,-22.3435555555556,12725341,239.999809,-22.343552,-12.6625,-23.4061,11.07,STAR,2mass,0.0591174193158687,20180610,,,339-075256,15595995-2220367,,J155959.94-222036.9,6243408759205451904,11458651,,tmgaia,1.20713,1.2056,hsoy,NaN,NaN,,350.250896,22.74168,242.440223,-1.728787,14.745,0.054,13.373,0.057,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.635,0.026,8.803,0.049,8.631,0.023,AAA-212-111-000-0-0,30.9,8.501,0.024,8.403,0.019,8.295,0.023,8.17,0.295,12.0833,0.00035974,0.018,gaiaj,,3445,161,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GIANT,NaN,NaN,NaN,NaN,0.22587,NaN,0,NaN,,,NaN
100,b'J16095287-2441535',0.509999990463257,0.0599999986588955,-15.0699996948242,0.439999997615814,b'M5.5',0.899999976158142,0,b'2M',b'Simbad',242.470333333333,-24.6982222222222,68045555,242.470329,-24.698206,NaN,NaN,13.919,STAR,2mass,0.0600951905593392,20180610,,,,16095287-2441535,,J160952.87-244153.8,,,,2mass,NaN,NaN,,NaN,NaN,,350.153165,19.475763,245.117509,-3.605708,18.862,0.162,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.883,0.023,11.28,0.025,10.926,0.019,AAA-222-111-000-0-0,17.8,10.771,0.023,10.542,0.022,10.402,0.094,8.357,NaN,NaN,NaN,0.17,bpjk,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,0.162383,NaN,0,NaN,,,NaN
114,b'J16120814-2547578',0.660000026226044,0.0299999993294477,-6.59000015258789,0.0700000002980232,b'M3.5',0.600000023841858,0,b'2M',b'Simbad',243.033916666667,-25.7994166666667,68251926,243.033934,-25.799423,-16.1379,-26.519,13.049,STAR,2mass,0.0606304457103352,20180610,,,322-083196,16120814-2547578,,J161208.13-254758.1,6043472705817482240,,,tmgaia,2.09011,2.09011,hsoy,NaN,NaN,,349.689782,18.344234,245.821571,-4.595337,18.07,0.162,16.223,0.137,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.304,0.024,10.627,0.022,10.312,0.021,AAA-222-111-000-0-0,10.7,10.132,0.023,9.963,0.021,9.993,0.081,8.558,NaN,14.2427,0.00102427,0.017,gaiaj,,3196,160,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GIANT,NaN,NaN,NaN,NaN,0.360606,NaN,0,NaN,,,NaN
247,b'J16311542-2657151',0.449999988079071,0.0199999995529652,-2.11999988555908,0.0599999986588955,b'M1.5',0.699999988079071,0,b'2M',b'Simbad',247.81425,-26.9541944444444,318442933,247.814269,-26.954195,-12.9295,-19.4786,12.815,STAR,2mass,0.0610024465394271,20180610,,,316-088481,16311542-2657151,,J163115.41-265715.2,6045531197746329984,13674851,,tmgaia,2.09716,2.09692,hsoy,NaN,NaN,,351.823373,14.40935,250.251761,-5.023171,16.834,0.048,15.361,0.08,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.274,0.023,10.537,0.023,10.247,0.023,AAA-222-111-000-0-0,10.3,10.11,0.023,10.033,0.022,10.003,0.071,8.152,NaN,13.8925,0.000857722,0.017,gaiaj,,3349,160,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GIANT,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,,,NaN
237,b'J16264120-2200094',0.349999994039536,0.0199999995529652,-2.79999995231628,0.0799999982118607,b'M1.5',0.699999988079071,0,b'2M',b'Simbad',246.671708333333,-22.0026388888889,204190757,246.67169,-22.002638,-12.1448,-22.3659,11.999,STAR,2mass,0.0612766070630586,20180610,,,340-081287,16264120-2200094,,J162641.19-220009.7,6051935646816721792,11501421,,tmgaia,1.07751,1.07705,hsoy,NaN,NaN,,355.007398,18.443693,248.459302,-0.290941,16.148,0.048,14.668,0.183,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.399,0.027,9.623,0.023,9.343,0.024,AAA-222-111-000-0-0,6.1,9.239,0.023,9.142,0.02,9.116,0.034,8.429,NaN,13.1109,0.000585105,0.018,gaiaj,,3302,160,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GIANT,NaN,NaN,NaN,NaN,0.506053,NaN,0,NaN,,,NaN
64,b'J16022461-2200248',0.720000028610229,0.0399999991059303,-3.92000007629395,0.0700000002980232,b'M1.5',0,0,b'2M',b'Simbad',240.602541666667,-22.0068888888889,9676383,240.602541,-22.006906,-9.36907,-22.2864,11.712,STAR,2mass,0.0616401753401294,20180610,,,340-077970,16022461-2200248,,J160224.60-220024.9,6243349041980608896,11464381,,tmgaia,2.2408,2.24079,hsoy,NaN,NaN,,350.935747,22.582097,242.92122,-1.288713,15.121,0.033,13.786,0.046,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.344,0.021,9.625,0.026,9.381,0.02,AAA-222-111-000-0-0,42.8,9.311,0.022,9.234,0.019,9.122,0.035,8.357,NaN,12.6844,0.000477376,0.017,gaiaj,,3548,162,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GIANT,NaN,NaN,NaN,NaN,0.235096,NaN,0,NaN,,,NaN
248,b'J16315668-2846126',0.170000001788139,0.0399999991059303,-9.98999977111816,0.100000001490116,b'M4.0',0.699999988079071,0,b'2M',b'Simbad',247.986208333333,-28.7701944444444,204819343,247.986189,-28.770197,-10.3974,-19.916,13.255,STAR,2mass,0.0616981531462457,20180610,,,307-088670,16315668-2846126,,J163156.67-284612.8,6044045070339732608,14558076,,tmgaia,2.0976,2.10879,hsoy,NaN,NaN,,350.522695,13.095997,250.677523,-6.795634,17.584,0.26,16.314,1.133,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.43,0.023,10.761,0.022,10.495,0.023,AAA-222-111-000-0-0,9.3,10.331,0.023,10.093,0.023,9.843,0.066,8.849,NaN,14.4938,0.00116697,0.017,gaiaj,,3211,160,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GIANT,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,,,NaN
30,b'J15573430-2321123',0.579999983310699,0.0199999995529652,-6.36999988555908,0.0599999986588955,b'M1.0',0.5,1,b'2M',b'Simbad',239.392958333333,-23.3534166666667,280156884,239.39294,-23.35342,-13.7634,-22.6203,11.445,STAR,2mass,0.0617699207240251,20180610,,,334-078428,15573430-2321123,,J155734.29-232112.4,6237142264484167296,11453192,,tmgaia,2.29738,2.29737,hsoy,NaN,NaN,,349.051242,22.416727,242.094956,-2.830406,15.571,0.366,13.833,0.095,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.932,0.024,9.235,0.026,8.992,0.021,AAA-222-111-000-0-0,24.3,8.782,0.024,8.672,0.02,8.296,0.027,5.576,0.036,12.5058,0.000438715,0.017,gaiaj,,3417,161,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GIANT,NaN,NaN,NaN,NaN,0.166981,NaN,0,NaN,,,NaN
251,b'J16333503-2715448',0.349999994039536,0.0299999993294477,-3.85999989509583,0.25,b'M3.5',0.400000005960464,0,b'2M',b'Simbad',248.396,-27.2624722222222,204945667,248.395983,-27.262464,-13.7089,-22.2196,13.614,STAR,2mass,0.0619331122165005,20180610,,,314-087260,16333503-2715448,,J163335.02-271545.1,6044734537146109568,12756796,,tmgaia,2.06489,2.06132,hsoy,NaN,NaN,,351.934451,13.816432,250.811957,-5.250884,18.473,0.161,16.538,0.103,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.917,0.021,11.209,0.022,10.948,0.023,AAA-222-111-000-0-0,8.7,10.839,0.023,10.673,0.022,10.596,0.118,8.302,NaN,14.781,0.00136018,0.017,gaiaj,,3123,164,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DWARF,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,,,NaN
165,b'J16172297-2121119',0.600000023841858,0.0199999995529652,-1.45000004768372,0.0500000007450581,b'M1.0',0,0,b'2M',b'Simbad',244.34575,-21.3533055555556,49742343,244.345744,-21.353322,-7.82586,-25.9341,11.617,STAR,2mass,0.0625247355732548,20180610,,,344-079624,16172297-2121119,,J161722.97-212112.0,6244337674734667520,11492111,,tmgaia,2.2228,2.2228,hsoy,NaN,NaN,,354.0087,20.494745,246.220404,-0.006929,14.856,0.043,13.555,0.057,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.274,0.026,9.517,0.024,9.285,0.024,AAA-222-111-000-0-0,22.9,9.171,0.024,9.151,0.021,9.061,0.033,8.391,NaN,12.5739,0.000453064,0.018,gaiaj,,3594,162,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GIANT,NaN,NaN,NaN,NaN,0.310441,NaN,0,NaN,,,NaN
217,b'J16241177-1955583',0.509999990463257,0.00999999977648258,-4.78000020980835,0.0399999991059303,b'M1.5',1.20000004768372,0,b'2M',b'Simbad',246.049041666667,-19.9328611111111,203442031,246.049047,-19.932878,-20.2283,-26.1857,12.761,STAR,2mass,0.0634226656102968,20180610,,,351-080253,16241177-1955583,,J162411.77-195558.4,6244914746538845184,8858019,,tmgaia,2.36034,2.36034,hsoy,NaN,NaN,,356.268972,20.233951,247.555089,1.659569,17.141,0.129,16.729,1.133,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.033,0.022,10.209,0.023,9.953,0.022,AAA-222-111-000-0-0,7.9,9.803,0.023,9.671,0.02,9.693,0.05,8.025,NaN,13.9459,0.000880993,0.017,gaiaj,,2833,161,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DWARF,NaN,NaN,NaN,NaN,0.997499,NaN,0,NaN,,,NaN
145,b'J16152750-2627281',0.46000000834465,0.0399999991059303,-4.09000015258789,0.0599999986588955,b'M4.0',1,0,b'2M',b'Simbad',243.864625,-26.4578055555556,68643927,243.864612,-26.457819,-14.4071,-25.1774,14.022,STAR,2mass,0.0640158331672007,20180610,,,,16152750-2627281,,J161527.49-262728.4,6048621306454197888,,,tmgaia,2.09243,2.09024,hsoy,NaN,NaN,,349.7319,17.350218,246.675934,-5.110086,19.067,0.162,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.19,0.024,11.491,0.023,11.168,0.021,AAA-222-111-000-0-0,12.9,11.021,0.023,10.848,0.022,10.707,0.155,8.899,NaN,15.2638,0.00178097,0.017,gaiaj,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DWARF,NaN,NaN,NaN,NaN,0.511293,NaN,0,NaN,,,NaN
234,b'J16262803-2526477',0.519999980926514,0.0199999995529652,-2,0.0299999993294477,b'M0.0',1.79999995231628,0,b'2M',b'Simbad',246.616833333333,-25.4466111111111,175595883,246.616814,-25.446615,-12.6859,-29.0184,11.936,STAR,2mass,0.064388270248084,20180610,,,323-086552,16262803-2526477,,J162628.03-252647.9,6048935354463842944,13672923,,tmgaia,2.25436,2.25445,hsoy,NaN,NaN,,352.258523,16.212382,248.95358,-3.699688,16.172,0.141,14.763,0.092,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.282,0.024,9.386,0.026,9.099,0.025,AAA-222-111-000-0-0,23.9,8.805,0.023,8.712,0.021,8.393,0.042,6.558,0.089,13.0795,0.000576346,0.017,gaiaj,,3237,160,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GIANT,NaN,NaN,NaN,NaN,1.81304,NaN,0,NaN,,,NaN
83,b'J16073037-2546269',0.439999997615814,0.00999999977648258,-2.8199999332428,0.0299999993294477,b'M1.5',0.5,0,b'2M',b'Simbad',241.876583333333,-25.7741666666667,67752266,241.876565,-25.774174,-11.0323,-23.0174,12.595,STAR,2mass,0.0650335155695903,20180610,,,322-082517,16073037-2546269,,J160730.36-254627.1,6043696559514603648,,,tmgaia,2.09011,2.0901,hsoy,NaN,NaN,,348.94023,19.107599,244.789258,-4.762855,17.053,0.162,15.034,0.08,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.101,0.024,10.385,0.023,10.135,0.021,AAA-222-111-000-0-0,17,10.05,0.023,9.944,0.019,9.87,0.068,8.592,NaN,13.6435,0.000758043,0.018,gaiaj,,3402,161,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GIANT,NaN,NaN,NaN,NaN,0.175369,NaN,0,NaN,,,NaN
75,b'J16035404-2509393',0.589999973773956,0.0599999986588955,-7.55000019073486,0.319999992847443,b'M5.5',0.200000002980232,0,b'2M',b'Simbad',240.975208333333,-25.1609444444444,67233438,240.975189,-25.160949,-10.2819,-32.4166,14.148,STAR,2mass,0.0650958864535968,20180610,,,,16035404-2509393,,J160354.05-250939.3,6235849135731993600,,,tmgaia,2.09011,2.0901,hsoy,NaN,NaN,,348.791536,20.116889,243.870515,-4.316218,18.972,0.162,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.27,0.022,11.701,0.026,11.381,0.021,AAA-222-111-000-0-0,7.2,11.019,0.023,10.824,0.021,10.549,0.103,8.283,0.276,15.4143,0.00194396,0.017,gaiaj,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DWARF,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,,,NaN
144,b'J16151948-2540119',0.660000026226044,0.0399999991059303,-7.57999992370605,0.140000000596046,b'M1.5',0.699999988079071,0,b'2M',b'Simbad',243.831208333333,-25.67,68642573,243.831189,-25.670006,-14.381,-23.9517,11.669,STAR,2mass,0.0663453644494828,20180610,,,322-083575,16151948-2540119,,J161519.48-254012.2,6048740706544227584,13668393,,tmgaia,2.29069,2.29068,hsoy,NaN,NaN,,350.310068,17.914086,246.50721,-4.339841,15.582,0.053,14.017,0.051,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.106,0.024,9.379,0.022,9.124,0.024,AAA-222-111-000-0-0,30.8,9.006,0.025,8.878,0.021,8.795,0.033,8.262,NaN,12.7591,0.000494603,0.017,gaiaj,,3404,161,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GIANT,NaN,NaN,NaN,NaN,0.537812,NaN,0,NaN,,,NaN
