# %ECSV 0.9
# ---
# datatype:
# - {name: Assoc, datatype: string, description: Association short name (1)}
# - {name: Main, datatype: string, description: Main designation}
# - {name: SpT, datatype: string, description: Spectral Type}
# - {name: RAh, unit: h, datatype: int64, description: Hour of Right Ascension (J2000)}
# - {name: RAm, unit: min, datatype: int64, description: Minute of Right Ascension (J2000)}
# - {name: RAs, unit: s, datatype: float64, description: Second of Right Ascension (J2000)}
# - {name: DE-, datatype: string, description: Sign of the Declination (J2000)}
# - {name: DEd, unit: deg, datatype: int64, description: Degree of Declination (J2000)}
# - {name: DEm, unit: arcmin, datatype: int64, description: Arcminute of Declination (J2000)}
# - {name: DEs, unit: arcsec, datatype: float64, description: Arcsecond of Declination (J2000)}
# - {name: pmRA, unit: mas / yr, datatype: float64, description: 'Proper motion in RA, pm*cos(dec)'}
# - {name: e_pmRA, unit: mas / yr, datatype: float64, description: Uncertainty on pmRA}
# - {name: pmDE, unit: mas / yr, datatype: float64, description: Proper motion in DE}
# - {name: e_pmDE, unit: mas / yr, datatype: float64, description: Uncertainty on pmDE}
# - {name: RVel, unit: km / s, datatype: float64, description: Radial velocity}
# - {name: e_RVel, unit: km / s, datatype: float64, description: Uncertainty on RVel}
# - {name: Dist, unit: pc, datatype: float64, description: Trigonometric distance}
# - {name: e_Dist, unit: pc, datatype: float64, description: Uncertainty on Dist}
# - {name: Comp, datatype: string, description: Companion Flag (2)}
# - {name: r_SpT, datatype: string, description: 'Reference for spectral type, SpT (3)'}
# - {name: r_pmX, datatype: string, description: 'Reference for proper motion, pmRA/DE (3)'}
# - {name: r_RVel, datatype: string, description: 'Reference for radial velocity, RVel (3)'}
# - {name: r_Dist, datatype: string, description: 'Reference for trigonometric distance, Dist (3)'}
# - {name: dstArcSec, datatype: float64}
# - {name: Tmag, datatype: float64}
# - {name: GAIA, datatype: object}
# - {name: Teff, datatype: object}
# - {name: MatchID, datatype: int64}
# - {name: MatchRA, datatype: float64}
# - {name: MatchDEC, datatype: float64}
# - {name: ra, datatype: float64}
# - {name: dec, datatype: float64}
# schema: astropy-2.0
Assoc Main SpT RAh RAm RAs DE- DEd DEm DEs pmRA e_pmRA pmDE e_pmDE RVel e_RVel Dist e_Dist Comp r_SpT r_pmX r_RVel r_Dist dstArcSec Tmag GAIA Teff MatchID MatchRA MatchDEC ra dec
ABDMG Rukbat B8 19 23 53.22 - 40 36 59.2 30.5 0.4 -119.2 0.2 -1.0 3.0 55.7 0.7 "" 25 16 6 16 2.0131713933 4.299 6713727057010006912 11429 98423184 290.971509 -40.615916 290.97175 -40.6164444444
ABDMG "HD 201919" K6Ve 21 13 5.36 - 17 29 14.9 77.0 2.0 -148.0 1.0 -7.4 0.8 37.2 0.7 "" 14 5 30 5 2.4705563357 9.352 6834123752050004224 4381 214640977 318.271968 -17.486881 318.272333333 -17.4874722222
ABDMG "HD 209952" B6V 22 8 13.98 - 46 57 39.4 126.7 0.1 -147.5 0.1 11.0 2.0 31.0 0.2 "" 32 16 20 16 0.180699175153 2.521 None 12882 279316667 332.058289 -46.960987 332.05825 -46.9609444444
ABDMG "Wolf 1225 A" M3V 22 23 29.05 "" 32 27 33.4 255.0 3.0 -208.0 3.0 -21.0 2.0 16.0 2.0 "" 11 44 7 16 0.651853691724 8.364 None 3461 164170728 335.8712 32.4594 335.871041667 32.4592777778
ABDMG "Wolf 1225 B" M1V 22 23 29.05 "" 32 27 33.4 "" "" "" "" "" "" "" "" [COMPANION] 37 - - - 0.651853691724 8.364 None 3461 164170728 335.8712 32.4594 335.871041667 32.4592777778
ABDMG "HD 217379 A" K8V 23 0 28.09 - 26 18 45.2 117.4 0.2 -159.8 0.1 6.0 2.0 32.0 0.3 "" 11 5 7 16 3.20612144037 8.43661 2382705812662788608 3732 270377903 345.116297 -26.311966 345.117041667 -26.3125555556
ABDMG "HD 217379 B" "" 23 0 27.94 - 26 18 46.3 "" "" "" "" "" "" "" "" [COMPANION] - - - - 3.245456079 8.43661 2382705812662788608 3732 270377903 345.116297 -26.311966 345.116416667 -26.3128611111
ABDMG "HIP 114066" M1V 23 6 5.24 "" 63 55 33.5 173.7 0.1 -58.9 0.1 -23.7 0.8 24.1 0.2 "" 7 5 7 5 2.71140544448 9.059 2207738912429172608 3805 435160829 346.5202 63.9262 346.521833333 63.9259722222
ABDMG "HIP 115162" G4V 23 19 39.67 "" 42 15 8.8 77.85 0.07 -65.98 0.09 -19.7 0.2 51.5 0.6 "" 11 5 7 5 1.60339122564 8.237 1924565636928925312 5488.26 173793730 349.91482 42.252721 349.915291667 42.2524444444
ABDMG "HD 220825" A0 23 26 55.96 "" 1 15 20.2 86.7 0.3 -94.3 0.2 -4.4 0.6 47.1 0.6 "" 25 16 20 16 0.178886359606 5.352 None 9180 422505074 351.733117 1.255613 351.733166667 1.25561111111
ABDMG "HD 222575" G8V 23 41 54.38 - 35 58 40.8 71.27 0.07 -66.12 0.07 11.0 2.0 65.0 1.0 "" 35 5 30 5 1.48042501628 8.732 2311789820931738624 5437 224278523 355.476217 -35.977715 355.476583333 -35.978
ABDMG "HD 223352 AB" A0V 23 48 55.55 - 28 7 49.0 100.8 0.3 -105.3 0.2 9.0 2.0 42.1 0.4 "" 45 16 25 16 0.1243018003 4.846 None 9845.73 33982930 357.231469 -28.130311 357.231458333 -28.1302777778
BPMG "HD 203" F2IV 0 6 50.19 - 23 6 27.9 97.11 0.03 -47.28 0.02 7.0 4.0 39.7 0.9 "" 46 5 20 5 1.57536430027 5.811 2337191185233219072 6762.91 229012143 1.708698 -23.107557 1.709125 -23.10775
BPMG "RBS 38" M2.5V 0 17 23.8 - 66 45 12.6 104.0 1.0 -14.0 1.0 10.7 0.2 39.0 3.0 "" 14 47 14 48 1.59709179852 10.093 4707563810327288192 3449 394137224 4.348047 -66.753461 4.34916666667 -66.7535
BPMG "GJ 2006 A" M3.5Ve 0 27 50.36 - 32 33 7.0 98.0 1.0 -61.0 4.0 8.8 0.2 33.0 3.0 "" 14 47 14 48 1.74155220737 10.433 2315841864877478400 3150 251845153 6.959336 -32.551703 6.95983333333 -32.5519444444
BPMG "GJ 2006 B" M3.5Ve 0 27 50.49 - 32 33 24.8 117.0 3.0 -29.0 8.0 8.5 0.2 32.0 2.0 [COMPANION] 14 47 14 48 1.86727669079 10.574 2315841864877478656 3100 251845156 6.95983 -32.556648 6.960375 -32.5568888889
BPMG "GJ 3076" M5 1 11 25.42 "" 15 26 21.5 180.0 2.0 -120.0 5.0 4.0 0.1 21.8 0.8 "" 11 31 36 48 0.34488383578 11.009 None 2976 336813693 17.8559 15.4394 17.8559166667 15.4393055556
BPMG "Barta 161 12" M4.3 1 35 14.02 - 7 12 52.2 100.0 10.0 -50.0 10.0 6.8 0.8 38.0 2.0 "" 9 13 14 9 1.18688826259 10.591 2477870708709917568 3247 29853348 23.8081 -7.2144 23.8084166667 -7.2145
BPMG "G 271-110" M4V 1 36 55.35 - 6 47 39.5 175.0 4.0 -99.0 4.0 12.2 0.4 24.0 0.4 "" 14 31 9 9 2.96939888574 10.296 None None 29900215 24.230417 -6.793507 24.230625 -6.79430555556
BPMG "HD 14082 A" F5V 2 17 25.39 "" 28 44 41.0 87.1 0.2 -74.1 0.2 5.4 0.5 39.7 0.4 "" 22 5 49 5 1.86904727329 6.522 107774198474602112 6217.14 118301925 34.355341 28.745059 34.3557916667 28.7447222222
BPMG "HD 14082 B" G2V 2 17 24.83 "" 28 44 29.3 85.1 0.4 -70.8 0.3 5.7 0.3 39.3 0.4 [COMPANION] 22 5 50 5 1.66424839172 7.1508 107774198474602368 5940.86 118301927 34.353068 28.741783 34.3534583333 28.7414722222
BPMG "AG Tri A" K8 2 27 29.35 "" 30 58 23.5 79.5 0.2 -72.1 0.1 7.0 1.0 41.1 0.4 "" 22 5 51 5 1.57521654658 8.8628 132362954963518208 4300 285466901 36.871906 30.973481 36.8722916667 30.9731944444
BPMG "AG Tri B" M0 2 27 28.15 "" 30 58 39.3 "" "" "" "" 5.0 1.0 "" "" [COMPANION] 11 - 51 - 1.59751838911 10.249 132363023682994816 3433 285466899 36.866911 30.977884 36.8672916667 30.9775833333
BPMG "BD+05 378" K6Ve 2 41 25.97 "" 5 59 17.5 80.0 3.0 -54.0 2.0 10.0 1.0 42.0 3.0 "" 22 16 51 16 1.40906885111 8.954 18211039292332928 4100 318785502 40.357868 5.988391 40.3582083333 5.98819444444
BPMG "51 Eri" F0V 4 37 36.13 - 2 28 24.8 44.2 0.3 -64.4 0.3 21.0 5.0 29.4 0.3 "" 46 16 34 16 0.124350954752 5.024 None 7295 298810162 69.400558 -2.473586 69.4005416667 -2.47355555556
BPMG "51 Eri b" T6 4 37 36.13 - 2 28 24.8 "" "" "" "" "" "" "" "" [COMPANION] 52 - - - 0.124350954752 5.024 None 7295 298810162 69.400558 -2.473586 69.4005416667 -2.47355555556
BPMG "GJ 3305 AB" M0Ve 4 37 37.51 - 2 29 29.6 46.0 3.0 -65.0 3.0 21.7 0.3 "" "" [COMPANION] 11 53 9 - 1.45382267893 8.569 3205094365111410432 3699 298812498 69.4061 -2.4912 69.4062916667 -2.49155555556
BPMG "2MASS J04433761+0002051" M9{gamma} 4 43 37.61 "" 0 2 5.2 51.0 1.0 -103.0 1.0 17.0 0.8 21.1 0.4 "" 54 2 8 2 0.186001715515 14.257 None None 299007548 70.906728 0.03473 70.9067083333 0.0347777777778
BPMG "V1005 Ori" M0Ve 4 59 34.87 "" 1 46 59.2 39.3 0.2 -94.9 0.1 17.0 1.0 24.6 0.2 "" 30 5 55 5 1.56065336733 8.309 3231945504212402688 3829 452763353 74.8951 1.7835 74.8952916667 1.78311111111
BPMG "CD-57 1054" M0.5e 5 0 47.2 - 57 15 24.3 35.3 0.1 74.1 0.1 19.4 0.3 27.1 0.2 "" 11 5 56 5 1.36279418859 8.319 4764027958661044352 3874 220473309 75.1964 -57.2571 75.1966666667 -57.25675
BPMG "BD-21 1074 A" M1V 5 6 49.97 - 21 35 9.4 46.6 0.6 -16.0 1.0 21.2 0.9 19.7 0.1 "" 11 5 57 5 0.715518701043 8.219 2962658545176445952 3779 146522418 76.708 -21.5859 76.7082083333 -21.5859444444
BPMG "BD-21 1074 B" M3.5V 5 6 49.48 - 21 35 4.2 "" "" "" "" "" "" "" "" [COMPANION] - - - - 0.345649222457 8.533 2962658549471532928 3472 146522419 76.706141 -21.584407 76.7061666667 -21.5845
BPMG "BD-21 1074 C" M4V 5 6 49.54 - 21 35 4.7 "" "" "" "" "" "" "" "" [COMPANION] - - - - 1.24437421474 8.533 2962658549471532928 3472 146522419 76.706141 -21.584407 76.7064166667 -21.5846388889
BPMG "AF Lep" F7 5 27 4.78 - 11 54 4.2 17.14 0.03 -49.16 0.03 21.0 2.0 26.8 0.2 "" 46 5 34 5 0.832732650233 5.771 3009908373754300288 6409.37 94945758 81.769881 -11.900938 81.7699166667 -11.9011666667
BPMG "Beta Pic" A6V 5 47 17.08 - 51 3 59.5 4.7 0.1 83.1 0.2 20.0 0.7 19.0 0.0 "" 32 16 23 16 0.0538006263362 3.82 None 8038.68 270577175 86.821179 -51.066515 86.8211666667 -51.0665277778
BPMG "Beta Pic b" L1? 5 47 17.08 - 51 3 59.5 "" "" "" "" "" "" "" "" [COMPANION] 58 - - - 0.0538006263362 3.82 None 8038.68 270577175 86.821179 -51.066515 86.8211666667 -51.0665277778
BPMG "2MASS J06131330-2742054" M3.5V 6 13 13.3 - 27 42 5.6 -15.0 1.0 -2.0 1.0 22.5 0.2 29.4 0.9 "" 14 47 14 48 0.17393862659 9.627 2899492632952579328 3150 37606355 93.305451 -27.701518 93.3054166667 -27.7015555556
BPMG "AO Men" K4Ve 6 18 28.18 - 72 2 40.3 -7.7 0.1 74.4 0.1 16.0 1.0 39.0 0.3 "" 30 5 23 5 1.29173259053 8.48711 5266270439140210176 4260 141914082 94.617684 -72.044877 94.6174166667 -72.0445277778
BPMG "TWA 22 A" M5 10 17 26.89 - 53 54 26.5 -175.8 0.8 -21.3 0.8 15.0 2.0 17.5 0.2 "" - 59 59 59 0.0304527001985 10.642 None 2843 272349442 154.36205 -53.907368 154.362041667 -53.9073611111
BPMG "TWA 22 B" "" 10 17 26.89 - 53 54 26.5 "" "" "" "" "" "" "" "" [COMPANION] - - - - 0.0304527001985 10.642 None 2843 272349442 154.36205 -53.907368 154.362041667 -53.9073611111
BPMG "V343 Nor A" K0V 15 38 57.45 - 57 42 28.7 -49.86 0.06 -97.87 0.07 4.0 1.0 36.9 0.4 "" 46 5 34 5 1.71149783589 7.07 5882581890885085312 4958 278036258 234.739886 -57.707583 234.739375 -57.7079722222
BPMG "V343 Nor BC" M4.5 15 38 56.69 - 57 42 20.5 "" "" "" "" 0.0 2.0 "" "" [COMPANION] 11 - 30 - 1.71879324246 11.799 5882581895192805632 3000 278036238 234.736652 -57.70528 234.736208333 -57.7056944444
BPMG "2MASS J16572029-5343316" M3V 16 57 20.25 - 53 43 32.9 -21.0 5.0 -91.0 4.0 1.4 0.2 52.0 2.0 "" 14 5 14 5 1.33609502388 10.16 5935776710114780800 3827 348555880 254.334571 -53.725453 254.334375 -53.7258055556
BPMG "HD 155555 A" G5IV 17 17 25.45 - 66 57 5.8 -21.49 0.02 -137.25 0.03 3.0 2.0 30.5 0.3 "" 46 5 34 5 1.93366266128 5.924 5811866422581688320 5129 301842094 259.356292 -66.951083 259.356041667 -66.9516111111
BPMG "HD 155555 B" K0IV 17 17 25.51 - 66 57 3.9 "" "" "" "" "" "" "" "" [COMPANION] 11 - - - 0.00128869324858 5.924 5811866422581688320 5129 301842094 259.356292 -66.951083 259.356291667 -66.9510833333
BPMG "HD 155555 C" M3Ve 17 17 31.25 - 66 57 7.6 -9.0 9.0 -146.0 9.0 3.0 2.0 31.4 0.7 [COMPANION] 30 53 30 30 2.02145134671 10.165 5811867831334571136 3313 301842096 259.380366 -66.951553 259.380208333 -66.9521111111
BPMG "HD 160305" F9V 17 41 49.04 - 50 43 29.0 -4.0 1.0 -65.7 0.9 2.0 1.0 73.0 5.0 "" 60 16 60 16 1.02509440235 7.805 5946515434017842304 6344 97014510 265.454306 -50.724438 265.454333333 -50.7247222222
BPMG "HD 164249 A" F5V 18 3 3.41 - 51 38 57.7 2.27 0.04 -86.13 0.03 -0.2 0.5 50.4 0.7 "" 46 5 34 5 1.3144413335 6.579 6702775130923228672 6563.03 337438474 270.764213 -51.648996 270.764208333 -51.6493611111
BPMG "HD 164249 B" M2Ve 18 3 4.11 - 51 38 57.6 "" "" "" "" -2.0 1.0 47.0 2.0 [COMPANION] 30 - 30 30 1.42102855393 10.832 6702775508886369408 None 337438473 270.767055 -51.648941 270.767125 -51.6493333333
BPMG "HD 165189" A6V 18 6 49.9 - 43 25 30.8 11.0 1.0 -106.6 0.5 -7.8 0.4 42.0 1.0 "" 61 16 20 16 0.983786860998 5.161 None 7745 86140963 271.707924 -43.424949 271.707916667 -43.4252222222
BPMG "HD 165190" A7V 18 6 49.93 - 43 25 29.1 "" "" "" "" "" "" "" "" [COMPANION] 61 - - - 0.779665285686 5.161 None 7745 86140963 271.707924 -43.424949 271.708041667 -43.42475
BPMG "HD 168210" G5V 18 19 52.22 - 29 16 33.5 4.63 0.09 -46.41 0.06 -7.0 3.0 79.0 2.0 "" 30 5 23 5 0.719613620295 8.107 4051081838710783232 5881 128611991 274.967546 -29.275775 274.967583333 -29.2759722222
BPMG "HIP 92024 A" A7 18 45 26.91 - 64 52 16.5 32.4 0.2 -149.5 0.2 2.0 4.0 28.5 0.2 "" 46 16 20 16 0.0514617272432 4.588 None None 464405850 281.362139 -64.871237 281.362125 -64.87125
BPMG "HIP 92024 BC" K7V 18 45 37.1 - 64 51 48.2 "" "" "" "" 1.0 3.0 29.2 0.6 [COMPANION] 11 - 30 30 2.13845733843 8.223 6438274728255523456 3644 464405840 281.4044 -64.8628 281.404583333 -64.8633888889
BPMG "CD-31 16041" K7Ve 18 50 44.5 - 31 47 48.5 14.0 5.0 -76.0 6.0 -6.0 1.0 49.7 0.6 "" 14 5 30 5 1.15647138061 9.484 6736232342046851328 3923 276304874 282.6853 -31.7965 282.685416667 -31.7968055556
BPMG "HIP 92680" G9IV 18 53 5.9 - 50 10 51.2 18.0 1.0 -83.6 0.8 -4.2 0.2 52.0 3.0 "" 30 16 20 16 1.33445524908 7.546 6655168686918321152 5169 406095880 283.274458 -50.180527 283.274583333 -50.1808888889
BPMG "2MASS J18580415-2953045" M0Ve 18 58 4.17 - 29 53 5.4 8.0 7.0 -54.0 8.0 -5.0 1.0 78.0 3.0 "" 14 5 30 5 0.843616676961 10.143 6760846559098703744 3920 91853165 284.5174 -29.8846 284.517375 -29.8848333333
BPMG "HIP 95270" F5.5 19 22 58.99 - 54 32 18.2 24.52 0.04 -82.21 0.03 0.1 0.4 49.0 1.0 "" 46 5 20 5 1.22879141181 6.608 6643589347714850432 6483.81 360689837 290.745606 -54.538065 290.745791667 -54.5383888889
BPMG "2MASS J19560438-3207376" M0V 19 56 4.41 - 32 7 38.7 32.6 0.9 -68.9 0.8 -7.2 0.5 50.2 0.8 "" 14 5 14 5 1.25867055693 9.849 6747467220578068608 3953 326088051 299.0182 -32.1271 299.018375 -32.1274166667
BPMG "HIP 99273" F5V 20 9 5.26 - 26 13 27.5 40.36 0.04 -67.48 0.03 -6.0 2.0 50.9 0.8 "" 11 5 34 5 1.02916402691 6.739 6847146780087983360 6487.03 301636441 302.271748 -26.224063 302.271916667 -26.2243055556
BPMG "2MASS J20100002-2801410" M2.5 20 9 59.91 - 28 1 34.8 40.4 0.9 -62.7 0.9 -5.8 0.6 48.0 3.0 "" 14 47 14 48 6.59153609023 10.246 None 3324 301710123 302.500131 -28.028109 302.499625 -28.0263333333
BPMG "2MASS J20333759-2556521" M4.5V 20 33 37.66 - 25 56 53.2 52.0 2.0 -77.0 1.0 -7.6 0.4 48.0 3.0 "" 14 47 14 48 1.40893615972 11.594 6800238040634037120 2850 269829656 308.406627 -25.947819 308.406916667 -25.9481111111
BPMG "AU Mic" M1Ve 20 45 9.86 - 31 20 32.6 281.38 0.07 -360.11 0.04 -5.0 1.0 10.0 0.0 "" 11 5 34 5 6.84254044981 6.755 6794047652729201024 3588 441420236 311.2897 -31.3409 311.291083333 -31.3423888889
BPMG "AT Mic B" M4Ve 20 41 51.15 - 32 26 10.2 "" "" "" "" "" "" "" "" [COMPANION] 30 - - - 3.48082890144 7.396 None 3241 441398770 310.4631 -32.4352 310.463125 -32.4361666667
BPMG "AT Mic A" M4Ve 20 41 51.16 - 32 26 6.6 271.0 5.0 -366.0 4.0 -4.0 4.0 10.7 0.4 [COMPANION] 11 16 23 16 0.235436681279 7.396 None 3241 441398770 310.4631 -32.4352 310.463166667 -32.4351666667
BPMG "HIP 103311 AB" F8V 20 55 47.73 - 17 6 51.9 58.8 0.8 -62.8 0.7 -5.0 2.0 46.0 2.0 "" 46 16 30 16 1.15243511531 6.718 6882840883188887040 6098 206189744 313.948659 -17.114172 313.948875 -17.1144166667
BPMG "PSO J318.5-22" L7 21 14 8.19 - 22 51 37.2 137.0 1.0 -139.0 1.0 -6.0 0.9 22.2 0.8 "" 62 2 63 2 2.64923337186 18.456 None None 24266526 318.53344 -22.859955 318.534125 -22.8603333333
BPMG "2MASS J21212873-6655063" K7V 21 21 28.99 - 66 55 7.8 116.0 1.0 -91.0 2.0 3.3 0.8 32.1 0.8 "" 14 5 30 5 2.19257565491 8.994 6400160943657052160 3975 419610508 320.3697 -66.9184 320.370791667 -66.9188333333
BPMG "2MASS J22424896-7142211" K7V 22 42 49.24 - 71 42 22.0 95.0 1.0 -53.0 1.0 8.6 0.5 36.5 0.3 "" 14 5 30 5 1.62060728625 8.954 6382640328948202752 3859 325178532 340.7039 -71.7059 340.705166667 -71.7061111111
BPMG "HIP 112312 A" M4IVe 22 44 58.18 - 33 15 3.6 179.9 0.2 -123.3 0.1 1.0 1.0 20.8 0.2 "" 30 5 51 5 3.29485325294 9.37 6603693877537306112 3338 206605718 341.2415 -33.2505 341.242416667 -33.251
BPMG "HIP 112312 B" M5IVe 22 45 0.28 - 33 15 27.9 "" "" "" "" 3.0 2.0 "" "" [COMPANION] 11 - 51 - 3.275244534 10.386 6603693808817829760 3211 206605715 341.2503 -33.2572 341.251166667 -33.25775
BPMG "BD-13 6424" M0Ve 23 32 31.0 - 12 15 52.7 139.0 2.0 -81.2 0.8 1.4 0.4 27.8 0.4 "" 14 5 64 5 2.33713742551 8.687 2433191881917182208 3754 434101713 353.1286 -12.2643 353.129166667 -12.2646388889
UMA "37 UMa" F2V 10 35 9.82 "" 57 4 58.0 66.8 0.2 36.6 0.3 -11.3 0.6 26.5 0.2 "" 65 16 20 16 1.04652537195 5.253 854734432190336512 6898 289715844 158.790389 57.08273 158.790916667 57.0827777778
UMA "gam UMa" A0Ve 11 53 49.85 "" 53 41 41.1 107.7 0.3 11.0 0.3 -11.9 0.7 25.5 0.3 "" 66 16 20 16 0.299023034948 2.396 None 9311 11895653 178.457665 53.694671 178.457708333 53.69475
UMA "del UMa" A3V 12 15 25.56 "" 57 1 57.4 104.1 0.1 7.3 0.1 -15.3 0.5 24.7 0.1 "" 67 16 20 16 0.147160837865 3.414 None 8670 224292240 183.856453 57.032643 183.8565 57.0326111111
UMA "HR 4867" F7V 12 48 39.69 "" 60 19 11.6 110.0 2.0 -24.0 3.0 -6.2 0.8 24.0 2.0 "" 68 16 12 16 1.88553235876 5.994 1579858605497308032 6294.03 142277151 192.164318 60.319869 192.165375 60.3198888889
UMA "eps UMa A" A0 12 54 1.75 "" 55 57 35.4 111.9 0.2 -8.2 0.2 -12.7 0.2 25.3 0.1 "" 67 16 20 16 0.364774101269 1.76 None None 471011800 193.507112 55.959821 193.507291667 55.9598333333
UMA "eps UMa B" A0 12 54 1.75 "" 55 57 35.4 "" "" "" "" "" "" "" "" [COMPANION] 67 - - - 0.364774101269 1.76 None None 471011800 193.507112 55.959821 193.507291667 55.9598333333
UMA "78 UMa AB" F2V 13 0 43.7 "" 56 21 58.8 107.9 0.3 2.1 0.3 -9.8 0.9 25.4 0.2 "" 67 16 69 16 0.204366455411 5.639 None 6690 229534764 195.182184 56.366344 195.182083333 56.3663333333
UMA "zet UMa A" A1.5V 13 23 55.54 "" 54 55 31.3 121.2 0.5 -22.0 0.5 -5.6 0.9 26.0 1.0 "" 65 70 69 16 0.348937932722 2.41 None None 471011825 200.981248 54.925362 200.981416667 54.9253611111
UMA "zet UMa B" A1 13 23 56.33 "" 54 55 18.6 121.2 0.5 -22.0 0.5 -9.3 0.9 26.0 1.0 "" 71 70 69 16 0.413414444863 7.831 None 8279 159190005 200.984544 54.921768 200.984708333 54.9218333333
UMA "80 UMa" A5V 13 25 13.54 "" 54 59 16.7 120.2 0.1 -16.0 0.1 -8.9 0.9 25.1 0.1 "" 72 16 69 16 0.194199917227 3.631 None 7975.95 159191044 201.306432 54.987919 201.306416667 54.9879722222
CARN "GJ 140 A" M1 3 24 6.48 "" 23 47 6.1 225.0 5.0 -131.0 4.0 19.0 2.0 20.0 2.0 "" 73 16 73 16 0.100000000082 8.425 62948174562104448 3642 25896647 51.027 23.785 51.027 23.7850277778
CARN "GJ 140 B" M3 3 24 6.48 "" 23 47 6.2 "" "" "" "" "" "" "" "" [COMPANION] 37 - - - 0.200000000174 8.425 62948174562104448 3642 25896647 51.027 23.785 51.027 23.7850555556
CARN "GJ 140 C" M2.5 3 24 13.08 "" 23 46 17.4 208.0 5.0 -112.0 5.0 18.0 3.0 "" "" [COMPANION] 10 74 73 - 3.7542237647 9.589 None 3562 25909530 51.0535 23.772 51.0545 23.7715
CARN "HD 57852" F2 7 20 21.36 - 52 18 39.3 -36.88 0.05 146.69 0.05 17.0 2.0 30.5 0.6 "" 73 5 75 5 2.12582023772 5.632 5492026736399938560 6614 355406799 110.089279 -52.311482 110.089 -52.3109166667
CARN "HD 57853" G0 7 20 21.81 - 52 18 31.2 "" "" "" "" 16.0 4.0 "" "" [COMPANION] 73 5 75 5 2.05805948852 6.317 5492026736399861888 6308 355406796 110.09111 -52.30922 110.090875 -52.3086666667
CARN "HD 59704" F7 7 29 31.38 - 38 7 20.6 -27.32 0.03 68.06 0.04 25.0 1.0 52.0 0.7 "" 73 5 76 5 1.13564678649 7.211 5586184411076316032 6146.11 173532792 112.380895 -38.122683 112.38075 -38.1223888889
CARN "HD 62850" G2.5 7 42 35.96 - 59 17 48.4 -53.93 0.07 158.63 0.06 17.1 0.4 32.5 0.2 "" 73 5 76 5 2.46393965222 6.606 5292834399547563520 5908 340459410 115.650286 -59.297422 115.649833333 -59.2967777778
CARN "HD 62848" G0 7 43 21.4 - 52 9 48.5 -56.89 0.03 157.4 0.03 20.5 0.5 34.3 0.7 "" 73 5 20 5 2.52272203742 6.152 5492744236456586752 6140.66 268119987 115.839565 -52.164129 115.839166667 -52.1634722222
CARN "HD 63581" K0IV-V 7 46 14.7 - 59 48 48.4 -57.3 0.1 154.6 0.1 18.1 0.1 32.9 0.6 "" 32 5 76 5 2.32654292507 7.399 5294069563423410176 5474 340637365 116.561677 -59.814054 116.56125 -59.8134444444
CARN "HD 63608" K0 7 46 16.86 - 59 48 31.9 -52.3 0.4 153.2 0.4 16.9 0.3 33.6 0.3 "" 73 5 76 5 2.32892343707 7.51221 5294069563423410048 5334 340637363 116.570618 -59.809481 116.57025 -59.8088611111
CARN "HR 3070" F1 7 49 12.9 - 60 17 1.3 -37.9 0.3 140.3 0.3 16.9 0.4 34.6 0.3 "" 73 16 20 16 0.220058196199 5.431 None 6649.69 382509773 117.303651 -60.283658 117.30375 -60.2836944444
CARN "GJ 358" M2 9 39 45.68 - 41 3 57.9 -527.0 1.0 356.0 1.0 18.0 3.0 9.5 0.1 "" 73 16 73 16 9.505307847 8.397 5425628294349348864 3401 259999047 144.9432 -41.0676 144.940333333 -41.0660833333
CARN "HD 103742" G3 11 56 42.11 - 32 16 5.5 -172.0 0.4 -8.3 0.3 5.9 0.1 35.8 0.4 "" 73 5 76 5 2.57571067151 7.041 3466924195770080896 5742 142098919 179.176303 -32.268152 179.175458333 -32.2681944444
CARN "HD 103743" G3 11 56 43.57 - 32 16 2.8 -178.8 0.6 -7.1 0.3 6.9 0.5 35.4 0.3 [COMPANION] 73 5 76 5 2.71532021697 7.178 3466924195770080768 5641 142098917 179.182433 -32.267415 179.181541667 -32.2674444444
CARN "HD 108574" F7 12 28 4.19 "" 44 47 39.4 -181.8 0.1 -4.5 0.1 -2.3 0.3 45.4 0.5 "" 73 5 20 5 2.67435102467 6.896 1541667928099786624 6123 157968700 187.018505 44.794291 187.017458333 44.7942777778
CARN "HD 108575" G0 12 28 4.54 "" 44 47 30.5 -180.7 0.1 0.4 0.1 -1.3 0.9 45.8 0.5 [COMPANION] 73 5 20 5 2.74730823547 7.57 1541667928099786752 5923 157968698 187.019992 44.791809 187.018916667 44.7918055556
CARN "GJ 900" M0 23 35 0.62 "" 1 36 19.9 340.9 0.1 27.14 0.08 -9.0 1.0 20.8 0.1 "" 73 5 20 5 4.99925323499 8.03 2646280705713202816 3927 422618003 353.7512 1.6054 353.752583333 1.60552777778
CARN "GJ 907.1" K8 23 48 25.93 - 12 59 14.6 230.0 3.0 21.0 2.0 -8.4 0.5 28.0 2.0 "" 73 16 30 16 3.51059453831 8.205 None 4083 270268718 357.107055 -12.987552 357.108041667 -12.9873888889
HYA "HD 16909" K3.5V 2 43 21.37 "" 19 25 45.1 435.0 6.0 -16.0 5.0 32.2 0.2 18.9 0.4 "" 77 16 78 16 6.38912839739 7.188 None 4626 247372926 40.83716 19.429224 40.8390416667 19.4291944444
