#The following lines beginning with # are comments. Readable columns names and datatypes are provided as informational comment lines in addition to the database column names.
#If you want to re-upload this table import it as a Generic Table with these header lines unmodified.
#HIP, Memb, Simbad, _RA, _DE, RA, DEC, MatchID, MatchRA, MatchDEC, pmRA, pmDEC, TESS Mag., Object Type, Source of Type, dstArcSec, Version, HIP_, TYC ID, UCAC ID, 2MASS ID, SDSS ID, ALLWISE ID, GAIA ID, APASS ID, KIC ID, Source of Position, pmRA Err., pmDec Err., PM Flag, Parallax, Parallax Err., Source of Parallax, Gal. Long., Gal. Lat., Ecl. Long., Ecl. Lat., B Mag., B Mag. Err., V Mag., V Mag. Err., u Mag., u Mag. Err., g Mag., g Mag. Err., r Mag., r Mag. Err., i Mag., i Mag. Err., z Mag., z Mag. Err., J Mag., J Mag. Err., H Mag., H Mag. Err., K Mag., K Mag. Err., TWOMflag, prox, W1 Mag., W1 Mag. Err., W2 Mag., W2 Mag. Err., W3 Mag., W3 Mag. Err., W4 Mag., W4 Mag. Err., GAIA G Mag., GAIA G Mag. Err., TESS Mag. Err., TESS Flag, Stellar Properties Flag, T_eff, T_eff Err., log(g), log(g) Err., Metallicity, Metallicity Err., Stellar Radius, Stellar Radius Err., Stellar Mass, Stellar Mass Err., Stellar Density, Stellar Density Err., Luminosity Class from RPM, Stellar Luminosity, Stellar Luminosity Err., Distance, Distance Err., E(B-V), E(B-V) Err., Num. Sources in Aper., Contam. Ratio, Disposition, duplicate_id, priority
#@float, float, string, ra, dec, ra, dec, string, float, float, float, float, float, string, string, float, string, string, string, string, string, string, string, string, string, string, string, float, float, string, float, float, string, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, string, float, float, float, float, float, float, float, float, float, float, float, float, string, string, float, float, float, float, float, float, float, float, float, float, float, float, string, float, float, float, float, float, float, int, float, string, string, float
HIP,Memb,Simbad,_RA,_DE,RA,DEC,MatchID,MatchRA,MatchDEC,pmRA,pmDEC,Tmag,objType,typeSrc,dstArcSec,version,HIP_,TYC,UCAC,TWOMASS,SDSS,ALLWISE,GAIA,APASS,KIC,POSflag,e_pmRA,e_pmDEC,PMflag,plx,e_plx,PARflag,gallong,gallat,eclong,eclat,Bmag,e_Bmag,Vmag,e_Vmag,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,TWOMflag,prox,w1mag,e_w1mag,w2mag,e_w2mag,w3mag,e_w3mag,w4mag,e_w4mag,GAIAmag,e_GAIAmag,e_Tmag,TESSflag,SPFlag,Teff,e_Teff,logg,e_logg,MH,e_MH,rad,e_rad,mass,e_mass,rho,e_rho,lumclass,lum,e_lum,d,e_d,ebv,e_ebv,numcont,contratio,disposition,duplicate_id,priority
73624,86,b'Simbad',225.74698,-32.64329,225.74698,-32.64329,75642561,225.747012,-32.643284,-18.8,-19.2,5.594,STAR,2mass,0.0993793634462886,20180610,73624,7315-02056-1,287-077390,15025928-3238357,,J150259.26-323836.0,,,,2mass,1.1,1.1,tycho2,9.32,0.84,hip,332.604486,22.54118,232.57735,-14.772743,5.32,0.021,5.45,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.681,0.024,5.706,0.029,5.734,0.02,AAA-111-111-000-0-0,15.6,5.798,0.143,5.72,0.044,5.9,0.016,5.859,0.051,NaN,NaN,0.033,vjk,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DWARF,NaN,NaN,NaN,NaN,0.170159,NaN,0,NaN,,,NaN
79897,90,b'Simbad',244.61774,-23.2743,244.61774,-23.2743,49862779,244.61771,-23.274303,-11.455,-26.1416,7.312,STAR,2mass,0.0997974643689046,20180610,79897,6793-01217-1,334-081416,16182825-2316274,,J161828.24-231627.7,6050352659313505536,11493526,,tmgaia,0.0488896,0.029066,tgas,6.44191,0.352837,tgas,352.674843,19.019038,246.797611,-1.856364,9.045,NaN,7.51,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.078,0.024,7.033,0.036,7.012,0.02,AAA-111-111-000-0-0,29.1,6.982,0.051,6.988,0.02,7.017,0.018,6.81,0.084,7.46829,0.000345996,0.018,gaiaj,tplx,8219,223,3.98578,0.342274,NaN,NaN,2.39011,0.335431,2.01459,0.394618,0.147548,0.0621212,DWARF,23.48586,6.592069,155.2336,11.1604,0.291677,NaN,119,0.0006914064,,,NaN
78196,90,b'Simbad',239.49727,-31.72893,239.49727,-31.72893,386980599,239.497292,-31.728951,-15.3066,-26.2042,7.054,STAR,2mass,0.101257898761353,20180610,78196,7329-00908-1,292-085909,15575934-3143442,,J155759.33-314344.4,6039491477295244416,16573591,,tmgaia,0.0344342,0.0208052,tgas,6.73396,0.385402,tgas,343.03199,16.256784,243.90785,-11.011172,7.067,NaN,7.03,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.005,0.024,7.12,0.04,7.032,0.031,AAA-111-111-00d-0-0,18.6,7.092,0.051,7.071,0.021,7.146,0.018,7.254,0.106,7.05671,0.000345996,0.019,gaiaj,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DWARF,NaN,NaN,148.501,NaN,0.183894,NaN,189,0.009216056,,,NaN
75915,92,b'Simbad',232.58871,-41.91903,232.58871,-41.91903,153079294,232.588737,-41.91901,-19.8332,-26.0237,6.428,STAR,2mass,0.102053820316938,20180610,75915,7844-02438-1,241-085364,15302129-4155084,,J153021.27-415508.8,6002393199059922048,,,tmgaia,0.0413269,0.0298516,tgas,7.50438,0.678658,tgas,332.001973,11.810234,240.774041,-22.20081,6.312,0.023,6.23,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.418,0.023,6.462,0.031,6.421,0.031,AAA-111-111-000-0-0,5.6,6.476,0.081,6.417,0.025,6.527,0.019,6.656,0.114,6.39735,0.000345996,0.018,gaiaj,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DWARF,NaN,NaN,133.2556,NaN,NaN,NaN,279,0.2354693,,,NaN
75824,69,b'Simbad',232.34627,-40.16387,232.34627,-40.16387,149294136,232.346237,-40.163883,-18.3306,-18.8347,8.38,STAR,2mass,0.102139967490055,20180610,75824,7839-02247-1,250-078105,15292309-4009499,,J152923.09-400950.0,6003114684843034752,21164770,,tmgaia,0.0904849,0.0737428,tgas,5.86017,0.240691,tgas,332.894984,13.344612,240.093863,-20.553756,9.232,NaN,8.81,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.958,0.023,7.763,0.033,7.77,0.027,AAA-111-111-000-0-0,8.2,7.705,0.026,7.723,0.02,7.737,0.019,7.893,0.207,8.68694,0.000345996,0.018,gaiaj,tplx,6513,70,NaN,NaN,NaN,NaN,2.19611,0.250784,1.40131,0.313813,0.132304,0.0453251,DWARF,7.818568,1.785677,170.6435,11.1998,NaN,NaN,232,0.01477749,,,0.0001433888
70558,88,b'Simbad',216.49379,-44.82314,216.49379,-44.82314,127024985,216.493817,-44.823119,-20.1313,-17.1447,8.693,STAR,2mass,0.102315419423564,20180610,70558,7817-01542-1,226-081344,14255851-4449232,,J142558.49-444923.4,6099380707426935424,20935243,,tmgaia,0.0632985,0.0442232,tgas,5.33348,0.779184,tgas,320.042959,14.884775,229.491514,-28.617128,9.425,0.036,9.06,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.334,0.029,8.155,0.029,8.128,0.027,AAA-111-111-000-0-0,25,8.099,0.022,8.106,0.02,8.102,0.02,8.329,0.261,8.95019,0.000345996,0.02,gaiaj,tplx,6698,201,4.01835,0.603148,NaN,NaN,1.93325,0.539893,1.42069,0.323427,0.196623,0.164731,DWARF,6.777216,3.785306,187.4947,29.3518,NaN,NaN,171,0.3211907,,,0.0001475228
71321,92,b'Simbad',218.77229,-43.55453,218.77229,-43.55453,128119540,218.772297,-43.554558,-25.5,-24.3,7.609,STAR,2mass,0.102441075611226,20180610,71321,7818-01288-1,233-076445,14350535-4333163,,J143505.32-433316.5,,20958735,,2mass,1.1,1.1,tycho2,8.53,1.05,hip,322.111851,15.423422,230.706307,-26.850232,8.031,0.031,7.84,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.316,0.023,7.248,0.053,7.151,0.021,AAA-111-111-000-0-0,11.2,7.12,0.033,7.13,0.021,7.132,0.017,7.019,0.093,NaN,NaN,0.035,vjk,hplx,7381,82,NaN,NaN,NaN,NaN,1.96525,0.363612,2.01273,0.394502,0.265175,0.147188,DWARF,10.3274,3.821568,117.2333,14.4308,NaN,NaN,197,0.006310179,,,0.002228454
82514,65,b'Simbad',252.96763,-38.04738,252.96763,-38.04738,338104678,252.967638,-38.047352,-8.84,-21.6,3.21,STAR,2mass,0.10332000958407,20180610,82514,7868-01821-1,260-105417,16515223-3802504,,J165152.24-380251.1,,,,2mass,1.07,0.87,hip,3.97,1.2,hip,346.115222,3.913975,256.155619,-15.423102,2.826,0.021,3,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.458,0.296,3.482,0.28,3.696,0.272,DDD-333-111-00d-0-0,8.9,3.664,0.3,3.398,0.346,3.772,0.015,3.508,0.023,NaN,NaN,0.317,vjk,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DWARF,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,,,NaN
80461,81,b'Simbad',246.35118,-23.46022,246.35118,-23.46022,203822321,246.351149,-23.460224,-6.9,-23.4,6.21,STAR,2mass,0.103382563607384,20180610,80461,6794-00550-1,333-084696,16252427-2327367,,J162524.22-232737.1,6050944059128614016,11499988,,tmgaia,1.1,1.2,tycho2,8.01,0.8,hip,353.646957,17.709265,248.398526,-1.776964,7.027,0.025,6.75,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.696,0.024,5.551,0.034,5.427,0.023,AAA-111-111-000-0-0,18.1,5.514,0.097,5.308,0.029,5.48,0.016,5.457,0.041,6.58843,0.000345996,0.018,gaiaj,hplx,8181,222,3.48549,0.45293,NaN,NaN,4.2367,0.864003,2.00038,0.393981,0.0263045,0.016093,DWARF,72.43954,29.54563,124.844,25.4984,1.23649,NaN,101,0.00354858,,,NaN
61684,73,b'Simbad',189.67824,-68.76365,189.67824,-68.76365,327667195,189.678306,-68.763634,-36.6747,-12.3811,7.75,STAR,2mass,0.103559270416819,20180610,61684,9228-02369-1,107-056216,12384279-6845490,,J123842.70-684549.2,5855753394847328128,32072178,,tmgaia,0.0629105,0.0636122,tgas,9.38795,0.223053,tgas,301.773984,-5.920497,230.073259,-56.197192,8.43,0.026,8.08,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.408,0.021,7.273,0.042,7.203,0.026,AAA-111-111-000-0-0,11.9,7.169,0.027,7.19,0.019,7.079,0.013,5.651,0.041,7.9932,0.000345996,0.018,gaiaj,tplx,6901,76,NaN,NaN,NaN,NaN,1.81609,0.177247,1.64584,0.37801,0.274774,0.0804523,DWARF,6.739343,1.315495,106.5195,4.24169,NaN,NaN,437,0.04565008,,,0.0003104996
76048,83,b'Simbad',232.95929,-32.88111,232.95929,-32.88111,89069027,232.959264,-32.881091,-17.2688,-22.2331,6.388,STAR,2mass,0.104198537327006,20180610,76048,7318-00765-1,286-080861,15315022-3252519,,J153150.21-325252.2,6206717506433221888,16519027,,tmgaia,0.0348549,0.0199273,tgas,5.95201,0.716706,tgas,337.808348,18.914707,238.667699,-13.382752,6.539,0.023,6.49,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.253,0.021,6.286,0.053,6.247,0.021,AAA-111-111-000-0-0,14.1,6.26,0.093,6.231,0.024,6.301,0.016,6.122,0.053,6.46311,0.000345996,0.018,gaiaj,tplx,13614,94,NaN,NaN,NaN,NaN,3.39123,0.782212,2.09192,0.39857,0.0536381,0.0371161,DWARF,355.9198,164.191,168.0105,21.9317,0.307961,NaN,125,0.009205339,,,0.001161029
62134,83,b'Simbad',191.00807,-53.50572,191.00807,-53.50572,162695390,191.008028,-53.505705,-32.7,-9.7,8.247,STAR,2mass,0.104892903667534,20180610,62134,8647-00613-1,183-091356,12440192-5330205,,J124401.90-533020.6,6075075590577194112,27114541,,tmgaia,1.7,1.6,tycho2,7.91,1.12,hip,301.816079,9.349999,215.98825,-43.82082,9.012,0.028,8.62,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.879,0.02,7.73,0.027,7.708,0.026,AAA-111-111-000-0-0,14.8,7.62,0.026,7.673,0.021,7.648,0.018,7.412,0.082,8.51207,0.000345996,0.017,gaiaj,hplx,7104.11,60.5913,NaN,NaN,NaN,NaN,1.41914,0.33741,1.58431,0.371769,0.554325,0.395383,DWARF,4.62151,2.19759,126.4222,17.9005,NaN,NaN,260,0.02701731,,,0.0003375678
67464,57,b'Simbad',207.37615,-41.68771,207.37615,-41.68771,166447153,207.376174,-41.687687,-24.6,-20.5,3.7,STAR,2mass,0.104971008839218,20180610,67464,7797-02744-1,242-064738,13493028-4141156,,J134930.25-414116.0,,,,2mass,0.9,0.9,tycho2,NaN,NaN,,314.413865,19.885818,221.15425,-28.267968,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.014,0.26,4.139,0.222,4.24,0.288,DDD-333-111-000-0-0,22.3,4.106,0.323,3.93,0.179,4.251,0.014,4.197,0.029,NaN,NaN,0.288,vjk,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DWARF,NaN,NaN,NaN,NaN,NaN,NaN,103,0.0004530957,,,1
80324,92,b'Simbad',245.98631,-33.1994,245.98631,-33.1994,210908710,245.986345,-33.199401,-14.7,-26.4,7.015,STAR,2mass,0.105494468189134,20180610,80324,7348-01032-1,285-091697,16235672-3311578,,J162356.71-331157.9,6024816055078104704,,,tmgaia,1.6,1.7,tycho2,9.08,0.96,hip,345.99426,11.372506,249.669863,-11.43943,6.924,0.025,6.936,0.002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.963,0.019,7.008,0.031,6.987,0.021,AAA-111-111-000-0-0,6.2,7.039,0.116,7.055,0.03,7.095,0.026,7.073,0.173,7.02062,0.000345996,0.017,gaiaj,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DWARF,NaN,NaN,110.132,NaN,NaN,NaN,321,0.722285,,,NaN
79785,77,b'Simbad',244.24486,-21.30413,244.24486,-21.30413,49696160,244.244855,-21.304101,-15.2196,-25.6915,6.59,STAR,2mass,0.105738318389816,20180610,79785,6214-02538-1,344-079542,16165876-2118147,,J161658.75-211815.1,6244336162904910336,,,tmgaia,0.0360507,0.0228009,tgas,7.76372,0.601537,tgas,353.98061,20.597522,246.119342,0.02534,6.607,0.024,6.61,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.514,0.024,6.515,0.038,6.485,0.027,AAA-111-111-000-0-0,12.5,6.501,0.078,6.487,0.025,6.571,0.017,6.436,0.075,6.61576,0.000345996,0.019,gaiaj,tplx,10691,249,NaN,NaN,NaN,NaN,3.0791,0.535812,2.22499,0.407533,0.0762178,0.0397893,DWARF,111.5875,38.83598,128.8042,11.1521,0.321169,NaN,111,0.006914363,,,NaN
81891,58,b'Simbad',250.91135,-32.10594,250.91135,-32.10594,95822197,250.911344,-32.105911,-8.49993,-23.3922,6.551,STAR,2mass,0.105991165936626,20180610,81891,7350-00935-1,290-099259,16433872-3206212,,J164338.71-320621.5,6030367317488733184,16762538,,tmgaia,0.035424,0.0288928,tgas,6.45872,0.666902,tgas,349.628734,9.007716,253.675915,-9.742019,6.374,0.023,6.46,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.578,0.019,6.674,0.051,6.63,0.029,AAA-111-111-000-0-0,8.8,6.55,0.074,6.625,0.022,6.295,0.016,4.448,0.029,6.48953,0.000345996,0.017,gaiaj,splin,11749,81,NaN,NaN,NaN,NaN,2.63909,1.24099,3.118072,0.455868,0.169639,0.23931,DWARF,119.5654,112.4476,154.8294,17.5302,NaN,NaN,554,0.01047134,,,0.0001642933
81447,59,b'Simbad',249.52303,-34.01962,249.52303,-34.01962,382951562,249.523064,-34.019611,-8.9694,-25.4417,8.466,STAR,2mass,0.106498905010923,20180610,81447,7353-00910-1,280-096318,16380553-3401106,,J163805.52-340110.8,6021142930329122688,16735977,,tmgaia,0.085734,0.0562112,tgas,6.40445,0.34179,tgas,347.392627,8.642772,252.769763,-11.797082,9.643,0.054,9.08,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.92,0.024,7.654,0.033,7.551,0.031,AAA-111-111-000-0-0,9.1,7.505,0.028,7.534,0.02,7.541,0.019,6.92,0.098,8.87006,0.000345996,0.018,gaiaj,tplx,6477,198,3.86791,0.348201,NaN,NaN,2.21637,0.314179,1.32057,0.266963,0.121293,0.0515811,DWARF,7.788877,2.208207,156.1415,11.0875,NaN,NaN,431,0.05338639,,,0.0001302605
64515,71,b'Simbad',198.3473,-50.69983,198.3473,-50.69983,399025895,198.347289,-50.699801,-34.4,-18.7,5.922,STAR,2mass,0.107370693273682,20180610,64515,8259-01490-1,197-078217,13132334-5041592,,J131323.32-504159.5,,,,2mass,0.9,0.8,tycho2,9.92,0.98,hip,306.482574,12.020553,219.224123,-39.100022,5.884,0.022,5.9,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.912,0.021,5.984,0.044,5.948,0.021,AAA-111-111-000-0-0,24.4,5.922,0.109,5.866,0.042,5.986,0.015,5.949,0.041,NaN,NaN,0.031,vjk,hplx,10093,70,NaN,NaN,NaN,NaN,2.48658,0.412721,2.42481,0.423938,0.157714,0.0785318,DWARF,57.80703,19.18955,100.8064,9.9587,NaN,NaN,189,0.004525555,,,1
65394,67,b'Simbad',201.03597,-53.7931,201.03597,-53.7931,438695853,201.036012,-53.793117,-26.4289,-15.1014,7.387,STAR,2mass,0.108270381819577,20180610,65394,8662-01978-1,182-095237,13240864-5347351,,J132408.59-534735.3,6067363547301705856,,,tmgaia,0.0356427,0.0383864,tgas,6.93344,0.363969,tgas,307.808253,8.768684,223.076194,-40.99276,7.442,0.025,7.4,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.306,0.02,7.332,0.034,7.302,0.024,AAA-111-111-000-0-0,10,7.259,0.03,7.283,0.019,7.297,0.018,7.3,0.084,7.4166,0.000345996,0.018,gaiaj,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DWARF,NaN,NaN,144.2285,NaN,NaN,NaN,280,0.01317211,,,NaN
75056,84,b'Simbad',230.05581,-34.92544,230.05581,-34.92544,460329848,230.055814,-34.92547,-22.8989,-25.9374,7.604,STAR,2mass,0.108643426118831,20180610,75056,7321-00201-1,276-078619,15201339-3455316,,J152013.38-345531.7,6206053710645390464,16497138,,tmgaia,0.0452026,0.0305179,tgas,8.69145,0.833986,tgas,334.480057,18.67501,236.800555,-15.975655,7.948,NaN,7.78,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.378,0.023,7.349,0.044,7.302,0.029,AAA-111-111-000-0-0,5.1,7.195,0.03,7.23,0.019,7.279,0.017,7.415,0.132,7.7536,0.000345996,0.018,gaiaj,tplx,8596,228,4.40352,0.438917,NaN,NaN,1.52505,0.302694,2.14614,0.4019,0.60507,0.360285,DWARF,11.44059,4.541489,115.0557,11.7327,0.412757,NaN,120,0.1140777,,,0.003048884
62427,65,b'Simbad',191.91127,-58.41573,191.91127,-58.41573,405575677,191.911263,-58.41576,-29.5487,-7.64468,8.8,STAR,2mass,0.108803500006894,20180610,62427,8659-00921-1,158-096307,12473870-5824567,,J124738.66-582456.7,6060052997570362368,28457892,,tmgaia,0.0632,0.0571709,tgas,7.74141,0.300691,tgas,302.433803,4.452322,220.522012,-47.610293,9.753,0.035,9.28,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.363,0.026,8.172,0.036,8.122,0.029,AAA-111-111-000-0-0,16.3,8.078,0.023,8.101,0.02,8.047,0.017,7.114,0.085,9.11913,0.000345996,0.019,gaiaj,tplx,6922,204,4.36274,0.34336,NaN,NaN,1.34066,0.166943,1.50991,0.356902,0.626607,0.234081,DWARF,3.717563,0.9258443,129.1755,7.08755,NaN,NaN,503,0.2853997,,,0.0002881921
64053,82,b'Simbad',196.90952,-53.45976,196.90952,-53.45976,244934834,196.909568,-53.45975,-37,-20,5.832,STAR,2mass,0.108999520528229,20180610,64053,8649-01224-1,183-095538,13073829-5327350,,J130738.25-532735.1,,,,2mass,8,8,sblink,10.06,0.65,hip,305.37436,9.335154,220.028643,-41.93256,5.628,0.022,5.7,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.815,0.02,5.746,0.026,5.729,0.026,AAA-111-111-000-0-0,13.3,5.783,0.129,5.673,0.05,5.66,0.015,4.972,0.025,NaN,NaN,0.031,vjk,hplx,10990,76,NaN,NaN,NaN,NaN,2.24383,0.233864,2.40174,0.422049,0.212597,0.0664738,DWARF,66.17065,13.79332,99.40358,6.4227,NaN,NaN,232,0.006878665,,,1
76143,51,b'Simbad',233.28964,-24.49042,233.28964,-24.49042,186287370,233.289614,-24.490401,-24.75,-33.5,6.797,STAR,2mass,0.109242848408051,20180610,76143,6768-01536-1,328-078522,15330951-2429253,,,6238804588626017920,,,tmgaia,2,2,sblink,9.84,1.23,hip,343.687206,25.307893,236.892405,-5.171583,7.108,0.026,6.917,0.002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.565,0.019,6.453,0.042,6.409,0.023,AAA-111-111-000-0-0,9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.95267,0.000345996,0.017,gaiaj,hplx,7980,55,NaN,NaN,NaN,NaN,2.56931,0.863423,1.78941,0.386123,0.105502,0.106363,DWARF,24.11789,16.20975,101.626,12.7033,0.220552,NaN,73,1.030936,,,NaN
55899,72,b'Simbad',171.8724,-39.8765,171.8724,-39.8765,152484511,171.872421,-39.876474,-29.6817,-7.88166,7.261,STAR,2mass,0.110122657739018,20180610,55899,7743-02133-1,251-050470,11272938-3952352,,J112729.35-395235.4,5383924161905209728,,,tmgaia,0.033557,0.0278454,tgas,6.98803,0.510199,tgas,285.901512,20.202905,191.56643,-39.152544,7.385,0.025,7.32,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.127,0.018,7.169,0.031,7.073,0.023,AAA-111-111-000-0-0,22.9,7.013,0.055,7.089,0.021,7.122,0.016,7.021,0.093,7.33432,0.000345996,0.017,gaiaj,tplx,9647,244,4.20405,0.377493,NaN,NaN,2.05385,0.344278,2.459,0.426676,0.283826,0.14273,DWARF,32.91556,11.03499,143.1019,12.1203,0.120087,NaN,71,0.09909114,,,0.002388993
80088,87,b'Simbad',245.2093,-22.59411,245.2093,-22.59411,50064359,245.209271,-22.594095,-8.6,-19.6,8.508,STAR,2mass,0.11048306170998,20180610,80088,6794-00224-1,338-082445,16205022-2235387,,J162050.22-223538.8,6050496459111584384,11496208,,tmgaia,1.6,1.6,tycho2,6.09,1.62,hip,353.595202,19.070186,247.219985,-1.093995,10.856,NaN,9,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.032,0.023,7.904,0.042,7.785,0.017,AAA-111-111-000-0-0,9.4,7.724,0.029,7.728,0.02,7.586,0.019,6.23,0.071,8.85711,0.000345996,0.018,gaiaj,,7205,78,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DWARF,NaN,NaN,48.0446,NaN,0.167993,NaN,115,0.01286232,,,NaN
83508,64,b'Simbad',256.00339,-25.698,256.00339,-25.698,20586894,256.003388,-25.697969,-6.047,-22.7952,6.747,STAR,2mass,0.111788426888906,20180610,83508,6815-01770-1,322-097307,17040081-2541526,,J170400.80-254153.0,4112215956519399040,,,tmgaia,0.0329081,0.0352344,tgas,NaN,NaN,,357.520786,9.47168,257.395741,-2.869028,NaN,NaN,6.66,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.778,0.027,6.839,0.047,6.827,0.029,AAA-111-111-ss0-0-0,17.2,6.797,0.058,6.806,0.023,6.862,0.019,6.834,0.113,6.68054,0.000345996,0.02,gaiaj,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DWARF,NaN,NaN,NaN,NaN,NaN,NaN,571,0.01909901,,,NaN
79031,88,b'Simbad',241.9662,-24.46235,241.9662,-24.46235,67756034,241.966202,-24.462319,-14.7,-24.7,6.375,STAR,2mass,0.111792266077779,20180610,79031,6784-01421-1,328-082654,16075188-2427443,,J160751.88-242744.6,6241992175915329920,11475850,,tmgaia,1.1,1.1,tycho2,8.5,0.84,hip,349.993659,19.968984,244.622287,-3.459086,6.267,0.023,6.32,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.379,0.018,6.437,0.029,6.433,0.018,AAA-111-111-000-0-0,20.2,6.478,0.083,6.43,0.024,6.538,0.016,6.483,0.061,6.3319,0.000345996,0.017,gaiaj,splin,14223,198,NaN,NaN,NaN,NaN,2.89329,1.01877,4.025564,0.506538,0.166207,0.175572,DWARF,308.6339,217.3483,117.6471,11.6263,0.134626,NaN,127,0.001391809,,,NaN
65517,69,b'Simbad',201.4493,-48.24941,201.4493,-48.24941,438775149,201.449303,-48.249379,-40.0723,-18.1325,9.096,STAR,2mass,0.111831476844744,20180610,65517,8252-00634-1,209-073298,13254783-4814577,,J132547.79-481458.0,6083457992359006976,23312768,,tmgaia,0.0746152,0.0703814,tgas,10.5055,0.46178,tgas,308.821115,14.22909,220.006499,-35.988896,10.373,0.065,9.76,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.529,0.024,8.182,0.031,8.084,0.033,AAA-111-111-000-0-0,28.9,7.997,0.024,8.013,0.021,7.97,0.018,8.033,0.144,9.51515,0.000345996,0.018,gaiaj,tplx,5686,95,NaN,NaN,NaN,NaN,1.09844,0.133119,1.00282,0.12427,0.756648,0.275093,DWARF,1.136252,0.2754029,95.18823,4.98954,NaN,NaN,155,0.02027986,,,0.0003256321
70626,79,b'Simbad',216.70781,-39.87399,216.70781,-39.87399,241827885,216.707844,-39.874007,-20.7133,-21.1569,6.477,STAR,2mass,0.112113921703934,20180610,70626,7809-02786-1,251-066814,14264988-3952264,,J142649.85-395226.5,6104499380730513280,,,tmgaia,0.0305342,0.0218685,tgas,6.12787,0.568763,tgas,322.140055,19.413122,227.688599,-23.936551,6.263,0.022,6.36,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.528,0.023,6.603,0.04,6.592,0.018,AAA-111-111-000-0-0,19.1,6.604,0.042,6.603,0.019,6.666,0.016,6.473,0.052,6.39393,0.000345996,0.018,gaiaj,,11535,80,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DWARF,NaN,NaN,163.1888,17.1244,0.116437,NaN,105,0.00156574,,,NaN
