#The following lines beginning with # are comments. Readable columns names and datatypes are provided as informational comment lines in addition to the database column names.
#If you want to re-upload this table import it as a Generic Table with these header lines unmodified.
#HIP, Memb, Simbad, _RA, _DE, RA, DEC, MatchID, MatchRA, MatchDEC, pmRA, pmDEC, TESS Mag., Object Type, Source of Type, dstArcSec, Version, HIP_, TYC ID, UCAC ID, 2MASS ID, SDSS ID, ALLWISE ID, GAIA ID, APASS ID, KIC ID, Source of Position, pmRA Err., pmDec Err., PM Flag, Parallax, Parallax Err., Source of Parallax, Gal. Long., Gal. Lat., Ecl. Long., Ecl. Lat., B Mag., B Mag. Err., V Mag., V Mag. Err., u Mag., u Mag. Err., g Mag., g Mag. Err., r Mag., r Mag. Err., i Mag., i Mag. Err., z Mag., z Mag. Err., J Mag., J Mag. Err., H Mag., H Mag. Err., K Mag., K Mag. Err., TWOMflag, prox, W1 Mag., W1 Mag. Err., W2 Mag., W2 Mag. Err., W3 Mag., W3 Mag. Err., W4 Mag., W4 Mag. Err., GAIA G Mag., GAIA G Mag. Err., TESS Mag. Err., TESS Flag, Stellar Properties Flag, T_eff, T_eff Err., log(g), log(g) Err., Metallicity, Metallicity Err., Stellar Radius, Stellar Radius Err., Stellar Mass, Stellar Mass Err., Stellar Density, Stellar Density Err., Luminosity Class from RPM, Stellar Luminosity, Stellar Luminosity Err., Distance, Distance Err., E(B-V), E(B-V) Err., Num. Sources in Aper., Contam. Ratio, Disposition, duplicate_id, priority
#@float, float, string, ra, dec, ra, dec, string, float, float, float, float, float, string, string, float, string, string, string, string, string, string, string, string, string, string, string, float, float, string, float, float, string, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, string, float, float, float, float, float, float, float, float, float, float, float, float, string, string, float, float, float, float, float, float, float, float, float, float, float, float, string, float, float, float, float, float, float, int, float, string, string, float
HIP,Memb,Simbad,_RA,_DE,RA,DEC,MatchID,MatchRA,MatchDEC,pmRA,pmDEC,Tmag,objType,typeSrc,dstArcSec,version,HIP_,TYC,UCAC,TWOMASS,SDSS,ALLWISE,GAIA,APASS,KIC,POSflag,e_pmRA,e_pmDEC,PMflag,plx,e_plx,PARflag,gallong,gallat,eclong,eclat,Bmag,e_Bmag,Vmag,e_Vmag,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,TWOMflag,prox,w1mag,e_w1mag,w2mag,e_w2mag,w3mag,e_w3mag,w4mag,e_w4mag,GAIAmag,e_GAIAmag,e_Tmag,TESSflag,SPFlag,Teff,e_Teff,logg,e_logg,MH,e_MH,rad,e_rad,mass,e_mass,rho,e_rho,lumclass,lum,e_lum,d,e_d,ebv,e_ebv,numcont,contratio,disposition,duplicate_id,priority
79530,79,b'Simbad',243.43958,-24.42209,243.43958,-24.42209,68505142,243.439558,-24.422129,-9.52895,-19.1866,6.318,STAR,2mass,0.157837001616217,20180610,79530,6797-00687-1,328-083608,16134549-2425196,,J161345.47-242519.9,6049891517263095168,,,tmgaia,0.0435974,0.0212098,tgas,6.24711,0.639829,tgas,351.009566,19.028947,245.935869,-3.174483,6.425,0.023,6.4,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.155,0.02,6.122,0.031,6.078,0.016,AAA-111-111-000-0-0,18.4,6.068,0.095,5.99,0.03,6.162,0.015,6.131,0.051,6.4167,0.000345996,0.018,gaiaj,tplx,13868,193,NaN,NaN,NaN,NaN,3.05655,0.624812,2.00151,0.394027,0.0700912,0.0429836,DWARF,311.3243,127.2802,160.074,18.1075,0.251089,NaN,126,0.002172592,,,NaN
63272,84,b'Simbad',194.49076,-52.61515,194.49076,-52.61515,169995754,194.490712,-52.615183,-33.4485,-14.0953,8.051,STAR,2mass,0.158496907028149,20180610,63272,8648-00993-1,187-083102,12575777-5236546,,J125757.76-523654.8,6080990447741576448,26612061,,tmgaia,0.0469576,0.0366654,tgas,8.03766,0.341655,tgas,303.938307,10.243816,217.767774,-41.957241,8.76,0.027,8.4,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.684,0.024,7.557,0.049,7.456,0.016,AAA-111-111-000-0-0,7.2,7.309,0.034,7.403,0.021,7.391,0.016,7.361,0.103,8.31455,0.000345996,0.018,gaiaj,tplx,6852,117,NaN,NaN,NaN,NaN,2.05018,0.243605,1.76184,0.384916,0.204452,0.0728796,DWARF,8.347341,1.983683,124.4143,7.03786,NaN,NaN,221,0.03420107,,,0.0002010641
72216,57,b'Simbad',221.54367,-30.97011,221.54367,-30.97011,47884213,221.543704,-30.970143,-22.9221,-25.4383,8.314,STAR,2mass,0.158518043910306,20180610,72216,7297-01363-1,296-079590,14461049-3058124,,J144610.52-305813.3,6217633286073925760,16422545,,tmgaia,0.0857071,0.050348,tgas,7.97878,0.276075,tgas,330.126719,25.773353,228.541096,-14.237087,9.198,0.021,8.78,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.821,0.024,7.54,0.02,7.507,0.018,AAA-111-111-000-0-0,8.2,7.297,0.028,7.317,0.02,7.24,0.016,6.768,0.072,8.67581,0.000345996,0.018,gaiaj,tplx,6080,193,3.97403,0.281717,NaN,NaN,1.82097,0.226299,1.13816,0.150944,0.188493,0.0702742,DWARF,4.082391,1.014669,125.3324,NaN,0.0940921,NaN,85,0.01334411,,,0.001887458
78830,63,b'Simbad',241.37875,-32.23801,241.37875,-32.23801,94071239,241.378716,-32.237976,-16.2,-19.6,8.427,STAR,2mass,0.16031338195791,20180610,78830,7334-01209-1,289-085341,16053089-3214166,,J160530.88-321416.9,6036588697879611008,16592969,,tmgaia,1.3,1.5,tycho2,7.54,1.41,hip,343.883315,14.796342,245.604963,-11.190771,9.444,NaN,8.93,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.95,0.026,7.766,0.067,7.702,0.026,AAA-111-111-000-0-0,15.4,7.627,0.03,7.664,0.019,7.629,0.02,7.324,0.127,8.77771,0.000345996,0.019,gaiaj,hplx,7169,207,4.20478,0.73237,NaN,NaN,1.65595,0.574745,1.6012,0.373845,0.352618,0.367158,DWARF,6.525645,4.529825,132.626,27.5829,NaN,NaN,211,0.0673799,,,0.0002037517
55425,61,b'Simbad',170.25169,-54.49102,170.25169,-54.49102,450935207,170.25176,-54.491039,-39.6,-2.7,4.007,STAR,2mass,0.161562747123204,20180610,55425,8621-02002-1,178-079448,11210042-5429277,,J112100.37-542927.6,,,,2mass,0.9,0.9,tycho2,10.15,0.53,hip,289.955599,6.086403,202.196566,-51.810734,3.756,0.021,3.9,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.139,0.236,4.17,0.216,4.307,0.029,DCA-331-111-000-0-0,17.5,4.331,0.245,4.057,0.149,4.449,0.022,4.397,0.024,NaN,NaN,0.237,vjk,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DWARF,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,,,NaN
73334,73,b'Simbad',224.79035,-42.1042,224.79035,-42.1042,333950446,224.790403,-42.104222,-20.4,-25.3,3.34,STAR,2mass,0.162208992200764,20180610,73334,7828-03520-1,240-075691,14590969-4206151,,J145909.67-420615.1,,,,2mass,1,0.9,tycho2,6.05,0.73,hip,326.871998,14.753667,234.794761,-24.031386,2.93,0.021,3.13,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.416,0.2,3.356,0.162,3.378,0.324,CCD-333-111-000-0-0,20.9,3.788,0.338,3.508,0.199,3.866,0.015,3.833,0.022,NaN,NaN,0.238,vjk,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DWARF,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,,,NaN
67472,54,b'Simbad',207.40412,-42.47373,207.40412,-42.47373,243647020,207.404168,-42.473758,-23.9,-18.9,3.515,STAR,2mass,0.162497443129409,20180610,67472,7797-02743-1,238-068214,13493700-4228255,,J134936.99-422825.6,,,,2mass,0.9,0.9,tycho2,6.19,0.71,hip,314.237734,19.117199,221.536247,-28.97924,3.266,0.021,3.47,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.708,0.212,3.74,0.2,4.006,0.036,CCE-331-111-000-0-0,19.8,4.055,0.327,3.839,0.167,3.832,0.015,3.146,0.021,NaN,NaN,0.214,vjk,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DWARF,NaN,NaN,NaN,NaN,0.10682,NaN,0,NaN,,,NaN
63210,75,b'Simbad',194.26814,-51.19875,194.26814,-51.19875,169468632,194.268077,-51.198772,-28.7,-15.7,5.285,STAR,2mass,0.162696166959987,20180610,63210,8258-01469-1,195-076648,12570433-5111555,,J125704.31-511155.6,,,,2mass,0.9,0.9,tycho2,6.8,0.76,hip,303.833131,11.663119,216.641068,-40.812447,5.087,0.022,5.17,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.327,0.018,5.361,0.029,5.342,0.027,EAA-111-111-000-0-0,20.2,5.317,0.189,5.19,0.067,5.429,0.014,5.285,0.03,NaN,NaN,0.03,vjk,splin,11722,81,NaN,NaN,NaN,NaN,2.63612,1.24396,3.108819,0.455437,0.169707,0.240249,DWARF,118.204,111.5586,147.0588,16.436,NaN,NaN,194,0.001479728,,,1
71708,84,b'Simbad',220.02088,-40.90066,220.02088,-40.90066,159428617,220.020936,-40.900643,-20.2864,-21.7783,8.127,STAR,2mass,0.164209211334373,20180610,71708,7823-00753-1,246-068981,14400502-4054023,,J144005.02-405402.4,6104771612937062784,20971029,,tmgaia,0.0542562,0.0378958,tgas,6.01674,0.666558,tgas,324.136468,17.455006,230.668153,-24.040178,8.441,0.026,8.29,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.893,0.019,7.839,0.029,7.787,0.024,AAA-111-111-0c0-0-0,2.8,7.702,0.023,7.718,0.019,7.684,0.019,7.343,0.114,8.28383,0.000345996,0.017,gaiaj,tplx,8015,220,4.20826,0.486027,NaN,NaN,1.81366,0.400787,1.93618,0.391515,0.324547,0.215158,DWARF,12.22983,5.405157,166.2031,20.1916,0.103728,NaN,144,0.03547632,,,0.002115362
59505,81,b'Simbad',183.05004,-54.23046,183.05004,-54.23046,433357868,183.050053,-54.230415,-28.525,-6.9645,8.261,STAR,2mass,0.164293464789477,20180610,59505,8632-00835-1,179-088866,12121201-5413494,,J121211.97-541349.6,6076730286861744256,26565659,,tmgaia,0.0379254,0.0432473,tgas,5.75576,0.443003,tgas,297.157294,8.20081,211.040344,-47.058508,8.909,0.028,8.6,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.917,0.018,7.738,0.049,7.701,0.031,AAA-111-111-000-0-0,11.6,7.626,0.026,7.65,0.021,7.644,0.018,7.671,0.111,8.50666,0.000345996,0.017,gaiaj,tplx,6748,202,3.92437,0.41282,NaN,NaN,2.16993,0.372823,1.44155,0.329799,0.141089,0.0727228,DWARF,8.796025,3.022549,173.7391,NaN,NaN,NaN,246,0.02799324,,,0.0001833362
62434,73,b'Simbad',191.93029,-59.68877,191.93029,-59.68877,405567821,191.930274,-59.688725,NaN,NaN,2.282,STAR,2mass,0.164587658462129,20180610,,,152-103780,12474326-5941194,,,,,,2mass,NaN,NaN,,NaN,NaN,,302.462244,3.179635,221.645994,-48.638743,-0.133,0.32,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.782,0.318,1.914,0.2,1.978,0.28,DCD-333-111-000-0-0,42.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.8,joffs,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,457,0.001075459,,,1
75077,78,b'Simbad',230.13091,-28.28711,230.13091,-28.28711,225797367,230.130943,-28.287146,-25.3704,-28.6423,7.111,STAR,2mass,0.166553640354375,20180610,75077,6774-00106-1,309-078578,15203142-2817136,,J152031.39-281713.8,6213115117917468544,12722077,,tmgaia,0.0368442,0.0257024,tgas,8.67896,0.414813,tgas,338.662818,24.05226,235.080721,-9.552152,7.227,NaN,7.18,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.981,0.021,7.035,0.061,6.959,0.029,AAA-111-111-000-0-0,18.4,6.916,0.04,6.926,0.021,6.961,0.016,6.646,0.109,7.18215,0.000345996,0.018,gaiaj,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DWARF,NaN,NaN,115.2212,NaN,0.267428,NaN,102,0.05983491,,,NaN
79124,82,b'Simbad',242.26084,-18.99556,242.26084,-18.99556,48914095,242.260889,-18.995561,-7.32803,-24.012,7.499,STAR,2mass,0.166832771854646,20180610,79124,6209-01305-1,356-077702,16090261-1859440,,J160902.60-185944.5,6248783275121192704,8832641,,tmgaia,0.0477967,0.0335895,tgas,7.72431,0.326406,tgas,354.471693,23.5285,243.873254,1.963069,7.937,NaN,7.76,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.189,0.02,7.032,0.036,7.009,0.018,AAA-111-111-000-0-0,28.7,6.962,0.051,6.911,0.024,6.958,0.02,6.779,0.09,7.71702,0.000345996,0.017,gaiaj,tplx,7061,206,3.96168,0.34616,NaN,NaN,2.16349,0.276125,1.56158,0.365122,0.154205,0.0590434,DWARF,10.48261,2.675779,129.4614,NaN,0.403779,NaN,98,0.003255605,,,NaN
59747,75,b'Simbad',183.78632,-58.74893,183.78632,-58.74893,390320354,183.786293,-58.748885,-36.3,-10.5,3.045,STAR,2mass,0.169666780144396,20180610,59747,8645-02263-1,157-084314,12150870-5844559,,J121508.66-584456.2,,28340968,,2mass,0.8,0.8,tycho2,NaN,NaN,,298.228932,3.791068,215.664743,-50.419473,NaN,NaN,2.79,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.328,0.246,3.44,0.212,3.532,0.182,DCC-333-111-00d-0-0,23.4,2.691,NaN,3.301,0.361,3.669,0.014,3.617,0.022,NaN,NaN,0.258,vjk,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DWARF,NaN,NaN,NaN,NaN,NaN,NaN,490,0.001681003,,,1
76945,85,b'Simbad',235.67093,-34.71041,235.67093,-34.71041,8511113,235.670935,-34.710457,-24.2,-29.7,4.882,STAR,2mass,0.169845762691149,20180610,76945,7335-00936-1,277-080511,15424102-3442376,,J154241.00-344237.6,,,,2mass,1.1,1.1,tycho2,8.24,0.84,hip,338.481532,16.084283,241.37346,-14.620172,4.578,0.021,4.75,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.999,0.017,5.11,0.016,5.094,0.024,EAA-111-111-00d-0-0,17.9,5.143,0.178,5.024,0.052,5.22,0.015,5.175,0.03,NaN,NaN,0.029,vjk,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DWARF,NaN,NaN,95.631,12.3716,0.758952,NaN,149,0.003340407,,,1
76371,74,b'Simbad',233.97187,-44.95839,233.97187,-44.95839,289877581,233.971836,-44.958349,-21.2,-24.6,4.843,STAR,2mass,0.171135985685557,20180610,76371,7848-02378-1,226-097834,15355324-4457300,,J153553.22-445730.0,,,,2mass,2.4,2.1,tycho2,7.51,0.73,hip,331.016765,8.75969,242.691991,-24.875571,4.52,0.021,4.55,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.967,0.037,5.071,0.023,5.099,0.031,EAA-111-111-000-0-0,18,5.107,0.194,4.938,0.088,5.194,0.015,5.103,0.028,NaN,NaN,0.044,vjk,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DWARF,NaN,NaN,96.2625,12.9432,NaN,NaN,398,0.0061944,,,1
74066,67,b'Simbad',227.05052,-40.58393,227.05052,-40.58393,122162363,227.050554,-40.58397,-29,-30,5.878,STAR,2mass,0.171397274529975,20180610,74066,7825-02662-1,248-074809,15081213-4035022,,J150812.11-403502.5,,21078154,,2mass,8,8,sblink,7.9,0.85,hip,329.181432,15.214952,236.056502,-22.071298,5.646,0.021,5.75,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.913,0.026,5.934,0.029,5.934,0.023,AAA-111-111-000-0-0,26.2,5.984,0.122,5.949,0.044,6.074,0.015,5.936,0.059,NaN,NaN,0.035,vjk,splin,13366,93,4.34,0.16,0.94,0.14,2.80608,1.08364,3.70104,0.485911,0.167504,0.194058,DWARF,226.4125,174.8707,126.5823,13.6196,NaN,NaN,176,0.002059949,,,1
78655,90,b'Simbad',240.85079,-38.60254,240.85079,-38.60254,69285076,240.850761,-38.602582,-17.8,-28.9,5.094,STAR,2mass,0.17180807119434,20180610,78655,7851-01815-1,257-088422,16032418-3836092,,J160324.17-383609.2,,,,2mass,1.2,1.1,tycho2,6.19,0.76,hip,339.119589,10.426649,246.474461,-17.514071,4.74,0.021,4.9,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.218,0.037,5.287,0.024,5.271,0.021,EAA-111-111-000-0-0,12.7,5.37,0.176,5.209,0.069,5.432,0.015,5.327,0.035,NaN,NaN,0.043,vjk,,14521,202,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DWARF,NaN,NaN,161.5509,19.835,NaN,NaN,362,0.006988677,,,1
56354,84,b'Simbad',173.27323,-54.32459,173.27323,-54.32459,452035938,173.273312,-54.324589,-37.0116,-5.86774,7.391,STAR,2mass,0.172196102228617,20180610,56354,8617-01438-1,179-079255,11330559-5419285,,J113305.53-541928.6,5345011036651234688,26503862,,tmgaia,0.0366073,0.040193,tgas,9.72902,0.279104,tgas,291.576786,6.810808,204.21321,-50.576615,8.087,0.027,7.8,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.945,0.026,6.39,0.038,5.6,0.021,AAA-111-111-000-0-0,14.3,4.709,0.272,3.666,0.215,1.35,0.011,-1.346,0.008,7.71749,0.000345996,0.019,gaiaj,tplx,4869,171,3.0757,0.313709,NaN,NaN,4.30096,0.634896,0.793574,0.0930519,1.45012,4.35037,GIANT,0.3387732,0.3387732,102.7852,2.86644,NaN,NaN,0,NaN,,,NaN
64617,51,b'Simbad',198.66637,-46.85752,198.66637,-46.85752,287670422,198.666382,-46.857568,-24.0701,-18.4989,7.642,STAR,2mass,0.175306869235412,20180610,64617,8247-03246-1,216-073439,13143992-4651272,,J131439.90-465127.2,6085470132990868224,23290447,,tmgaia,0.0477035,0.0471516,tgas,6.90489,0.276704,tgas,307.055751,15.828112,217.160679,-35.618746,8.29,0.029,7.97,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.312,0.021,7.151,0.042,7.115,0.031,AAA-111-111-000-0-0,24.4,6.962,0.045,7.096,0.02,7.097,0.016,7.087,0.097,7.87559,0.000345996,0.018,gaiaj,tplx,6949,79,NaN,NaN,NaN,NaN,2.27156,0.257279,1.47761,0.34689,0.126063,0.042834,DWARF,10.84008,2.455514,144.8249,8.56009,NaN,NaN,134,0.004814399,,,0.001868402
59898,66,b'Simbad',184.27629,-65.69296,184.27629,-65.69296,308769611,184.276311,-65.693008,-38.4882,-9.91127,6.065,STAR,2mass,0.175579689455837,20180610,59898,8986-04286-1,122-059120,12170631-6541348,,J121706.25-654134.6,5860789295542940800,,,tmgaia,0.0218198,0.0207002,tgas,9.51168,0.348243,tgas,299.404825,-3.056648,223.584011,-55.481264,6.072,0.022,6.06,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.997,0.02,6.031,0.04,5.999,0.024,AAA-111-111-000-0-0,17.4,6.021,0.072,5.93,0.022,5.75,0.015,4.278,0.023,6.08367,0.000345996,0.018,gaiaj,tplx,10116,70,NaN,NaN,NaN,NaN,2.15883,0.234625,2.29723,0.413311,0.228323,0.0744434,DWARF,43.97105,9.557685,105.1339,5.08051,NaN,NaN,680,0.03365878,,,0.000315292
77388,78,b'Simbad',236.96317,-38.26001,236.96317,-38.26001,179621680,236.963227,-38.26003,-17.3,-30,7.83,STAR,2mass,0.176480044304217,20180610,77388,7837-01215-1,259-085012,15475117-3815360,,J154751.14-381536.2,6008778479702593792,18876509,,tmgaia,1.2,1.2,tycho2,7.33,1.05,hip,336.996563,12.676979,243.276117,-17.836046,8.269,0.028,8.06,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.554,0.027,7.49,0.038,7.399,0.021,AAA-111-111-000-0-0,17.1,7.388,0.036,7.365,0.02,7.378,0.019,7.503,0.153,8.02139,0.000345996,0.019,gaiaj,hplx,7406,81,NaN,NaN,NaN,NaN,2.21501,0.482758,2.01867,0.394797,0.185754,0.121454,DWARF,13.29783,5.796485,136.4256,19.5426,NaN,NaN,238,0.007434724,,,0.0001682478
65219,78,b'Simbad',200.48805,-51.28226,200.48805,-51.28226,401435810,200.488111,-51.282229,-33.9,-16.3,6.894,STAR,2mass,0.17697835489797,20180610,65219,8260-00012-1,194-078113,13215714-5116560,,J132157.09-511656.2,6080612147021906304,24811275,,tmgaia,1,0.9,tycho2,8.81,0.54,hip,307.789317,11.3015,221.105127,-38.959321,7.293,0.025,7.09,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.649,0.019,6.571,0.036,6.553,0.016,AAA-111-111-000-0-0,15.6,6.521,0.068,6.467,0.023,6.54,0.015,6.518,0.048,7.06027,0.000345996,0.017,gaiaj,hplx,7591,213,3.98408,0.369481,NaN,NaN,2.24134,0.334154,1.76467,0.385042,0.156726,0.0700972,DWARF,15.02817,4.481001,113.507,NaN,NaN,NaN,240,0.03546439,,,0.0002260733
65021,59,b'Simbad',199.93092,-67.36433,199.93092,-67.36433,339301537,199.930925,-67.36428,-25.2,-13.7,7.238,STAR,2mass,0.180133263340616,20180610,65021,9002-00010-1,114-071089,13194342-6721514,,J131943.39-672151.6,,32821556,,2mass,1.4,1.3,tycho2,6.69,0.45,hip,305.65657,-4.642289,233.417927,-52.619519,7.241,0.024,7.26,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.199,0.026,7.291,0.034,7.223,0.027,AAA-111-111-000-0-0,20.1,7.248,0.036,7.285,0.019,7.327,0.015,7.395,0.127,NaN,NaN,0.035,vjk,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DWARF,NaN,NaN,149.477,NaN,NaN,NaN,552,0.02349131,,,NaN
73742,58,b'Simbad',226.10779,-47.97707,226.10779,-47.97707,370476997,226.107863,-47.977059,-20.8377,-28.8367,8.046,STAR,2mass,0.180327500499704,20180610,73742,8297-01387-1,211-098461,15042588-4758374,,J150425.85-475837.6,5903441069569330816,23648597,,tmgaia,0.0454742,0.0464636,tgas,6.48625,0.490014,tgas,324.757827,9.178719,237.838781,-29.319564,9.129,NaN,8.61,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.517,0.02,7.263,0.021,7.216,0.017,AAA-111-111-000-0-0,16.2,7.142,0.04,7.202,0.019,7.195,0.018,7.177,0.123,8.43643,0.000345996,0.017,gaiaj,tplx,6421,197,3.74183,0.392288,NaN,NaN,2.53661,0.432915,1.29394,0.250173,0.0792781,0.0405904,DWARF,9.854005,3.363502,154.1722,13.6567,NaN,NaN,371,0.01898019,,,0.0001359543
60561,73,b'Simbad',186.21632,-72.6039,186.21632,-72.6039,359997243,186.216355,-72.603851,-40.5846,-10.3324,6.63,STAR,2mass,0.180377561691192,20180610,60561,9236-02380-1,087-029377,12245192-7236138,,J122451.83-723614.0,5842473837003424768,33950029,,tmgaia,0.0248762,0.0200522,tgas,10.1334,0.440846,tgas,300.920251,-9.835971,234.013264,-59.614209,6.605,0.024,6.61,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.581,0.024,6.65,0.038,6.618,0.024,AAA-111-111-000-0-0,21.3,6.599,0.073,6.587,0.023,6.415,0.016,5.559,0.038,6.63297,0.000345996,0.019,gaiaj,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DWARF,NaN,NaN,98.68372,5.19293,NaN,NaN,475,0.02279811,,,NaN
58528,85,b'Simbad',180.03919,-57.11722,180.03919,-57.11722,398625382,180.039199,-57.11727,-37.483,-9.1195,8.123,STAR,2mass,0.180857489293269,20180610,58528,8640-03442-1,165-082261,12000940-5707021,,J120009.36-570702.2,6075374898258416000,28287898,,tmgaia,0.0648084,0.0700489,tgas,9.75169,0.239485,tgas,295.985428,5.061228,211.629094,-50.384304,9.026,0.028,8.54,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.707,0.029,7.48,0.047,7.423,0.029,AAA-111-111-ddd-0-0,4.1,7.362,0.058,7.406,0.027,7.287,0.023,6.434,0.087,8.42577,0.000345996,0.02,gaiaj,tplx,6340,196,4.17876,0.289868,NaN,NaN,1.51082,0.173508,1.25533,0.221975,0.364015,0.125415,DWARF,3.322593,0.7631571,102.5463,NaN,NaN,NaN,366,0.09732722,,,0.000335959
79363,71,b'Simbad',242.96119,-27.55272,242.96119,-27.55272,68164488,242.961225,-27.55276,-20.1521,-34.5029,7.685,STAR,2mass,0.182250024117084,20180610,79363,6801-00214-1,313-087869,16115069-2733098,,J161150.66-273310.0,6042459127895075456,12741687,,tmgaia,0.0537752,0.0337068,tgas,10.0303,0.383823,tgas,348.321559,17.169253,246.076966,-6.331362,8.336,0.03,7.84,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.34,0.032,7.274,0.061,7.185,0.036,AAA-111-111-ddd-0-0,4.9,7.113,0.081,7.114,0.03,7.201,0.027,7.311,0.234,7.93089,0.000345996,0.021,gaiaj,tplx,7024,80,NaN,NaN,NaN,NaN,1.93014,0.214792,1.99319,0.393689,0.277193,0.0925407,DWARF,8.16978,1.818317,99.69791,4.84216,0.478617,NaN,163,0.3168694,,,0.001958382
67199,86,b'Simbad',206.56046,-54.68337,206.56046,-54.68337,446318155,206.560402,-54.683332,-35.7,-24.3,6.359,STAR,2mass,0.182439641966693,20180610,67199,8667-00514-1,177-108052,13461449-5441000,,J134614.46-544100.3,,25260977,,2mass,1.4,1.4,tycho2,9.53,0.46,hip,310.867283,7.341844,227.369947,-40.226878,6.526,0.022,6.42,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.235,0.021,6.204,0.026,6.176,0.02,AAA-111-111-000-0-0,10.5,6.173,0.063,6.12,0.021,6.181,0.015,6.142,0.04,NaN,NaN,0.031,vjk,hplx,8432,226,4.03145,0.326054,NaN,NaN,2.31022,0.307213,2.09089,0.394377,0.169579,0.0676517,DWARF,24.30658,6.464576,104.932,NaN,NaN,NaN,370,0.006941054,,,0.0002337639
