#The following lines beginning with # are comments. Readable columns names and datatypes are provided as informational comment lines in addition to the database column names.
#If you want to re-upload this table import it as a Generic Table with these header lines unmodified.
#Seq, pmRA, pmDE, Bmag, Vmag, Jmag, Hmag, Ksmag, rmag, plx, Dist, RV, Vpar, Vper, Mass, M, Simbad, RAJ2000, DEJ2000, RA, DEC, MatchID, MatchRA, MatchDEC, pmRA_, pmDEC, TESS Mag., Object Type, Source of Type, dstArcSec, Version, HIP, TYC ID, UCAC ID, 2MASS ID, SDSS ID, ALLWISE ID, GAIA ID, APASS ID, KIC ID, Source of Position, pmRA Err., pmDec Err., PM Flag, Parallax, Parallax Err., Source of Parallax, Gal. Long., Gal. Lat., Ecl. Long., Ecl. Lat., B Mag., B Mag. Err., V Mag., V Mag. Err., u Mag., u Mag. Err., g Mag., g Mag. Err., r Mag., r Mag. Err., i Mag., i Mag. Err., z Mag., z Mag. Err., J Mag., J Mag. Err., H Mag., H Mag. Err., K Mag., K Mag. Err., TWOMflag, prox, W1 Mag., W1 Mag. Err., W2 Mag., W2 Mag. Err., W3 Mag., W3 Mag. Err., W4 Mag., W4 Mag. Err., GAIA G Mag., GAIA G Mag. Err., TESS Mag. Err., TESS Flag, Stellar Properties Flag, T_eff, T_eff Err., log(g), log(g) Err., Metallicity, Metallicity Err., Stellar Radius, Stellar Radius Err., Stellar Mass, Stellar Mass Err., Stellar Density, Stellar Density Err., Luminosity Class from RPM, Stellar Luminosity, Stellar Luminosity Err., Distance, Distance Err., E(B-V), E(B-V) Err., Num. Sources in Aper., Contam. Ratio, Disposition, duplicate_id, priority
#@float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, string, string, ra, dec, ra, dec, string, float, float, float, float, float, string, string, float, string, string, string, string, string, string, string, string, string, string, string, float, float, string, float, float, string, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, string, float, float, float, float, float, float, float, float, float, float, float, float, string, string, float, float, float, float, float, float, float, float, float, float, float, float, string, float, float, float, float, float, float, int, float, string, string, float
Seq,pmRA,pmDE,Bmag,Vmag,Jmag,Hmag,Ksmag,rmag,plx,Dist,RV,Vpar,Vper,Mass,M,Simbad,RAJ2000,DEJ2000,RA,DEC,MatchID,MatchRA,MatchDEC,pmRA_,pmDEC,Tmag,objType,typeSrc,dstArcSec,version,HIP,TYC,UCAC,TWOMASS,SDSS,ALLWISE,GAIA,APASS,KIC,POSflag,e_pmRA,e_pmDEC,PMflag,plx_,e_plx,PARflag,gallong,gallat,eclong,eclat,Bmag_,e_Bmag,Vmag_,e_Vmag,umag,e_umag,gmag,e_gmag,rmag_,e_rmag,imag,e_imag,zmag,e_zmag,Jmag_,e_Jmag,Hmag_,e_Hmag,Kmag,e_Kmag,TWOMflag,prox,w1mag,e_w1mag,w2mag,e_w2mag,w3mag,e_w3mag,w4mag,e_w4mag,GAIAmag,e_GAIAmag,e_Tmag,TESSflag,SPFlag,Teff,e_Teff,logg,e_logg,MH,e_MH,rad,e_rad,mass_,e_mass,rho,e_rho,lumclass,lum,e_lum,d,e_d,ebv,e_ebv,numcont,contratio,disposition,duplicate_id,priority
262,90.8099975585938,-14.4300003051758,NaN,NaN,10.1219997406006,9.46700000762939,9.25100040435791,13.2969999313354,17.9899997711182,9.80000019073486,38.3800010681152,24.2299995422363,-0.0700000002980232,0.540000021457672,b'M',b'Simbad',65.749636,13.316262,65.749636,13.316262,435929135,65.7496,13.3162,96.87,-9.87,11.487,STAR,2mass,0.256365690208908,20180610,,,517-007688,04225989+1318585,,J042259.97+131858.4,3310348551653256448,40740317,,tmgaia,2,2,sblink,NaN,NaN,,181.585239,-24.677408,66.187119,-8.140848,15.185,0.023,13.686,0.037,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.122,0.02,9.467,0.02,9.251,0.017,AAA-222-111-000-0-0,61.4,9.13,0.024,9.061,0.02,8.909,0.029,8.613,0.417,12.4937,0.000436226,0.04,cdwrf,cdwrf,3605,62,4.81484,0.358098,NaN,NaN,0.444,0.068,0.469,0.087,5.35826,2.4619,DWARF,0.02999727,0.009188353,77.13918,NaN,0.576007,NaN,21,0.00613202,,,0.002114924
469,90.2699966430664,-24.1000003814697,NaN,NaN,10.6330003738403,10.0109996795654,9.72299957275391,14.8520002365112,19.75,4.67999982833862,39.4700012207031,22.4200000762939,0.689999997615814,0.430000007152557,b'M',b'Simbad',69.383869,16.758827,69.383869,16.758827,245901305,69.3838,16.7588,72.58,-3.84,12.319,STAR,2mass,0.256944206272958,20180610,,,534-009316,04373210+1645317,,J043732.19+164531.3,3313173957234728576,42948812,,tmgaia,2,2,sblink,NaN,NaN,,181.015882,-19.789918,70.209287,-5.275273,17.054,0.187,15.49,0.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.633,0.024,10.011,0.026,9.723,0.021,AAA-222-111-000-0-0,10.3,9.483,0.022,9.3,0.022,9.127,0.045,8.279,0.459,14.349,0.00108201,0.051,cdwrf,cdwrf,3178,65,5.03094,0.432613,NaN,NaN,0.23,0.042,0.207,0.048,17.0132,9.32029,DWARF,0.004861452,0.001775487,50.29246,NaN,0.639498,NaN,49,0.2178937,,,NaN
130,104.620002746582,-87.6999969482422,NaN,NaN,12.6160001754761,12.003999710083,11.7189998626709,16.8269996643066,19.5799999237061,20.3299999237061,31.2199993133545,32.9500007629395,-2.66000008583069,0.159999996423721,b'M',b'Simbad',61.241224,39.602131,61.241224,39.602131,352943037,61.2412,39.6022,113.64,-83.81,14.554,STAR,2mass,0.257165627293165,20180610,,,,04045789+3936077,,J040457.99+393606.8,227152883185990784,,,tmgaia,2,2,sblink,NaN,NaN,,158.663476,-9.483667,66.999148,18.431651,NaN,NaN,18.06,0.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.616,0.023,12.004,0.032,11.719,0.02,AAA-222-111-000-0-0,32.3,11.536,0.024,11.326,0.021,11.223,0.178,9.006,NaN,15.6788,0.00227836,0.059,cdwrf,cdwrf,2952,95,5.13723,0.484162,NaN,NaN,0.153,0.031,0.117,0.031,32.6672,19.8565,DWARF,0.001601559,0.0006489978,NaN,NaN,NaN,NaN,94,0.01132469,,,0.001287412
691,32.4199981689453,-77.8300018310547,NaN,NaN,7.97800016403198,7.52699995040894,7.42000007629395,9.3430004119873,17.5799999237061,21.6700000762939,39.4500007629395,22.4500007629395,-3.59999990463257,0.990000009536743,b'M',b'Simbad',82.642349,32.655946,82.642349,32.655946,3321204,82.642424,32.65598,31.0168,-77.443,9.184,STAR,2mass,0.25817846864456,20180610,,2407-00724-1,614-022225,05303417+3239216,,J053034.19+323920.6,3448954808516827008,49250321,,tmgaia,0.693319,0.543634,tgas,16.6853,0.418527,tgas,175.128688,-0.738942,83.72629,9.376783,11.344,0.128,10.501,0.009,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.978,0.019,7.527,0.017,7.42,0.018,AAA-111-111-000-0-0,19.7,7.206,0.03,7.369,0.02,7.375,0.019,7.284,0.124,10.0542,0.000345996,0.017,gaiaj,tplx,6481,198,4.5527,0.302317,NaN,NaN,1.00822,0.113044,1.32247,0.268139,1.29039,0.434044,DWARF,1.615747,0.3623227,59.93296,NaN,NaN,NaN,193,0.09131873,,,0.0002952801
558,99.1500015258789,-31.0900001525879,9.9040002822876,9.05700016021729,7.52199983596802,7.15299987792969,7.07200002670288,NaN,22.2800006866455,5.36999988555908,39.7999992370605,21.8299999237061,3.52999997138977,0.939999997615814,b'M',b'Simbad',72.175566,21.101026,72.175566,21.101026,18585208,72.175521,21.100967,99.24,-41.6,8.231,STAR,2mass,0.260684275142293,20180610,22350,1292-00770-1,556-011094,04484211+2106035,,J044842.20+210603.1,3411887591485815936,45855702,,tmgaia,2,2,sblink,19.3,1.67,hip,179.113154,-15.043374,73.402137,-1.317151,9.942,0.038,9.06,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.522,0.023,7.153,0.021,7.072,0.018,AAA-111-111-000-0-0,29.9,7.002,0.043,7.062,0.02,7.033,0.016,7.123,0.102,8.75627,0.000345996,0.018,gaiaj,hplx,5170,80,NaN,NaN,NaN,NaN,1.34637,0.344797,1.05536,0.125414,0.432422,0.332221,DWARF,1.166771,0.5976058,51.81347,4.48334,0.4312,NaN,67,0.02239823,,,NaN
702,42.1699981689453,6.48999977111816,NaN,NaN,11.1099996566772,10.5069999694824,10.2130002975464,14.6840000152588,19.9799995422363,17.7700004577637,44.25,10.1099996566772,0.509999990463257,0.340000003576279,b'M',b'Simbad',84.93335,5.425053,84.93335,5.425053,319367675,84.9333,5.425,45.97,9.25,12.648,STAR,2mass,0.261753768933504,20180610,,,478-012877,05394400+0525301,1237667728046096482,J053944.04+052530.4,3332714542308097152,38688637,,tmgaia,2,2,sblink,NaN,NaN,,199.634533,-13.273155,84.69813,-17.92109,16.892,-0.076,15.42,0.2,18.6136,0.0215276,16.1361,0.00349395,14.688,0.00334129,15.9185,0.01354,12.5198,0.00316137,11.11,0.026,10.507,0.026,10.213,0.025,AAA-222-111-000-0-0,20.5,9.987,0.023,9.84,0.02,9.701,0.05,8.478,NaN,13.8048,0.000821027,0.04,cdwrf,cdwrf,3270,100,4.98242,0.523988,NaN,NaN,0.271,0.06,0.257,0.072,12.9129,8.57686,DWARF,0.007565268,0.003349934,77.36979,NaN,NaN,NaN,87,0.05504238,,,0.002573515
206,120.389999389648,-17.7800006866455,NaN,NaN,10.746000289917,10.1359996795654,9.86800003051758,14.7320003509521,23.0599994659424,4.92999982833862,37.8800010681152,25.0100002288818,-0.649999976158142,0.340000003576279,b'M',b'Simbad',64.41545,12.414846,64.41545,12.414846,435881413,64.4155,12.4149,122.4,-38.53,12.435,STAR,2mass,0.262095069297955,20180610,,,513-007408,04173969+1224536,,J041739.80+122453.3,3310218298180013824,41418616,,tmmgaia,2,2,sblink,NaN,NaN,,181.460057,-26.255732,64.73677,-8.80874,17.001,0.023,15.396,0.006,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.746,0.021,10.136,0.023,9.868,0.018,AAA-222-111-000-0-0,32.3,9.694,0.023,9.501,0.019,9.317,0.042,8.74,0.504,13.5225,0.0007,0.062,cdwrf,cdwrf,3232,63,4.99983,0.417748,NaN,NaN,0.254,0.045,0.235,0.052,14.3406,7.62196,DWARF,0.006342311,0.002247276,NaN,NaN,0.541514,NaN,24,0.1128206,,,0.002754158
523,82.4700012207031,-15.8699998855591,NaN,NaN,9.36600017547607,8.66899967193604,8.43599987030029,12.4729995727539,19.3299999237061,6.96000003814697,40.4500007629395,20.5900001525879,0.529999971389771,0.660000026226044,b'M',b'Simbad',71.331726,13.574288,71.331726,13.574288,436584697,71.3318,13.5743,69.78,-10.58,10.771,STAR,2mass,0.262537119346547,20180610,,,518-008871,04451961+1334274,,J044519.67+133427.2,3308152208457011072,41431118,,tmgaia,2,2,sblink,NaN,NaN,,184.926451,-20.203895,71.654018,-8.68395,14.462,0.059,13.089,0.093,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.366,0.026,8.669,0.031,8.436,0.021,AAA-212-111-000-0-0,6.1,8.339,0.022,8.263,0.021,8.145,0.022,7.834,0.198,11.826,0.000345996,0.047,cdwrf,cdwrf,3570,66,4.75095,0.309435,NaN,NaN,0.536,0.078,0.59,0.062,3.8314,1.67266,DWARF,0.04204334,0.01223649,NaN,NaN,0.516918,NaN,49,0.03543019,,,0.002700472
256,94.5199966430664,-19.6299991607666,NaN,NaN,10.7749996185303,10.1379995346069,9.91199970245361,14.0749998092651,18.6499996185303,7.5,38.189998626709,24.5400009155273,0,0.419999986886978,b'M',b'Simbad',65.627236,15.220239,65.627236,15.220239,435925867,65.6273,15.2202,86.67,-13.46,12.195,STAR,2mass,0.262940414298851,20180610,,,527-008346,04223052+1513128,,J042230.60+151312.6,3311232421562983808,42934719,,tmgaia,2,2,sblink,NaN,NaN,,179.882307,-23.571119,66.386091,-6.243403,16.14,-0.052,15.26,0.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.775,0.022,10.138,0.02,9.912,0.017,AAA-222-111-000-0-0,20,9.75,0.023,9.634,0.02,9.562,0.046,8.488,0.357,13.2624,0.000629439,0.044,cdwrf,cdwrf,3487,63,4.87097,0.374075,NaN,NaN,0.381,0.061,0.393,0.076,7.10588,3.41306,DWARF,0.01933537,0.006191378,94.96422,NaN,0.737488,NaN,29,1.744531,,,0.001457874
490,79.5899963378906,-76.8300018310547,NaN,NaN,12.7290000915527,12.1090002059937,11.8559999465942,16.8959999084473,18.8999996185303,16.4799995422363,35.9599990844727,27.7000007629395,-1.63999998569489,0.159999996423721,b'M',b'Simbad',70.022136,34.067567,70.022136,34.067567,408607504,70.0221,34.0675,85.47,-58.42,14.528,STAR,2mass,0.264013506570636,20180610,,,,04400531+3404031,,J044005.38+340402.5,,,,2mass,2,2,sblink,NaN,NaN,,167.630795,-8.299569,73.194868,11.7864,19.664,0.162,17.68,0.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.729,0.021,12.109,0.028,11.856,0.025,AAA-222-111-000-0-0,14.2,11.631,0.023,11.436,0.022,11.179,0.16,8.619,NaN,NaN,NaN,0.059,cdwrf,cdwrf,3093,98,5.0696,0.550549,NaN,NaN,0.197,0.045,0.166,0.051,21.7125,14.8791,DWARF,0.003199977,0.001461918,NaN,NaN,NaN,NaN,108,0.02114292,,,0.0008429371
49,157.889999389648,-81.6900024414063,NaN,NaN,9.29699993133545,8.63000011444092,8.42800045013428,11.6330003738403,22.2700004577637,24.7800006866455,25.0799999237061,37.8300018310547,-0.0199999995529652,0.610000014305115,b'M',b'Simbad',49.625026,44.536949,49.625026,44.536949,192840791,49.6251,44.537,156.21,-87.61,10.433,STAR,2mass,0.264134317881249,20180610,,,673-018547,03182999+4432131,,J031830.15+443212.1,,52127890,,2mass,2,2,sblink,NaN,NaN,,148.680194,-10.858482,59.285276,25.308448,13.632,0.064,12.181,0.07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.297,0.019,8.63,0.018,8.428,0.018,AAA-212-111-000-0-0,6.2,8.305,0.023,8.316,0.02,8.217,0.021,8.207,0.224,NaN,NaN,0.048,cdwrf,cdwrf,3934,68,4.69028,0.259802,NaN,NaN,0.583,0.069,0.607,0.065,3.06325,1.08764,DWARF,0.07334478,0.0173612,62.17625,NaN,NaN,NaN,118,0.07690265,,,0.00346
423,79.7900009155273,23.2600002288818,NaN,NaN,12.5349998474121,11.9700002670288,11.621000289917,16.6389999389648,16.7199993133545,23.1200008392334,38.810001373291,23.5300006866455,-1.26999998092651,0.200000002980232,b'M',b'Simbad',68.313215,-3.791128,68.313215,-3.791128,248690666,68.3132,-3.7912,78.9,19.07,14.514,STAR,2mass,0.264741178639097,20180610,,,,04331516-0347282,,J043315.21-034728.0,3204468742994163968,,,tmgaia,2,2,sblink,NaN,NaN,,199.310006,-32.257999,65.902093,-25.434388,19.653,0.166,17.98,0.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.535,0.026,11.97,0.026,11.621,0.028,AAA-222-111-000-0-0,13.8,11.451,0.022,11.259,0.021,11.159,0.151,8.883,NaN,15.6348,0.00221814,0.06,cdwrf,cdwrf,2919,95,5.15312,0.458818,NaN,NaN,0.145,0.028,0.109,0.027,35.7538,20.7126,DWARF,0.001375204,0.0005311132,NaN,NaN,0.0521355,NaN,27,0.02196344,,,0.001550154
129,122.919998168945,-37.3699989318848,NaN,NaN,11.210000038147,10.5939998626709,10.3249998092651,15.3050003051758,21.7199993133545,5.46999979019165,35.689998626709,28.0400009155273,-0.449999988079071,0.28999999165535,b'M',b'Simbad',61.11265,20.408457,61.11265,20.408457,15733670,61.1126,20.4084,116.05,-30.33,13.528,STAR,2mass,0.265644960466911,20180610,,,553-008671,04042701+2024303,,J040427.11+202429.9,52093280376494592,45840987,,tmgaia,2,2,sblink,NaN,NaN,,172.542192,-23.35259,63.078055,-0.371625,17.62,0.147,15.815,0.078,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.21,0.024,10.594,0.027,10.325,0.018,AAA-222-111-000-0-0,29,10.132,0.023,9.957,0.021,9.83,0.058,8.627,NaN,14.1644,0.000984028,0.154,cdwrf,cdwrf,3220,66,5.00587,0.426856,NaN,NaN,0.249,0.045,0.229,0.052,14.8333,8.04214,DWARF,0.006005054,0.002170501,96.80231,NaN,0.252527,NaN,28,0.07800769,,,NaN
444,87.2099990844727,-3.90000009536743,12.8830003738403,11.7489995956421,8.82800006866455,8.14200019836426,7.97300004959106,11.3190002441406,18.8799991607666,9.71000003814697,39.75,21.9099998474121,-0.189999997615814,0.790000021457672,b'M',b'Simbad',68.760626,8.65849,68.760626,8.65849,373136578,68.7607,8.6585,84.08,3.25,10.029,STAR,2mass,0.265812979274257,20180610,,,494-007586,04350255+0839304,1237673451091329048,J043502.61+083930.4,3293276709486337664,38359085,,tmgaia,2,2,sblink,NaN,NaN,,187.646969,-25.12623,68.416317,-13.203523,13.241,0.036,11.837,0.024,16.5171,0.0107269,12.8603,0.00175178,11.33,0.000969873,10.5905,0.00126806,10.3623,0.00246582,8.828,0.021,8.142,0.021,7.973,0.02,AAA-111-111-000-0-0,31,7.891,0.025,7.874,0.019,7.8,0.023,7.778,0.177,10.9431,0.000345996,0.04,cdwrf,cdwrf,3891,64,4.70781,0.332078,NaN,NaN,0.583,0.083,0.632,0.108,3.18942,1.3622,DWARF,0.07019024,0.01998556,50.06652,NaN,0.157208,NaN,57,0.007989719,,,0.004189837
51,114.139999389648,-48.3300018310547,10.003999710083,9.18299961090088,7.83500003814697,7.49599981307983,7.39300012588501,9.01500034332275,16.6399993896484,23.7800006866455,28.6399993896484,35.2099990844727,-2.73000001907349,1.00999999046326,b'M',b'Simbad',50.041854,31.085455,50.041854,31.085455,137912463,50.041809,31.085518,112.733,-46.6991,8.483,STAR,2mass,0.265868473605837,20180610,,2341-01205-1,606-009241,03201001+3105079,,J032010.13+310507.1,124145479935111424,49661956,,tmgaia,0.792147,0.456015,tgas,18.5953,0.256061,tgas,156.817612,-21.827416,55.7455,12.274445,9.992,0.046,9.174,0.003,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.835,0.018,7.496,0.023,7.393,0.026,AAA-111-111-000-0-0,20.6,7.331,0.029,7.412,0.02,7.402,0.019,7.285,0.133,8.96308,0.000345996,0.017,gaiaj,tplx,5914,191,4.60046,0.250054,NaN,NaN,0.86088,0.0943169,1.07627,0.129665,1.68692,0.554449,DWARF,0.8167803,0.1789708,53.77691,1.14065,0.546635,NaN,50,0.003247729,,,0.005423052
661,50.2999992370605,5.48999977111816,NaN,NaN,12.0010004043579,11.4060001373291,11.1079998016357,15.9040002822876,15.6800003051758,22.8500003814697,42.7400016784668,15.289999961853,0.449999988079071,0.280000001192093,b'M',b'Simbad',78.066662,5.369659,78.066662,5.369659,262301297,78.0666,5.3697,60.36,0.76,13.709,STAR,2mass,0.266772782195627,20180610,,,,05121599+0522108,,J051216.03+052210.7,3240433665259705216,,,tmgaia,2,2,sblink,NaN,NaN,,196.087058,-19.201865,77.530341,-17.554517,18.573,0.162,16.53,0.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.001,0.024,11.406,0.027,11.108,0.019,AAA-222-111-000-0-0,64.4,10.966,0.023,10.789,0.022,10.819,0.125,8.964,NaN,14.8561,0.00141695,0.059,cdwrf,cdwrf,3199,99,5.02009,0.538875,NaN,NaN,0.239,0.054,0.218,0.064,15.9685,10.8238,DWARF,0.005389487,0.002435417,100.6111,NaN,0.106932,NaN,48,8.329655E-05,,,0.001357792
467,88.2799987792969,-33.5699996948242,NaN,NaN,10.1820001602173,9.57199954986572,9.31099987030029,14.1020002365112,19.4500007629395,5.84999990463257,39.1199989318848,23.0200004577637,0.0399999991059303,0.509999990463257,b'M',b'Simbad',69.34125,19.354842,69.34125,19.354842,118593279,69.3412,19.3549,91.59,-39.36,11.816,STAR,2mass,0.269144366822587,20180610,,,547-010004,04372189+1921175,1237671256370643047,J043721.96+192117.1,3410566081587622400,42948597,,tmgaia,2,2,sblink,NaN,NaN,,178.833862,-18.213425,70.534889,-2.699251,16.29,0.073,14.687,0.027,17.9151,0.0117637,15.5169,0.0032979,14.0302,0.00367041,12.824,0.000635404,11.6286,0.00347608,10.182,0.023,9.572,0.021,9.311,0.018,AAA-222-111-000-0-0,46.7,9.157,0.023,8.985,0.02,8.853,0.034,8.132,NaN,13.0259,0.00056172,0.055,cdwrf,cdwrf,3260,64,4.98834,0.415806,NaN,NaN,0.266,0.047,0.251,0.055,13.3361,7.06914,DWARF,0.007199932,0.002544337,47.91972,NaN,0.378852,NaN,64,0.01466304,,,NaN
450,61.1599998474121,-13.8699998855591,NaN,NaN,11.7259998321533,11.1330003738403,10.8739995956421,15.201000213623,13.3900003433228,28.6299991607666,39.5900001525879,22.1900005340576,-0.829999983310699,0.379999995231628,b'M',b'Simbad',68.888676,13.427613,68.888676,13.427613,245870811,68.8886,13.4276,69.26,-1.23,13.229,STAR,2mass,0.2702046867628,20180610,,,518-008430,04353326+1325392,,J043533.32+132539.3,3309026698158538112,41425994,,tmgaia,2,2,sblink,NaN,NaN,,183.533485,-22.198645,69.253664,-8.504141,17.367,0.068,15.847,0.032,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.726,0.021,11.133,0.02,10.874,0.02,AAA-222-111-000-0-0,46.8,10.692,0.023,10.544,0.021,10.339,0.103,8.422,NaN,14.3444,0.00107944,0.043,cdwrf,cdwrf,3396,62,4.91729,0.388031,NaN,NaN,0.333,0.055,0.334,0.068,9.04511,4.48181,DWARF,0.01328783,0.004389372,122.7472,NaN,0.368706,NaN,43,0.0001660189,,,0.001138139
103,131.889999389648,-29.4200000762939,NaN,NaN,12.2449998855591,11.6680002212524,11.3330001831055,16.8759994506836,22.0499992370605,6.73999977111816,34.9099998474121,29.0100002288818,1.5900000333786,0.170000001788139,b'M',b'Simbad',59.558992,21.051175,59.558992,21.051175,14178012,59.559,21.0511,128,-36,14.196,STAR,2mass,0.271334518947537,20180610,,,,03581414+2103041,,J035814.24+210303.7,,,,2mass,8,8,sblink,NaN,NaN,,170.932533,-23.944392,61.779989,0.544535,NaN,NaN,17.63,0.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.245,0.02,11.668,0.022,11.333,0.021,AAA-222-111-000-0-0,43.6,11.126,0.024,10.925,0.02,10.776,0.132,8.279,NaN,NaN,NaN,0.059,cdwrf,cdwrf,2943,94,5.14117,0.475332,NaN,NaN,0.151,0.03,0.115,0.03,33.4016,19.9082,DWARF,0.001541025,0.0006123278,NaN,NaN,0.193132,NaN,37,0.00398957,,,NaN
141,165.479995727539,-45.4900016784668,NaN,NaN,11.4499998092651,10.8579998016357,10.5559997558594,15.5830001831055,29.4200000762939,13.0699996948242,36,27.6499996185303,0.439999997615814,0.180000007152557,b'M',b'Simbad',61.763521,20.280816,61.763521,20.280816,15821111,61.7636,20.2808,156.72,-46.18,13.162,STAR,2mass,0.272916235787843,20180610,,,552-008698,04070323+2016510,,J040703.37+201650.3,51902686907809408,45842030,,tmgaia,2,2,sblink,NaN,NaN,,173.099598,-22.997236,63.653057,-0.612983,NaN,NaN,16.28,0.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.45,0.02,10.858,0.022,10.556,0.018,AAA-222-111-000-0-0,73.2,10.356,0.023,10.164,0.02,9.982,0.063,8.387,NaN,14.4469,0.00113865,0.094,cdwrf,cdwrf,3167,63,5.19307,0.260042,NaN,NaN,0.141,0.017,0.113,0.011,40.3108,14.5805,DWARF,0.001801877,0.0004344952,NaN,NaN,0.289492,NaN,45,3.311205E-06,,,NaN
288,110.580001831055,-35.2000007629395,11.0310001373291,9.98200035095215,8.1540002822876,7.63600015640259,7.52400016784668,9.62100028991699,22.2600002288818,1.9099999666214,38.0699996948242,24.7099990844727,-0.620000004768372,0.819999992847443,b'M',b'Simbad',66.070582,18.002909,66.070582,18.002909,17383020,66.070536,18.002971,110.88,-30.6304,8.969,STAR,2mass,0.27317041378112,20180610,20563,1269-01212-1,541-009090,04241691+1800107,,J042417.01+180010.1,3314079503847287424,42936214,,tmgaia,0.119641,0.0739389,tgas,21.7553,0.409422,tgas,177.857999,-21.466821,67.262978,-3.567398,10.969,0.022,9.99,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.154,0.018,7.636,0.023,7.524,0.018,AAA-111-111-000-0-0,48.6,7.44,0.034,7.526,0.021,7.488,0.018,7.495,0.145,9.57121,0.000345996,0.017,gaiaj,tplx,4712,80,NaN,NaN,NaN,NaN,1.47472,0.155921,0.747389,0.0888608,0.233033,0.0739153,DWARF,0.9659063,0.204249,45.96581,1.07242,0.443706,NaN,41,0.0005891141,,,NaN
143,127.730003356934,-23.8600006103516,6.4520001411438,6.04300022125244,5.24399995803833,5.05499982833862,5.03000020980835,NaN,22.9599990844727,4.94000005722046,36.6199989318848,26.8199996948242,-0.400000005960464,1.55999994277954,b'M',b'Simbad',61.924931,15.162785,61.924931,15.162785,348664155,61.924884,15.162724,128.054,-22.8117,5.736,STAR,2mass,0.273668017178167,20180610,19261,1250-00074-1,526-007755,04074197+1509458,,J040742.06+150945.4,45142202225515008,,,tmgaia,0.0413254,0.032913,tgas,22.5688,0.67639,tgas,177.377715,-26.330589,62.839997,-5.668636,6.421,0.0734847,6.026,0.02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.244,8.888,5.055,0.031,5.03,0.026,FAA-111-111-00d-0-0,77.4,4.965,0.181,4.751,0.093,4.979,0.014,4.948,0.032,5.96617,0.000345996,0.061,gaiav,tplx,6816.73,67.3817,4.46,0.2,0.17,0.0813733,1.8238,0.183716,1.40611,0.316266,0.231786,0.0700452,DWARF,6.470733,1.303627,44.30894,1.2893,0.501437,NaN,18,2.609033E-05,,,1
446,102.23999786377,-14.7200002670288,NaN,NaN,10.6750001907349,10.1000003814697,9.82499980926514,14.5080003738403,22.0100002288818,3.23000001907349,39.5699996948242,22.2399997711182,0.75,0.370000004768372,b'M',b'Simbad',68.773207,13.173676,68.773207,13.173676,245865916,68.7732,13.1736,107.36,-11.93,12.301,STAR,2mass,0.274698045480215,20180610,,,516-008259,04350555+1310251,,J043505.64+131025.0,3307516656377190144,41425732,,tmgaia,2,2,sblink,NaN,NaN,,183.679137,-22.44149,69.103956,-8.739129,16.68,0.068,15.118,0.044,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.675,0.021,10.1,0.022,9.825,0.018,AAA-222-111-000-0-0,32.5,9.7,0.023,9.542,0.019,9.367,0.049,8.433,0.419,13.5057,0.000708442,0.04,cdwrf,cdwrf,3256,64,4.95239,0.426931,NaN,NaN,0.298,0.051,0.29,0.074,10.9585,5.62632,DWARF,0.008992177,0.003077859,59.40342,NaN,0.419468,NaN,50,0.009938504,,,0.002328399
