#The following lines beginning with # are comments. Readable columns names and datatypes are provided as informational comment lines in addition to the database column names.
#If you want to re-upload this table import it as a Generic Table with these header lines unmodified.
#Name, m_Name, H09, logg, Teff, Fbol, __Fe_H_, __a_Fe_, RV, ageMLP, M_MLP, SimbadName, RA, DEC, MatchID, MatchRA, MatchDEC, pmRA, pmDEC, TESS Mag., Object Type, Source of Type, dstArcSec, Version, HIP, TYC ID, UCAC ID, 2MASS ID, SDSS ID, ALLWISE ID, GAIA ID, APASS ID, KIC ID, Source of Position, pmRA Err., pmDec Err., PM Flag, Parallax, Parallax Err., Source of Parallax, Gal. Long., Gal. Lat., Ecl. Long., Ecl. Lat., B Mag., B Mag. Err., V Mag., V Mag. Err., u Mag., u Mag. Err., g Mag., g Mag. Err., r Mag., r Mag. Err., i Mag., i Mag. Err., z Mag., z Mag. Err., J Mag., J Mag. Err., H Mag., H Mag. Err., K Mag., K Mag. Err., TWOMflag, prox, W1 Mag., W1 Mag. Err., W2 Mag., W2 Mag. Err., W3 Mag., W3 Mag. Err., W4 Mag., W4 Mag. Err., GAIA G Mag., GAIA G Mag. Err., TESS Mag. Err., TESS Flag, Stellar Properties Flag, T_eff, T_eff Err., log(g), log(g) Err., Metallicity, Metallicity Err., Stellar Radius, Stellar Radius Err., Stellar Mass, Stellar Mass Err., Stellar Density, Stellar Density Err., Luminosity Class from RPM, Stellar Luminosity, Stellar Luminosity Err., Distance, Distance Err., E(B-V), E(B-V) Err., Num. Sources in Aper., Contam. Ratio, Disposition, duplicate_id, priority
#@string, string, string, float, float, float, float, float, float, float, float, string, ra, dec, string, float, float, float, float, float, string, string, float, string, string, string, string, string, string, string, string, string, string, string, float, float, string, float, float, string, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, string, float, float, float, float, float, float, float, float, float, float, float, float, string, string, float, float, float, float, float, float, float, float, float, float, float, float, string, float, float, float, float, float, float, int, float, string, string, float
Name,m_Name,H09,logg,Teff,Fbol,__Fe_H_,__a_Fe_,RV,ageMLP,M_MLP,SimbadName,RA,DEC,MatchID,MatchRA,MatchDEC,pmRA,pmDEC,Tmag,objType,typeSrc,dstArcSec,version,HIP,TYC,UCAC,TWOMASS,SDSS,ALLWISE,GAIA,APASS,KIC,POSflag,e_pmRA,e_pmDEC,PMflag,plx,e_plx,PARflag,gallong,gallat,eclong,eclat,Bmag,e_Bmag,Vmag,e_Vmag,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,TWOMflag,prox,w1mag,e_w1mag,w2mag,e_w2mag,w3mag,e_w3mag,w4mag,e_w4mag,GAIAmag,e_GAIAmag,e_Tmag,TESSflag,SPFlag,Teff_,e_Teff,logg_,e_logg,MH,e_MH,rad,e_rad,mass,e_mass,rho,e_rho,lumclass,lum,e_lum,d,e_d,ebv,e_ebv,numcont,contratio,disposition,duplicate_id,priority
b'HD 223515',b'AB',b'H09',NaN,5233,NaN,0.00999999977648258,-0.0299999993294477,10.5,0.100000001490116,0.839999973773956,b'HD 223515',357.562083333333,-29.4016666666667,33985272,357.562059,-29.401701,186.615,18.2689,7.093,STAR,2mass,0.145262708247018,20180610,117542,6988-01202-1,303-279422,23501487-2924061,,J235015.06-292405.9,2327840663474971392,14749098,,tmgaia,0.0564591,0.0581924,tgas,39.4832,0.344933,tgas,19.771305,-76.346604,345.242551,-25.828452,8.712,0.027,7.88,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.414,0.024,5.983,0.036,5.872,0.024,AAA-111-111-000-0-0,49.5,5.805,0.132,5.744,0.045,5.83,0.015,5.728,0.041,7.59611,0.000345996,0.018,gaiaj,tplx,5123,182,4.49669,0.276045,NaN,NaN,0.868482,0.109119,0.862539,0.0985558,1.31673,0.496315,DWARF,0.4680732,0.1176206,25.3272,NaN,0.0151241,NaN,11,0.001182359,,,0.008458874
b'HD 183414',b'',b'H09',4.5,5730,1.92359994599656E-08,-0.200000002980232,0.150000005960464,3.20000004768372,0.200000002980232,0.980000019073486,b'HD 183414',293.790416666667,-69.9755555555556,409883397,293.790535,-69.975557,-4.02697,-176.173,7.272,STAR,2mass,0.145964003554273,20180610,96334,9309-00599-1,101-101597,19350972-6958321,,J193509.70-695833.8,6420588082997758208,32297261,,tmgaia,0.0312113,0.0471608,tgas,25.9614,0.271661,tgas,325.559915,-29.091593,281.799904,-47.509043,8.539,0.022,7.89,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.718,0.021,6.397,0.042,6.298,0.017,AAA-111-111-000-0-0,37.2,6.266,0.101,6.207,0.027,6.307,0.018,6.223,0.079,7.6812,0.000345996,0.018,gaiaj,tplx,5730,80,NaN,NaN,NaN,NaN,1.06617,0.0985174,1.05805,0.125807,0.873025,0.242011,DWARF,1.103992,0.2040246,38.51872,0.600482,0.0885151,NaN,62,0.0005086923,,,0.007022696
b'HD 202345',b'',b'H09',3.22000002861023,6222,4.99370003126387E-08,0.319999992847443,-0.119999997317791,-8.80000019073486,0.800000011920929,2.33999991416931,b'HD 202345',317.396666666667,75.2277777777778,417641233,317.396531,75.227755,-16.659,-16.6925,6.331,STAR,2mass,0.149103773248489,20180610,104458,4586-00324-1,827-021210,21093516+7513399,,J210935.19+751339.0,2277447606030334336,,,tmgaia,0.0274775,0.0262373,tgas,5.49772,0.299315,tgas,110.158535,18.195389,50.326609,72.903827,7.45,0.023,6.90657,0.023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.801,0.023,5.586,0.036,5.536,0.023,AAA-111-111-000-0-0,20.9,5.605,0.113,5.389,0.056,5.531,0.014,5.444,0.034,6.72282,0.000345996,0.018,gaiaj,tplx,6222,101,NaN,NaN,NaN,NaN,8.01448,1.05889,1.5182,0.35909,0.00294919,0.00116896,DWARF,86.72922,22.91769,181.8936,14.0209,0.664361,NaN,72,0.0008261451,,,NaN
b'HD 202618',b'',b'H09',2.53999996185303,6361,3.59479983558231E-08,-0.389999985694885,-0.200000002980232,-26.1000003814697,0.200000002980232,3.78999996185303,b'HD 202618',319.070833333333,26.3502777777778,25338667,319.070832,26.35032,12.1815,4.26178,6.693,STAR,2mass,0.15206084591406,20180610,105016,2194-00228-1,582-117272,21161699+2621011,,J211617.00+262101.0,1847626761018785536,,,tmgaia,0.040225,0.0352335,tgas,1.85409,0.277172,tgas,74.287296,-15.590049,331.863001,39.847733,7.632,0.024,7.19,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.226,0.024,6.034,0.02,5.978,0.017,AAA-111-111-000-0-0,18.9,5.943,0.12,5.842,0.044,5.966,0.015,5.872,0.045,7.03634,0.000345996,0.018,gaiaj,tplx,6457.75,64.9006,3.09,0.27,0.2,0.2,16.8624,4.7061,1.45053,0.336648,0.00030253,0.000253298,DWARF,445.511,248.6739,51.0633,70.1426,0.1205,NaN,119,0.002096711,,,0.0001136202
b'HD 15559',b'',b'H09',4.26999998092651,6982,5.11200006769741E-08,-0.180000007152557,0.0900000035762787,NaN,0.5,1.4099999666214,b'HD 15559',38.05,55.4580555555556,372191728,38.050003,55.458098,122.986,-41.503,6.401,STAR,2mass,0.152922659012086,20180610,11796,3691-00573-1,728-023926,02321200+5527291,,J023212.09+552728.8,457276990387404800,56881564,,tmgaia,0.0308475,0.0239347,tgas,18.7383,0.304984,tgas,136.944336,-4.648358,55.443246,38.077549,7.113,0.025,6.75991,0.023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.051,0.024,5.934,0.029,5.874,0.02,AAA-111-111-000-0-0,19.9,5.892,0.091,5.741,0.057,5.958,0.019,5.749,0.043,6.65177,0.000345996,0.018,gaiaj,tplx,6982,141,NaN,NaN,NaN,NaN,1.76568,0.171996,1.78616,0.385991,0.324477,0.0948226,DWARF,6.674798,1.300392,53.36663,1.21838,NaN,NaN,186,0.006246465,,,0.0003442969
b'HD 117860',b'',b'H09',4.46999979019165,5866,3.05789988885863E-08,0,0,-9.89999961853027,0.5,1.05999994277954,b'HD 117860',203.297083333333,-8.44333333333333,619444,203.297129,-8.443342,-238.256,47.5164,6.754,STAR,2mass,0.165584136445481,20180610,66115,5545-01288-1,408-058419,13331132-0826360,,J133311.14-082635.5,3630099246113417856,3952354,,tmgaia,0.0525568,0.0345641,tgas,29.7508,0.260618,tgas,320.262926,53.017754,204.672321,1.197594,7.912,NaN,7.35,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.231,0.019,5.959,0.042,5.869,0.027,AAA-111-111-000-0-0,41.2,5.813,0.123,5.756,0.045,5.881,0.015,5.785,0.04,7.13958,0.000345996,0.017,gaiaj,tplx,5914.88,11.3771,4.55241,0.0275744,0.0682743,0.00199557,1.06181,0.0920781,1.07561,0.129493,0.898492,0.233747,DWARF,1.243289,0.2156312,33.61254,0.448977,0.0367961,NaN,22,0.002353581,,,NaN
b'HD 19537',b'',b'H09',4.40999984741211,6030,9.17990039539518E-09,-0.219999998807907,0.140000000596046,-1.79999995231628,0.100000001490116,1.05999994277954,b'HD 19537',47.7691666666667,55.7330555555556,456081671,47.769144,55.733101,114.626,-84.3321,8.117,STAR,2mass,0.169929057710633,20180610,14796,3706-00487-1,729-026489,03110459+5543591,,J031104.74+554358.2,447859501501670656,57975308,,tmgaia,0.0760732,0.0647933,tgas,14.1255,0.247547,tgas,141.740738,-1.954129,61.983342,36.327044,9.245,0.031,8.68,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.602,0.023,7.329,0.027,7.275,0.02,AAA-111-111-000-0-0,13.9,7.21,0.037,7.261,0.02,7.266,0.017,7.173,0.123,8.49582,0.000345996,0.018,gaiaj,tplx,5995.24,49.4533,NaN,NaN,NaN,NaN,1.23625,0.114182,1.18388,0.180922,0.626598,0.173621,DWARF,1.778827,0.3285905,70.79395,1.94932,NaN,NaN,177,0.2919305,,,0.0003812273
b'HD 141407',b'',b'H09',3.63000011444092,7041,1.69829998952764E-08,0.629999995231628,-0.170000001788139,NaN,0.899999976158142,1.99000000953674,b'HD 141407',237.721666666667,-47.4602777777778,254933857,237.721712,-47.460314,-16.0263,-11.6567,7.827,STAR,2mass,0.170818628581721,20180610,77626,8313-01565-1,213-124485,15505321-4727371,,J155053.19-472737.2,5987569445852487808,,,tmgaia,0.0699687,0.0590826,tgas,3.3009,0.251988,tgas,331.544914,5.19411,246.171665,-26.655965,8.947,0.029,8.4,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.296,0.021,7.091,0.047,6.995,0.023,AAA-111-111-000-0-0,6.7,6.936,0.06,6.943,0.02,6.955,0.017,6.947,0.101,8.21856,0.000345996,0.018,gaiaj,tplx,7041,80,NaN,NaN,NaN,NaN,5.50736,0.889553,1.60194,0.373958,0.00958994,0.00464692,DWARF,67.16129,21.69588,302.9477,35.9573,NaN,NaN,671,0.06284077,,,NaN
b'HD 21411',b'AB',b'H09',NaN,5506,NaN,-0.270000010728836,0.100000001490116,17.1000003814697,0.100000001490116,0.879999995231628,b'HD 21411',51.54625,-30.6177777777778,142875660,51.546291,-30.617813,218.168,226.101,7.184,STAR,2mass,0.179479454233729,20180610,16012,7021-01105-1,297-003427,03261109-3037043,,,5056511692465250304,15048574,,tmgaia,0.0421804,0.0620828,tgas,34.5028,0.23883,tgas,228.21349,-56.107546,37.840084,-47.337374,8.642,0.124,7.88,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.573,0.024,6.238,0.036,6.131,0.016,AAA-111-111-000-0-0,13.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.63723,0.000345996,0.018,gaiaj,tplx,5466.99,13.9312,4.51,0.0212132,-0.265,0.00707107,0.842226,0.0726816,0.952078,0.121638,1.59363,0.412576,DWARF,0.5708804,0.09853056,28.98315,0.322113,0.0100652,NaN,18,0.002634326,,,0.01014906
b'HD 221070',b'',b'H09',4.38000011444092,6416,1.64680002967543E-08,-0.360000014305115,0.180000007152557,11.5,0.100000001490116,1.1599999666214,b'HD 221070',352.367916666667,-60.7486111111111,235006936,352.368004,-60.748638,-2.40118,8.68212,7.552,STAR,2mass,0.181582326402941,20180610,115948,9126-01265-1,147-232359,23292832-6044550,,J232928.31-604454.9,6488864490904365696,31788907,,tmgaia,0.0494982,0.057779,tgas,16.5397,0.232877,tgas,319.69798,-53.63021,319.985524,-50.775525,8.482,0.025,8.01,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.123,0.027,6.873,0.033,6.834,0.023,AAA-111-111-000-0-0,65.6,6.773,0.036,6.799,0.022,6.807,0.015,6.654,0.074,7.86572,0.000345996,0.019,gaiaj,tplx,6379.54,52.617,NaN,NaN,NaN,NaN,1.14481,0.103482,1.20797,0.195595,0.805111,0.218328,DWARF,1.955775,0.3535741,60.46059,1.38827,0.014625,NaN,19,2.476747E-05,,,0.006141198
b'HD 191122',b'',b'H09',4.3899998664856,6009,9.94250015651232E-09,0.259999990463257,-0.0900000035762787,12.3999996185303,0.5,1.13999998569489,b'HD 191122',305.305,-81.6158333333333,318042295,305.305121,-81.615881,107.716,-172.561,8.04,STAR,2mass,0.182977189684782,20180610,100359,9472-00109-1,042-016188,20211323-8136572,,J202113.75-813659.1,6349054818565088896,35165695,,tmgaia,0.0772697,0.0791929,tgas,13.054,0.217614,tgas,311.888084,-30.043471,279.516,-59.355254,9.266,NaN,8.65,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.48,0.02,7.22,0.027,7.191,0.026,AAA-111-111-000-0-0,30.3,7.136,0.049,7.18,0.02,7.156,0.017,7.154,0.094,8.45336,0.000345996,0.017,gaiaj,tplx,6009,66,NaN,NaN,NaN,NaN,1.50309,0.139972,1.30538,0.257444,0.384399,0.107389,DWARF,2.653832,0.4942648,76.60487,2.17489,0.25609,NaN,54,0.0004778448,,,0.004027842
b'HD 107700',b'C',b'H09',2.83999991416931,6429,3.03960007386195E-07,0.170000001788139,-0.200000002980232,1.79999995231628,0.699999988079071,1.26999998092651,b'HD 107700',185.62625,25.8461111111111,328961385,185.62625,25.846162,-11.3,-10,4.374,STAR,2mass,0.183200000044609,20180610,60351,1989-03210-1,580-047304,12223029+2550461,,J122230.32+255046.3,,,,2mass,0.6,0.6,tycho2,11.07,0.24,hip,222.504106,83.401355,174.105838,25.790302,5.287,0.022,4.79608,0.023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.781,0.254,3.401,0.216,3.236,0.244,DCD-333-111-000-0-0,36.8,2.209,NaN,2.788,0.515,3.154,0.011,3.111,0.02,NaN,NaN,0.268,vjk,spec,5280.87,27.2639,3.04,0.13,-0.45,0.2,6.73042,1.37247,1.732814,0.218486,0.00568362,0.00347701,GIANT,31.73957,12.94465,90.3342,5.05885,0.0263944,NaN,15,0.03431502,,,1
b'HD 18102',b'',b'H09',4.48000001907349,5540,5.5901998585739E-09,0.109999999403954,-0.0500000007450581,0.899999976158142,0.100000001490116,0.939999997615814,b'HD 18102',42.9425,-60.255,220536759,42.942603,-60.254994,134.258,81.1227,8.594,STAR,2mass,0.185232701662199,20180610,13348,8859-00081-1,149-002563,02514622-6015179,,J025146.39-601517.2,4725264195187259392,29776708,,tmgaia,0.0724372,0.0746899,tgas,14.8311,0.242846,tgas,279.614127,-51.076477,354.45575,-68.598555,10.268,0.232,9.29,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.983,0.023,7.612,0.036,7.524,0.027,AAA-111-111-000-0-0,29.3,7.436,0.035,7.542,0.02,7.514,0.018,7.458,0.109,9.04612,0.000345996,0.018,gaiaj,tplx,5658.97,44.9803,NaN,NaN,NaN,NaN,0.953364,0.0874501,0.957591,0.122468,1.10511,0.304107,DWARF,0.8397728,0.1540612,67.42588,1.75472,0.022888,NaN,13,0.0003045524,,,0.007944614
b'HD 104754',b'',b'H09',4.40999984741211,6146,8.08369993166025E-09,-0.100000001490116,0.0299999993294477,-7.19999980926514,0.100000001490116,1.0900000333786,b'HD 104754',180.9575,19.3838888888889,157015364,180.957553,19.383876,4.20723,-21.9728,8.25,STAR,2mass,0.185869453314589,20180610,58818,1444-01780-1,547-050469,12034981+1923019,,J120349.81+192301.8,3951117746200401536,43685544,,tmgaia,0.0810679,0.0482143,tgas,12.6217,0.258311,tgas,245.758907,76.613571,172.895385,18.106186,9.256,NaN,8.78917,0.023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.743,0.021,7.598,0.049,7.469,0.023,AAA-111-111-000-0-0,46.1,7.393,0.033,7.468,0.02,7.479,0.018,7.409,0.134,8.62271,0.000345996,0.018,gaiaj,tplx,6102.33,54.3678,NaN,NaN,NaN,NaN,1.17912,0.10984,1.15325,0.163353,0.703476,0.196595,DWARF,1.736975,0.323613,79.22863,2.48504,0.0258189,NaN,12,0.0160795,,,0.003769369
b'HD 154221',b'',b'H09',4.42999982833862,5902,1.00520001211635E-08,0.140000000596046,-0.0599999986588955,49.5,0.200000002980232,1.07000005245209,b'HD 154221',256.620416666667,-47.8458333333333,125217871,256.620491,-47.845847,24.7686,-66.6572,7.997,STAR,2mass,0.186211066813522,20180610,83707,8332-00549-1,211-141166,17062891-4750450,,J170628.95-475045.7,5938768687406460800,,,tmgaia,0.0861671,0.0613447,tgas,16.9528,0.29476,tgas,340.061994,-4.241799,260.144531,-24.86327,9.276,0.036,8.6,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.445,0.027,7.168,0.023,7.104,0.023,AAA-111-111-000-0-0,10.1,7.008,0.042,7.085,0.02,7.106,0.018,7.174,0.106,8.40443,0.000345996,0.019,gaiaj,tplx,5953.67,38.8193,NaN,NaN,NaN,NaN,1.17347,0.107572,1.22515,0.206346,0.758182,0.208508,DWARF,1.558755,0.2857821,58.9873,1.46339,NaN,NaN,768,0.04135155,,,0.0004248647
b'HD 22527',b'',b'H09',4.34999990463257,6319,2.65669992671747E-08,0,-0.0199999995529652,3.20000004768372,0.699999988079071,1.21000003814697,b'HD 22527',53.2483333333333,-67.4194444444445,31870141,53.248413,-67.419489,-66.8434,-75.7147,6.995,STAR,2mass,0.194565877938032,20180610,16540,8873-01281-1,113-003192,03325962-6725100,,J033259.49-672510.6,4670868743621463808,32417036,,tmgaia,0.0530681,0.0526237,tgas,19.1999,0.222464,tgas,283.060558,-42.946753,339.695017,-75.819517,7.987,0.024,7.48,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.534,0.021,6.342,0.024,6.251,0.018,AAA-111-111-000-0-0,9.2,5.994,0.093,6.069,0.026,6.246,0.016,6.203,0.046,7.33202,0.000345996,0.018,gaiaj,tplx,6270.68,49.1433,NaN,NaN,NaN,NaN,1.37672,0.122717,1.2739,0.237402,0.488201,0.130551,DWARF,2.640247,0.4706885,52.0836,1.01315,0.0499864,NaN,25,0.01395596,,,0.01099959
b'HD 10370',b'',b'H09',4.51999998092651,5703,1.89569995256988E-08,-0.0700000002980232,0.0199999995529652,42.7999992370605,0.100000001490116,0.980000019073486,b'HD 10370',25.1516666666667,-36.4836111111111,42073674,25.15172,-36.483578,90.6672,-154.826,7.28,STAR,2mass,0.195037761367572,20180610,7822,7005-01217-1,268-001722,01403640-3629007,,J014036.49-362902.5,5010757749459849344,17478703,,tmgaia,0.0396301,0.0444066,tgas,26.8969,0.271905,tgas,257.896069,-75.999647,6.040261,-42.9577,8.578,0.004,7.92,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.7,0.023,6.412,0.036,6.289,0.018,AAA-111-111-000-0-0,60.7,6.252,0.091,6.202,0.025,6.297,0.016,6.265,0.051,7.7085,0.000345996,0.018,gaiaj,tplx,5669.98,39.4035,NaN,NaN,NaN,NaN,0.983844,0.0869961,1.00257,0.124279,1.05278,0.279274,DWARF,0.9013082,0.1593958,37.179,0.559665,0.0234285,NaN,18,4.845595E-05,,,0.007587439
b'HD 42182',b'A',b'H09',5,5745,8.60099991228935E-09,0.150000005960464,-0.129999995231628,-12.6000003814697,0.100000001490116,0.819999992847443,b'HD 42182',92.3995833333333,5.66888888888889,232303637,92.399636,5.668905,58.7654,47.1306,7.582,STAR,2mass,0.197386421421984,20180610,29208,0143-00706-1,479-016180,06093591+0540080,,J060935.95+054008.5,3318883270145402880,38151434,,tmgaia,0.108516,0.0842135,tgas,33.2105,0.242018,tgas,203.060231,-6.646421,92.507316,-17.749503,9.311,0.041,8.45,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.858,0.037,6.399,0.044,6.274,0.02,AAA-111-111-000-0-0,9.4,6.21,0.084,6.222,0.027,6.269,0.017,6.171,0.056,8.11824,0.000345996,0.022,gaiaj,tplx,5049,38,NaN,NaN,NaN,NaN,0.828817,0.07331,0.80017,0.0938229,1.40542,0.372934,GIANT,0.4021921,0.07114888,30.111,0.217843,NaN,NaN,175,0.3218948,,,0.0007413247
b'HD 187353',b'',b'H09',4.26999998092651,7000,2.43139997024855E-08,-0.259999990463257,0.119999997317791,NaN,0.699999988079071,1.38999998569489,b'HD 187353',297.462916666667,-10.725,237516879,297.462962,-10.725034,9.9304,4.00188,7.247,STAR,2mass,0.201726581528643,20180610,97568,5729-00932-1,397-119286,19495111-1043301,,J194951.11-104330.0,4190424493481357568,7135664,,tmgaia,0.0533015,0.0308925,tgas,11.5786,0.293586,tgas,29.761496,-17.7779,297.407,10.139542,7.854,0.042,7.56,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.921,0.03,6.794,0.029,6.743,0.024,AAA-111-111-000-0-0,11,6.704,0.067,6.705,0.021,6.72,0.016,6.566,0.094,7.47841,0.000345996,0.02,gaiaj,tplx,7000,158,NaN,NaN,NaN,NaN,1.76459,0.187839,1.65152,0.378439,0.300575,0.0959877,DWARF,6.735572,1.433991,86.36623,3.13099,0.241683,NaN,172,0.03242855,,,0.002666737
b'HD 141514',b'',b'H09',4.3600001335144,6305,1.58550008677594E-08,0.109999999403954,-0.0500000007450581,-20.7000007629395,0.100000001490116,1.23000001907349,b'HD 141514',237.5025,-14.0511111111111,336084850,237.50254,-14.051152,-139.116,-39.9367,7.6,STAR,2mass,0.202932349485008,20180610,77547,5622-00271-1,380-072360,15500062-1403040,,J155000.51-140304.4,6263829473273037824,6321193,,tmgaia,0.0828954,0.0461453,tgas,15.5969,0.254236,tgas,355.024455,30.236536,238.401914,5.894642,8.606,NaN,8.13,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.096,0.02,6.889,0.038,6.797,0.02,AAA-111-111-000-0-0,15.1,6.79,0.067,6.786,0.021,6.812,0.016,6.884,0.09,7.9707,0.000345996,0.017,gaiaj,tplx,6262.58,59.621,NaN,NaN,NaN,NaN,1.42572,0.131314,1.38537,0.30529,0.478039,0.132087,DWARF,2.816932,0.5188993,64.1153,1.61651,0.136508,NaN,68,0.001676229,,,0.003350927
b'HD 212897',b'',b'H09',4.26000022888184,7178,1.01059995927244E-08,-0.28999999165535,0.0700000002980232,NaN,0.899999976158142,1.4099999666214,b'HD 212897',336.51125,59.2469444444444,413738905,336.511318,59.246989,-6.39285,-13.7286,8.203,STAR,2mass,0.203462802923682,20180610,110730,3994-00737-1,747-075192,22260271+5914491,,J222602.70+591449.1,2200450524724080640,57883364,,tmgaia,0.0743086,0.0669827,tgas,7.38917,0.233265,tgas,105.28427,1.451107,18.273516,60.404474,8.574,0.073,8.53,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.875,0.021,7.764,0.049,7.751,0.027,AAA-111-111-000-0-0,19.6,7.644,0.029,7.698,0.02,7.696,0.018,7.906,0.148,8.43548,0.000345996,0.018,gaiaj,tplx,7178,199,NaN,NaN,NaN,NaN,1.72149,0.199805,1.73326,0.383529,0.339743,0.118297,DWARF,7.087899,1.645316,135.3332,6.96003,NaN,NaN,364,0.02273558,,,0.0003157537
b'HD 83270/1',b'',b'H09',3.92000007629395,7201,2.56469991910535E-08,0.660000026226044,-0.150000005960464,11.8999996185303,0.800000011920929,1.89999997615814,b'HD 83270 ; HD 83271',145.129583333333,68.5366666666667,159504719,145.129664,68.536715,-45.4512,-25.2845,7.175,STAR,2mass,0.203879758282235,20180610,47461,4383-01580-1,793-022049,09403112+6832121,,J094031.05+683212.0,1070770187667758848,59572855,,tmgaia,0.0329067,0.0358734,tgas,9.88402,0.406779,tgas,143.645392,40.046131,118.104676,50.411709,9.208,0.022,7.55,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.807,0.021,6.677,0.018,6.623,0.02,AAA-111-111-000-0-0,22.5,6.574,0.083,6.558,0.023,6.62,0.016,6.567,0.057,7.44013,0.000345996,0.018,gaiaj,tplx,7201,80,NaN,NaN,NaN,NaN,2.07864,0.237706,1.65304,0.378551,0.184054,0.0631434,DWARF,10.46706,2.393952,101.1734,5.17371,0.105143,NaN,16,0.002810873,,,0.002704841
b'HD 170493',b'',b'H09',4.59000015258789,4715,2.33430004215052E-08,0.430000007152557,0.0799999982118607,-55.7000007629395,0.100000001490116,0.810000002384186,b'HD 170493',277.468333333333,-1.81805555555556,133556737,277.46835,-1.81811,172.124,-193.489,6.94856,STAR,2mass,0.204969208752629,20180610,90656,5099-00450-1,441-079563,18295239-0149050,,J182952.54-014906.9,4270446399996785280,927463,,tmgaia,0.0639464,0.0507772,tgas,53.1568,0.303657,tgas,28.847474,3.962822,278.021572,21.413462,9.123,NaN,8.04,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.069,0.02,5.643,0.046,5.484,0.02,AAA-111-111-000-0-0,12.4,5.444,0.18,5.371,0.05,5.49,0.016,5.475,0.047,7.5971,0.000345996,0.0171351,gaiaj,tplx,4748.88,20.5923,4.74516,0.0571886,0.300881,0.0245965,1.46599,0.127348,1.10101,0.138001,1.55533,0.52604,DWARF,0.284981,0.06425705,NaN,NaN,NaN,NaN,0,NaN,,,NaN
b'HD 170489',b'',b'H09',4.26000022888184,6662,3.07760004147895E-08,0.0799999982118607,-0.0299999993294477,NaN,0.899999976158142,1.37000000476837,b'HD 170489',271.499166666667,84.6558333333333,268332706,271.499216,84.655892,7.37682,13.8554,6.886,STAR,2mass,0.211846766860387,20180610,88653,4652-01535-1,874-006144,18055981+8439212,,J180600.18+843921.8,2302883673667538432,,,tmgaia,0.0328702,0.0363333,tgas,15.4273,0.294839,tgas,116.992829,28.05568,89.55054,71.902478,7.716,0.024,7.3,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.474,0.019,6.298,0.026,6.301,0.017,AAA-111-111-000-0-0,7.3,6.04,0.088,6.063,0.026,6.231,0.014,6.204,0.05,7.18574,0.000345996,0.017,gaiaj,tplx,6635.53,57.1592,NaN,NaN,NaN,NaN,1.65886,0.154852,1.48657,0.349895,0.325654,0.0911978,DWARF,4.806364,0.8973332,64.82016,1.76734,0.120843,NaN,30,0.02583145,,,0.005914921
