#The following lines beginning with # are comments. Readable columns names and datatypes are provided as informational comment lines in addition to the database column names.
#If you want to re-upload this table import it as a Generic Table with these header lines unmodified.
#Name, SpT, __3_6_, __4_5_, __5_8_, __8_0_, __24_, W1mag, W2mag, W3mag, W4mag, E4_5, E8_0, E24, EW2, EW3, EW4, WISE, _2M, Simbad, _RA, _DE, RA, DEC, MatchID, MatchRA, MatchDEC, pmRA, pmDEC, TESS Mag., Object Type, Source of Type, dstArcSec, Version, HIP, TYC ID, UCAC ID, 2MASS ID, SDSS ID, ALLWISE ID, GAIA ID, APASS ID, KIC ID, Source of Position, pmRA Err., pmDec Err., PM Flag, Parallax, Parallax Err., Source of Parallax, Gal. Long., Gal. Lat., Ecl. Long., Ecl. Lat., B Mag., B Mag. Err., V Mag., V Mag. Err., u Mag., u Mag. Err., g Mag., g Mag. Err., r Mag., r Mag. Err., i Mag., i Mag. Err., z Mag., z Mag. Err., J Mag., J Mag. Err., H Mag., H Mag. Err., K Mag., K Mag. Err., TWOMflag, prox, W1 Mag., W1 Mag. Err., W2 Mag., W2 Mag. Err., W3 Mag., W3 Mag. Err., W4 Mag., W4 Mag. Err., GAIA G Mag., GAIA G Mag. Err., TESS Mag. Err., TESS Flag, Stellar Properties Flag, T_eff, T_eff Err., log(g), log(g) Err., Metallicity, Metallicity Err., Stellar Radius, Stellar Radius Err., Stellar Mass, Stellar Mass Err., Stellar Density, Stellar Density Err., Luminosity Class from RPM, Stellar Luminosity, Stellar Luminosity Err., Distance, Distance Err., E(B-V), E(B-V) Err., Num. Sources in Aper., Contam. Ratio, Disposition, duplicate_id, priority
#@string, string, float, float, float, float, float, float, float, float, float, string, string, string, string, string, string, string, string, string, ra, dec, ra, dec, string, float, float, float, float, float, string, string, float, string, string, string, string, string, string, string, string, string, string, string, float, float, string, float, float, string, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, string, float, float, float, float, float, float, float, float, float, float, float, float, string, string, float, float, float, float, float, float, float, float, float, float, float, float, string, float, float, float, float, float, float, int, float, string, string, float
Name,SpT,__3_6_,__4_5_,__5_8_,__8_0_,__24_,W1mag,W2mag,W3mag,W4mag,E4_5,E8_0,E24,EW2,EW3,EW4,WISE,_2M,Simbad,_RA,_DE,RA,DEC,MatchID,MatchRA,MatchDEC,pmRA,pmDEC,Tmag,objType,typeSrc,dstArcSec,version,HIP,TYC,UCAC,TWOMASS,SDSS,ALLWISE,GAIA,APASS,KIC,POSflag,e_pmRA,e_pmDEC,PMflag,plx,e_plx,PARflag,gallong,gallat,eclong,eclat,Bmag,e_Bmag,Vmag,e_Vmag,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,TWOMflag,prox,w1mag_,e_w1mag,w2mag_,e_w2mag,w3mag_,e_w3mag,w4mag_,e_w4mag,GAIAmag,e_GAIAmag,e_Tmag,TESSflag,SPFlag,Teff,e_Teff,logg,e_logg,MH,e_MH,rad,e_rad,mass,e_mass,rho,e_rho,lumclass,lum,e_lum,d,e_d,ebv,e_ebv,numcont,contratio,disposition,duplicate_id,priority
b'2MASS J16193976-2145349',b'M6',NaN,NaN,NaN,NaN,7.09000015258789,11.6199998855591,10.9799995422363,9.05000019073486,7.30000019073486,b'',b'',b'Y',b'Y',b'Y',b'Y',b'WISE',b'2M',b'Simbad',244.91567,-21.75969,244.91567,-21.75969,49915500,244.915682,-21.759722,NaN,NaN,18.196,STAR,2mass,0.121986899597843,20180610,,,,16193976-2145349,,J161939.75-214535.2,6244250680169677568,,,tmgaia,NaN,NaN,,NaN,NaN,,354.063095,19.828765,246.811986,-0.317043,19.57,0.163,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.223,0.029,12.537,0.023,12.115,0.024,AAA-222-111-000-0-0,20.9,11.652,0.023,11.009,0.02,9.075,0.034,7.306,0.115,18.6961,0.0223455,0.618,gaiao,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,,,NaN
b'2MASS J16211918-2342287',b'B6V',6.40000009536743,6.30000019073486,6.17999982833862,5.96999979019165,3.86999988555908,6.3600001335144,6.32999992370605,5.6399998664856,3.96000003814697,b'N',b'Y',b'Y',b'N',b'Y',b'Y',b'WISE',b'2M',b'Simbad',245.32992,-23.70797,245.32992,-23.70797,50171166,245.32995,-23.70799,-11.224,-24.5262,6.817,STAR,2mass,0.122320663420838,20180610,80126,6794-00551-1,332-081156,16211918-2342287,,J162119.18-234228.9,6050172064525011072,11496685,,tmgaia,0.0359609,0.023997,tgas,7.33296,0.395161,tgas,352.798288,18.243743,247.51496,-2.173873,7.17,0.024,7.04,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.565,0.039,6.506,0.029,6.418,0.021,AAA-111-111-000-0-0,14.6,6.386,0.057,6.286,0.024,5.67,0.016,3.923,0.028,6.98834,0.000345996,0.023,gaiaj,tplx,8239,223,3.85549,0.340172,NaN,NaN,2.782,0.387402,2.022,0.394945,0.0939096,0.0392316,DWARF,32.12972,8.948324,136.3707,9.22663,1.46309,NaN,68,0.004213467,,,NaN
b'2MASS J15514032-2146103',b'M4',NaN,NaN,NaN,NaN,NaN,10.5200004577637,10.0500001907349,8.72999954223633,7.40999984741211,b'',b'',b'',b'Y',b'Y',b'Y',b'WISE',b'2M',b'Simbad',237.918,-21.76953,237.918,-21.76953,437422878,237.918,-21.769564,-11.5948,-26.1856,13.925,STAR,2mass,0.122399999999403,20180610,,,,15514032-2146103,,J155140.31-214610.6,6240733441258332032,,,tmgaia,2.09722,2.09721,hsoy,NaN,NaN,,349.185181,24.502038,240.433249,-1.562922,18.868,0.162,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.028,0.022,11.346,0.023,11.004,0.024,AAA-222-111-000-0-0,30,10.54,0.022,10.078,0.02,8.756,0.029,7.337,0.136,15.2025,0.0017194,0.017,gaiaj,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DWARF,NaN,NaN,NaN,NaN,0.242804,NaN,0,NaN,,,NaN
b'2MASS J16074449-2036030',b'M4',8.81999969482422,NaN,NaN,NaN,8.60999965667725,8.93000030517578,8.77999973297119,8.60000038146973,NaN,b'',b'',b'N',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',241.93537,-20.60083,241.93537,-20.60083,48866968,241.935389,-20.600859,-9.81234,-22.0658,11.878,STAR,2mass,0.122469194914389,20180610,,,347-077176,16074449-2036030,,J160744.48-203603.2,6244103478755645952,11475603,,tmgaia,2.14375,2.14373,hsoy,NaN,NaN,,352.966178,22.660741,243.871243,0.328821,16.482,0.146,15.015,0.069,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.076,0.023,9.343,0.024,9.077,0.021,AAA-222-111-000-0-0,23.4,8.942,0.022,8.772,0.02,8.64,0.028,7.958,NaN,13.1043,0.000583262,0.017,gaiaj,,3192,160,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GIANT,NaN,NaN,NaN,NaN,0.354506,NaN,0,NaN,,,NaN
b'2MASS J16052877-2230135',b'M5',NaN,NaN,NaN,NaN,NaN,10.4499998092651,10.2600002288818,10.1000003814697,NaN,b'',b'',b'',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',241.36987,-22.50375,241.36987,-22.50375,48758064,241.369891,-22.503778,-6.90631,-24.0488,13.532,STAR,2mass,0.122632538086695,20180610,,,,16052877-2230135,,J160528.76-223013.8,6242513928541106176,,,tmgaia,2.0668,2.06678,hsoy,NaN,NaN,,351.087553,21.726836,243.714203,-1.639183,18.469,0.163,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.662,0.03,11.008,0.026,10.705,0.027,AAA-222-111-000-0-0,13.8,10.488,0.023,10.261,0.02,10.125,0.072,8.81,NaN,14.7939,0.00136974,0.018,gaiaj,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GIANT,NaN,NaN,NaN,NaN,0.167551,NaN,0,NaN,,,NaN
b'2MASS J16102819-1910444',b'M4',NaN,10.8999996185303,NaN,10.1400003433228,7.55999994277954,11.460000038147,11.0200004577637,9.35000038146973,7.42000007629395,b'Y',b'Y',b'Y',b'Y',b'Y',b'Y',b'WISE',b'2M',b'Simbad',242.61746,-19.179,242.61746,-19.179,49040300,242.617479,-19.179029,-11.6449,-25.3876,15.004,STAR,2mass,0.122772074739531,20180610,,,,16102819-1910444,1237674654766531246,J161028.18-191044.5,6245768173719912704,,,tmgaia,2.43746,2.41363,hsoy,NaN,NaN,,354.57192,23.156007,244.238463,1.844794,20.495,0.162,NaN,NaN,21.9503,0.274453,19.5938,0.0145507,17.9465,0.00715966,15.8867,0.00442076,14.7085,0.00502189,12.896,0.024,12.207,0.025,11.793,0.023,AAA-222-111-000-0-0,8.2,11.43,0.023,11,0.021,9.368,0.042,7.656,0.218,16.3897,0.00361009,0.017,gaiaj,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DWARF,NaN,NaN,NaN,NaN,0.468271,NaN,0,NaN,,,NaN
b'2MASS J16033471-1829303',b'M5',NaN,NaN,NaN,NaN,NaN,11.1199998855591,10.6700000762939,9.53999996185303,NaN,b'',b'',b'',b'Y',b'Y',b'',b'WISE',b'2M',b'Simbad',240.89462,-18.49175,240.89462,-18.49175,9848769,240.894623,-18.491784,-7.97065,-23.804,14.655,STAR,2mass,0.122827792086837,20180610,,,,16033471-1829303,,J160334.70-182930.6,6249049906691340672,,,tmgaia,1.97767,1.9763,hsoy,NaN,NaN,,353.911928,24.819598,242.506536,2.212607,19.923,0.162,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.513,0.023,11.831,0.025,11.484,0.026,AAA-222-111-000-0-0,7.8,11.123,0.023,10.673,0.021,9.552,0.047,8.484,0.363,16.0572,0.00289231,0.017,gaiaj,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DWARF,NaN,NaN,NaN,NaN,0.320076,NaN,0,NaN,,,NaN
b'2MASS J16253507-2324186',b'B8',NaN,5.6399998664856,5.59999990463257,5.63000011444092,5.55999994277954,5.73000001907349,NaN,5.76999998092651,5.65999984741211,b'N',b'N',b'N',b'',b'N',b'N',b'WISE',b'2M',b'Simbad',246.39612,-23.40517,246.39612,-23.40517,203822414,246.396151,-23.405189,-7.89279,-24.7008,6.657,STAR,2mass,0.123157970493453,20180610,80474,6794-00548-1,333-084724,16253507-2324186,,J162534.97-232417.5,6050945742755793408,11500187,,tmgaia,0.040098,0.0339858,tgas,7.17641,0.287593,tgas,353.718968,17.714579,248.430526,-1.716047,7.511,0.026,7.27,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.108,0.02,5.921,0.038,5.775,0.021,AAA-111-111-000-0-0,26.9,6.291,0.059,6.12,0.041,5.896,0.023,5.66,0.046,7.06357,0.000345996,0.017,gaiaj,tplx,7699,215,3.45142,0.327989,NaN,NaN,4.18956,0.520793,1.80855,0.38691,0.0245938,0.00917156,DWARF,55.56084,13.81324,139.3455,8.06945,1.22571,NaN,113,0.00134346,,,NaN
b'2MASS J16071199-2123472',b'M4',NaN,NaN,NaN,NaN,NaN,10.8299999237061,10.6400003433228,10.3400001525879,NaN,b'',b'',b'',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',241.79996,-21.39644,241.79996,-21.39644,48795855,241.799994,-21.396453,-9.67586,-24.8145,13.733,STAR,2mass,0.12319916246075,20180610,,,344-078295,16071199-2123472,,J160711.99-212347.5,6243759743934055808,,,tmgaia,1.98802,1.98801,hsoy,NaN,NaN,,352.246688,22.20613,243.896304,-0.476361,18.572,0.162,17.047,1.133,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.923,0.024,11.251,0.024,10.959,0.019,AAA-222-111-000-0-0,22.8,10.861,0.024,10.644,0.021,10.333,0.101,8.444,NaN,14.9637,0.00150332,0.017,gaiaj,,2993,163,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DWARF,NaN,NaN,NaN,NaN,0.252214,NaN,0,NaN,,,NaN
b'2MASS J15561978-2423288',b'M4.5',NaN,NaN,NaN,NaN,NaN,12.2399997711182,12,NaN,NaN,b'',b'',b'',b'N',b'',b'',b'WISE',b'2M',b'Simbad',239.08242,-24.39133,239.08242,-24.39133,77532721,239.082436,-24.391361,-15.3806,-25.664,15.477,STAR,2mass,0.123314653541297,20180610,,,,15561978-2423288,,J155619.77-242329.2,6236929955658520064,,,tmgaia,2.54271,2.54268,hsoy,NaN,NaN,,348.05154,21.868524,242.028405,-3.904429,19.973,0.162,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.369,0.023,12.746,0.025,12.487,0.021,AAA-222-111-000-0-0,18.5,12.246,0.024,12,0.024,11.987,0.409,8.341,NaN,16.862,0.0050465,0.018,gaiaj,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DWARF,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,,,NaN
b'2MASS J16052624-1948185',b'B0.5V',NaN,2.89000010490417,NaN,3.01999998092651,2.97000002861023,2.88000011444092,NaN,2.95000004768372,2.85999989509583,b'N',b'N',b'N',b'',b'N',b'N',b'WISE',b'2M',b'Simbad',241.35933,-19.80514,241.35933,-19.80514,9921163,241.359356,-19.805164,-6.75,-24.89,2.378,STAR,2mass,0.12336999492132,20180610,78820,6208-01623-1,351-078382,16052624-1948185,,J160526.25-194818.3,,,,2mass,1.42,1.07,hip,6.15,1.12,hip,353.193134,23.599786,243.190019,1.008062,2.533,0.022,2.56,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.412,0.458,2.661,9.996,2.766,0.244,DFD-333-111-000-0-0,12.7,1.799,NaN,1.616,NaN,2.836,0.014,2.821,0.018,NaN,NaN,0.468,vjk,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DWARF,NaN,NaN,162.6016,29.612,0.2614,NaN,94,0.01408418,,,1
b'2MASS J16103956-1916524',b'M2',10,NaN,9.88000011444092,NaN,9.17000007629395,10.1000003814697,9.94999980926514,9.8100004196167,NaN,b'',b'',b'Y',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',242.66483,-19.28122,242.66483,-19.28122,49078116,242.664857,-19.281243,-14.7869,-20.5896,13.11,STAR,2mass,0.123586124750199,20180610,,,354-076427,16103956-1916524,1237674654766531818,J161039.55-191652.7,6245757767016630016,8834967,,tmgaia,1.98873,1.98804,hsoy,NaN,NaN,,354.522587,23.054076,244.301169,1.752486,17.369,NaN,16.069,0.217,18.8843,0.0276224,16.5695,0.00392562,15.014,0.00354814,14.0216,0.000887252,12.9136,0.0041474,11.311,0.026,10.524,0.026,10.267,0.026,AAA-222-111-000-0-0,14.9,10.167,0.024,9.992,0.021,9.861,0.063,8.127,NaN,14.3335,0.00107339,0.018,gaiaj,,3213,160,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GIANT,NaN,NaN,NaN,NaN,0.405897,NaN,0,NaN,,,NaN
b'2MASS J16053077-2246200',b'M6',12.3800001144409,12.2799997329712,12.2299995422363,12.2799997329712,NaN,12.5699996948242,12.2700004577637,11.3400001525879,NaN,b'N',b'N',b'',b'N',b'Y?',b'',b'WISE',b'2M',b'Simbad',241.37821,-22.77222,241.37821,-22.77222,48758391,241.378247,-22.772224,NaN,NaN,16.048,STAR,2mass,0.123658482368009,20180610,,,,16053077-2246200,,J160530.77-224620.3,,,,2mass,NaN,NaN,,NaN,NaN,,350.886214,21.534238,243.772985,-1.901234,21.308,0.163,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.789,0.033,13.185,0.03,12.784,0.034,AAA-222-111-000-0-0,29.1,12.555,0.024,12.284,0.025,11.272,0.201,8.949,NaN,NaN,NaN,0.186,bpjk,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,,,NaN
b'2MASS J16100541-1919362',b'M5.75',11.9300003051758,11.6800003051758,11.3500003814697,10.789999961853,8.47000026702881,12.1700000762939,11.6199998855591,10.1999998092651,NaN,b'Y',b'Y',b'Y',b'Y',b'Y',b'',b'WISE',b'2M',b'Simbad',242.52254,-19.32672,242.52254,-19.32672,49040484,242.522565,-19.326745,-8.86792,-27.7658,16.743,STAR,2mass,0.123744893800465,20180610,,,,16100541-1919362,1237674654766532184,J161005.40-191936.3,6245758827871591680,,,tmgaia,2.64515,2.64506,hsoy,NaN,NaN,,354.387598,23.122523,244.177428,1.683154,NaN,NaN,NaN,NaN,23.8382,1.42013,22.5767,0.137738,20.8381,0.0463483,18.1219,0.0091959,16.506,0.00995068,14.218,0.029,13.431,0.025,12.7,0.033,AAA-222-111-000-0-0,36,12.181,0.024,11.668,0.022,10.258,0.077,8.316,NaN,18.3218,0.0161907,0.024,gaiaj,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DWARF,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,,,NaN
b'2MASS J16015546-2158496',b'B9V',NaN,6.88000011444092,NaN,6.96999979019165,6.88000011444092,6.84000015258789,6.8899998664856,6.90999984741211,6.75,b'N',b'N',b'N',b'N',b'N',b'N',b'WISE',b'2M',b'Simbad',240.48108,-21.98044,240.48108,-21.98044,9676357,240.481103,-21.980467,-12.0923,-24.1248,7.083,STAR,2mass,0.123867765958874,20180610,78530,6212-01713-1,341-078053,16015546-2158496,,J160155.44-215849.6,6243537402065924736,11463237,,tmgaia,0.0359277,0.020037,tgas,7.09216,0.482412,tgas,350.87063,22.680918,242.805593,-1.284818,7.242,NaN,7.19,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.928,0.021,6.946,0.029,6.903,0.02,AAA-111-111-000-0-0,22.2,6.864,0.062,6.879,0.02,6.933,0.018,6.718,0.104,7.17415,0.000345996,0.018,gaiaj,kplnt,10500,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.5,NaN,NaN,NaN,DWARF,NaN,NaN,141.0008,11.2942,0.242363,NaN,105,0.001053191,,,NaN
b'2MASS J16020287-2236139',b'M0',11.4799995422363,NaN,11.3599996566772,NaN,9.68000030517578,11.3800001144409,11.4099998474121,11.4799995422363,NaN,b'',b'',b'Y',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',240.51196,-22.60386,240.51196,-22.60386,9677132,240.511993,-22.603876,NaN,NaN,13.742,STAR,2mass,0.12387982163062,20180610,,,337-077581,16020287-2236139,,J160202.88-223614.4,6243221189394258048,11463588,,tmmgaia,NaN,NaN,,NaN,NaN,,350.412396,22.222546,242.955849,-1.890537,17.791,-0.206,16.177,0.297,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.607,0.028,11.965,0.036,11.613,0.029,EEA-222-111-000-0-0,20.3,11.41,0.023,11.405,0.021,11.426,0.225,9.048,NaN,14.9632,0.0015,0.112,gaiav,,3463,165,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,0.210639,NaN,0,NaN,,,NaN
b'2MASS J16192992-2425540',b'M4',NaN,NaN,NaN,NaN,9.80000019073486,10.0299997329712,9.82999992370605,9.69999980926514,NaN,b'',b'',b'N',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',244.87467,-24.43167,244.87467,-24.43167,98532846,244.874705,-24.431683,NaN,NaN,13.857,STAR,2mass,0.123896366442331,20180610,,,,16192992-2425540,,J161929.92-242554.2,,,,2mass,NaN,NaN,,NaN,NaN,,351.940338,18.065179,247.226207,-2.957003,18.926,0.162,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.539,0.026,10.634,0.023,10.225,0.024,AAA-222-111-000-0-0,8.9,10.039,0.024,9.842,0.021,9.669,0.056,8.528,NaN,NaN,NaN,0.188,bpjk,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,0.797348,NaN,0,NaN,,,NaN
b'2MASS J16051915-2340088',b'B9V',NaN,7.30999994277954,NaN,7.3899998664856,7.30000019073486,7.28999996185303,7.30999994277954,7.28999996185303,7.40000009536743,b'N',b'N',b'N',b'N',b'N',b'N',b'WISE',b'2M',b'Simbad',241.32979,-23.66911,241.32979,-23.66911,9998803,241.329818,-23.669133,-10.3212,-24.1421,7.566,STAR,2mass,0.124011835404985,20180610,78809,6780-00843-1,332-079103,16051915-2340088,,J160519.14-234008.9,6242281381829941376,11470491,,tmgaia,0.0471754,0.0269873,tgas,6.29125,0.388665,tgas,350.16475,20.939077,243.900585,-2.790151,7.718,NaN,7.65,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.41,0.023,7.371,0.029,7.348,0.021,AAA-111-111-000-0-0,11,7.287,0.036,7.306,0.021,7.316,0.017,7.345,0.134,7.65836,0.000345996,0.018,gaiaj,tplx,8246,223,4.11491,0.355443,NaN,NaN,2.06504,0.308086,2.02458,0.391051,0.229906,0.1029,DWARF,17.76335,5.300276,158.951,NaN,0.14252,NaN,135,0.00707065,,,NaN
b'2MASS J16070169-2028579',b'M5.25',11.5500001907349,NaN,10.8400001525879,NaN,7.84000015258789,11.7399997711182,11.210000038147,9.60999965667725,7.6100001335144,b'',b'',b'Y',b'Y',b'Y',b'Y',b'WISE',b'2M',b'Simbad',241.75704,-20.48275,241.75704,-20.48275,48794856,241.757072,-20.482767,NaN,NaN,15.856,STAR,2mass,0.124062361808942,20180610,,,,16070169-2028579,,J160701.69-202858.2,,,,2mass,NaN,NaN,,NaN,NaN,,352.935349,22.863274,243.685063,0.413474,20.93,0.163,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.575,0.032,12.842,0.029,12.325,0.024,AAA-222-111-000-0-0,11.5,11.755,0.023,11.225,0.021,9.635,0.046,7.608,0.163,NaN,NaN,0.187,bpjk,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,,,NaN
b'2MASS J16034187-2005577',b'M2',NaN,9.27999973297119,NaN,9.23999977111816,8.97000026702881,9.35999965667725,9.27999973297119,9.14999961853027,NaN,b'N',b'N',b'N',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',240.92446,-20.09936,240.92446,-20.09936,9847026,240.924466,-20.099394,-13.2611,-24.6813,12.038,STAR,2mass,0.124069422534563,20180610,,,350-078626,16034187-2005577,,J160341.86-200557.9,6247104939341680256,11467054,,tmgaia,2.14569,2.14568,hsoy,NaN,NaN,,352.652937,23.693656,242.845296,0.640817,16.118,0.037,14.499,0.043,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.485,0.021,9.759,0.022,9.487,0.021,AAA-222-111-000-0-0,29.2,9.374,0.022,9.275,0.02,9.169,0.036,8.667,0.455,13.1225,0.000588377,0.017,gaiaj,,3373,161,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GIANT,NaN,NaN,NaN,NaN,0.245725,NaN,0,NaN,,,NaN
b'2MASS J16263026-2336551',b'M6',11.2700004577637,10.8599996566772,10.5600004196167,9.96000003814697,6.78999996185303,11.5299997329712,10.8900003433228,9.13000011444092,6.73999977111816,b'Y',b'Y',b'Y',b'Y',b'Y',b'Y',b'WISE',b'2M',b'Simbad',246.62608,-23.61531,246.62608,-23.61531,203999072,246.626109,-23.615332,-6.92705,-29.8183,16.493,STAR,2mass,0.124189044280206,20180610,,,,16263026-2336551,,J162630.26-233655.5,6050891866685095424,,,tmgaia,2.71474,2.71467,hsoy,NaN,NaN,,353.699062,17.417484,248.672177,-1.890081,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.756,0.023,12.824,0.022,12.216,0.024,AAA-222-111-000-0-0,26.8,11.422,0.023,10.811,0.022,9.147,0.048,6.665,0.093,18.1602,0.0141208,0.022,gaiaj,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DWARF,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,,,NaN
b'2MASS J16044303-2318258',b'M6.5',12.2799997329712,12.1899995803833,12.1499996185303,12.1000003814697,NaN,12.5200004577637,12.2399997711182,11.3000001907349,NaN,b'N',b'N',b'',b'N',b'Y?',b'',b'WISE',b'2M',b'Simbad',241.17929,-23.30717,241.17929,-23.30717,9912170,241.179317,-23.307194,NaN,NaN,16.097,STAR,2mass,0.124232708458871,20180610,,,,16044303-2318258,,J160443.02-231826.2,6242376115931141376,,,tmgaia,NaN,NaN,,NaN,NaN,,350.337843,21.291184,243.695582,-2.461343,21.043,0.162,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.812,0.024,13.196,0.03,12.857,0.03,AAA-222-111-000-0-0,23.9,12.516,0.022,12.229,0.023,11.549,0.247,8.342,NaN,17.5683,0.00868099,0.019,gaiaj,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,,,NaN
b'2MASS J16122737-2009596',b'M4.5',NaN,NaN,NaN,NaN,NaN,11.210000038147,10.7600002288818,8.80000019073486,6.98999977111816,b'',b'',b'',b'Y',b'Y',b'Y',b'WISE',b'2M',b'Simbad',243.11404,-20.16656,243.11404,-20.16656,49277786,243.11407,-20.16658,NaN,NaN,13.996,STAR,2mass,0.124345081075871,20180610,,,,16122737-2009596,,J161227.36-200959.7,,,,2mass,NaN,NaN,,NaN,NaN,,354.12276,22.145024,244.87771,0.958498,17.457,0.163,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.539,0.029,11.886,0.027,11.535,0.024,AAA-222-111-000-0-0,9.5,11.226,0.022,10.787,0.02,8.832,0.034,7.047,0.123,NaN,NaN,0.143,bpjk,,3502,166,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,0.299053,NaN,0,NaN,,,NaN
