#The following lines beginning with # are comments. Readable columns names and datatypes are provided as informational comment lines in addition to the database column names.
#If you want to re-upload this table import it as a Generic Table with these header lines unmodified.
#Name, SpT, __3_6_, __4_5_, __5_8_, __8_0_, __24_, W1mag, W2mag, W3mag, W4mag, E4_5, E8_0, E24, EW2, EW3, EW4, WISE, _2M, Simbad, _RA, _DE, RA, DEC, MatchID, MatchRA, MatchDEC, pmRA, pmDEC, TESS Mag., Object Type, Source of Type, dstArcSec, Version, HIP, TYC ID, UCAC ID, 2MASS ID, SDSS ID, ALLWISE ID, GAIA ID, APASS ID, KIC ID, Source of Position, pmRA Err., pmDec Err., PM Flag, Parallax, Parallax Err., Source of Parallax, Gal. Long., Gal. Lat., Ecl. Long., Ecl. Lat., B Mag., B Mag. Err., V Mag., V Mag. Err., u Mag., u Mag. Err., g Mag., g Mag. Err., r Mag., r Mag. Err., i Mag., i Mag. Err., z Mag., z Mag. Err., J Mag., J Mag. Err., H Mag., H Mag. Err., K Mag., K Mag. Err., TWOMflag, prox, W1 Mag., W1 Mag. Err., W2 Mag., W2 Mag. Err., W3 Mag., W3 Mag. Err., W4 Mag., W4 Mag. Err., GAIA G Mag., GAIA G Mag. Err., TESS Mag. Err., TESS Flag, Stellar Properties Flag, T_eff, T_eff Err., log(g), log(g) Err., Metallicity, Metallicity Err., Stellar Radius, Stellar Radius Err., Stellar Mass, Stellar Mass Err., Stellar Density, Stellar Density Err., Luminosity Class from RPM, Stellar Luminosity, Stellar Luminosity Err., Distance, Distance Err., E(B-V), E(B-V) Err., Num. Sources in Aper., Contam. Ratio, Disposition, duplicate_id, priority
#@string, string, float, float, float, float, float, float, float, float, float, string, string, string, string, string, string, string, string, string, ra, dec, ra, dec, string, float, float, float, float, float, string, string, float, string, string, string, string, string, string, string, string, string, string, string, float, float, string, float, float, string, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, string, float, float, float, float, float, float, float, float, float, float, float, float, string, string, float, float, float, float, float, float, float, float, float, float, float, float, string, float, float, float, float, float, float, int, float, string, string, float
Name,SpT,__3_6_,__4_5_,__5_8_,__8_0_,__24_,W1mag,W2mag,W3mag,W4mag,E4_5,E8_0,E24,EW2,EW3,EW4,WISE,_2M,Simbad,_RA,_DE,RA,DEC,MatchID,MatchRA,MatchDEC,pmRA,pmDEC,Tmag,objType,typeSrc,dstArcSec,version,HIP,TYC,UCAC,TWOMASS,SDSS,ALLWISE,GAIA,APASS,KIC,POSflag,e_pmRA,e_pmDEC,PMflag,plx,e_plx,PARflag,gallong,gallat,eclong,eclat,Bmag,e_Bmag,Vmag,e_Vmag,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,TWOMflag,prox,w1mag_,e_w1mag,w2mag_,e_w2mag,w3mag_,e_w3mag,w4mag_,e_w4mag,GAIAmag,e_GAIAmag,e_Tmag,TESSflag,SPFlag,Teff,e_Teff,logg,e_logg,MH,e_MH,rad,e_rad,mass,e_mass,rho,e_rho,lumclass,lum,e_lum,d,e_d,ebv,e_ebv,numcont,contratio,disposition,duplicate_id,priority
b'2MASS J16100753-1810568',b'M6',NaN,NaN,NaN,NaN,NaN,11.5200004577637,11.2299995422363,10.9799995422363,NaN,b'',b'',b'',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',242.53137,-18.18244,242.53137,-18.18244,49039357,242.53139,-18.182446,NaN,NaN,14.946,STAR,2mass,0.0717341409596379,20180610,,,,16100753-1810568,1237674655840011330,J161007.52-181056.9,,,,2mass,NaN,NaN,,NaN,NaN,,355.316931,23.886212,243.975332,2.809525,20.127,0.162,NaN,NaN,22.9274,0.642023,20.1455,0.021636,18.5168,0.00926217,16.1365,0.00412183,14.7603,0.00423094,12.746,0.026,12.15,0.023,11.75,0.026,AAA-222-111-000-0-0,13,11.549,0.024,11.238,0.022,11,0.152,8.989,NaN,NaN,NaN,0.181,bpjk,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,0.239166,NaN,0,NaN,,,NaN
b'2MASS J16103008-1839065',b'M4',10.1099996566772,NaN,9.88000011444092,NaN,NaN,10.3100004196167,10.0500001907349,9.64000034332275,NaN,b'',b'',b'',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',242.62533,-18.65181,242.62533,-18.65181,49039792,242.625345,-18.651824,-8.90579,-26.1437,13.877,STAR,2mass,0.0718185512753239,20180610,,,,16103008-1839065,,J161030.07-183906.8,6248889034396018304,,,tmgaia,1.98803,1.98802,hsoy,NaN,NaN,,355.002179,23.505169,244.149214,2.364453,18.943,0.162,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.708,0.024,10.911,0.022,10.552,0.021,AAA-222-111-000-0-0,21.2,10.313,0.024,10.055,0.021,9.722,0.058,8.645,NaN,15.2928,0.00181097,0.017,gaiaj,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DWARF,NaN,NaN,NaN,NaN,0.752067,NaN,0,NaN,,,NaN
b'2MASS J16015149-2445249',b'K7',8.40999984741211,8.39000034332275,8.38000011444092,8.34000015258789,8.14999961853027,8.36999988555908,8.36999988555908,8.28999996185303,8,b'N',b'N',b'N',b'N',b'N',b'N',b'WISE',b'2M',b'Simbad',240.46454,-24.75692,240.46454,-24.75692,66928215,240.464547,-24.756939,-13.1193,-23.963,10.596,STAR,2mass,0.0721265161694459,20180610,,,327-077867,16015149-2445249,,J160151.48-244525.2,6235935275592189568,11463072,,tmgaia,2.29081,2.29069,hsoy,NaN,NaN,,348.744381,20.729747,243.33624,-4.010271,13.702,0.099,12.35,0.035,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.408,0.024,8.659,0.044,8.485,0.026,AAA-211-111-000-0-0,19.1,8.404,0.023,8.393,0.02,8.319,0.023,7.905,0.231,11.4531,0.000345996,0.018,gaiaj,,3751,163,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GIANT,NaN,NaN,NaN,NaN,0.118795,NaN,0,NaN,,,NaN
b'2MASS J16320136-2237081',b'M5.5',NaN,NaN,NaN,NaN,NaN,11.6000003814697,11.0500001907349,9.48999977111816,7.53999996185303,b'',b'',b'',b'Y',b'Y',b'Y',b'WISE',b'2M',b'Simbad',248.00567,-22.61892,248.00567,-22.61892,13316746,248.005672,-22.61894,NaN,NaN,15.668,STAR,2mass,0.0723060990603457,20180610,,,,16320136-2237081,,J163201.35-223708.4,,,,2mass,NaN,NaN,,NaN,NaN,,355.356377,17.104883,249.773336,-0.710817,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.918,0.03,12.931,0.03,12.272,0.029,AAA-222-111-000-0-0,7.8,11.638,0.023,11.094,0.022,9.509,0.047,7.478,0.154,NaN,NaN,1,jhk,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,,,NaN
b'2MASS J16112044-1919369',b'M2',NaN,NaN,NaN,NaN,NaN,9.65999984741211,9.52999973297119,9.35999965667725,NaN,b'',b'',b'',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',242.83517,-19.32692,242.83517,-19.32692,49166684,242.83519,-19.326927,-11.5417,-23.2515,12.708,STAR,2mass,0.0724653049721784,20180610,,,354-076510,16112044-1919369,1237674654766596440,J161120.43-191937.2,6245714709967999104,8835898,,tmgaia,2.14372,2.14372,hsoy,NaN,NaN,,354.60347,22.904461,244.467635,1.736858,17.413,-0.146,15.837,0.217,19.0343,0.0295124,16.4058,0.00399422,14.7519,0.00381728,17.415,0.018254,12.5166,0.00393327,10.946,0.024,10.104,0.024,9.844,0.023,AAA-222-111-000-0-0,11.6,9.678,0.022,9.535,0.021,9.398,0.041,8.359,NaN,13.9121,0.000866181,0.017,gaiaj,,3184,159,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GIANT,NaN,NaN,NaN,NaN,0.467488,NaN,0,NaN,,,NaN
b'2MASS J16062196-1928445',b'M0.5',NaN,7.82000017166138,NaN,7.48999977111816,3.30999994277954,8.21000003814697,7.90000009536743,6.57999992370605,3.55999994277954,b'Y',b'Y',b'Y',b'Y',b'Y',b'Y',b'WISE',b'2M',b'Simbad',241.5915,-19.47903,241.5915,-19.47903,48765160,241.591513,-19.479046,NaN,NaN,11.467,STAR,2mass,0.0725565443762584,20180610,,,353-078289,16062196-1928445,,J160621.94-192844.8,,8828488,,2mass,NaN,NaN,,NaN,NaN,,353.61599,23.663693,243.342757,1.369781,14.995,0.066,13.661,0.103,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.827,0.026,9.011,0.024,8.621,0.026,AAA-222-111-000-0-0,22.5,8.241,0.023,7.932,0.021,6.61,0.018,3.518,0.019,NaN,NaN,0.043,vjk,,3291,164,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,0.224863,NaN,0,NaN,,,NaN
b'2MASS J16022357-2259332',b'M5.25',NaN,NaN,NaN,NaN,NaN,10.8100004196167,10.5699996948242,10.4399995803833,NaN,b'',b'',b'',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',240.59821,-22.99256,240.59821,-22.99256,9735159,240.598213,-22.99258,-7.79008,-26.999,13.987,STAR,2mass,0.0726831710464048,20180610,,,,16022357-2259332,,J160223.55-225933.5,6243129036578264704,,,tmgaia,2.05054,2.05052,hsoy,NaN,NaN,,350.174912,21.892449,243.109955,-2.256176,18.962,0.162,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.974,0.022,11.327,0.045,11.033,0.022,AAA-222-121-0c0-0-0,5.3,10.826,0.023,10.577,0.021,10.47,0.088,8.875,NaN,15.3245,0.00184456,0.017,gaiaj,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DWARF,NaN,NaN,NaN,NaN,0.167548,NaN,0,NaN,,,NaN
b'2MASS J16080370-1812385',b'M4',NaN,NaN,NaN,NaN,NaN,13.3199996948242,13.1099996566772,NaN,NaN,b'',b'',b'',b'N',b'',b'',b'WISE',b'2M',b'Simbad',242.01542,-18.21069,242.01542,-18.21069,48869993,242.015433,-18.210706,3.62639,-3.7611,16.237,STAR,2mass,0.0727605150275048,20180610,,,,16080370-1812385,,J160803.70-181238.5,6248978335356665344,,,tmgaia,2.07748,2.07225,hsoy,NaN,NaN,,354.933085,24.230013,243.498351,2.690939,20.665,0.164,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14.476,0.037,13.741,0.03,13.55,0.048,AAA-222-111-000-0-0,14.4,13.308,0.027,13.124,0.032,12.522,0.526,8.874,NaN,17.4406,0.00784318,0.022,gaiaj,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GIANT,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,,,NaN
b'2MASS J15390187-2956307',b'K4',NaN,NaN,NaN,NaN,NaN,9.39999961853027,9.35000038146973,9.10999965667725,NaN,b'',b'',b'',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',234.75779,-29.94186,234.75779,-29.94186,147883706,234.757794,-29.94188,-18.8694,-23.7987,11.622,STAR,2mass,0.0730732652148516,20180610,,,301-083105,15390187-2956307,,J153901.85-295631.0,6209104752334537216,14501013,,tmgaia,2.38581,2.3858,hsoy,NaN,NaN,,341.020676,20.269691,239.47019,-10.161436,14.553,0.257,13.314,0.08,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.391,0.022,9.722,0.023,9.517,0.023,AAA-222-111-000-0-0,8.6,9.336,0.023,9.298,0.019,9.135,0.039,8.736,0.443,12.508,0.000439171,0.017,gaiaj,,3781,163,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GIANT,NaN,NaN,NaN,NaN,0.217446,NaN,0,NaN,,,NaN
b'2MASS J16051403-2406524',b'M6.5',NaN,NaN,NaN,NaN,NaN,11.6599998474121,11.3599996566772,11.3100004196167,NaN,b'',b'',b'',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',241.30846,-24.11456,241.30846,-24.11456,67454326,241.308471,-24.114578,NaN,NaN,14.684,STAR,2mass,0.0741986350895732,20180610,,,,16051403-2406524,,J160514.02-240652.7,,,,2mass,NaN,NaN,,NaN,NaN,,349.810598,20.640446,243.966674,-3.231111,19.272,0.162,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.839,0.024,12.314,0.026,11.916,0.026,AAA-222-111-000-0-0,37.3,11.685,0.024,11.37,0.022,11.242,0.214,8.495,NaN,NaN,NaN,0.16,bpjk,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,0.112376,NaN,0,NaN,,,NaN
b'2MASS J16070014-2033092',b'M2.75',NaN,NaN,NaN,NaN,4.75,9.71000003814697,9.31999969482422,7.38000011444092,4.94000005722046,b'',b'',b'Y',b'Y',b'Y',b'Y',b'WISE',b'2M',b'Simbad',241.75058,-20.55256,241.75058,-20.55256,48794941,241.750594,-20.552576,NaN,NaN,12.741,STAR,2mass,0.0744637559371007,20180610,,,348-080467,16070014-2033092,,J160700.12-203309.5,6244106158815189504,,,tmmgaia,NaN,NaN,,NaN,NaN,,352.875713,22.819805,243.692246,0.343771,17.772,0.163,15.421,0.023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.116,0.03,10.278,0.023,9.942,0.023,AAA-222-111-000-0-0,11.7,9.674,0.022,9.297,0.019,7.369,0.018,4.914,0.031,13.8676,0.0008,0.019,gaiaj,,3154,164,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,0.359327,NaN,0,NaN,,,NaN
b'2MASS J16083514-2045296',b'F3V',NaN,6.59000015258789,NaN,6.6399998664856,6.51000022888184,6.57999992370605,6.6100001335144,6.59999990463257,6.51000022888184,b'N',b'N',b'N',b'N',b'N',b'N',b'WISE',b'2M',b'Simbad',242.14642,-20.75822,242.14642,-20.75822,48912227,242.146431,-20.758238,-9.94142,-23.0706,7.719,STAR,2mass,0.0746338525226867,20180610,79083,6213-01917-1,347-077286,16083514-2045296,,J160835.13-204529.9,6243909277516331520,11477327,,tmgaia,0.0826882,0.05727,tgas,6.04609,0.42278,tgas,352.988209,22.40907,244.094577,0.211026,9.03,NaN,8.41,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.094,0.03,6.773,0.042,6.677,0.026,AAA-111-111-000-0-0,13.7,6.624,0.074,6.577,0.024,6.621,0.017,6.441,0.083,8.18309,0.000345996,0.02,gaiaj,tplx,6071,193,3.37111,0.355717,NaN,NaN,3.63961,0.598766,1.13447,0.153365,0.0235304,0.0116132,DWARF,16.21233,5.334302,165.3962,14.1814,0.31177,NaN,89,0.001607885,,,NaN
b'2MASS J16082234-1930052',b'M1',8.81999969482422,8.77000045776367,8.76000022888184,8.75,NaN,8.88000011444092,8.78999996185303,NaN,NaN,b'N',b'N',b'',b'N',b'',b'',b'WISE',b'2M',b'Simbad',242.09308,-19.50144,242.09308,-19.50144,48871321,242.093094,-19.501456,-17.1615,-27.0205,11.552,STAR,2mass,0.0746648321605894,20180610,,,353-078558,16082234-1930052,1237674654229528680,J160822.33-193005.4,6245739517699664896,,,tmgaia,2.14376,2.14374,hsoy,NaN,NaN,,353.94926,23.302242,243.811535,1.436553,15.951,0.162,13.921,0.046,17.4612,0.013843,15.0687,0.00429442,12.6866,0.00169595,12.4505,0.00118456,11.7243,0.00443028,10.03,0.024,9.246,0.022,9.064,0.023,AAA-222-111-000-0-0,13.5,8.892,0.025,8.801,0.023,8.648,0.031,8.257,0.396,12.6183,0.000462674,0.017,gaiaj,,3413,161,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GIANT,NaN,NaN,NaN,NaN,0.251732,NaN,0,NaN,,,NaN
b'2MASS J16044068-1946538',b'M5.5',11.9200000762939,11.6099996566772,11.3800001144409,10.8199996948242,8.02999973297119,12.1300001144409,11.6199998855591,9.97999954223633,8.13000011444092,b'Y',b'Y',b'Y',b'Y',b'Y',b'Y',b'WISE',b'2M',b'Simbad',241.1695,-19.78161,241.1695,-19.78161,9916926,241.169511,-19.781628,-10.1012,-24.8526,15.611,STAR,2mass,0.0747501475980102,20180610,,,,16044068-1946538,,J160440.67-194654.0,6247222758883840128,,,tmgaia,1.9763,1.97627,hsoy,NaN,NaN,,353.077832,23.745769,243.010159,0.996996,21.002,0.162,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.444,0.026,12.802,0.027,12.458,0.029,AAA-222-111-000-0-0,11.5,12.124,0.024,11.642,0.021,9.997,0.059,8.045,0.272,17.0263,0.00570071,0.018,gaiaj,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DWARF,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,,,NaN
b'2MASS J16324727-2059375',b'M6',11.8900003433228,11.6000003814697,11.3199996948242,10.8699998855591,7.34999990463257,12.1300001144409,11.6700000762939,9.93000030517578,7.61999988555908,b'Y',b'Y',b'Y',b'Y',b'Y',b'Y',b'WISE',b'2M',b'Simbad',248.19696,-20.99375,248.19696,-20.99375,13371452,248.196966,-20.99377,-17.6433,-24.2643,15.618,STAR,2mass,0.0747708153352723,20180610,,,,16324727-2059375,,J163247.26-205937.8,6052442590396791296,,,tmgaia,2.59505,2.59504,hsoy,NaN,NaN,,356.783241,18.011592,249.707854,0.922717,20.739,0.162,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.458,0.026,12.851,0.028,12.474,0.028,AAA-222-111-000-0-0,8.2,12.111,0.024,11.644,0.023,9.983,0.084,7.537,0.225,17.0286,0.00571058,0.018,gaiaj,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DWARF,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,,,NaN
b'2MASS J16155487-2315146',b'M4.5',NaN,NaN,NaN,NaN,NaN,10.1599998474121,9.97000026702881,9.89999961853027,NaN,b'',b'',b'',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',243.97862,-23.25406,243.97862,-23.25406,49586143,243.978642,-23.254065,-9.49345,-21.9232,13.009,STAR,2mass,0.0749593061713153,20180610,,,334-081037,16155487-2315146,,J161554.86-231514.9,6050410658548715520,,,tmgaia,2.1519,2.10759,hsoy,NaN,NaN,,352.270405,19.465468,246.215504,-1.937768,17.671,0.162,16.414,0.057,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.275,0.024,10.584,0.024,10.329,0.024,AAA-222-111-000-0-0,8.8,10.176,0.023,9.982,0.021,9.947,0.068,8.659,0.485,14.1969,0.00100049,0.017,gaiaj,,3171,159,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GIANT,NaN,NaN,NaN,NaN,0.20044,NaN,0,NaN,,,NaN
b'2MASS J16010605-2215246',b'M5',NaN,NaN,NaN,NaN,NaN,11.2399997711182,10.9899997711182,10.8699998855591,NaN,b'',b'',b'',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',240.27521,-22.25683,240.27521,-22.25683,12779758,240.275223,-22.256847,NaN,NaN,14.136,STAR,2mass,0.07497647356087,20180610,,,339-075416,16010605-2215246,,J160106.03-221524.8,6243246065845479680,,,tmgaia,NaN,NaN,,NaN,NaN,,350.51235,22.622284,242.672904,-1.593311,19.069,0.162,17.162,0.195,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.268,0.024,11.661,0.022,11.383,0.021,AAA-222-111-000-0-0,28.8,11.236,0.024,11.012,0.021,10.828,0.14,8.124,NaN,15.3982,0.00192568,0.017,gaiaj,,3072,163,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,0.214064,NaN,0,NaN,,,NaN
b'2MASS J16045716-2104160',b'M4.5',NaN,NaN,NaN,NaN,NaN,11.3800001144409,11.1499996185303,11.6199998855591,NaN,b'',b'',b'',b'N',b'',b'',b'WISE',b'2M',b'Simbad',241.23817,-21.07111,241.23817,-21.07111,9915341,241.238189,-21.071121,-10.937,-14.1634,14.31,STAR,2mass,0.0751130668801298,20180610,,,,16045716-2104160,,J160457.16-210416.2,6243973839463697280,,,tmgaia,1.97666,1.97628,hsoy,NaN,NaN,,352.109975,22.809547,243.320424,-0.25627,19.171,0.163,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.437,0.029,11.791,0.034,11.495,0.025,AAA-222-111-000-0-0,6.1,11.373,0.029,11.175,0.026,11.054,0.184,8.094,NaN,15.5741,0.00213807,0.018,gaiaj,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GIANT,NaN,NaN,NaN,NaN,0.264921,NaN,0,NaN,,,NaN
b'2MASS J16095307-1948169',b'M6',NaN,NaN,NaN,NaN,NaN,11.289999961853,10.710000038147,9.07999992370605,6.92999982833862,b'',b'',b'',b'Y',b'Y',b'Y',b'WISE',b'2M',b'Simbad',242.47112,-19.80469,242.47112,-19.80469,49037170,242.471133,-19.804707,NaN,NaN,15.037,STAR,2mass,0.0753939649850132,20180610,,,,16095307-1948169,,J160953.06-194817.2,,,,2mass,NaN,NaN,,NaN,NaN,,353.969591,22.834953,244.21763,1.204425,20.222,0.162,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.805,0.023,12.167,0.024,11.76,0.021,AAA-222-111-000-0-0,15.3,11.282,0.023,10.69,0.02,9.118,0.039,6.891,0.093,NaN,NaN,0.182,bpjk,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,0.303323,NaN,0,NaN,,,NaN
b'2MASS J15590208-1844142',b'K6.5',NaN,NaN,NaN,NaN,NaN,7.92999982833862,7.88000011444092,7.75,7.26000022888184,b'',b'',b'',b'N',b'N',b'N',b'WISE',b'2M',b'Simbad',239.75867,-18.73728,239.75867,-18.73728,286016016,239.75869,-18.737289,0.7,-35.3,10.338,STAR,2mass,0.0754906088791318,20180610,,6191-00019-1,357-075134,15590208-1844142,1237674653691674635,J155902.08-184414.3,6248323988498427904,8817618,,tmgaia,4.6,4.9,tycho2,NaN,NaN,,352.895771,25.430116,241.498899,1.759804,13.473,0.311,11.918,0.059,15.4087,0.00610233,15.3991,0.0113661,11.0214,0.00044693,13.9839,0.0101319,12.6293,0.0118224,9.002,0.024,8.34,0.017,8.106,0.014,AAA-222-111-000-0-0,33.1,7.939,0.026,7.87,0.02,7.771,0.019,7.218,0.127,11.291,0.000345996,0.018,gaiaj,,3774,163,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GIANT,NaN,NaN,NaN,NaN,0.399276,NaN,0,NaN,,,NaN
b'2MASS J16184955-2541499',b'M5.5',NaN,NaN,NaN,NaN,NaN,13.6099996566772,13.3800001144409,NaN,NaN,b'',b'',b'',b'N',b'',b'',b'WISE',b'2M',b'Simbad',244.70646,-25.69719,244.70646,-25.69719,98381806,244.706467,-25.69721,NaN,NaN,17.835,STAR,2mass,0.0754959502304508,20180610,,,,16184955-2541499,,J161849.55-254150.1,6048764006743293312,,,tmgaia,NaN,NaN,,NaN,NaN,,350.854993,17.319775,247.290994,-4.230031,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15.193,0.032,14.503,0.045,14.023,0.05,AAA-222-111-000-0-0,22.7,13.668,0.034,13.446,0.049,11.637,NaN,8.741,NaN,19.4632,0.0439861,0.049,gaiaj,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,,,NaN
b'2MASS J15560104-2338081',b'M5.5',NaN,NaN,NaN,NaN,8.43000030517578,12.3599996566772,11.6800003051758,10.210000038147,NaN,b'',b'',b'Y',b'Y',b'Y',b'',b'WISE',b'2M',b'Simbad',239.00433,-23.63558,239.00433,-23.63558,220686797,239.004329,-23.635601,-18.5051,-28.7218,16.133,STAR,2mass,0.0756719027714442,20180610,,,,15560104-2338081,,J155601.02-233808.3,6237048805996330624,,,tmgaia,2.76047,2.76042,hsoy,NaN,NaN,,348.561927,22.462537,241.803209,-3.179347,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.856,0.028,13.242,0.025,12.81,0.034,AAA-222-111-000-0-0,15.9,12.341,0.023,11.658,0.022,10.227,0.083,8.296,0.289,17.6009,0.00891079,0.02,gaiaj,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DWARF,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,,,NaN
b'2MASS J16090940-2245590',b'M4.5',NaN,NaN,NaN,NaN,NaN,10.3500003814697,10.210000038147,10.0200004577637,NaN,b'',b'',b'',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',242.28917,-22.76639,242.28917,-22.76639,48966279,242.289169,-22.766411,-12.4811,-22.6288,13.169,STAR,2mass,0.0756728435051973,20180610,,,337-078575,16090940-2245590,,J160909.38-224559.2,6242453764637232640,11478387,,tmgaia,2.0668,2.06679,hsoy,NaN,NaN,,351.515758,20.93325,244.597288,-1.737738,17.458,-0.143,16.249,0.297,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.526,0.028,10.739,0.023,10.53,0.025,AAA-222-111-000-0-0,22,10.386,0.023,10.218,0.019,10.097,0.085,8.648,NaN,14.3064,0.00105845,0.018,gaiaj,,3227,160,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GIANT,NaN,NaN,NaN,NaN,0.227276,NaN,0,NaN,,,NaN
b'2MASS J16090531-2510009',b'M5',NaN,NaN,NaN,NaN,NaN,10.3999996185303,10.1800003051758,10.0200004577637,NaN,b'',b'',b'',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',242.27212,-25.16692,242.27212,-25.16692,67891776,242.27213,-25.166939,-16.6717,-28.5463,13.575,STAR,2mass,0.0757640207435786,20180610,,,,16090531-2510009,,J160905.30-251001.2,6043752600246511104,,,tmgaia,2.09044,2.09033,hsoy,NaN,NaN,,349.663942,19.278228,245.027338,-4.099588,18.655,0.162,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.558,0.022,10.885,0.022,10.608,0.023,AAA-222-111-000-0-0,19,10.417,0.024,10.177,0.021,10.034,0.067,8.8,NaN,14.9147,0.00146319,0.017,gaiaj,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DWARF,NaN,NaN,NaN,NaN,0.191037,NaN,0,NaN,,,NaN
