# %ECSV 0.9
# ---
# datatype:
# - {name: Set, datatype: string, description: Subset (1)}
# - {name: Name, datatype: string, description: Star Name}
# - {name: Assoc, datatype: string, description: Association short name (2)}
# - {name: SpT, datatype: string, description: Spectral Type (3)}
# - {name: RAh, unit: h, datatype: int64, description: Hour of Right Ascension (J2000)}
# - {name: RAm, unit: min, datatype: int64, description: Minute of Right Ascension (J2000)}
# - {name: RAs, unit: s, datatype: float64, description: Second of Right Ascension (J2000)}
# - {name: DE-, datatype: string, description: Sign of Declination (J2000)}
# - {name: DEd, unit: deg, datatype: int64, description: Degree of Declination (J2000)}
# - {name: DEm, unit: arcmin, datatype: int64, description: Arcminute of Declination (J2000)}
# - {name: DEs, unit: arcsec, datatype: float64, description: Arcsecond of Declination (J2000)}
# - {name: pmRA, unit: mas / yr, datatype: float64, description: 'Proper motion in RA; {mu}_{alpha}\cos{delta}'}
# - {name: e_pmRA, unit: mas / yr, datatype: float64, description: Uncertainty in pmRA}
# - {name: pmDE, unit: mas / yr, datatype: float64, description: 'Proper motion in DE; {mu}_{delta}'}
# - {name: e_pmDE, unit: mas / yr, datatype: float64, description: Uncertainty in pmDE}
# - {name: Dist, unit: pc, datatype: float64, description: Distance}
# - {name: e_Dist, unit: pc, datatype: float64, description: Uncertainty in Dist}
# - {name: RVel, unit: km / s, datatype: float64, description: Radial Velocity}
# - {name: e_RVel, unit: km / s, datatype: float64, description: Uncertainty in RVel}
# - {name: HR1, datatype: float64, description: HR1 hardness ratio}
# - {name: NUVmag, unit: mag, datatype: float64, description: NUVMag}
# - {name: e_NUVmag, unit: mag, datatype: float64, description: Uncertainty in NUVmag}
# - {name: Gmag, unit: mag, datatype: float64, description: Gaia DR1 G-band magnitude}
# - {name: e_Gmag, unit: mag, datatype: float64, description: Uncertainty in Gmag}
# - {name: Jmag, unit: mag, datatype: float64, description: 2MASS J-band magnitude}
# - {name: e_Jmag, unit: mag, datatype: float64, description: Uncertainty in Jmag}
# - {name: IRex, datatype: float64, description: 'IR Excess in N{sigma}'}
# - {name: Known, datatype: string, description: Known Group}
# - {name: Youth, datatype: string, description: Signs of Youth (4)}
# - {name: Ref, datatype: string, description: References (5)}
# - {name: Bin, datatype: string, description: Binary flag (6)}
# - {name: dstArcSec, datatype: float64}
# - {name: Tmag, datatype: float64}
# - {name: GAIA, datatype: object}
# - {name: Teff, datatype: object}
# - {name: MatchID, datatype: int64}
# - {name: MatchRA, datatype: float64}
# - {name: MatchDEC, datatype: float64}
# - {name: ra, datatype: float64}
# - {name: dec, datatype: float64}
# schema: astropy-2.0
Set Name Assoc SpT RAh RAm RAs DE- DEd DEm DEs pmRA e_pmRA pmDE e_pmDE Dist e_Dist RVel e_RVel HR1 NUVmag e_NUVmag Gmag e_Gmag Jmag e_Jmag IRex Known Youth Ref Bin dstArcSec Tmag GAIA Teff MatchID MatchRA MatchDEC ra dec
NYCM "HD 195266" BPMG K5/M0V 20 32 9.005 - 47 42 8.57 100.15 0.31 -135.96 0.22 31.2 0.25 "" "" "" 18.67 0.04 9.95 0.0 7.48 0.03 "" "" UV 14;-;-;- "" 2.32543098361 8.885 None 3555 90932503 308.0371 -47.7018 308.037520833 -47.7023805556
NYCM "TYC 8602-718-1" CAR (K0) 9 53 47.527 - 54 53 53.88 -33.9 1.4 9.94 0.71 83.9 2.1 "" "" "" "" "" 10.49 0.001 9.14 0.03 3.4 "" E 27;-;-;- "" 0.701964384112 9.917 5308164512216530432 4798 469171560 148.448355 -54.898354 148.448029167 -54.8983
NYCM "HD 19819" CARN K5Vk: 3 8 22.853 - 60 10 19.2 208.85 0.07 131.94 0.08 21.98 0.14 "" "" "" 17.68 0.05 8.706 0.001 7.04 0.02 1.5 "" E 14;-;-;- "" 3.85130638846 7.99927 4723578884380052096 4320 220571983 47.093428 -60.172591 47.0952208333 -60.172
NYCM 2M0520-3110 CARN K2V 5 20 4.689 - 31 10 0.51 59.37 0.06 95.86 0.07 33.43 0.32 "" "" "" 16.6 0.03 8.809 0.0 7.42 0.01 0.8 "" UV 28;-;-;- "" 1.65207903033 8.22004 2905965423546047232 4911.5 78012819 80.019258 -31.1672 80.0195375 -31.1668083333
NYCM "CPD-35 525" COL (G6) 4 41 15.776 - 35 13 58.17 34.45 0.67 0.9 1.1 76.3 1.3 "" "" "" 16.22 0.02 9.789 0.001 8.64 0.01 2.8 "" E 14;-;-;- "" 0.501250565103 9.3 4867855150909236608 5316 170867166 70.315564 -35.232841 70.3157333333 -35.232825
NYCM "HD 30984" COL F5V 4 51 3.863 - 27 31 11.13 32.25 0.04 -3.9 0.05 84.7 2.2 "" "" 0.08 13.069 0.004 8.429 0.002 7.62 0.01 3.6 "" X;E -;-;-;- "" 0.34580084459 8.089 4880953667290868224 6248 615133 72.765992 -27.519731 72.7660958333 -27.5197583333
NYCM "TYC 8881-551-1" COL K0IV/V 4 59 5.759 - 63 25 29.48 28.72 0.19 27.57 0.24 86.8 1.6 18.3 0.3 -0.22 16.24 0.02 10.113 0.001 8.35 0.01 1.0 "" UV;Lm 5;5;5;- d 1.01676743312 9.548 4664791781510322048 4154 55745232 74.77339 -63.424935 74.7739958333 -63.4248555556
NYCM "HD 277665" COL K0 5 12 23.065 + 41 19 37.3 52.2 1.9 -129.2 1.8 39.48 0.35 "" "" -0.04 "" "" 9.141 0.001 7.78 0.02 "" "" X 14;-;-;- "" 2.00919588632 8.563 201121430002241920 5609 187585830 78.09578 41.32753 78.0961041667 41.3270277778
NYCM "HD 38700" COL G0V 5 46 42.439 - 21 49 36.69 18.43 0.06 -9.25 0.06 73.4 1.8 "" "" -0.23 "" "" 8.432 0.001 7.52 0.02 1.7 "" E 14;-;-;- "" 0.365213077931 8.045 2964186797619609472 5930 93372641 86.67672 -21.826863 86.6768291667 -21.8268583333
NYCM 2M0640-0331 COL G8 6 40 22.361 - 3 31 59.63 1.34 0.83 -35.57 0.73 61.13 0.87 "" "" -0.03 "" "" 8.746 0.004 7.44 0.01 1.9 "" X;Li;E 27;-;-;- "" 0.449138811617 8.189 3105605708307826944 5380 53417036 100.093178 -3.533106 100.093170833 -3.53323055556
NYCM "TYC 4271-37-2" COL K5Ve 22 6 36.746 + 63 45 16.91 80.1 1.3 28.5 1.1 41.99 0.74 "" "" -0.06 "" "" 10.067 0.002 7.85 0.07 0.0 "" X 14;-;-;- "" 1.80878317617 8.953 2206035322240382080 4498 334810406 331.652008 63.754572 331.653108333 63.7546972222
NYCM "HD 108735" EPSC A6IV 12 30 17.556 - 72 59 7.02 -39.56 0.04 -10.83 0.04 103.2 2.6 "" "" "" "" "" 7.024 0.0 6.55 0.01 2.5 "" E;Lm -;-;-;- "" 0.627113880061 6.83 5841643499567730176 7735 360259773 187.573743 -72.985268 187.57315 -72.9852833333
NYCM 2M1238-6404 LCC (K4) 12 38 23.71 - 64 4 50.47 -36.87 0.75 -14.54 0.76 110.8 4.1 "" "" "" "" "" 11.114 0.004 9.31 0.02 1.7 "" E 29;-;-;- "" 0.587837699538 10.353 5861354547596192512 5447 338273577 189.599139 -64.080626 189.598791667 -64.0806861111
NYCM "TYC 8659-111-1" LCC (K4) 12 41 15.17 - 58 23 31.36 -29.4 1.3 -13.25 0.76 126.3 7.1 "" "" "" "" "" 11.421 0.003 9.53 0.02 2.1 "" E 27;-;-;- "" 0.473651239782 10.623 6060009291980092288 4335 405513314 190.313455 -58.39202 190.313208333 -58.3920444444
NYCM "HD 111875" LCC G3/5III/IV 12 53 23.076 - 65 40 28.14 -34.15 0.56 -12.99 0.71 110.3 3.7 "" "" "" "" "" 8.903 0.003 7.68 0.01 "" "" Lm 19;-;-;- "" 0.626114822888 8.382 5861485526917386368 5787 435977760 193.346546 -65.674423 193.34615 -65.6744833333
NYCM "TYC 8997-601-1" LCC (K3) 12 53 33.782 - 64 7 21.66 -35.0 1.2 -15.6 0.67 104.7 3.3 "" "" "" "" "" 10.848 0.003 9.2 0.03 2.2 "" E 26;-;-;- "" 0.686315924217 10.149 5861952372686654464 4432 436073131 193.391188 -64.122649 193.390758333 -64.1226833333
NYCM "TYC 8660-441-1" LCC (K3) 13 3 50.868 - 58 20 54.51 -32.4 1.1 -16.8 1.0 124.2 8.5 "" "" "" "" "" 11.254 0.003 9.6 0.02 1.7 "" E 14;30;-;- "" 0.504308631568 10.552 6057241202738534016 4195 253309679 195.962193 -58.348417 195.96195 -58.348475
NYCM "TYC 8674-2473-1" LCC (K2) 13 32 18.708 - 59 59 8.35 -32.29 0.6 -19.83 0.75 113.4 3.9 "" "" "" "" "" 10.59 0.003 9.09 0.01 2.7 "" E -;-;-;- "" 0.704745504463 9.955 5869895038529341696 4585 315806959 203.07831 -59.985576 203.07795 -59.9856527778
NYCM "CPD-43 395" OCT (G4) 3 50 29.486 - 43 37 5.86 6.06 0.49 26.3 1.9 111.6 5.2 "" "" -0.16 15.78 0.02 10.247 0.005 9.21 0.02 2.8 "" UV;E 19;-;-;- "" 0.272491910281 9.805 4836484572340593792 5431 101100599 57.622883 -43.618368 57.6228583333 -43.6182944444
NYCM "HD 33512" OCT F5/6V 5 9 2.438 - 36 27 52.13 -7.69 0.63 19.32 0.64 125.0 3.5 "" "" 0.07 13.555 0.006 9.175 0.001 8.47 0.01 1.9 "" X;E 14;-;-;- "" 0.389867294903 8.88 4823999927044993920 6405 14091633 77.260202 -36.464583 77.2601583333 -36.4644805556
NYCM "HD 35289" OCT F3V 5 21 26.132 - 45 20 27.88 -9.7 0.05 25.76 0.05 100.0 2.5 "" "" 0.2 "" "" 8.274 0.001 7.59 0.01 1.4 "" X 31;-;-;- "" 0.638515596683 7.989 4799876401412974720 6817 7323195 80.359036 -45.341219 80.3588833333 -45.3410777778
NYCM "TYC 9170-2192-1" OCT K0 5 35 38.219 - 71 30 2.76 -12.6 2.3 23.8 4.4 148.0 18.0 "" "" "" "" "" 11.528 0.001 10.34 0.02 1.6 "" E 32;-;-;- "" 0.368151637972 11.021 4651039429381661696 5398 276947628 83.909354 -71.500863 83.9092458333 -71.5007666667
NYCM "CD-33 2814" OCT (F6) 6 13 55.974 - 33 26 9.81 -13.63 0.65 13.58 0.68 147.2 5.3 "" "" "" "" "" 10.171 0.002 9.37 0.02 2.1 "" E 14;-;-;- "" 0.238197292598 9.832 2892719469526789760 6088 231314747 93.483291 -33.436095 93.483225 -33.4360583333
NYCM "TYC 8534-1243-1" OCT (G8) 6 15 56.376 - 54 18 19.84 -13.9 1.4 17.1 1.4 151.9 8.5 "" "" -0.08 "" "" 11.593 0.019 10.32 0.02 2.4 "" X;E 8;-;-;- "" 0.40452574783 11.046 5499834402828858496 5186 260268898 93.98502 -54.305599 93.9849 -54.3055111111
NYCM "CD-28 2901" OCT F8 6 19 11.91 - 28 41 45.69 -12.9 0.95 11.21 0.81 155.0 6.7 "" "" "" "" "" 10.222 0.001 9.37 0.02 2.3 "" E 33;-;-;- "" 0.248155725526 9.861 2898427996460179968 6088 37995672 94.799689 -28.696065 94.799625 -28.696025
NYCM "TYC 6510-2246-1" OCT (G6) 6 21 18.183 - 25 16 22.08 -12.79 0.78 6.37 0.77 150.2 6.8 "" "" "" "" "" 11.354 0.004 10.22 0.02 1.6 "" E -;-;-;- "" 0.363265647513 10.873 2900262497251210496 5242 49609401 95.325874 -25.272804 95.3257625 -25.2728
NYCM "TYC 8538-1564-1" OCT (G6) 6 24 50.364 - 55 43 56.1 -12.9 1.1 17.21 0.74 163.0 7.2 "" "" "" 18.41 0.07 11.776 0.0 10.59 0.02 2.1 "" E -;-;-;- "" 0.35167259475 11.272 5496317305648320256 5444 260474818 96.209959 -55.732326 96.20985 -55.73225
NYCM "TYC 7074-1187-1" OCT (G2) 6 27 18.229 - 31 15 6.07 -16.35 0.62 12.57 0.67 132.5 3.8 "" "" "" "" "" 10.41 0.001 9.49 0.02 1.8 "" E 26;-;-;- "" 0.313657034913 10.018 2893193118520224256 5724 117819216 96.82601 -31.251759 96.8259541667 -31.2516861111
NYCM "HD 46603" OCT A1IV/V 6 32 58.458 - 30 51 47.09 -13.48 0.06 10.57 0.05 168.9 6.8 "" "" "" 11.922 0.003 8.691 0.001 8.38 0.03 1.6 "" E;Lm -;-;-;- "" 0.295417814234 8.57 2894058262372568576 8932 51926652 98.243653 -30.863128 98.243575 -30.8630805556
NYCM "CD-28 3128" OCT F5 6 33 32.643 - 28 36 9.78 -14.14 0.67 9.48 0.59 170.7 7.5 "" "" "" 13.588 0.004 9.6 0.001 8.9 0.03 1.5 "" E -;-;-;- "" 0.222320626091 9.304 2895580295703693056 6635 47513732 98.386075 -28.602745 98.3860125 -28.6027166667
NYCM "CD-37 2904" OCT G0 6 33 40.386 - 37 24 56.27 -21.91 0.68 15.17 0.61 108.7 2.6 "" "" "" "" "" 9.241 0.001 8.35 0.01 1.5 "" E -;-;-;- "" 0.531641756694 8.863 5580093803854460416 6239 147799311 98.418421 -37.415722 98.418275 -37.4156305556
NYCM "TYC 7074-1129-1" OCT (G7) 6 34 24.148 - 31 23 0.27 -14.97 0.62 8.9 0.63 145.1 4.7 "" "" "" "" "" 11.452 0.002 10.25 0.03 2.8 "" E 19;-;-;- "" 0.255802234375 10.94 2893796578605149952 5301 51997221 98.60066 -31.383469 98.6006166667 -31.3834083333
NYCM "TYC 7074-1427-1" OCT (G4) 6 35 51.931 - 31 12 45.71 -17.5 1.7 11.1 1.5 158.6 8.8 "" "" "" "" "" 10.934 0.004 9.92 0.02 1.8 "" E 26;-;-;- "" 0.317900153615 10.504 2893814892346373632 5923 52111781 98.966466 -31.212745 98.9663791667 -31.2126972222
NYCM "CD-32 3255" OCT (F5) 6 39 58.988 - 32 52 29.37 -19.67 0.63 12.4 0.76 132.8 8.9 "" "" -0.58 "" "" 9.117 0.001 8.39 0.01 1.7 "" E 34;-;-;- "" 0.323721717614 8.81 5583567676480969856 6688 52318976 99.995862 -32.874886 99.9957833333 -32.874825
NYCM "TYC 7631-1464-1" OCT (K0) 6 42 32.321 - 40 31 5.13 -16.34 0.93 13.09 0.91 166.8 7.8 "" "" -0.02 "" "" 11.842 0.003 10.5 0.02 1.4 "" X -;-;-;- "" 0.317130382211 11.27 5575766400963849344 5046 148128489 100.634761 -40.518147 100.634670833 -40.5180916667
NYCM "HD 49096" OCT A9V 6 44 2.786 - 50 31 34.03 -13.12 0.59 14.45 0.6 159.3 6.7 "" "" 0.66 "" "" 8.66 0.001 8.22 0.02 1.3 "" X -;-;-;- "" 0.493480102417 8.482 5502870635469061760 7842 319609219 101.011708 -50.526241 101.011608333 -50.5261194444
NYCM "HD 49155" OCT F3V 6 45 20.784 - 38 46 26.34 -14.91 0.73 12.41 0.75 165.6 6.9 "" "" "" "" "" 9.278 0.001 8.66 0.03 1.6 "" E -;-;-;- "" 0.295647008518 9.021 5576393122591566720 7084 148231397 101.336675 -38.774041 101.3366 -38.7739833333
NYCM "HD 49756" OCT F3V 6 47 38.494 - 46 33 27.3 -12.0 1.0 13.19 0.74 172.3 8.0 "" "" "" "" "" 9.669 0.004 8.97 0.02 1.5 "" E -;-;-;- "" 0.190156422673 9.374 5552572443693969664 7091 170204695 101.910444 -46.557622 101.910391667 -46.5575833333
NYCM "HD 49964" OCT A7IV 6 47 56.47 - 53 10 41.43 -14.3 0.73 14.44 0.71 156.2 5.9 "" "" "" "" "" 8.77 0.001 8.38 0.02 2.1 "" E;Lm 8;-;-;- "" 0.300629787892 8.614 5498460597408927744 8174 237969900 101.985402 -53.178226 101.985291667 -53.178175
NYCM "TYC 5962-379-1" OCT (G7) 6 50 3.773 - 22 29 47.83 -16.57 0.66 7.62 0.54 164.1 6.7 "" "" 0.16 "" "" 11.711 0.003 10.5 0.02 2.2 "" X;E 19;-;-;- "" 0.254586166965 11.194 2925762370924009856 5041 78443863 102.515785 -22.496658 102.515720833 -22.4966194444
NYCM "HD 50653" OCT A2V 6 52 24.379 - 38 37 3.26 -15.18 0.06 11.31 0.06 170.1 7.1 "" "" "" "" "" 8.301 0.002 8.02 0.02 1.8 "" E 8;-;-;- "" 0.323459067065 8.194 5576245650595310592 9711 156715098 103.101694 -38.617577 103.101579167 -38.6175722222
NYCM "TYC 7632-1686-1" OCT (G6) 6 53 28.601 - 39 45 42.7 -14.95 0.82 8.85 0.79 149.5 6.3 "" "" "" "" "" 11.697 0.002 10.52 0.02 2.0 "" E 11;-;-;- "" 0.291080252217 11.195 5564048252712039040 5429 156806835 103.36926 -39.761904 103.369170833 -39.7618611111
NYCM "TYC 7628-69-1" OCT (G7) 6 56 48.97 - 39 20 18.63 -13.9 1.7 10.6 0.81 172.0 14.0 "" "" 0.0 "" "" 11.527 0.002 10.29 0.03 "" "" X 14;-;-;- "" 0.262533717549 11.001 5564117521944064000 5095 156948827 104.204092 -39.33857 104.204041667 -39.3385083333
NYCM "CD-40 2836" OCT (G2) 7 0 44.227 - 40 30 7.69 -15.6 1.0 11.12 0.51 169.8 8.8 "" "" -0.06 "" "" 10.165 0.002 9.24 0.02 1.9 "" X;E 19;-;-;- "" 0.326735591187 9.774 5563811101797278464 5732 157132601 105.184378 -40.502187 105.184279167 -40.5021361111
NYCM "HD 54154" OCT F3/5V 7 0 57.19 - 72 33 37.95 -20.33 0.08 20.09 0.08 113.9 2.8 "" "" "" 12.062 0.002 7.857 0.001 7.2 0.01 2.5 "" E -;-;-;- "" 0.477537924621 7.58 5263939783727292672 6761.69 370236914 105.238565 -72.560646 105.238291667 -72.5605416667
NYCM "TYC 8537-2148-1" OCT (G0) 7 2 2.563 - 53 27 10.44 -14.4 1.1 12.4 0.59 178.0 8.7 "" "" -0.3 16.54 0.03 10.923 0.002 10.07 0.02 1.8 "" E -;-;-;- "" 0.268064201675 10.561 5503485537347207296 5710 238122631 105.510767 -53.452953 105.510679167 -53.4529
NYCM "TYC 7629-1509-1" OCT (F5) 7 5 3.602 - 38 27 37.79 -14.53 0.78 7.36 0.56 190.4 8.7 "" "" "" "" "" 10.295 0.001 9.57 0.02 1.6 "" E -;-;-;- "" 0.41441528939 9.991 5565573481498031744 6460 157400075 106.265119 -38.460573 106.265008333 -38.4604972222
NYCM "HD 54504" OCT F3V 7 6 55.219 - 45 3 4.33 -17.12 0.07 10.68 0.09 145.0 4.7 "" "" "" "" "" 8.549 0.001 7.9 0.01 2.2 "" E 11;-;-;- "" 0.338185447483 8.276 5558236062448375296 6714 134221782 106.730203 -45.051237 106.730079167 -45.0512027778
NYCM "HD 57723" OCT F2V 7 15 41.426 - 72 44 28.74 -18.98 0.06 14.96 0.06 142.1 5.0 "" "" "" "" "" 8.334 0.002 7.71 0.02 2.6 "" E -;-;-;- "" 0.332318160089 8.071 5263700261989260672 6866.45 271639931 108.922901 -72.741348 108.922608333 -72.7413166667
NYCM "HD 56735" OCT F3V 7 16 1.397 - 46 52 0.62 -21.0 1.0 11.14 0.68 158.4 5.9 "" "" "" "" "" 8.918 0.001 8.34 0.02 1.6 "" E -;-;-;- "" 0.516674523193 8.679 5510461113990421632 7028 284417030 109.006004 -46.866909 109.005820833 -46.8668388889
NYCM "HD 141824" OCT F0V 16 3 41.918 - 81 32 18.19 -0.86 0.1 -18.91 0.09 158.2 5.9 "" "" "" "" "" 9.249 0.001 8.6 0.01 2.1 "" E 8;-;-;- "" 0.323294401488 8.977 5769091159655753856 7634 384066942 240.92451 -81.538299 240.924658333 -81.5383861111
NYCM "HD 161382" OCT F0IV 17 52 20.141 - 72 46 48.32 5.8 0.46 -13.43 0.58 197.0 11.0 "" "" "" "" "" 9.482 0.001 8.91 0.02 1.3 "" Lm 11;-;-;- "" 0.317462980068 9.243 5803521369845014400 6928 343403758 268.083829 -72.780005 268.083920833 -72.7800888889
NYCM "HD 160581" OCT F3/5V 17 56 44.278 - 82 4 8.89 8.57 0.09 -19.13 0.1 140.4 4.3 "" "" 0.04 "" "" 8.692 0.001 7.96 0.03 1.2 "" X 8;-;-;- "" 0.311687830692 8.382 5774217151581943936 6650 256239953 269.184221 -82.069058 269.184491667 -82.0691361111
NYCM "TYC 9063-458-1" OCT (G3) 18 4 43.99 - 65 9 15.75 9.53 0.56 -13.47 0.97 192.0 10.0 "" "" "" "" "" 11.127 0.003 10.18 0.02 1.6 "" E -;-;-;- "" 0.244318931245 10.727 6629609332243708160 5776 411920719 271.183204 -65.154318 271.183291667 -65.154375
NYCM "HD 163837" OCT A9V 18 13 30.103 - 81 39 58.09 12.03 0.44 -19.4 0.54 132.4 4.9 "" "" 0.08 "" "" 8.501 0.001 7.89 0.01 1.8 "" X;E 11;-;-;- "" 0.357473793706 8.246 6360313267877840512 7023 407825808 273.374951 -81.666065 273.375429167 -81.6661361111
NYCM "HD 76162" PL8 A3V 8 51 51.989 - 57 17 36.88 -12.43 0.34 16.83 0.36 128.4 5.5 "" "" "" "" "" 7.945 0.001 7.58 0.01 2.6 "" E 26;-;-;- "" 0.341246365053 7.801 5304538322874759168 8519 122093026 132.966685 -57.293666 132.966620833 -57.2935777778
NYCM "CD-60 2373" PL8 F5 8 51 54.67 - 60 42 6.12 -13.6 0.06 16.95 0.06 133.1 5.5 "" "" "" "" "" 9.261 0.001 8.52 0.01 3.0 "" E -;-;-;- "" 0.395793138041 8.948 5301421997678147072 6904 355946913 132.97795 -60.701778 132.977791667 -60.7017
NYCM "TYC 8581-1172-1" PL8 (K3) 8 53 2.614 - 59 18 47.99 -13.0 1.1 17.3 1.5 114.1 6.6 "" "" 0.45 "" "" 10.961 0.004 9.35 0.03 0.0 "" X 11;-;-;- "" 0.247274433318 10.187 5301839296699840000 6284 122266693 133.2609 -59.313262 133.260891667 -59.3133305556
NYCM "HD 76413" PL8 A3V 8 53 27.007 - 56 31 9.82 -15.25 0.35 15.44 0.38 130.2 4.7 "" "" "" "" "" 7.488 0.0 7.21 0.01 2.5 "" E -;-;-;- "" 0.420696575552 7.384 5304602713018126208 8861 122336360 133.362686 -56.519473 133.362529167 -56.5193944444
NYCM "TYC 8173-504-1" PL8 (K2) 9 0 26.638 - 50 21 20.11 -14.9 1.4 11.19 0.62 122.0 4.5 "" "" 0.36 "" "" 11.42 0.002 9.94 0.02 2.7 "" X;E -;-;-;- "" 0.309308707648 10.793 5325051395912436608 4656 401160558 135.111099 -50.355638 135.110991667 -50.3555861111
NYCM "TYC 8586-850-1" PL8 (G2) 9 4 51.379 - 54 42 59.45 -14.3 1.2 11.57 0.71 138.2 6.0 "" "" "" "" "" 9.952 0.002 9.05 0.02 2.3 "" E 14;-;-;- "" 0.355969559561 9.562 5311163808139828608 6263 384360078 136.214208 -54.716579 136.214079167 -54.7165138889
NYCM "HD 302118" PL8 G0 9 6 52.406 - 58 45 23.45 -13.56 0.74 15.24 0.63 137.8 5.1 "" "" "" "" "" 9.15 0.001 8.49 0.02 1.7 "" E -;-;-;- "" 0.255541723378 8.874 5303193551431611392 6239 384716688 136.718484 -58.756542 136.718358333 -58.7565138889
NYCM "TYC 8595-2309-1" PL8 (G2) 9 8 16.57 - 59 35 8.73 -15.27 0.79 14.02 0.5 127.4 4.3 "" "" "" "" "" 9.937 0.001 9.03 0.01 1.9 "" E -;-;-;- "" 0.388898041667 9.551 5300140070199764224 6308 384954118 137.069192 -59.585835 137.069041667 -59.5857583333
NYCM "TYC 8588-1331-1" PL8 (K1) 9 20 45.444 - 55 59 39.27 -18.4 1.2 11.39 0.6 148.0 7.8 "" "" "" "" "" 11.557 0.001 10.12 0.03 2.1 "" E 33;-;-;- "" 0.274267613491 10.442 5309938093198148224 4901 387004551 140.189417 -55.994308 140.18935 -55.9942416667
NYCM "TYC 663-631-1" TAU (G8) 3 43 29.007 + 14 45 30.85 6.4 1.8 -7.93 0.56 155.0 15.0 "" "" 1.0 15.78 0.01 10.255 0.001 8.98 0.02 2.1 "" X;UV;E -;-;-;- "" 0.17053120356 9.713 41306281033597440 5050 434134505 55.87082 14.758593 55.8708625 14.7585694444
NYCM "HD 23586" TAU F0 3 46 55.584 + 18 17 2.18 7.14 0.09 -9.22 0.06 134.2 4.9 "" "" "" 12.985 0.005 8.788 0.003 7.95 0.01 3.5 "" UV;E 11;-;-;- "" 0.0800637377738 8.435 44700748306450176 6802 61143770 56.73159 18.283959 56.7316 18.2839388889
NYCM "HD 285373" TAU F8 4 3 22.37 + 17 16 26.88 4.8 1.2 -13.05 0.38 122.2 5.9 "" "" 0.73 "" "" 9.542 0.003 8.65 0.01 1.7 "" X;E -;-;-;- "" 0.290439464447 9.162 46431654486502144 7460 243013767 60.843195 17.274213 60.8432083333 17.2741333333
NYCM "HD 285392" TAU K5 4 4 54.265 + 16 39 25.32 10.3 2.8 -8.38 0.53 184.0 24.0 "" "" "" 19.28 0.07 10.755 0.003 9.17 0.02 1.4 "" UV -;-;-;- "" 0.26136755347 10.082 46317373997354752 4985.71 456886848 61.226035 16.657063 61.2261041667 16.6570333333
NYCM "HD 285370" TAU G0 4 5 19.706 + 17 40 19.78 9.4 1.3 -18.88 0.88 99.6 4.7 "" "" "" 15.17 0.01 9.26 0.002 8.14 0.02 1.1 "" UV 11;-;-;- "" 0.383059124933 8.781 46820744164486528 5347 389007061 61.332026 17.672233 61.3321083333 17.6721611111
NYCM "HD 25737" TAU F5 4 5 47.178 + 21 12 22.65 5.56 0.61 -14.35 0.52 121.0 14.0 "" "" 0.67 "" "" 8.611 0.001 7.82 0.02 2.1 "" X;E -;-;-;- "" 0.268629311432 8.274 52288821647139456 6912 15758652 61.446568 21.206366 61.446575 21.2062916667
NYCM "HD 281602" TAU A5 4 7 5.148 + 29 26 25.72 5.63 0.85 -14.49 0.33 201.8 9.6 "" "" "" 15.52 0.01 9.571 0.001 7.93 0.02 1.0 "" UV -;-;-;- "" 0.15321103269 8.875 164350909311104512 7580 348952582 61.771407 29.440498 61.77145 29.4404777778
NYCM "HD 26128A" TAU A8IV 4 8 53.515 + 23 5 54.63 11.75 0.08 -20.99 0.05 111.4 3.6 "" "" "" 13.055 0.004 7.506 0.001 6.78 0.02 3.5 "" E;Lm -;-;-;- "" 0.232578279711 7.2 53693104154665088 8712 15902125 62.222937 23.09856 62.2229791667 23.0985083333
NYCM "HD 284208" TAU G0 4 12 5.736 + 21 4 10.66 2.4 1.2 -13.46 0.65 120.5 3.6 "" "" 1.0 "" "" 9.753 0.001 8.85 0.02 1.4 "" X 19;-;-;- "" 0.275366627954 9.371 52377985168822784 5952 61175118 63.023927 21.0697 63.0239 21.0696277778
NYCM "HD 283560" TAU G0 4 16 20.415 + 24 1 10.02 2.7 2.7 -12.2 3.5 161.0 22.0 "" "" "" 16.09 0.01 10.416 0.002 9.17 0.01 1.3 "" UV 35;-;-;- "" 0.28293894054 9.887 149135248931018624 6860 58171916 64.085028 24.019522 64.0850625 24.01945
NYCM "HD 284329" TAU A2 4 20 48.062 + 21 15 4.22 3.8 1.2 -6.58 0.75 181.6 8.6 "" "" "" "" "" 10.058 0.003 8.8 0.04 1.5 "" E 8;-;-;- "" 0.116097706957 9.524 49443113756057984 8345 17289224 65.200248 21.251203 65.2002583333 21.2511722222
NYCM "HD 27900" TAU F5 4 24 57.692 + 20 3 23.71 0.33 0.67 -13.14 0.53 143.4 6.8 "" "" "" "" "" 8.824 0.001 8.1 0.02 1.5 "" E -;-;-;- "" 0.220484721673 8.518 48327659209376768 8116 17388550 66.24041 20.056642 66.2403833333 20.0565861111
NYCM "HD 286781" TAU G5 4 27 57.084 + 14 10 42.19 2.3 2.0 -14.6 1.4 134.0 15.0 "" "" "" "" "" 10.676 0.003 9.44 0.02 1.9 "" E -;-;-;- "" 0.231488556073 10.151 3310861886144126976 5101 245789777 66.987868 14.178448 66.98785 14.1783861111
