#The following lines beginning with # are comments. Readable columns names and datatypes are provided as informational comment lines in addition to the database column names.
#If you want to re-upload this table import it as a Generic Table with these header lines unmodified.
#RA, DEC, MatchID, MatchRA, MatchDEC, pmRA, pmDEC, TESS Mag., Object Type, Source of Type, dstArcSec, Version, HIP, TYC ID, UCAC ID, 2MASS ID, SDSS ID, ALLWISE ID, GAIA ID, APASS ID, KIC ID, Source of Position, pmRA Err., pmDec Err., PM Flag, Parallax, Parallax Err., Source of Parallax, Gal. Long., Gal. Lat., Ecl. Long., Ecl. Lat., B Mag., B Mag. Err., V Mag., V Mag. Err., u Mag., u Mag. Err., g Mag., g Mag. Err., r Mag., r Mag. Err., i Mag., i Mag. Err., z Mag., z Mag. Err., J Mag., J Mag. Err., H Mag., H Mag. Err., K Mag., K Mag. Err., TWOMflag, prox, W1 Mag., W1 Mag. Err., W2 Mag., W2 Mag. Err., W3 Mag., W3 Mag. Err., W4 Mag., W4 Mag. Err., GAIA G Mag., GAIA G Mag. Err., TESS Mag. Err., TESS Flag, Stellar Properties Flag, T_eff, T_eff Err., log(g), log(g) Err., Metallicity, Metallicity Err., Stellar Radius, Stellar Radius Err., Stellar Mass, Stellar Mass Err., Stellar Density, Stellar Density Err., Luminosity Class from RPM, Stellar Luminosity, Stellar Luminosity Err., Distance, Distance Err., E(B-V), E(B-V) Err., Num. Sources in Aper., Contam. Ratio, Disposition, duplicate_id, priority
#@ra, dec, string, float, float, float, float, float, string, string, float, string, string, string, string, string, string, string, string, string, string, string, float, float, string, float, float, string, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, string, float, float, float, float, float, float, float, float, float, float, float, float, string, string, float, float, float, float, float, float, float, float, float, float, float, float, string, float, float, float, float, float, float, int, float, string, string, float
RA,DEC,MatchID,MatchRA,MatchDEC,pmRA,pmDEC,Tmag,objType,typeSrc,dstArcSec,version,HIP,TYC,UCAC,TWOMASS,SDSS,ALLWISE,GAIA,APASS,KIC,POSflag,e_pmRA,e_pmDEC,PMflag,plx,e_plx,PARflag,gallong,gallat,eclong,eclat,Bmag,e_Bmag,Vmag,e_Vmag,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,TWOMflag,prox,w1mag,e_w1mag,w2mag,e_w2mag,w3mag,e_w3mag,w4mag,e_w4mag,GAIAmag,e_GAIAmag,e_Tmag,TESSflag,SPFlag,Teff,e_Teff,logg,e_logg,MH,e_MH,rad,e_rad,mass,e_mass,rho,e_rho,lumclass,lum,e_lum,d,e_d,ebv,e_ebv,numcont,contratio,disposition,duplicate_id,priority
81.71675,6.47297222222222,365747593,81.716765,6.47298,8,-36.8,8.614,STAR,2mass,0.0605222298554504,20180610,,0113-01598-1,483-012406,05265202+0628227,,J052652.03+062822.4,3238000549106793600,38942751,,tmgaia,1.9,1.9,tycho2,NaN,NaN,,197.045346,-15.519137,81.40396,-16.719483,9.855,0.05,9.272,0.003,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.06,0.024,7.834,0.038,7.707,0.023,AAA-111-111-000-0-0,40.7,7.649,0.027,7.676,0.021,7.636,0.021,7.282,0.149,9.02399,0.000345996,0.018,gaiaj,splin,7139,207,4.15736,1.6986,NaN,NaN,1.74283,1.46604,1.590181,0.372532,0.300386,0.75804,DWARF,7.108129,7.108129,147.634,NaN,0.6237,NaN,70,0.00308913,,,0.001812461
82.8154166666667,5.66280555555556,138901407,82.815421,5.662822,9.48287,-32.7584,8.053,STAR,2mass,0.0612015564209788,20180610,,0126-01078-1,479-011793,05311570+0539461,,J053115.70+053946.0,3236948213400392576,38138239,,tmgaia,0.483975,0.544318,tgas,10.4699,0.244513,tgas,198.341545,-14.984306,82.49804,-17.589566,8.963,0.028,8.52,0.002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.614,0.019,7.45,0.024,7.395,0.017,AAA-111-111-000-0-0,37.2,7.374,0.035,7.405,0.02,7.373,0.018,6.606,0.067,8.37442,0.000345996,0.017,gaiaj,tplx,6563.47,2.98904,4.28,0.05,-0.02,0.03,1.69401,0.155069,1.65,0.378325,0.339419,0.0932108,DWARF,4.798005,0.8784149,95.51144,3.53062,NaN,NaN,62,0.001023905,,,0.0002347563
82.9910833333333,-3.06019444444444,50745568,82.9911,-3.0602,11.65,-52.8,11.122,STAR,2mass,0.0631643896360813,20180610,,,435-010414,05315816-0303397,1237671557010030768,J053158.16-030340.3,3216729878193295488,2826190,,tmgaia,2,2,sblink,NaN,NaN,,206.417655,-19.049404,82.187585,-26.309613,15.472,0.039,13.846,0.024,18.2675,0.0163698,15.6383,0.00425161,14.2058,0.00420225,15.8247,0.0130475,12.0178,0.00287742,10.114,0.03,9.524,0.022,9.222,0.019,AAA-222-111-c00-0-0,5.4,9.113,0.044,8.9,0.041,8.872,0.056,8.402,NaN,13.0433,0.000566422,0.053,cdwrf,cdwrf,3491,65,4.86973,0.378969,NaN,NaN,0.383,0.062,0.396,0.078,7.04853,3.42305,DWARF,0.01962871,0.006354985,NaN,NaN,0.551025,NaN,53,0.8297554,,,0.003660818
80.8099166666667,6.73141666666667,345772521,80.809931,6.731427,2.48782,-27.4047,13.257,STAR,2mass,0.0633231228413583,20180610,,,484-011332,05231438+0643531,,J052314.38+064352.8,3241048876375722624,38940041,,tmgaia,2.25539,2.25539,hsoy,NaN,NaN,,196.336703,-16.162191,80.483011,-16.404769,NaN,NaN,15.403,0.035,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.645,0.022,11.012,0.03,10.755,0.021,AAA-222-111-000-0-0,26.8,10.655,0.024,10.472,0.02,10.462,0.126,9.008,NaN,14.3761,0.00109735,0.017,gaiaj,,3472,161,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GIANT,NaN,NaN,NaN,NaN,0.455652,NaN,0,NaN,,,NaN
88.19325,-2.39641666666667,176759743,88.19325,-2.396435,NaN,NaN,12.016,STAR,2mass,0.0659999999872473,20180610,,,439-011506,05524638-0223471,,J055246.38-022347.1,3025630153080523776,1225106,,tmmgaia,NaN,NaN,,NaN,NaN,,208.31033,-14.134758,87.994497,-25.823149,15.842,0.037,14.116,0.16,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.588,0.026,9.739,0.024,9.476,0.023,AAA-222-111-000-0-0,6.1,9.298,0.023,9.402,0.019,9.285,0.033,8.728,0.417,13.0248,0.0006,0.018,gaiaj,,3434,165,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,,,NaN
82.9738333333333,4.78625,138902606,82.973844,4.786265,-0.544108,-28.9521,9.135,STAR,2mass,0.0661837900408367,20180610,,0122-00655-1,474-011301,05315372+0447105,1237667725362004294,J053153.72+044710.0,3236821494684222080,36436387,,tmgaia,1.58731,1.36086,tgas,4.78875,0.249214,tgas,199.209995,-15.285058,82.616032,-18.473112,11.003,0.063,10.002,0.005,14.453,0.00601499,10.8632,0.000488114,9.78483,0.000289698,9.54194,0.000387473,10.3263,0.00153296,8.382,0.029,7.942,0.024,7.866,0.027,AAA-111-111-000-0-0,36.8,7.767,0.028,7.863,0.02,7.776,0.02,7.87,0.196,9.69319,0.000345996,0.019,gaiaj,tplx,5116,182,3.45287,0.329324,NaN,NaN,2.88522,0.442668,0.860604,0.1029,0.0358316,0.0164925,GIANT,5.137771,1.576536,208.8227,10.3299,NaN,NaN,73,0.001922611,,,0.0006731024
86.4334583333333,13.8125833333333,247590932,86.433477,13.81258,3.4,-33,10.228,STAR,2mass,0.06635086420691,20180610,,0727-00840-1,520-015331,05454403+1348453,,J054544.03+134844.9,,40769949,,2mass,2,2.1,tycho2,NaN,NaN,,193.003908,-7.789014,86.487666,-9.583238,12.684,0.327,11.72,0.026,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.178,0.024,8.648,0.034,8.458,0.017,AAA-112-111-000-0-0,12.7,8.372,0.023,8.43,0.021,8.417,0.028,8.838,0.516,NaN,NaN,0.034,vjk,,4051,165,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GIANT,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,,,NaN
86.1675,11.4068888888889,156146704,86.167519,11.406894,-5.35221,-40.0651,8.056,STAR,2mass,0.0695278210214823,20180610,,0722-01169-1,508-014992,05444020+1124248,,J054440.19+112424.1,3340031654751456256,40497554,,tmgaia,0.662804,0.643218,tgas,15.9644,0.246138,tgas,194.96945,-9.229893,86.159546,-11.981319,9.414,0.032,8.737,0.002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.435,0.023,7.046,0.034,6.998,0.029,AAA-111-111-000-0-0,12.9,6.888,0.047,6.932,0.02,6.929,0.016,7.193,0.135,8.51598,0.000345996,0.018,gaiaj,tplx,5431,185,4.23434,0.264254,NaN,NaN,1.23058,0.143937,0.946529,0.116332,0.507931,0.178233,DWARF,1.186953,0.2776682,62.6394,NaN,NaN,NaN,101,0.009840862,,,0.0003710328
86.504875,2.37497222222222,200049493,86.504883,2.37499,5.67994,-21.0872,11.014,STAR,2mass,0.070171330827675,20180610,,,462-012626,05460117+0222299,1237676303491465306,J054601.17+022229.9,3223087769820410624,36594936,,tmgaia,2.31192,2.31193,hsoy,NaN,NaN,,203.156973,-13.384979,86.258626,-21.018921,14.885,0.049,13.033,0.069,17.5019,0.012216,14.6976,0.0035791,13.6116,0.00885315,11.7672,0.00131196,11.5212,0.00875475,9.556,0.023,8.643,0.042,8.382,0.026,AAA-211-111-000-0-0,11.1,8.238,0.023,8.35,0.02,8.231,0.025,8.268,0.273,12.0421,0.000352868,0.017,gaiaj,,3471,161,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GIANT,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,,,NaN
86.0281666666667,4.77341666666667,199962856,86.02818,4.773431,6.30432,-26.7222,11.426,STAR,2mass,0.0703605369328474,20180610,,,474-012471,05440676+0446243,,J054406.76+044624.0,3320510959671321600,36437531,,tmgaia,2.48059,2.48059,hsoy,NaN,NaN,,200.765927,-12.642166,85.823271,-18.608292,14.09,0.039,12.841,0.08,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.305,0.021,9.693,0.024,9.509,0.021,AAA-222-111-000-0-0,31.3,9.42,0.024,9.441,0.02,9.42,0.041,8.592,NaN,12.2397,0.000387093,0.017,gaiaj,,4012,165,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GIANT,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,,,NaN
80.1042083333333,-2.86802777777778,4071037,80.104223,-2.868042,18.5917,-20.6329,10.767,STAR,2mass,0.0735003431604449,20180610,,,436-009614,05202501-0252049,,J052025.02-025205.1,3213991407044089984,757886,,tmgaia,0.925837,1.02117,hsoy,NaN,NaN,,204.798932,-21.507795,78.997313,-25.930158,13.539,0.026,12.2,0.069,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.649,0.024,8.98,0.022,8.816,0.023,AAA-222-111-000-0-0,58.2,8.693,0.023,8.749,0.021,8.672,0.026,9.02,0.491,11.5785,0.000345996,0.018,gaiaj,,3983,165,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GIANT,NaN,NaN,NaN,NaN,0.409913,NaN,0,NaN,,,NaN
79.93325,5.58391666666667,449260853,79.933261,5.583934,NaN,NaN,12.617,STAR,2mass,0.0738042861384761,20180610,,,478-010990,05194398+0535021,,J051943.99+053501.7,,38938104,,2mass,NaN,NaN,,NaN,NaN,,196.900655,-17.498252,79.490593,-17.488855,16.619,0.08,15.357,0.08,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.897,0.023,10.281,0.022,9.997,0.021,AAA-222-111-000-0-0,20.9,9.885,0.023,9.701,0.02,9.568,0.041,8.627,NaN,NaN,NaN,0.037,vjk,,3189,164,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,0.165178,NaN,0,NaN,,,NaN
84.1925833333333,9.88730555555555,436248361,84.192595,9.887323,-0.395899,-35.9491,7.88,STAR,2mass,0.0752052462668715,20180610,,0705-00224-1,500-013851,05364622+0953143,,J053646.21+095313.7,3339438880546755200,38623634,,tmgaia,0.555395,0.659207,tgas,5.33719,0.356698,tgas,195.302362,-11.673018,84.117657,-13.433463,9.052,0.033,8.438,0.002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.358,0.019,7.13,0.033,7.05,0.026,AAA-111-111-000-0-0,21.6,6.971,0.051,7.001,0.023,7.004,0.017,6.988,0.119,8.26463,0.000345996,0.017,gaiaj,tplx,6778,202,3.57359,0.38893,NaN,NaN,3.26338,0.508774,1.45377,0.337957,0.0418305,0.0195646,DWARF,20.25052,6.314275,187.3646,16.3621,NaN,NaN,101,0.006432699,,,9.132629E-05
83.823375,13.905,52373770,83.823396,13.904994,2.19286,-27.6484,11.542,STAR,2mass,0.0764974303556336,20180610,,,520-013632,05351761+1354180,,J053517.62+135417.5,3341625126272856192,40751524,,tmgaia,2.39895,2.39894,hsoy,NaN,NaN,,191.605874,-9.915551,83.923099,-9.404098,14.928,0.055,13.486,0.08,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.005,0.02,9.342,0.016,9.146,0.02,AAA-222-111-000-0-0,21.5,9.02,0.023,8.935,0.019,8.862,0.032,8.206,NaN,12.6167,0.000462311,0.017,gaiaj,,3569,162,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GIANT,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,,,NaN
83.1537916666666,-3.039,50749043,83.153798,-3.039021,7.2319,-28.1709,10.194,STAR,2mass,0.0789540303175488,20180610,,4770-00827-1,435-010459,05323691-0302204,,J053236.91-030220.7,3216750494034693504,761216,,tmgaia,0.553866,0.58093,tgas,2.33237,0.263486,tgas,206.477632,-18.895692,82.369823,-26.29716,11.795,0.168,11.179,0.011,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.407,0.024,8.879,0.044,8.744,0.021,AAA-212-111-000-0-0,33.2,8.667,0.023,8.757,0.019,8.6,0.036,8.212,0.37,10.7763,0.000345996,0.018,gaiaj,tplx,4874,16,3.35,0.02,-0.18,0.02,9.93755,2.15306,0.738041,0.087632,1.44568,4.33705,GIANT,0.3412392,0.3412392,428.7484,43.5191,0.678602,NaN,0,NaN,,,NaN
89.338375,5.03772222222222,282126387,89.338393,5.037735,-1.55548,0.326814,12.21,STAR,2mass,0.079263242668642,20180610,,,476-014362,05572121+0502158,1237676304566845734,J055721.19+050216.4,3319969828153157760,,,tmgaia,0.994043,0.994068,hsoy,NaN,NaN,,202.155125,-9.627241,89.305439,-18.399961,16.084,0.165,13.856,0.137,17.5418,0.0125961,15.4068,0.00463583,15.1779,0.0122808,14.0228,0.0113082,13.0788,0.00591671,10.933,0.024,10.256,0.023,10.035,0.021,AAA-222-111-000-0-0,6.9,9.772,0.023,9.779,0.02,9.563,0.047,8.922,0.451,13.1244,0.000588925,0.018,gaiaj,,3770,163,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GIANT,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,,,NaN
85.8884166666667,4.50477777777778,199959932,85.888434,4.504793,6.26506,-27.9182,8.713,STAR,2mass,0.0829022301347007,20180610,26986,0123-01304-1,473-012960,05433322+0430172,,J054333.23+043016.9,3320399359241332480,36437466,,tmgaia,0.128989,0.100671,tgas,6.93428,0.33588,tgas,200.936812,-12.894737,85.66785,-18.872689,9.601,0.03,9.17,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.284,0.023,8.14,0.046,8.04,0.031,AAA-111-111-000-0-0,11.6,7.935,0.025,7.984,0.02,8.003,0.02,7.766,0.18,9.02533,0.000345996,0.018,gaiaj,tplx,7687,215,4.34829,0.34222,NaN,NaN,1.48987,0.198694,1.80366,0.386722,0.545393,0.218206,DWARF,6.982629,1.862453,144.2111,9.36586,NaN,NaN,92,0.01205221,,,0.0002219554
78.359625,10.9621944444444,408134420,78.359639,10.962213,10.4341,-31.1692,12.69,STAR,2mass,0.0831296841560918,20180610,,,505-010847,05132631+1057439,,J051326.31+105743.6,3387055121372102656,41036495,,tmgaia,2.24608,2.24607,hsoy,NaN,NaN,,191.266645,-15.999247,78.31586,-12.00619,16.752,0.187,15.25,0.058,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.127,0.022,10.45,0.026,10.221,0.02,AAA-222-111-000-0-0,31.5,10.1,0.022,9.938,0.021,9.898,0.056,8.476,NaN,13.7798,0.000810889,0.017,gaiaj,,3369,161,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GIANT,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,,,NaN
81.6617916666667,6.86863888888889,365692096,81.661811,6.868652,10.1,-34.6,6.408,STAR,2mass,0.0836822312302522,20180610,25453,0113-00534-1,485-011880,05263883+0652071,,J052638.83+065206.8,,38942585,,2mass,1.7,1.6,tycho2,10.85,0.47,hip,196.663111,-15.364896,81.371881,-16.321249,6.385,0.024,6.40903,0.023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.394,0.026,6.418,0.038,6.438,0.023,AAA-111-111-000-0-0,15.4,6.449,0.079,6.435,0.022,6.312,0.016,4.766,0.031,NaN,NaN,0.035,vjk,hplx,9446,241,4.33931,0.312453,NaN,NaN,1.73709,0.22552,2.40174,0.417429,0.458204,0.178461,DWARF,21.64368,5.619839,92.1659,NaN,NaN,NaN,55,0.002389095,,,0.003184798
79.3355416666667,-1.73808333333333,249041628,79.33556,-1.738098,4.18156,-26.4962,9.036,STAR,2mass,0.084497530506842,20180610,,4752-00034-1,442-009369,05172053-0144171,,J051720.53-014417.4,3215058345640916608,757276,,tmgaia,0.638837,0.573076,tgas,3.98586,0.278452,tgas,203.337377,-21.647151,78.248333,-24.743385,10.558,0.049,9.748,0.004,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.343,0.023,7.973,0.034,7.836,0.023,AAA-111-111-000-0-0,24.7,7.77,0.025,7.828,0.019,7.788,0.019,7.732,0.198,9.55048,0.000345996,0.018,gaiaj,tplx,5718,189,3.39957,0.351731,NaN,NaN,3.33961,0.551296,1.01985,0.123699,0.027381,0.01356,DWARF,10.74145,3.546353,250.8871,25.7638,0.18799,NaN,46,0.001303222,,,0.0005890313
90.1410833333333,2.90758333333333,282579769,90.1411,2.9076,17,-43,10.189,STAR,2mass,0.0847982135802026,20180610,,,465-013797,06003386+0254273,,J060033.87+025427.0,,36161652,,2mass,8,8,sblink,NaN,NaN,,204.442944,-9.93651,90.150477,-20.531617,13.144,0.043,11.745,0.01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.919,0.029,8.255,0.055,8.089,0.023,AAA-111-111-000-0-0,5.5,7.983,0.025,8.043,0.02,7.965,0.024,7.907,0.207,NaN,NaN,0.04,cdwrf,cdwrf,3945,73,4.69039,0.331222,NaN,NaN,0.606,0.086,0.656,0.112,2.94772,1.25497,DWARF,0.08013606,0.02274489,56.00426,NaN,NaN,NaN,110,0.02512299,,,0.00374392
80.7679583333333,0.697472222222222,264594422,80.767976,0.697488,16.5977,-24.9421,12.126,STAR,2mass,0.0852678170619416,20180610,,,454-009775,05230431+0041509,1237646587710079390,J052304.32+004150.6,3222048559533192320,36576884,,tmgaia,2.16607,2.16618,hsoy,NaN,NaN,,201.800029,-19.21642,80.006242,-22.422097,15.527,0.046,13.98,0.08,17.4971,0.0131707,16.0296,0.00836644,13.5243,0.00138661,14.3315,0.0118176,12.3498,0.00386567,10.85,0.027,10.256,0.023,10.053,0.021,AAA-222-111-000-0-0,28.9,9.906,0.023,9.821,0.02,9.646,0.043,8.64,NaN,13.0407,0.000565734,0.018,gaiaj,,3725,163,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GIANT,NaN,NaN,NaN,NaN,0.122157,NaN,0,NaN,,,NaN
80.9269166666667,6.86613888888889,313140177,80.926927,6.866161,8.74854,-34.4458,11.052,STAR,2mass,0.0877509075163758,20180610,,,485-011684,05234246+0651581,,J052342.47+065157.8,3241058050425836032,38367339,,tmgaia,2.45568,2.45568,hsoy,NaN,NaN,,196.278214,-15.993398,80.61305,-16.277969,14.175,0.023,12.88,0.057,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.868,0.026,9.22,0.03,9.029,0.019,AAA-222-111-000-0-0,33.9,8.998,0.023,8.929,0.021,8.836,0.032,8.976,NaN,11.908,0.000345996,0.018,gaiaj,,3757,163,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GIANT,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,,,NaN
82.6960833333333,5.94822222222222,138854185,82.696107,5.94823,5.1,-41.7,5.402,STAR,2mass,0.0892473208755602,20180610,25813,0126-01899-1,480-011986,05304706+0556536,,J053047.10+055653.8,3237714611659033728,,,tmgaia,1.9,1.9,tycho2,11.3,1.01,hip,198.024341,-14.943834,82.389518,-17.298311,4.318,0.021,4.19813,0.023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.429,0.218,4.603,0.076,4.605,0.02,DEA-311-111-000-0-0,36.7,4.76,0.116,4.503,0.079,4.729,0.015,4.731,0.035,5.794,0.000345996,0.012,gaiak,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DWARF,NaN,NaN,58.3323,7.90978,NaN,NaN,57,0.002947828,,,1
76.388875,0.734277777777778,455026486,76.388896,0.734291,18.8167,-28.4743,11.822,STAR,2mass,0.089331860808845,20180610,,,454-008406,05053333+0044034,1237646587708178556,J050533.35+004403.1,3228582201223411200,35544481,,tmgaia,2.35056,2.35056,hsoy,NaN,NaN,,199.447277,-23.005878,75.296654,-22.012945,15.6,-0.039,14.222,0.06,17.5114,0.012026,15.7691,0.0060558,13.6958,0.00194976,12.5357,0.00109058,13.3551,0.0125945,10.343,0.021,9.744,0.024,9.484,0.023,AAA-222-111-000-0-0,19.1,9.357,0.023,9.223,0.019,9.083,0.03,8.847,0.442,12.8623,0.000519501,0.017,gaiaj,,3446,161,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GIANT,NaN,NaN,NaN,NaN,0.119634,NaN,0,NaN,,,NaN
76.4021666666666,9.87358333333333,373450699,76.402177,9.873606,23.5617,-42.7881,9.505,STAR,2mass,0.0894522777497159,20180610,,0689-02381-1,500-010195,05053652+0952249,,J050536.53+095224.4,3290851736592283136,38622539,,tmgaia,1.93047,1.49755,tgas,3.31615,0.238424,tgas,191.133075,-18.207188,76.252806,-12.919119,11.589,0.109,10.502,0.01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.634,0.026,8.097,0.038,7.949,0.027,AAA-111-111-000-0-0,29.3,7.898,0.027,7.987,0.021,7.917,0.02,7.847,0.216,10.1472,0.000345996,0.018,gaiaj,tplx,4543,169,3.01725,0.325694,NaN,NaN,5.8675,1.14136,0.715622,0.0853023,1.73196,0.586078,GIANT,0.2128941,0.04802758,301.5542,20.2268,0.171626,NaN,0,NaN,,,NaN
82.97925,13.4141944444444,302829429,82.979275,13.414188,-0.1,-30.4,9.528,STAR,2mass,0.090566591813323,20180610,,0713-00373-1,518-013284,05315502+1324511,,J053155.02+132450.5,3389528300979391104,40750016,,tmgaia,1.7,1.7,tycho2,NaN,NaN,,191.596571,-10.871377,83.068943,-9.856345,11.444,0.097,10.482,0.008,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.691,0.02,8.205,0.021,8.125,0.026,AAA-111-111-000-0-0,16.6,8.022,0.023,8.089,0.019,8.079,0.021,7.708,0.17,10.1458,0.000345996,0.017,gaiaj,,4716,170,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GIANT,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,,,NaN
83.2739166666667,14.0101388888889,302904748,83.273939,14.010126,2.68443,-39.3646,11.647,STAR,2mass,0.0907648632045494,20180610,,,521-013426,05330574+1400365,,J053305.75+140036.0,3389588293083264128,42368952,,tmgaia,2.39893,2.39892,hsoy,NaN,NaN,,191.232223,-10.315655,83.388082,-9.274922,15.235,0.052,13.784,0.103,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.234,0.022,9.553,0.021,9.347,0.018,AAA-222-111-000-0-0,34.7,9.251,0.023,9.195,0.02,9.074,0.033,8.411,0.339,12.6467,0.000468935,0.017,gaiaj,,3537,162,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GIANT,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,,,NaN
79.412625,4.68375,454203848,79.41265,4.683755,15.5339,-30.53,8.35,STAR,2mass,0.0914876590538811,20180610,,,474-009835,05173903+0441015,,J051739.05+044100.9,3237277792010166656,,,tmgaia,0.432648,0.483318,hsoy,NaN,NaN,,197.436241,-18.403562,78.876264,-18.347642,9.56,NaN,9.079,0.046,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.623,0.043,7.373,0.031,7.316,0.026,AAA-111-111-ddc-0-0,2.8,7.363,0.069,7.399,0.028,7.449,0.029,7.996,0.448,8.88904,0.000345996,0.024,gaiaj,,5401,185,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GIANT,NaN,NaN,NaN,NaN,0.132105,NaN,0,NaN,,,NaN
84.375,13.4928888888889,389248164,84.375027,13.49289,NaN,NaN,13.822,STAR,2mass,0.0946017743446601,20180610,,,,05373000+1329344,,J053730.00+132934.1,,,,2mass,NaN,NaN,,NaN,NaN,,192.245418,-9.670852,84.44888,-9.838076,19.113,0.165,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.631,0.024,11.117,0.032,10.776,0.019,AAA-222-111-000-0-0,8,10.56,0.022,10.328,0.02,10.298,0.087,8.55,NaN,NaN,NaN,0.094,bpjk,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,,,NaN
81.3132083333333,0.506444444444444,264461317,81.313226,0.506464,7.42997,-24.7352,12.359,STAR,2mass,0.094872567063452,20180610,,,453-010282,05251517+0030232,1237658188387058023,J052515.18+003022.9,3221837247141909888,36578766,,tmgaia,2.35422,2.35422,hsoy,NaN,NaN,,202.256902,-18.83275,80.581338,-22.649257,16.33,0.094,14.853,0.043,17.7149,0.0141302,16.0093,0.00567803,14.2756,0.00281746,13.0784,0.00160147,12.8829,0.00810002,10.783,0.026,10.099,0.023,9.925,0.023,AAA-222-111-000-0-0,29.7,9.776,0.024,9.628,0.02,9.529,0.042,9.019,NaN,13.457,0.000691806,0.018,gaiaj,,3394,161,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GIANT,NaN,NaN,NaN,NaN,0.111907,NaN,0,NaN,,,NaN
