# %ECSV 0.9
# ---
# datatype:
# - {name: Name, datatype: string, description: Source identifier}
# - {name: SpType, datatype: string, description: Spectral type (1)}
# - {name: Assoc, datatype: string, description: Association identifier (2)}
# - {name: RAh, unit: h, datatype: int64, description: Hour of Right Ascension (J2000) (3)}
# - {name: RAm, unit: min, datatype: int64, description: Minute of Right Ascension (J2000) (3)}
# - {name: RAs, unit: s, datatype: float64, description: Second of Right Ascension (J2000) (3)}
# - {name: DE-, datatype: string, description: Sign of the Declination (J2000)(3)}
# - {name: DEd, unit: deg, datatype: int64, description: Degree of Declination (J2000) (3)}
# - {name: DEm, unit: arcmin, datatype: int64, description: Arcminute of Declination (J2000) (3)}
# - {name: DEs, unit: arcsec, datatype: float64, description: Arcsecond of Declination (J2000) (3)}
# - {name: pmRA, unit: mas / yr, datatype: float64, description: Proper motion along RA times cos(DE)}
# - {name: e_pmRA, unit: mas / yr, datatype: float64, description: Uncertainty in pmRA}
# - {name: pmDE, unit: mas / yr, datatype: float64, description: Proper motion along DE}
# - {name: e_pmDE, unit: mas / yr, datatype: float64, description: Uncertainty in pmDE}
# - {name: plx, unit: mas, datatype: float64, description: Parallax}
# - {name: e_plx, unit: mas, datatype: float64, description: Uncertainty in plx}
# - {name: RVel, unit: km / s, datatype: float64, description: Radial velocity}
# - {name: e_RVel, unit: km / s, datatype: float64, description: Uncertainty in RVel}
# - {name: Amb, datatype: string, description: Identifiers of possible associations forambiguous candidates (4)}
# - {name: r_SpType, datatype: int64, description: Reference for SpType (5)}
# - {name: r_RVel, datatype: int64, description: Reference for RVel (5)}
# - {name: dstArcSec, datatype: float64}
# - {name: Tmag, datatype: float64}
# - {name: GAIA, datatype: object}
# - {name: Teff, datatype: object}
# - {name: MatchID, datatype: int64}
# - {name: MatchRA, datatype: float64}
# - {name: MatchDEC, datatype: float64}
# - {name: ra, datatype: float64}
# - {name: dec, datatype: float64}
# schema: astropy-2.0
Name SpType Assoc RAh RAm RAs DE- DEd DEm DEs pmRA e_pmRA pmDE e_pmDE plx e_plx RVel e_RVel Amb r_SpType r_RVel dstArcSec Tmag GAIA Teff MatchID MatchRA MatchDEC ra dec
J0528-3327 (M3) ABDMG 5 28 42.348 - 33 27 0.08 15.73 0.32 -29.46 0.37 16.5 0.19 "" "" "" "" "" 0.461150331073 11.662 4823262704498241664 3598 24448282 82.176397 -33.449902 82.17645 -33.4500222222
J0529-1908 G8V ABDMG 5 29 3.287 - 19 8 35.89 8.46 0.06 -79.75 0.08 20.99 0.05 26.3 0.2 "" 23 4 1.27794419737 7.689 2968848520762636544 5745 420980965 82.263654 -19.14295 82.2636958333 -19.1433027778
J0530-6705 (M5) ABDMG 5 30 49.765 - 67 5 54.47 19.22 0.08 45.6 0.08 19.59 0.04 "" "" "" "" "" 7.98265404772 16.079 4660206023458771200 4957 391745867 82.709513 -67.100516 82.7073541667 -67.0984638889
J0532-2020 (M5) ABDMG 5 32 34.088 - 20 20 19.37 9.09 0.19 -75.11 0.28 22.84 0.17 "" "" "" "" "" 1.11670412908 14.373 2968452146821030400 2774 92878902 83.142003 -20.338405 83.1420333333 -20.3387138889
J0535-7053 (M5) ABDMG 5 35 0.955 - 70 53 51.37 16.83 0.08 56.43 0.11 19.32 0.05 "" "" "" "" "" 0.844019225953 13.495 4657094577352065280 3137 277016043 83.753662 -70.897813 83.7539791667 -70.8976027778
J0542-1535 (M5) ABDMG 5 42 30.126 - 15 35 2.0 5.28 0.23 -92.18 0.27 24.55 0.09 "" "" "" "" "" 0.728037570185 11.634 2972006013216383616 3266 46739994 85.6256 -15.5837 85.625525 -15.5838888889
J0542-1535 (M5) ABDMG 5 42 30.178 - 15 35 2.14 8.1 0.72 -91.83 0.77 26.98 0.5 "" "" "" "" "" 0.955891295247 11.634 2972006013216383616 3266 46739994 85.6256 -15.5837 85.6257416667 -15.5839277778
J0544+3705 (L1) ABDMG 5 44 57.421 + 37 5 0.52 6.64 0.93 -230.8 0.78 34.06 0.55 "" "" "" "" "" 3.43170097904 15.779 None None 265485796 86.239245 37.084431 86.2392541667 37.0834777778
J0545+2350 (K6) ABDMG 5 45 6.67 + 23 50 8.94 3.72 0.09 -113.34 0.07 16.81 0.05 "" "" "" "" "" 1.9482944632 9.75 3428409471679614720 4682 29444295 86.277825 23.836357 86.2777916667 23.8358166667
J0545+2350 (M3) ABDMG 5 45 6.899 + 23 50 9.73 2.94 0.1 -111.73 0.08 16.73 0.05 "" "" "" "" "" 3.24484209696 9.75 3428409471679614720 4682 29444295 86.277825 23.836357 86.2787458333 23.8360361111
J0545-1630 (M5) ABDMG 5 45 35.068 - 16 30 34.23 15.38 0.14 -59.25 0.15 17.42 0.09 "" "" "" "" "" 1.4390385233 12.874 2970964462171940224 3311 317024482 86.3962 -16.5099 86.3961166667 -16.5095083333
J0545-1630 (M5) ABDMG 5 45 35.095 - 16 30 36.77 14.07 0.08 -59.88 0.08 17.44 0.05 "" "" "" "" "" 1.13447548117 12.874 2970964462171940224 3311 317024482 86.3962 -16.5099 86.3962291667 -16.5102138889
J0545+6638 (M4) ABDMG 5 45 45.441 + 66 38 28.13 20.97 0.05 -145.3 0.07 23.85 0.05 "" "" "" "" "" 2.27629836197 11.694 480586327659489152 3625 400028664 86.439147 66.641775 86.4393375 66.6411472222
J0545+6638 (M4) ABDMG 5 45 46.897 + 66 38 20.99 23.92 0.05 -148.69 0.07 23.89 0.06 "" "" "" "" "" 2.30847061423 11.551 480586327659840640 3279 400028668 86.4452 66.6398 86.4454041667 66.6391638889
J0548-2255 (M5) ABDMG 5 48 30.87 - 22 55 34.89 6.07 0.06 -45.17 0.09 16.86 0.05 "" "" "" "" "" 0.933686702752 13.78 2915967783903092224 3102 93443364 87.1286 -22.9261 87.128625 -22.9263583333
J0553+2458 (M5) ABDMG 5 53 44.41 + 24 58 48.73 14.51 0.15 -170.84 0.12 25.01 0.1 "" "" "" "" "" 2.87321896033 13.186 None 3018 77964303 88.435 24.981 88.4350416667 24.9802027778
J0556-2822 (M8) ABDMG 5 56 18.078 - 28 22 4.02 -1.17 0.37 -34.63 0.46 16.18 0.27 "" "" "" "" "" 0.609993943609 17.047 2909731495684217984 None 33166540 89.075347 -28.367615 89.075325 -28.3677833333
J0600+2310 (M5) ABDMG 6 0 28.171 + 23 10 27.97 10.13 0.1 -114.09 0.09 18.26 0.06 "" "" "" "" "" 1.69042765867 12.833 None 3346 426765558 90.1173 23.1749 90.1173791667 23.1744361111
J0602-1355 (M5) ABDMG 6 2 21.074 - 13 55 17.47 -5.7 0.35 -91.18 0.34 21.35 0.18 "" "" "" "" "" 1.51028073706 13.546 None 2906 95251342 90.5878 -13.9211 90.5878083333 -13.9215194444
J0602-1356 (M6) ABDMG 6 2 25.913 - 13 56 39.99 -8.15 0.22 -83.79 0.23 22.25 0.11 "" "" "" "" "" 1.23421423347 14.484 None 2879 95251362 90.608 -13.9441 90.6079708333 -13.9444416667
J0614-3419 (M5) ABDMG 6 14 16.342 - 34 19 25.29 6.99 0.08 -29.1 0.07 17.37 0.04 "" "" "" "" "" 0.395722984189 12.964 2886418889942658944 3240 231315283 93.568051 -34.323587 93.5680916667 -34.3236916667
J0618-5645 (M7) ABDMG 6 18 12.219 - 56 45 59.13 2.34 0.19 23.49 0.2 18.02 0.09 "" "" "" "" "" 0.324961546829 15.891 None None 260304085 94.55094 -56.766514 94.5509125 -56.766425
J0624-6948 (M5) ABDMG 6 24 2.151 - 69 48 10.93 -0.05 0.11 46.23 0.13 17.02 0.07 "" "" "" "" "" 0.701776743457 14.792 None None 167119957 96.009021 -69.80323 96.0089625 -69.8030361111
J0626+4852 (M5) ABDMG 6 26 23.039 + 48 52 53.46 -28.69 0.14 -172.19 0.15 24.49 0.08 "" "" "" "" "" 3.57022970104 13.213 None 3194 470947871 96.5958 48.8825 96.5959958333 48.8815166667
J0628-0026 (M6) ABDMG 6 28 30.463 - 0 26 51.76 -9.96 0.25 -113.12 0.27 23.04 0.16 "" "" "" "" "" 1.85758473136 14.691 None 3023 42992313 97.127 -0.4472 97.1269291667 -0.447711111111
J0630-7643 M6.0 ABDMG 6 30 46.675 - 76 43 1.11 -12.63 0.16 447.54 0.31 112.68 0.11 "" "" "" 24 "" 8.01332707146 10.889 None 2892 142052876 97.6942 -76.7192 97.6944791667 -76.716975
J0635-5737 (M2) ABDMG 6 35 22.234 - 57 37 34.35 -17.49 0.06 53.22 0.06 42.77 0.03 31.2 0.5 "" "" 4 0.69910174616 9.218 5484571124145138304 3820 348839788 98.8427 -57.6264 98.8426416667 -57.6262083333
J0635-5737 (M5) ABDMG 6 35 22.392 - 57 37 33.52 -40.93 0.77 49.8 1.2 44.08 0.36 30.9 0.9 "" "" 25 1.90997719425 9.218 5484571124145138304 3820 348839788 98.8427 -57.6264 98.8433 -57.6259777778
J0638-8402 (M4) ABDMG 6 38 10.516 - 84 2 44.2 -1.9 0.05 61.66 0.09 16.06 0.04 "" "" "" "" "" 0.908606138906 12.254 5194120108167192448 3485 388240837 99.54397 -84.045863 99.5438166667 -84.0456111111
J0706-4943 (M7) {beta}PMG 7 6 37.462 - 49 43 23.66 -32.93 0.46 35.3 0.37 22.91 0.21 "" "" "" "" "" 0.883650061779 15.891 None None 284343957 106.656328 -49.723431 106.656091667 -49.7232388889
J0046+1909 (M6) {beta}PMG 0 46 6.185 + 19 9 43.28 94.1 0.84 -57.53 0.47 23.77 0.48 "" "" "" "" "" 5.35977288396 13.161 2783201273812693120 3303 435856863 11.5242 19.1619 11.5257708333 19.1620222222
J0050+0702 (M7) {beta}PMG 0 50 52.379 + 7 2 54.46 80.52 0.53 -40.75 0.26 20.59 0.32 "" "" BPMG(81);THA(19) "" "" 1.46786154411 15.154 None None 266012525 12.717893 7.04867 12.7182458333 7.04846111111
J1442-6458 A7V {beta}PMG 14 42 29.95 - 64 58 34.12 -190.47 0.49 -232.61 0.63 62.94 0.43 6.2 0.2 "" 6 26 4.62185379442 2.846 None 8288 402546736 220.626676 -64.975138 220.624791667 -64.9761444444
J1612-4556 (M4) {beta}PMG 16 12 5.11 - 45 56 25.9 -33.66 0.24 -104.4 0.18 22.79 0.11 "" "" "" "" "" 1.77837318597 11.757 None 3244 164210761 243.02152 -45.94006 243.021291667 -45.9405277778
J1644-6747 (M5) {beta}PMG 16 44 30.281 - 67 47 37.25 -26.67 0.08 -97.31 0.13 23.68 0.08 "" "" "" "" "" 7.18558160389 16.364 5809284734931509888 4820 364017171 251.120974 -67.794036 251.126170833 -67.7936805556
J1657-5343 (M5) {beta}PMG 16 57 21.408 - 53 43 29.18 -16.2 0.16 -85.7 0.14 19.82 0.14 1.4 0.2 "" "" 5 1.42950484229 14.404 None None 348555861 254.339341 -53.724384 254.3392 -53.7247722222
J1702-6734 (M4) {beta}PMG 17 2 9.319 - 67 34 46.27 -20.27 0.04 -99.48 0.06 24.22 0.04 "" "" "" "" "" 1.54145412136 11.434 5814416052610001024 3257 381285222 255.539079 -67.579102 255.538829167 -67.5795194444
J1702-6734 (M5) {beta}PMG 17 2 9.818 - 67 34 33.84 -20.46 0.05 -99.24 0.08 24.18 0.05 "" "" "" "" "" 1.55554987409 12.235 5814416056911164928 3042 381285216 255.541131 -67.575643 255.540908333 -67.5760666667
J1702-4522 (M2) {beta}PMG 17 2 40.126 - 45 22 0.86 -20.11 0.09 -137.69 0.07 31.27 0.06 -3.2 0.4 "" "" 4 2.11467815966 9.532 5963633867989492992 3478 123519327 255.667274 -45.366321 255.667191667 -45.3669055556
J1709-5235 (M3) {beta}PMG 17 9 29.453 - 52 35 20.89 -10.21 0.13 -65.62 0.13 16.24 0.09 "" "" "" "" "" 1.14854601827 12.055 None 3162 213240679 257.372803 -52.588821 257.372720833 -52.5891361111
J1738-4700 (M5) {beta}PMG 17 38 4.234 - 47 0 53.4 -3.1 0.12 -49.01 0.1 11.63 0.08 "" "" "" "" "" 0.735884324176 13.721 5948621582905198080 3104 17399504 264.51765 -47.014629 264.517641667 -47.0148333333
J1744-5315 (M3) {beta}PMG 17 44 42.566 - 53 15 48.41 -0.96 0.11 -82.75 0.09 18.74 0.07 "" "" "" "" "" 6.40529617224 15.027 5921821639810383232 5097 362733384 266.17785 -53.265202 266.177358333 -53.2634472222
J1748-5306 (M2) {beta}PMG 17 48 33.744 - 53 6 12.72 -1.93 0.09 -56.13 0.07 12.97 0.05 -0.0 2.0 "" "" 5 0.894041801159 11.627 5945104588806333824 3445 363782768 267.140596 -53.103285 267.1406 -53.1035333333
J1749-4005 (M4) {beta}PMG 17 49 43.591 - 40 5 36.22 -2.47 0.11 -76.47 0.09 19.5 0.06 "" "" "" "" "" 1.18259678288 12.042 5957941528847253376 3155 470289424 267.431637 -40.093066 267.431629167 -40.0933944444
J1803-3412 (M5) {beta}PMG 18 3 5.309 - 34 12 32.82 2.59 0.14 -71.64 0.12 19.4 0.08 "" "" "" "" "" 1.16476752284 12.974 4042180299958922624 2936 193831684 270.772092 -34.208794 270.772120833 -34.2091166667
J1804-3018 (M2) {beta}PMG 18 4 16.186 - 30 18 28.97 3.33 0.1 -64.97 0.08 18.16 0.05 -8.0 2.0 "" "" 4 0.92867126973 10.712 4050178830427649024 3360 194493084 271.067407 -30.307791 271.067441667 -30.3080472222
J1805-5704 (M2) {beta}PMG 18 5 54.924 - 57 4 31.88 0.86 0.08 -73.03 0.08 17.76 0.06 "" "" "" "" "" 1.08309313535 11.096 6648834361774839040 3376 118053599 271.478814 -57.075222 271.47885 -57.0755222222
J1809-7613 (M5) {beta}PMG 18 9 6.965 - 76 13 26.23 6.86 0.09 -150.17 0.11 36.6 0.06 "" "" "" "" "" 2.3079732899 11.746 6414282143292653952 2894 343648067 272.278935 -76.223312 272.279020833 -76.2239527778
J1809-5430 (M4) {beta}PMG 18 9 29.717 - 54 30 54.95 4.28 0.11 -107.93 0.11 25.76 0.08 "" "" "" "" "" 1.69921066433 12.024 None 2992 118278380 272.373765 -54.514793 272.373820833 -54.5152638889
J1810-5513 (L2) {beta}PMG 18 10 35.724 - 55 13 45.0 4.3 1.6 -90.8 1.5 21.2 1.0 "" "" "" "" "" 4.59925145527 17.234 6652273015674987136 None 118395345 272.646918 -55.22852 272.64885 -55.2291666667
J1815-3201 (M5) {beta}PMG 18 15 0.898 - 32 1 56.61 4.29 0.21 -52.35 0.17 13.72 0.13 "" "" "" "" "" 8.06600765347 13.44 4045872764929543808 3457 60801395 273.754856 -32.03036 273.753741667 -32.0323916667
J1816-5844 (M3) {beta}PMG 18 16 12.408 - 58 44 7.83 14.24 0.08 -146.37 0.08 32.95 0.07 "" "" "" "" "" 2.28647796418 10.237 6647518761753720832 3317 118807628 274.051535 -58.734879 274.0517 -58.7355083333
J1826-4602 (L1) {beta}PMG 18 26 46.805 - 46 2 24.49 7.6 3.6 -57.6 3.2 16.0 2.2 "" "" "" "" "" 6.7558756335 15.514 6709264998309925376 5743 90420323 276.696954 -46.041448 276.695020833 -46.0401361111
J1828-4421 (M2) {beta}PMG 18 28 16.517 - 44 21 48.55 5.04 0.08 -51.23 0.07 12.31 0.04 "" "" "" "" "" 0.775758965309 11.425 6721666527396974976 3501 90723908 277.068803 -44.363271 277.068820833 -44.3634861111
J1828-4457 (K7) {beta}PMG 18 28 35.246 - 44 57 28.84 4.85 0.06 -49.28 0.05 11.98 0.03 "" "" "" "" "" 0.803917864488 10.638 6709580695582315648 3869 90720183 277.146845 -44.957788 277.146858333 -44.9580111111
J1830-3238 (M5) {beta}PMG 18 30 13.188 - 32 38 22.62 6.81 0.15 -52.75 0.13 14.01 0.08 "" "" "" "" "" 0.792894826966 13.568 None 2923 197005132 277.554931 -32.639397 277.55495 -32.6396166667
J0152+0833 (M3) {beta}PMG 1 52 57.452 + 8 33 25.0 90.4 1.6 -59.2 1.7 23.24 0.95 "" "" "" "" "" 2.47996272943 11.017 2569166079742311168 3005 347434161 28.238977 8.557504 28.2393833333 8.55694444444
J1843-4058 (M2) {beta}PMG 18 43 5.99 - 40 58 5.93 12.02 0.09 -71.74 0.08 17.0 0.06 "" "" "" "" "" 1.16249901824 10.852 6728469996119674112 3359 253551040 280.774891 -40.967995 280.774958333 -40.9683138889
J1847-2808 (M5) {beta}PMG 18 47 13.524 - 28 8 56.81 14.2 0.2 -60.92 0.16 16.8 0.13 "" "" "" "" "" 9.89592005956 16.114 4071532312630640000 4838 324238259 281.808743 -28.147352 281.80635 -28.1491138889
J1854-2621 (M4) {beta}PMG 18 54 9.233 - 26 21 40.1 11.67 0.13 -48.46 0.12 13.75 0.08 "" "" "" "" "" 0.673681942635 13.407 None 2909 90777784 283.538406 -26.360961 283.538470833 -26.3611388889
J1910-2830 (M3) {beta}PMG 19 10 0.077 - 28 30 54.64 14.75 0.1 -49.7 0.09 14.14 0.07 "" "" "" "" "" 0.764282977398 12.302 None 3094 1636399 287.500277 -28.514969 287.500320833 -28.5151777778
J1915-2847 (M4) {beta}PMG 19 15 0.811 - 28 47 59.46 16.73 0.91 -49.17 0.84 14.1 0.52 "" "" "" "" "" 0.708658264162 12.704 6759694992469191936 2882 2213642 288.753309 -28.799663 288.753379167 -28.79985
J1916-2707 (M4) {beta}PMG 19 16 29.623 - 27 7 7.56 17.43 0.11 -50.53 0.1 14.6 0.08 "" "" "" "" "" 0.719023857683 12.364 6762967035995388928 3296 2523668 289.123341 -27.118583 289.123429167 -27.1187666667
J1918-5002 (M6) {beta}PMG 19 18 18.096 - 50 2 21.65 25.18 0.26 -86.25 0.21 21.91 0.17 "" "" "" "" "" 8.11437997151 17.257 6657435463284854144 4019 304988613 289.575226 -50.037096 289.5754 -50.0393472222
J1920-5111 (M5) {beta}PMG 19 20 34.937 - 51 11 23.43 21.94 0.14 -75.84 0.12 19.45 0.1 "" "" "" "" "" 7.87620963969 15.208 6657083791361700224 4068 406173238 290.147559 -51.19164 290.145570833 -51.1898416667
J1924-3204 (M5) {beta}PMG 19 24 59.364 - 32 4 31.7 19.82 0.16 -50.09 0.16 14.65 0.11 "" "" "" "" "" 1.15926273585 12.174 6745746519240267136 2945 112472211 291.247721 -32.075542 291.24735 -32.0754722222
J1926-5331 (M3) {beta}PMG 19 26 0.794 - 53 31 28.23 26.86 0.1 -81.42 0.08 20.82 0.07 "" "" "" "" "" 1.36619638948 11.225 6643851443798459520 3198 424881692 291.503124 -53.524145 291.503308333 -53.5245083333
J1927-5401 (M5) {beta}PMG 19 27 47.22 - 54 1 43.1 27.7 0.16 -81.53 0.1 20.85 0.12 "" "" "" "" "" 1.28645038562 13.029 None 3046 319739812 291.946573 -54.028297 291.94675 -54.0286388889
J1930-2939 (M3) {beta}PMG 19 30 3.986 - 29 39 33.38 23.83 0.14 -59.15 0.12 16.6 0.09 "" "" "" "" "" 1.03694548163 11.67 6764421277559665152 3288 169385570 292.5165 -29.659 292.516608333 -29.6592722222
J1934-3009 (M5) {beta}PMG 19 34 11.47 - 30 9 25.72 21.02 0.22 -51.84 0.18 14.61 0.15 "" "" "" "" "" 0.925103308009 13.654 None 2958 113500710 293.5477 -30.1569 293.547791667 -30.1571444444
J1948-2720 (M2) {beta}PMG 19 48 16.548 - 27 20 32.77 25.41 0.11 -53.28 0.06 15.42 0.06 -6.0 1.0 "" "" 4 0.850847685758 11.049 6754492962438129152 3543 97597728 297.068826 -27.342227 297.06895 -27.3424361111
J1948-2720 (M6) {beta}PMG 19 48 17.076 - 27 20 34.33 24.88 0.28 -52.8 0.17 15.03 0.17 -6.0 1.0 "" "" 5 7.7832413613 11.049 6754492962438129152 3543 97597728 297.068826 -27.342227 297.07115 -27.3428694444
J2008-2545 (M4) {beta}PMG 20 8 37.891 - 25 45 26.63 35.07 0.15 -59.3 0.08 17.64 0.09 "" "" "" "" "" 1.21752294939 12.708 6850555644089591296 3043 301588624 302.1577 -25.7571 302.157879167 -25.7573972222
J2008-3519 (M4) {beta}PMG 20 8 53.717 - 35 19 49.26 49.75 0.13 -83.35 0.09 22.22 0.09 -5.0 3.0 "" "" 25 0.760891771059 10.766 6697858840773435648 3154 48892252 302.223672 -35.330177 302.223820833 -35.33035
J2008-3519 (M4) {beta}PMG 20 8 53.772 - 35 19 50.38 38.37 0.12 -75.72 0.09 22.43 0.08 -5.0 3.0 "" "" 25 2.06636317875 10.766 6697858840773435648 3154 48892252 302.223672 -35.330177 302.22405 -35.3306611111
J2010-3844 (M5) {beta}PMG 20 10 50.597 - 38 44 33.3 52.66 0.35 -113.92 0.16 29.02 0.17 "" "" "" "" "" 0.905588747964 11.007 6693694436188107008 3424 269768590 302.7106 -38.7424 302.710820833 -38.7425833333
J2019-4404 (M9) {beta}PMG 20 19 9.838 - 44 4 32.99 41.09 0.79 -68.83 0.7 20.51 0.56 "" "" "" "" "" 1.3017099286 17.287 6673175869882272896 None 129476941 304.790727 -44.075523 304.790991667 -44.0758305556
J2104-0939 (L3) {beta}PMG 21 4 31.358 - 9 39 22.73 59.0 3.2 -57.8 1.9 21.2 2.0 "" "" "" "" "" 1.41944433493 17.601 None None 35496620 316.130363 -9.656048 316.130658333 -9.65631388889
J2120-1645 (M4) {beta}PMG 21 20 7.87 - 16 45 48.7 59.88 0.13 -58.13 0.11 20.68 0.09 "" "" "" "" "" 1.5502217841 11.829 6835588645136005504 3270 288253049 320.0325 -16.7632 320.032791667 -16.7635277778
J2231-0633 F8V {beta}PMG 22 31 18.48 - 6 33 20.24 145.6 1.8 -75.7 1.6 39.19 0.62 -8.0 4.0 "" 27 4 3.18400105172 5.681 None 5975.64 250957244 337.826259 -6.555132 337.827 -6.55562222222
J0216+3043 (M4) {beta}PMG 2 16 2.598 + 30 43 56.27 86.23 0.12 -73.05 0.11 25.12 0.06 "" "" "" "" "" 1.77838879941 11.338 324316107257842432 3175 63777591 34.010394 30.732624 34.010825 30.7322972222
J0244+1057 M5Ve {beta}PMG 2 44 22.804 + 10 57 34.2 73.85 0.18 -58.41 0.15 21.32 0.09 "" "" "" 28 "" 1.33079928844 12.163 22338434144520320 3018 381131056 41.0947 10.9597 41.0950166667 10.9595
J0251+2227 M4 {beta}PMG 2 51 54.221 + 22 27 28.22 109.02 0.11 -111.36 0.09 36.92 0.07 "" "" "" 21 "" 2.51928273471 10.553 109628013733250304 3216 371422484 42.975373 22.458322 42.9759208333 22.4578388889
J0357+2445 M2 {beta}PMG 3 57 33.97 + 24 45 9.92 34.56 0.08 -46.49 0.06 14.54 0.06 13.0 1.0 "" 29 4 0.696348301432 10.857 66245403775281024 3823 149980271 59.3914 24.7529 59.3915416667 24.7527555556
J0405+0544 M4e {beta}PMG 4 5 38.938 + 5 44 40.38 47.9 2.0 -53.2 2.0 27.2 1.2 "" "" "" 30 "" 0.860747823285 10.452 3296932482569720192 3398 464779505 61.412035 5.744672 61.4122416667 5.74455
J0405+0531 (M4) {beta}PMG 4 5 53.456 + 5 31 24.58 34.98 0.17 -35.67 0.11 15.95 0.09 "" "" "" "" "" 0.880832167428 12.575 3296736941298423296 3198 464779449 61.4726 5.5237 61.4727333333 5.52349444444
J0424+3613 (M5) {beta}PMG 4 24 24.452 + 36 13 18.43 33.86 0.25 -83.95 0.18 21.5 0.13 "" "" "" "" "" 1.58227581796 13.284 None 2929 367844330 66.1017 36.2222 66.1018833333 36.2217861111
J0425+1852 (M5) {beta}PMG 4 25 48.976 + 18 52 46.71 30.68 0.33 -59.48 0.26 20.25 0.2 "" "" "" "" "" 1.08958972524 13.917 None 2979 17410552 66.4539 18.8799 66.4540666667 18.8796416667
J0451+1622 (M5) {beta}PMG 4 51 7.314 + 16 22 48.15 23.36 0.23 -45.61 0.1 15.26 0.11 "" "" "" "" "" 0.227059067419 12.936 None 3282 436656194 72.7805 16.3801 72.780475 16.3800416667
J0515+1954 (M5) {beta}PMG 5 15 14.931 + 19 54 30.64 13.37 0.75 -68.1 0.57 20.59 0.38 "" "" "" "" "" 1.40063920773 12.891 None 3050 337575376 78.8122 19.9089 78.8122125 19.9085111111
J0537-4240 (M5) {beta}PMG 5 37 47.576 - 42 40 30.55 11.62 0.12 35.04 0.11 33.34 0.06 "" "" "" "" "" 0.632602173779 12.294 None 2834 220617943 84.448174 -42.675323 84.4482333333 -42.6751527778
J1215+5239 M4.0V UMA 12 15 39.542 + 52 39 8.74 103.28 0.29 0.99 0.32 39.4 0.21 "" "" "" 31 "" 1.67643405371 10.056 1548107595904976896 3413 416538839 183.914 52.6525 183.914758333 52.6524277778
J0700-4729 (M4) CARN 7 0 35.657 - 47 29 18.39 -10.08 0.05 79.47 0.06 17.68 0.03 "" "" "" "" "" 1.33433470883 12.157 5509503851680440832 3391 130515176 105.148617 -47.488811 105.148570833 -47.4884416667
J0045-1823 (M5) CARN 0 45 9.278 - 18 23 10.64 165.73 0.13 9.27 0.09 25.48 0.08 "" "" "" "" "" 2.59094635341 13.756 None 3203 114436019 11.2879 -18.3863 11.2886583333 -18.3862888889
J0723-3309 (L5) CARN 7 23 52.61 - 33 9 43.03 -43.5 3.0 99.4 2.6 29.6 3.4 "" "" "" "" "" 1.77779793776 17.493 None None 111638115 110.969416 -33.162415 110.969208333 -33.1619527778
J0744-4855 (M6) CARN 7 44 37.841 - 48 55 5.33 -26.85 0.2 54.27 0.2 15.69 0.1 "" "" "" "" "" 0.884224161694 15.85 None None 268183938 116.157818 -48.918373 116.157670833 -48.9181472222
J0746-5841 (M5) CARN 7 46 41.798 - 58 41 0.0 -56.21 0.08 155.33 0.09 30.28 0.04 "" "" "" "" "" 3.22759515369 12.118 5294386188414013184 3174 340638718 116.6746 -58.6842 116.674158333 -58.6833333333
J0749-0317 M3.5V CARN 7 49 50.626 - 3 17 20.36 -139.6 0.14 -37.61 0.1 58.78 0.09 "" "" "" 8 "" 3.74050413026 9.564 3080863574242571904 3284 122723011 117.461955 -3.288752 117.460941667 -3.28898888889
J0757-5348 (M5) CARN 7 57 29.683 - 53 48 0.71 -18.24 0.11 47.5 0.1 11.85 0.05 "" "" "" "" "" 0.849198423467 14.639 5488474351768991104 None 269408869 119.373783 -53.800425 119.373679167 -53.8001972222
J0757-5344 (M4) CARN 7 57 31.313 - 53 44 26.33 -18.63 0.11 47.48 0.1 11.82 0.05 "" "" "" "" "" 0.759253760855 12.769 5488475520000145664 3273 269408970 119.38058 -53.740848 119.380470833 -53.7406472222
J0757-4551 (M5) CARN 7 57 40.349 - 45 51 24.85 -76.78 0.15 117.32 0.13 29.08 0.07 "" "" "" "" "" 2.25703551018 13.217 None 2918 144060554 119.418592 -45.857437 119.418120833 -45.8569027778
J0802-4816 (M4) CARN 8 2 21.365 - 48 16 48.44 -45.67 0.06 90.31 0.06 21.3 0.03 "" "" "" "" "" 1.5659591703 12.544 5517608695490199040 3303 238331927 120.589311 -48.280512 120.589020833 -48.2801222222
J0804-6243 (M5) CARN 8 4 18.36 - 62 43 30.38 -77.73 0.09 173.91 0.1 33.14 0.05 "" "" "" "" "" 5.76221681311 14.569 5289527240372890240 5195 308542255 121.079765 -62.724537 121.0765 -62.7251055556
J0818-4806 (M4) CARN 8 18 46.078 - 48 6 15.34 -75.8 0.1 117.41 0.09 28.35 0.06 "" "" "" "" "" 2.292803354 11.707 None 3372 286604330 124.6925 -48.1048 124.691991667 -48.1042611111
J0820-6247 (M4) CARN 8 20 58.954 - 62 47 47.62 -70.0 0.06 144.9 0.06 26.4 0.03 "" "" "" "" "" 2.46465174169 11.171 5277689692028441344 3515 309550843 125.246282 -62.79718 125.245641667 -62.7965611111
J0833-4214 (M5) CARN 8 33 56.842 - 42 14 44.07 -55.93 0.12 52.56 0.13 16.89 0.08 "" "" "" "" "" 1.24450203494 13.58 5526641320949598848 None 140789790 128.487167 -42.245823 128.486841667 -42.245575
