# %ECSV 0.9
# ---
# datatype:
# - {name: Name, datatype: string, description: Source identifier}
# - {name: SpType, datatype: string, description: Spectral type (1)}
# - {name: Assoc, datatype: string, description: Association identifier (2)}
# - {name: RAh, unit: h, datatype: int64, description: Hour of Right Ascension (J2000) (3)}
# - {name: RAm, unit: min, datatype: int64, description: Minute of Right Ascension (J2000) (3)}
# - {name: RAs, unit: s, datatype: float64, description: Second of Right Ascension (J2000) (3)}
# - {name: DE-, datatype: string, description: Sign of the Declination (J2000)(3)}
# - {name: DEd, unit: deg, datatype: int64, description: Degree of Declination (J2000) (3)}
# - {name: DEm, unit: arcmin, datatype: int64, description: Arcminute of Declination (J2000) (3)}
# - {name: DEs, unit: arcsec, datatype: float64, description: Arcsecond of Declination (J2000) (3)}
# - {name: pmRA, unit: mas / yr, datatype: float64, description: Proper motion along RA times cos(DE)}
# - {name: e_pmRA, unit: mas / yr, datatype: float64, description: Uncertainty in pmRA}
# - {name: pmDE, unit: mas / yr, datatype: float64, description: Proper motion along DE}
# - {name: e_pmDE, unit: mas / yr, datatype: float64, description: Uncertainty in pmDE}
# - {name: plx, unit: mas, datatype: float64, description: Parallax}
# - {name: e_plx, unit: mas, datatype: float64, description: Uncertainty in plx}
# - {name: RVel, unit: km / s, datatype: float64, description: Radial velocity}
# - {name: e_RVel, unit: km / s, datatype: float64, description: Uncertainty in RVel}
# - {name: Amb, datatype: string, description: Identifiers of possible associations forambiguous candidates (4)}
# - {name: r_SpType, datatype: int64, description: Reference for SpType (5)}
# - {name: r_RVel, datatype: int64, description: Reference for RVel (5)}
# - {name: dstArcSec, datatype: float64}
# - {name: Tmag, datatype: float64}
# - {name: GAIA, datatype: object}
# - {name: Teff, datatype: object}
# - {name: MatchID, datatype: int64}
# - {name: MatchRA, datatype: float64}
# - {name: MatchDEC, datatype: float64}
# - {name: ra, datatype: float64}
# - {name: dec, datatype: float64}
# schema: astropy-2.0
Name SpType Assoc RAh RAm RAs DE- DEd DEm DEs pmRA e_pmRA pmDE e_pmDE plx e_plx RVel e_RVel Amb r_SpType r_RVel dstArcSec Tmag GAIA Teff MatchID MatchRA MatchDEC ra dec
J1815+0237 (M5) ABDMG 18 15 49.99 + 2 37 22.85 8.96 0.13 -140.4 0.14 28.22 0.08 "" "" "" "" "" 2.11021281262 13.459 None 3200 350309715 273.9583 2.6236 273.958291667 2.62301388889
J1816-5534 (M5) ABDMG 18 16 12.379 - 55 34 57.21 -3.63 0.07 -113.95 0.07 18.75 0.05 "" "" "" "" "" 9.03604774831 12.195 6652398050759166592 5243 118802400 274.050165 -55.580179 274.051579167 -55.5825583333
J1825-6237 (M5) ABDMG 18 25 22.056 - 62 37 50.06 -3.74 0.11 -100.16 0.13 16.72 0.12 "" "" "" "" "" 1.52357196186 14.429 6631046771905820544 None 365997088 276.341963 -62.63015 276.3419 -62.6305722222
J1829-7726 (M7) ABDMG 18 29 29.887 - 77 26 44.05 -5.54 0.2 -95.43 0.24 18.08 0.13 "" "" "" "" "" 1.64868171595 16.276 None None 343995839 277.37475 -77.445114 277.374529167 -77.4455694444
J0153+1917 A2IV ABDMG 1 53 31.897 + 19 17 36.37 78.11 0.72 -97.5 0.62 19.98 0.35 -1.0 2.0 "" 11 1 1.96153154812 6.886 None None 91329512 28.382588 19.293892 28.3829041667 19.2934361111
J0153+1917 A0V ABDMG 1 53 31.904 + 19 17 43.77 77.85 0.91 -106.97 0.73 18.88 0.42 4.0 2.0 "" 13 1 2.04531476875 6.911 None None 91329517 28.382602 19.295966 28.3829333333 19.2954916667
J1840-0959 (L1) ABDMG 18 40 59.386 - 9 59 17.47 23.9 0.98 -245.19 0.89 40.57 0.55 "" "" "" "" "" 5.26392799062 15.978 4155202360039230080 4225 203428362 280.245974 -9.988407 280.247441667 -9.98818611111
J1911-4739 (M5) ABDMG 19 11 4.147 - 47 39 17.43 49.04 0.49 -201.17 0.5 30.96 0.28 "" "" "" "" "" 3.10470394764 11.877 None 3129 61383924 287.767 -47.654 287.767279167 -47.6548416667
J1912+4931 (M4) ABDMG 19 12 52.706 + 49 31 15.23 22.64 0.27 -4.66 0.31 30.42 0.14 "" "" "" "" "" 0.170817353805 11.548 2132774076501669120 3272 298963920 288.219557 49.520931 288.219608333 49.5208972222
J1918-6910 (M5) ABDMG 19 18 48.816 - 69 10 22.45 14.96 0.07 -92.23 0.09 16.16 0.06 "" "" "" "" "" 1.37924771511 12.624 6421577299862438784 None 410348379 289.703929 -69.172569 289.7034 -69.1729027778
J1925+0938 M8/9V ABDMG 19 25 30.998 + 9 38 19.56 83.79 0.47 -240.82 0.4 59.43 0.29 -21.0 4.0 "" 14 1 4.06011911842 13.49 None 2749 133312726 291.3787 9.6398 291.379158333 9.63876666667
J1930-6630 (M5) ABDMG 19 30 33.653 - 66 30 30.28 19.22 0.06 -104.74 0.09 18.26 0.06 "" "" "" "" "" 1.58518182571 13.149 6428136436478012160 3121 376667947 292.639996 -66.50798 292.640220833 -66.5084111111
J1947+3346 (M6) ABDMG 19 47 23.563 + 33 46 27.54 73.35 0.18 -74.22 0.19 40.82 0.1 "" "" "" "" "" 7.81194772626 16.603 2035038895938083072 4845 59025336 296.850007 33.775866 296.848179167 33.7743166667
J1952+2356 (M7) ABDMG 19 52 1.692 + 23 56 3.65 62.8 0.14 -97.4 0.14 33.88 0.1 "" "" "" "" "" 1.5131374953 14.749 None 2829 11713886 298.0068 23.9347 298.00705 23.9343472222
J1955-1548 (M8) ABDMG 19 55 24.826 - 15 48 39.97 49.09 0.62 -178.27 0.44 29.38 0.27 "" "" "" "" "" 2.64882614191 11.426 6872104422726489600 3469 48514331 298.854 -15.8106 298.853441667 -15.8111027778
J0014+4758 (M6) ABDMG 0 14 18.395 + 47 58 6.35 104.54 0.12 -79.57 0.07 22.13 0.09 "" "" "" "" "" 2.23621453805 14.329 None 3062 201972796 3.5759 47.9688 3.57664583333 47.9684305556
J0015-5041 (M5) ABDMG 0 15 33.864 - 50 41 30.76 107.74 0.08 -79.0 0.09 24.02 0.07 "" "" "" "" "" 2.11660946118 13.464 4973694758677221632 3115 155895287 3.890354 -50.691528 3.8911 -50.6918777778
J2004-2342 M4.5 ABDMG 20 4 30.922 - 23 42 7.52 119.1 0.19 -338.92 0.1 55.0 0.12 -7.0 1.0 "" 15 1 5.3092459274 10.173 None 3210 74814667 301.1283 -23.7007 301.128841667 -23.7020888889
J2040-0119 (M5) ABDMG 20 40 47.683 - 1 19 20.95 70.41 0.09 -121.25 0.06 25.65 0.06 "" "" "" "" "" 2.41798423397 12.57 None 3142 248141121 310.198344 -1.321904 310.198679167 -1.32248611111
J2050+2253 K0 ABDMG 20 50 27.946 + 22 53 2.15 74.98 0.07 -71.01 0.06 25.56 0.05 "" "" "" 17 "" 1.51146377681 7.243 1842038149572739456 None 224693781 312.61608 22.884186 312.616441667 22.8839305556
J2105+0425 (M3) ABDMG 21 5 56.51 + 4 25 38.07 124.19 0.1 -175.65 0.1 37.01 0.08 "" "" "" "" "" 3.18734599133 9.895 1732878772606083200 3553 408314415 316.485 4.428 316.485458333 4.42724166667
J2113+3507 (L1) ABDMG 21 13 41.866 + 35 7 39.57 110.44 0.48 -77.11 0.61 32.17 0.36 "" "" "" "" "" 2.25551451924 17.256 1867591388212921216 None 116631508 318.423817 35.128021 318.424441667 35.1276583333
J2146-2515 (M5) ABDMG 21 46 5.731 - 25 15 39.76 86.21 0.1 -139.69 0.1 24.93 0.07 "" "" "" "" "" 2.62798817166 12.705 6811610358118978944 3226 53726408 326.5235 -25.2604 326.523879167 -25.2610444444
J2158-7048 (M5) ABDMG 21 58 47.556 - 70 48 38.73 69.64 0.05 -84.49 0.07 20.02 0.04 "" "" "" "" "" 1.67862958714 12.884 6395349893091578752 3209 469882306 329.697292 -70.810387 329.69815 -70.8107583333
J2158-4705 (M2) ABDMG 21 58 53.527 - 47 5 56.15 94.38 0.2 -120.71 0.32 24.53 0.16 11.8 0.5 "" "" 4 2.38877722933 10.442 6561481186605831680 3500 389726031 329.722421 -47.098412 329.723029167 -47.0989305556
J0213+1803 M4.5 ABDMG 2 13 0.902 + 18 3 42.22 129.08 0.15 -211.74 0.14 36.98 0.08 "" "" "" 18 "" 3.98769637473 12.103 None 3135 306485634 33.2532 18.0627 33.2537583333 18.0617277778
J0213+3851 (M5) ABDMG 2 13 4.889 + 38 51 48.08 64.86 0.12 -105.67 0.16 18.63 0.06 "" "" "" "" "" 1.91916055636 12.846 332348383296755840 3130 184734787 33.269987 38.863797 33.2703708333 38.8633555556
J2206+4734 (M4) ABDMG 22 6 5.726 + 47 34 2.99 97.19 0.06 -58.49 0.06 27.08 0.04 "" "" "" "" "" 1.935244572 11.365 1975678805772892928 3522 427941560 331.5232 47.5678 331.523858333 47.5674972222
J2208+7005 (M5) ABDMG 22 8 6.845 + 70 5 21.9 114.13 0.07 9.5 0.07 27.72 0.04 "" "" "" "" "" 1.86549481706 15.38 2223566004353675008 3073 372390514 332.027 70.0894 332.028520833 70.0894166667
J2224-1020 (M5) ABDMG 22 24 44.794 - 10 20 28.14 74.55 0.16 -100.31 0.14 19.92 0.08 "" "" "" "" "" 2.02201664345 13.485 2614932770212075008 3209 39943436 336.1863 -10.3407 336.186641667 -10.34115
J2225+6905 (M4) ABDMG 22 25 42.646 + 69 5 29.94 118.05 0.05 -1.52 0.04 27.71 0.02 "" "" "" "" "" 1.79697528578 11.424 2226220946977639680 2889 375909109 336.4263 69.0917 336.427691667 69.09165
J0216+1858 (M5) ABDMG 2 16 43.791 + 18 58 2.13 71.89 0.2 -107.08 0.17 18.76 0.12 "" "" "" "" "" 2.0127613349 14.777 None 2980 246935757 34.1821 18.9677 34.1824625 18.9672583333
J0217+5604 (M5) ABDMG 2 17 8.624 + 56 4 6.1 86.75 0.17 -92.72 0.2 20.91 0.09 "" "" "" "" "" 2.02883123004 13.609 456802173164932480 3008 348134933 34.2853 56.0688 34.2859333333 56.0683611111
J2244+1754 (M3) ABDMG 22 44 41.405 + 17 54 16.02 82.11 0.16 -80.73 0.09 20.76 0.07 -13.0 1.0 "" "" 4 3.05268235859 8.449 2832918887518987904 4719 434192915 341.173103 17.905092 341.172520833 17.90445
J2244+1754 K0IV-V ABDMG 22 44 41.635 + 17 54 17.02 82.7 0.3 -81.84 0.2 20.11 0.11 -13.0 0.5 "" 19 4 1.83841510981 8.449 2832918887518987904 4719 434192915 341.173103 17.905092 341.173479167 17.9047277778
J2255+2847 (M4) ABDMG 22 55 34.495 + 28 47 29.26 97.17 0.11 -77.62 0.1 24.03 0.07 "" "" "" "" "" 1.82255942462 11.925 1884443220679810560 3348 44299399 343.8933 28.7918 343.893729167 28.7914611111
J2318-4049 F4V ABDMG 23 18 10.058 - 40 49 29.6 126.92 0.13 -122.58 0.14 29.32 0.11 15.1 0.3 "" 6 4 2.82482995295 5.349 None 6578.99 175400332 349.541204 -40.824313 349.541908333 -40.8248888889
J2319-4748 (M4) ABDMG 23 19 29.46 - 47 48 12.0 98.49 0.06 -91.52 0.09 22.29 0.08 "" "" "" "" "" 1.54671396903 11.787 6527424260611252736 3330 389727431 349.872133 -47.80322 349.87275 -47.8033333333
J2334+2739 (M4) ABDMG 23 34 27.425 + 27 39 41.88 94.38 0.1 -75.82 0.07 20.38 0.07 "" "" "" "" "" 1.81103775864 11.839 2865683165795527808 3457 120682344 353.613818 27.661937 353.614270833 27.6616333333
J2335+5656 (M5) ABDMG 23 35 42.612 + 56 56 3.56 86.92 0.12 -40.37 0.09 18.61 0.08 "" "" "" "" "" 1.60613589295 14.499 None 2993 252058583 353.9268 56.9345 353.92755 56.9343222222
J2348-2807 K1V ABDMG 23 48 50.609 - 28 7 17.3 96.65 0.08 -105.23 0.08 22.61 0.05 6.9 0.2 "" 20 4 2.10301595716 8.289 2328250334633289856 5288 33949103 357.210381 -28.121079 357.210870833 -28.1214722222
J2354+2208 (L2) ABDMG 23 54 12.686 + 22 8 21.2 104.9 1.7 -89.14 0.76 23.3 1.0 "" "" "" "" "" 2.24588034467 18.202 2847824691779013504 None 113611099 358.552395 22.139675 358.552858333 22.1392222222
J0225-1432 (M5) ABDMG 2 25 50.829 - 14 32 33.87 94.8 0.11 -103.37 0.11 24.3 0.07 "" "" "" "" "" 2.08600750444 12.453 5146675459874168192 3336 289730802 36.4614 -14.5423 36.4617875 -14.5427416667
J0226+5010 (M8) ABDMG 2 26 3.242 + 50 10 30.28 60.5 0.77 -82.24 0.52 16.01 0.39 "" "" "" "" "" 1.68730888422 16.306 None None 250915045 36.513096 50.175465 36.5135083333 50.1750777778
J0238+1637 (M6) ABDMG 2 38 32.591 + 16 37 7.84 66.92 0.23 -97.39 0.19 18.52 0.15 "" "" "" "" "" 1.93159135501 14.856 None 2925 388976513 39.6355 16.6193 39.6357958333 16.6188444444
J0247+2508 (M5) ABDMG 2 47 38.764 + 25 8 54.34 55.68 0.15 -97.29 0.14 16.88 0.1 "" "" "" "" "" 1.84079441703 13.751 114353332457457536 3207 301916971 41.9113 25.1489 41.9115166667 25.1484277778
J0247-6808 (M6) ABDMG 2 47 53.871 - 68 8 6.31 67.21 0.25 9.13 0.2 17.13 0.11 "" "" ABDMG(88);CAR(11) "" "" 1.06096610806 15.499 None None 259928422 41.973684 -68.135139 41.9744625 -68.1350861111
J0249-6228 (M5) ABDMG 2 49 13.034 - 62 28 10.5 66.83 0.08 1.36 0.07 17.44 0.04 "" "" "" "" "" 1.07661671454 13.696 None 3147 220522527 42.303662 -62.469597 42.3043083333 -62.4695833333
J0256+3830 (M7) ABDMG 2 56 3.283 + 38 30 58.02 59.41 0.49 -98.83 0.39 16.79 0.28 "" "" "" "" "" 2.04163203114 16.102 None 2860 68040469 44.0133 38.5166 44.0136791667 38.5161166667
J0303-1119 (M5) ABDMG 3 3 49.475 - 11 19 42.71 74.31 0.11 -105.77 0.11 23.7 0.09 "" "" "" "" "" 1.9729970181 12.444 None 3271 23126920 45.9558 -11.3281 45.9561458333 -11.3285305556
J0310-2341 M3.5 ABDMG 3 10 3.159 - 23 41 32.95 98.81 0.11 -140.64 0.12 37.96 0.06 "" "" "" 21 "" 2.42490239763 10.915 5075098249338208768 3405 71446322 47.5128 -23.6919 47.5131625 -23.6924861111
J0317+1557 (M5) ABDMG 3 17 53.517 + 15 57 27.21 49.34 0.21 -96.31 0.17 16.58 0.11 "" "" "" "" "" 1.87572798515 14.684 55180159271384448 2941 333703402 49.4727 15.958 49.4729875 15.9575583333
J0021+4304 (M5) ABDMG 0 21 47.103 + 43 4 20.32 93.01 0.13 -67.79 0.06 20.09 0.11 "" "" "" "" "" 1.80824822658 14.223 385213761352673920 2867 440150694 5.4457 43.0726 5.4462625 43.0723111111
J0321+1406 (M4) ABDMG 3 21 41.526 + 14 6 3.41 56.27 0.31 -92.56 0.21 16.89 0.14 "" "" "" "" "" 1.80943506288 12.523 17998146353688320 3602 303414943 50.4228 14.1014 50.423025 14.1009472222
J0324+5813 (M6) ABDMG 3 24 40.134 + 58 13 24.59 48.59 0.16 -106.87 0.19 17.81 0.12 "" "" "" "" "" 1.9812263474 15.552 None 2854 315932504 51.1668 58.224 51.167225 58.2234972222
J0329-3812 (M5) ABDMG 3 29 50.378 - 38 12 1.07 93.86 0.06 -64.42 0.09 28.85 0.04 "" "" "" "" "" 1.77643843929 12.57 4853649666837115776 3133 308305734 52.45941 -38.199997 52.4599083333 -38.2002972222
J0331-2117 (M5) ABDMG 3 31 14.84 - 21 17 28.2 85.2 0.09 -94.46 0.09 26.33 0.06 "" "" "" "" "" 1.72989689455 12.459 5100610320716902144 3225 257567390 52.8115 -21.2908 52.8118333333 -21.2911666667
J0331-1525 (M0) ABDMG 3 31 47.091 - 15 25 39.24 58.09 0.08 -86.55 0.09 20.79 0.06 21.8 0.5 "" "" 4 1.53254581755 10.226 5111984772800937216 4037 93088834 52.945973 -15.427209 52.9462125 -15.4275666667
J0332-0339 (M6) ABDMG 3 32 13.743 - 3 39 41.51 54.85 0.29 -100.31 0.32 19.73 0.16 "" "" "" "" "" 1.81435479535 15.147 None 2797 301406232 53.057 -3.6611 53.0572625 -3.66153055556
J0340+5114 (M5) ABDMG 3 40 20.437 + 51 14 18.15 52.88 0.13 -110.76 0.11 18.09 0.07 "" "" "" "" "" 1.9003282899 13.438 442105654071849856 3136 428258552 55.084814 51.238858 55.0851541667 51.238375
J0345+2733 (M7) ABDMG 3 45 52.818 + 27 33 24.6 41.76 0.42 -116.99 0.26 17.86 0.31 "" "" "" "" "" 1.89557327911 15.405 None None 385557215 56.469881 27.557331 56.470075 27.5568333333
J0346-6246 (M5) ABDMG 3 46 25.083 - 62 46 23.25 53.74 0.08 18.48 0.08 18.17 0.04 "" "" "" "" "" 0.87769641038 13.664 4673548425256828672 3049 237918270 56.603996 -62.773185 56.6045125 -62.773125
J0346-6246 (M5) ABDMG 3 46 29.412 - 62 46 11.77 53.0 0.11 17.74 0.11 18.14 0.06 "" "" "" "" "" 0.864121651133 14.321 4673547669342585472 None 237918271 56.622042 -62.769996 56.62255 -62.7699361111
J0346-3906 (M4) ABDMG 3 46 38.059 - 39 6 40.03 63.0 0.06 -44.55 0.08 22.73 0.04 "" "" "" "" "" 1.19550518374 12.027 4855747157065939200 3205 165214815 56.658225 -39.110933 56.6585791667 -39.1111194444
J0347+3406 (M9) ABDMG 3 47 54.093 + 34 6 46.98 38.4 1.6 -95.96 0.96 15.5 0.84 "" "" "" "" "" 1.67826024947 18.199 218035599625209984 None 26439515 56.97517 34.11348 56.9753875 34.11305
J0350-0353 (M2) ABDMG 3 50 39.672 - 3 53 55.93 57.41 0.07 -85.01 0.06 18.7 0.04 15.0 3.0 "" "" 4 1.71169733711 11.064 3246505890022668928 3799 401945770 57.665 -3.8985 57.6653 -3.89886944444
J0350-6949 (M5) ABDMG 3 50 43.609 - 69 49 28.65 47.25 0.08 27.83 0.09 16.08 0.05 "" "" ABDMG(68);COL(32) "" "" 0.917300243735 13.794 4666276702027735808 3241 32068898 57.681074 -69.824758 57.6817041667 -69.824625
J0355+2918 (M8) ABDMG 3 55 6.953 + 29 18 41.63 51.05 0.65 -107.85 0.37 17.54 0.33 "" "" "" "" "" 2.05906768497 15.864 None None 149859333 58.778703 29.312086 58.7789708333 29.3115638889
J0355-2041 (M5) ABDMG 3 55 51.948 - 20 41 10.78 73.66 0.09 -81.79 0.09 23.99 0.07 "" "" "" "" "" 1.66790036676 13.846 5093900963325323776 2933 178241984 58.9661 -20.686 58.96645 -20.6863277778
J0024-2522 (M3) ABDMG 0 24 32.14 - 25 22 54.51 106.93 0.08 -100.24 0.07 23.24 0.05 "" "" "" "" "" 2.23267660986 11.185 2323761887650523520 3553 340703767 6.1334 -25.3814 6.13391666667 -25.3818083333
J0024-4053 (M6) ABDMG 0 24 46.259 - 40 53 33.98 84.15 0.12 -62.75 0.13 18.08 0.1 "" "" ABDMG(95);CAR(5) "" "" 1.60680478122 15.552 None None 115243030 6.192269 -40.892509 6.19274583333 -40.8927722222
J0025-0957 M3.0V ABDMG 0 25 51.106 - 9 57 42.36 124.17 0.15 -157.13 0.09 30.73 0.07 "" "" "" 15 "" 3.07387611719 11.34 2426606082144419200 3413 40047077 6.4624 -9.9611 6.46294166667 -9.96176666667
J0400-2609 (M5) ABDMG 4 0 26.196 - 26 9 34.45 66.92 0.07 -66.44 0.08 24.85 0.05 "" "" "" "" "" 1.48994070084 12.456 5082490059853451136 3258 44678751 60.1088 -26.1593 60.10915 -26.1595694444
J0406-2149 (M5) ABDMG 4 6 13.93 - 21 49 37.61 55.25 0.06 -71.07 0.07 21.46 0.06 "" "" "" "" "" 1.38894461308 12.989 5090402557843535232 3239 178349868 61.5578 -21.8268 61.5580416667 -21.8271138889
J0417-2419 (M3) ABDMG 4 17 37.081 - 24 19 49.88 47.76 0.05 -103.81 0.07 31.15 0.04 27.0 0.6 "" "" 4 1.6610016928 10.79 None 3411 179034958 64.4043 -24.3301 64.4045041667 -24.3305222222
J0420-4001 (M5) ABDMG 4 20 37.411 - 40 1 59.61 48.37 0.08 -33.86 0.13 20.63 0.05 "" "" "" "" "" 0.810221745636 13.8 4841047201998634112 3040 7652962 65.155622 -40.033116 65.1558791667 -40.033225
J0422-0611 (M4) ABDMG 4 22 25.45 - 6 11 42.28 44.34 0.36 -79.6 0.27 17.35 0.24 "" "" "" "" "" 1.61173388529 12.496 3202216427784365568 3442 37817522 65.6058 -6.1947 65.6060416667 -6.19507777778
J0423+3349 (M5) ABDMG 4 23 26.236 + 33 49 8.44 29.08 0.25 -133.64 0.16 19.8 0.11 "" "" "" "" "" 2.14852401601 13.915 None 2998 286488792 65.8592 33.8196 65.8593166667 33.8190111111
J0423-4308 (M4) ABDMG 4 23 57.766 - 43 8 59.53 37.11 0.05 -32.23 0.08 25.25 0.04 31.0 4.0 "" "" 4 0.785110513257 11.187 4839371237040134528 3503 153713427 65.990482 -43.149714 65.9906916667 -43.1498694444
J0424-4308 (M3) ABDMG 4 24 1.237 - 43 8 5.88 35.9 0.04 -33.36 0.06 25.27 0.03 32.0 1.0 "" "" 4 0.767045298824 10.632 4839368419541587968 3614 153713422 66.004974 -43.134799 66.0051541667 -43.1349666667
J0427+4852 (M5) ABDMG 4 27 0.742 + 48 52 49.25 59.25 0.91 -206.61 0.64 30.09 0.45 "" "" "" "" "" 3.20697722602 11.047 None 3473 470492843 66.7527 48.8812 66.7530916667 48.8803472222
J0429-5802 (M5) ABDMG 4 29 16.189 - 58 2 41.13 39.45 0.11 18.7 0.13 18.72 0.05 "" "" "" "" "" 0.695216170073 12.934 4775042694349546240 3096 393490554 67.317132 -58.044849 67.3174541667 -58.0447583333
J0433-0330 (M4) ABDMG 4 33 22.495 - 3 30 14.16 25.89 0.1 -87.82 0.06 17.24 0.05 "" "" "" "" "" 1.6275802394 12.555 None 3388 138760757 68.3436 -3.5035 68.3437291667 -3.50393333333
J0433-4212 (M9) ABDMG 4 33 49.865 - 42 12 40.96 57.31 0.72 -29.56 0.79 23.22 0.36 "" "" "" "" "" 1.11914719802 16.23 None None 301082924 68.457398 -42.211235 68.4577708333 -42.2113777778
J0436-6001 (M6) ABDMG 4 36 44.206 - 60 1 1.03 36.87 0.17 19.62 0.24 16.58 0.09 "" "" "" "" "" 0.59580545783 15.159 4677997736498030720 None 38905773 69.183902 -60.017033 69.1841916667 -60.0169527778
J0440-5841 (M4) ABDMG 4 40 14.681 - 58 41 3.19 29.52 0.09 16.76 0.1 15.21 0.05 "" "" "" "" "" 0.557723192088 12.753 4774162466572072576 3144 220405105 70.060899 -58.684283 70.0611708333 -58.6842194444
J0441-1523 (M4) ABDMG 4 41 42.94 - 15 23 16.2 45.23 0.06 -77.86 0.05 20.07 0.05 "" "" "" "" "" 1.41617888513 12.467 3173222374879468672 3398 117844574 70.4287 -15.3875 70.4289166667 -15.3878333333
J0442-2613 (M4) ABDMG 4 42 28.889 - 26 13 46.88 33.61 0.06 -69.91 0.08 23.11 0.04 "" "" "" "" "" 1.17726122632 11.963 4893373200882610176 3380 408256539 70.6202 -26.2294 70.6203708333 -26.2296888889
J0443+3740 (M4) ABDMG 4 43 16.04 + 37 40 58.09 24.69 0.11 -99.27 0.06 15.05 0.05 "" "" "" "" "" 1.47959607082 12.435 None 3538 156282541 70.8167 37.6832 70.8168333333 37.6828027778
J0447+0331 (M5) ABDMG 4 47 0.774 + 3 31 40.9 28.71 0.16 -77.32 0.11 15.29 0.09 "" "" "" "" "" 1.41327035515 14.812 3233020414268285440 3062 457192971 71.7531 3.5284 71.753225 3.52802777778
J0448-0422 (M5) ABDMG 4 48 48.605 - 4 22 14.11 28.45 0.11 -104.49 0.09 21.39 0.07 "" "" "" "" "" 1.80294930369 13.836 3200642579969022848 3091 176379866 72.2024 -4.3701 72.2025208333 -4.37058611111
J0449-5741 (M5) ABDMG 4 49 44.7 - 57 41 19.01 32.87 0.09 15.44 0.13 16.39 0.05 "" "" "" "" "" 0.521935543265 13.983 4774590348397844096 None 220425740 72.436018 -57.688689 72.43625 -57.6886138889
J0449+2341 M0Ve ABDMG 4 49 56.511 + 23 41 0.16 23.08 0.12 -161.22 0.08 24.55 0.06 9.0 2.0 "" 22 4 3.39564602574 9.502 3413567782690754688 3772 18644870 72.4848 23.6841 72.4854625 23.6833777778
J0452+5922 (M6) ABDMG 4 52 42.12 + 59 22 10.39 46.43 0.14 -183.69 0.12 28.99 0.1 "" "" "" "" "" 3.22625132245 13.491 None None 252263558 73.175049 59.370419 73.1755 59.3695527778
J0453-2222 (M5) ABDMG 4 53 57.433 - 22 22 17.28 23.97 0.08 -46.4 0.1 15.1 0.07 "" "" "" "" "" 0.693003360822 13.775 2972868232195518720 3209 146307240 73.4892 -22.3713 73.4893041667 -22.3714666667
J0455-6051 (M5) ABDMG 4 55 36.011 - 60 51 42.15 15.42 0.09 31.04 0.09 22.49 0.05 "" "" "" "" "" 0.511381914534 12.478 4761723519728115456 3127 55651278 73.899953 -60.861843 73.9000458333 -60.8617083333
J0455-3347 (M4) ABDMG 4 55 38.614 - 33 47 54.63 22.75 0.07 -48.88 0.09 22.46 0.05 "" "" "" "" "" 0.874616743928 11.699 4873156411863186944 3423 1364042 73.910761 -33.798291 73.9108916667 -33.7985083333
J0456-3936 (M5) ABDMG 4 56 49.901 - 39 36 12.88 21.45 0.08 -35.28 0.09 22.62 0.05 "" "" "" "" "" 0.684921536334 13.436 4817239854679847424 3080 13912397 74.207793 -39.603415 74.2079208333 -39.6035777778
J0458+5606 (M8) ABDMG 4 58 0.482 + 56 6 59.82 39.19 0.31 -149.01 0.27 24.67 0.21 "" "" "" "" "" 2.62494850941 15.484 None None 252333785 74.50167 56.117321 74.5020083333 56.1166166667
J0500-2311 (M4) ABDMG 5 0 8.932 - 23 11 36.46 23.86 0.07 -48.73 0.08 15.7 0.05 "" "" "" "" "" 1.01618862028 13.123 2960923069151725696 3319 146420492 75.0371 -23.1932 75.0372166667 -23.1934611111
J0501-2932 (M4) ABDMG 5 1 33.768 - 29 32 0.27 20.67 0.14 -50.99 0.18 19.64 0.08 "" "" "" "" "" 0.812779104152 11.942 4876536104448958080 3400 13020091 75.3906 -29.5332 75.3907 -29.5334083333
J0503-2423 (M5) ABDMG 5 3 49.884 - 24 23 7.93 25.98 0.08 -40.17 0.1 17.04 0.06 26.0 5.0 "" "" 5 0.669939660272 14.018 2960561226747096448 3131 13071003 75.957705 -24.385405 75.95785 -24.3855361111
J0504+4024 (M5) ABDMG 5 4 41.454 + 40 24 0.79 15.93 0.18 -116.73 0.14 16.42 0.09 8.0 6.0 "" "" 5 1.55067888516 9.849 200653209849325312 4508 122106913 76.172198 40.400063 76.172725 40.4002194444
J0508-1413 (L2) ABDMG 5 8 16.602 - 14 13 49.57 18.5 1.0 -98.0 1.1 23.77 0.67 "" "" "" "" "" 1.60813967041 17.019 None None 169416954 77.06908 -14.229999 77.069175 -14.2304361111
J0508+4956 (M7) ABDMG 5 8 38.362 + 49 56 29.48 14.17 0.55 -178.26 0.47 26.95 0.35 "" "" "" "" "" 2.81917129586 15.275 None None 327871641 77.1597 49.9423 77.1598416667 49.9415222222
J0517-6634 (M6) ABDMG 5 17 49.02 - 66 34 51.81 22.84 0.14 37.4 0.16 20.1 0.08 "" "" "" "" "" 0.758127465245 14.847 4660457914698238208 None 179234597 79.453982 -66.58124 79.45425 -66.5810583333
J0526+1003 (M5) ABDMG 5 26 23.623 + 10 3 38.25 35.88 0.18 -207.38 0.14 37.68 0.12 "" "" "" "" "" 2.79191484978 12.31 None 2959 365694949 81.5984 10.0614 81.5984291667 10.060625
