RA,DEC
82.69608333333332,5.948222222222222
81.66179166666666,6.868638888888889
81.74995833333332,7.170305555555556
83.66008333333332,6.12686111111111
82.17537499999999,1.2269166666666669
82.16875,1.2259166666666668
81.31070833333332,4.196722222222222
82.81541666666665,5.662805555555556
81.71674999999999,6.472972222222222
84.32683333333333,13.581249999999999
84.335875,13.591944444444445
83.64545833333332,10.118388888888889
80.13258333333332,6.269861111111111
80.00120833333332,6.217666666666667
80.92691666666667,6.866138888888888
82.32912499999999,12.158194444444446
83.82337499999998,13.905000000000001
83.81770833333331,13.899833333333333
83.27391666666665,14.01013888888889
85.76474999999999,6.109444444444444
81.92970833333332,14.770027777777779
81.9335,14.766222222222222
80.66954166666665,-6.1066111111111105
81.38554166666667,6.426
79.87254166666665,10.635583333333333
81.31320833333332,0.5064444444444445
87.35966666666666,4.093861111111111
86.10195833333333,5.0365
79.93324999999999,5.583916666666666
78.359625,10.962194444444444
82.60608333333332,-2.940416666666667
81.95229166666665,6.76275
81.70358333333333,9.468194444444444
80.80991666666667,6.731416666666667
82.88708333333332,5.949916666666667
84.15383333333331,13.01025
81.66970833333333,7.207083333333333
82.99108333333332,-3.0601944444444444
83.02483333333332,-3.0210833333333333
79.45674999999999,9.972805555555556
80.98187499999999,11.017416666666668
83.75383333333332,11.428416666666665
81.125375,6.676361111111111
81.77641666666666,6.843805555555555
84.375,13.492888888888888
73.68654166666667,4.7735
75.69933333333333,12.382333333333333
76.38887499999998,0.7342777777777777
76.40216666666664,9.873583333333334
76.49249999999999,0.17113888888888887
77.26441666666666,1.7063333333333333
77.29866666666666,10.839472222222224
77.64954166666666,1.5083333333333333
78.45758333333332,12.208388888888889
78.793875,8.432333333333332
78.79395833333332,8.431027777777777
79.18724999999998,6.467583333333334
79.21104166666665,2.4537500000000003
79.33554166666666,-1.7380833333333334
79.41262499999999,4.68375
79.41337499999999,4.6835555555555555
79.66241666666666,-2.0386666666666664
79.76995833333332,8.433805555555557
79.81287499999998,1.7205555555555556
79.81649999999998,6.976583333333333
79.89379166666666,12.943444444444445
80.10420833333332,-2.868027777777778
80.21829166666664,12.742027777777777
80.25074999999998,-1.473
80.67795833333331,13.229083333333334
80.69733333333332,3.8248055555555553
80.76795833333333,0.6974722222222223
81.30237499999998,13.147805555555555
81.59424999999999,6.496666666666667
81.99108333333332,12.446472222222223
82.75616666666666,10.740805555555555
82.88737499999999,15.322222222222223
82.97383333333332,4.78625
82.97925,13.414194444444444
83.012625,-3.1645555555555553
83.15379166666665,-3.0389999999999997
83.19508333333333,6.50325
83.21841666666666,8.170944444444444
83.29416666666665,9.966527777777777
83.81337499999998,15.019583333333333
84.09908333333333,14.710805555555554
84.19258333333332,9.887305555555555
84.47691666666667,14.924305555555556
84.50424999999997,8.198916666666667
85.17008333333332,6.773833333333333
85.323,-1.0262499999999999
85.369625,-2.8023055555555554
85.41754166666666,3.003888888888889
85.57170833333332,-0.8013888888888889
85.57570833333332,2.6061944444444447
85.62395833333333,11.289333333333333
85.79041666666666,6.075777777777778
85.84875,2.8158055555555555
85.88841666666666,4.504777777777778
85.9885,-1.4171666666666667
86.02816666666665,4.773416666666667
86.15929166666665,5.672805555555556
86.16749999999999,11.40688888888889
86.18195833333333,-0.7369166666666667
86.28483333333332,10.031555555555556
86.43345833333333,13.812583333333334
86.50487499999998,2.374972222222222
86.56145833333333,-1.7862777777777776
86.59991666666664,-3.158777777777778
86.61583333333333,7.258666666666667
86.69174999999998,-1.4041388888888888
87.37662499999998,13.55263888888889
87.57466666666664,5.977416666666667
87.97462499999997,6.74875
88.04612499999999,6.289444444444444
88.09958333333334,5.304194444444445
88.19324999999999,-2.3964166666666666
88.23216666666667,-0.7407222222222222
88.29183333333332,1.6582777777777777
88.34862499999998,0.10769444444444445
88.68441666666666,2.036
88.93545833333333,2.5069444444444446
89.05445833333333,8.050944444444445
89.338375,5.037722222222222
89.345625,3.23175
89.36633333333333,-0.2215
89.51537499999999,0.8405833333333333
89.71658333333332,3.702777777777778
89.86912499999998,-0.46711111111111114
90.14108333333333,2.907583333333333
90.26995833333332,3.067888888888889
90.38354166666666,5.3798055555555555
90.39441666666664,9.978305555555556
90.628125,2.7866388888888887
91.03445833333332,11.01586111111111
91.06879166666666,1.8784166666666666
91.28783333333331,7.556444444444444
91.29766666666666,1.7461944444444446
91.31729166666666,4.804444444444444
91.46945833333332,8.333833333333335
91.67733333333332,4.790444444444445
