St,_2MASS,Rmag,Kmag,pmRA,pmDE,SpT1,mbol,DMph,DMkin,RV,vsini,SpT,EWHa,EWLi,Mm,u_Mm,n_Mm,f_Mm,Opt,Denis,_RA,_DE,RA,DEC
b'K',b'00240899-6211042',10.600000381469727,7.489999771118164,83.19999694824219,-51.900001525878906,b'M0.2',9.949999809265137,2.2799999713897705,3.4000000953674316,6.099999904632568,11.5,b'K7.2',-1.7599999904632568,179.6999969482422,b'Y',b'',b'Li',b'',2.0,1.0,6.03746,-62.1845,6.03746,-62.1845
b'K',b'04480066-5041255',10.699999809265137,7.920000076293945,54.29999923706055,14.100000381469727,b'K7.8',10.289999961853027,2.8299999237060547,3.700000047683716,19.200000762939453,5.599999904632568,b'K5.7',-1.149999976158142,10.600000381469727,b'Y',b'',b'RV',b'',2.0,0.0,72.00275,-50.69042,72.00275,-50.69042
b'K',b'23261069-7323498',10.899999618530273,7.940000057220459,72.0999984741211,-66.80000305175781,b'M1.5',10.5,2.2899999618530273,3.4000000953674316,9.199999809265137,33.099998474121094,b'K7.7',-3.380000114440918,132.89999389648438,b'Y',b'',b'Li',b'',2.0,1.0,351.54454,-73.39717,351.54454,-73.39717
b'C',b'00123485-5927464',8.800000190734863,6.699999809265137,58.599998474121094,-29.299999237060547,b'K5.8',8.890000343322754,2.0399999618530273,4.300000190734863,98.0,4.0,b'K3.1',1.190000057220459,-24.700000762939453,b'N',b'',b'Li',b'',2.0,2.0,3.14521,-59.46289,3.14521,-59.46289
b'C',b'00125703-7952073',13.0,8.75,80.9000015258789,-46.099998474121094,b'M3.4',11.4399995803833,2.0199999809265137,3.4000000953674316,9.399999618530273,9.300000190734863,b'M2.9',-4.949999809265137,15.5,b'Y',b'',b'RV',b'',2.0,4.0,3.23762,-79.86869,3.23762,-79.86869
b'C',b'00144767-6003477',13.0,8.829999923706055,91.30000305175781,-63.099998474121094,b'M3.5',11.5,2.0,3.0999999046325684,5.099999904632568,29.799999237060547,b'M3.6',-3.5299999713897705,18.899999618530273,b'Y',b'',b'RV',b'',2.0,1.0,3.69862,-60.06325,3.69862,-60.06325
b'C',b'00152752-6414545',11.800000190734863,8.4399995803833,80.19999694824219,-49.900001525878906,b'M1.5',11.0,2.799999952316284,3.5,6.699999809265137,6.5,b'M1.8',-3.2200000286102295,48.5,b'Y',b'',b'RV',b'',2.0,2.0,3.86467,-64.24847,3.86467,-64.24847
b'C',b'00155556-6137519',13.699999809265137,9.770000457763672,70.0999984741211,-42.20000076293945,b'M2.8',12.390000343322754,3.430000066757202,3.799999952316284,19.899999618530273,8.899999618530273,b'M3.0',-4.03000020980835,-0.6000000238418579,b'N',b'?',b'RV',b'',2.0,1.0,3.9815,-61.63108,3.9815,-61.63108
b'C',b'00173041-5957044',10.399999618530273,7.639999866485596,112.80000305175781,-68.5999984741211,b'K7.9',10.029999732971191,2.5,2.799999952316284,-1.899999976158142,4.599999904632568,b'K7.1',0.5899999737739563,-24.0,b'N',b'',b'H{alpha}',b'',2.0,1.0,4.37671,-59.95122,4.37671,-59.95122
b'C',b'00220446-1016191',10.300000190734863,8.670000076293945,63.0,-44.400001525878906,b'K7.5',10.979999542236328,3.7300000190734863,4.0,1.0,18.799999237060547,b'K7.0',-1.7599999904632568,17.399999618530273,b'N',b'?',b'RV',b'',1.0,1.0,5.51858,-10.27197,5.51858,-10.27197
b'C',b'00235732-5531435',14.800000190734863,10.239999771118164,91.9000015258789,-66.9000015258789,b'M4.0',12.949999809265137,3.0299999713897705,3.0999999046325684,5.300000190734863,6.900000095367432,b'M4.1',-5.050000190734863,24.399999618530273,b'Y',b'',b'RV',b'',2.0,1.0,5.98883,-55.52875,5.98883,-55.52875
b'C',b'00273330-6157169',13.699999809265137,9.470000267028809,87.5,-56.79999923706055,b'M3.5',12.15999984741211,2.6500000953674316,3.200000047683716,6.5,20.799999237060547,b'M4.0',-9.180000305175781,31.600000381469727,b'Y',b'',b'RV',b'',2.0,1.0,6.88875,-61.95469,6.88875,-61.95469
b'C',b'00275023-3233060',12.100000381469727,8.010000228881836,97.80000305175781,-60.900001525878906,b'M3.0',10.649999618530273,1.559999942779541,3.0999999046325684,9.5,5.5,b'M2.6',-5.5,-0.800000011920929,b'N',b'?',b'RV',b'',2.0,0.0,6.95929,-32.55167,6.95929,-32.55167
b'C',b'00284683-6751446',15.5,10.5,92.0,-43.79999923706055,b'M4.7',13.289999961853027,2.609999895095825,3.299999952316284,7.599999904632568,13.0,b'M4.5',-8.369999885559082,264.70001220703125,b'Y',b'',b'Li',b'',2.0,1.0,7.19512,-67.86239,7.19512,-67.86239
b'C',b'00302572-6236015',10.600000381469727,7.550000190734863,95.5,-48.400001525878906,b'K7.9',9.979999542236328,2.450000047683716,3.200000047683716,9.399999618530273,11.199999809265137,b'M2.2',-4.510000228881836,-21.700000762939453,b'Y',b'',b'RV',b'',2.0,0.0,7.60717,-62.60042,7.60717,-62.60042
b'C',b'00305785-6550058',13.5,8.949999809265137,83.5999984741211,-52.20000076293945,b'M4.0',11.649999618530273,1.7300000190734863,3.299999952316284,13.600000381469727,12.399999618530273,b'M3.6',-5.960000038146973,-18.700000762939453,b'N',b'?',b'RV',b'',2.0,0.0,7.74104,-65.83494,7.74104,-65.83494
b'C',b'00332438-5116433',13.5,9.010000228881836,94.69999694824219,-59.900001525878906,b'M2.4',11.630000114440918,2.930000066757202,3.0999999046325684,7.300000190734863,39.099998474121094,b'M3.4',-4.71999979019165,-2.299999952316284,b'Y',b'',b'RV',b'',2.0,2.0,8.35158,-51.27869,8.35158,-51.27869
b'C',b'00382147-4611043',15.100000381469727,10.960000038146973,60.900001525878906,-46.099998474121094,b'M4.1',13.649999618530273,3.619999885559082,4.0,15.0,9.5,b'M3.8',-10.970000267028809,33.20000076293945,b'N',b'?',b'RV',b'',2.0,0.0,9.58946,-46.18453,9.58946,-46.18453
b'C',b'00393579-3816584',11.100000381469727,7.860000133514404,100.19999694824219,-65.5,b'M1.8',10.4399995803833,2.0999999046325684,3.0,3.299999952316284,5.300000190734863,b'M1.4',-3.5199999809265137,20.600000381469727,b'Y',b'',b'RV',b'',3.0,0.0,9.89912,-38.28289,9.89912,-38.28289
b'C',b'00394063-6224125',15.0,10.380000114440918,104.0999984741211,-38.79999923706055,b'M4.2',13.100000381469727,2.9600000381469727,3.0999999046325684,6.699999809265137,19.100000381469727,b'M4.9',-8.699999809265137,495.0,b'Y',b'',b'Li',b'',2.0,1.0,9.91929,-62.40347,9.91929,-62.40347
b'C',b'00421010-5444431',12.899999618530273,8.930000305175781,89.4000015258789,-47.900001525878906,b'M3.0',11.59000015258789,2.5,3.299999952316284,5.900000095367432,6.699999809265137,b'M2.9',-6.260000228881836,-31.0,b'Y',b'',b'RV',b'',2.0,1.0,10.54208,-54.74531,10.54208,-54.74531
