designation,RA,DEC,glon,glat,w1mpro,w2mpro,w3mpro,w4mpro,pmra,pmdec,j_m_2mass,h_m_2mass,k_m_2mass,ra_2,raerr,dec_2,decerr,nobs,mobs,vjmag,bjmag,gmag,rmag,imag,evjmag,ebjmag,egmag,ermag,eimag,name,Separation
J034323.87-612603.5,55.8494661,-61.4343293,275.2749464,-45.3785022,10.059,10.029,9.864,9.046,-80,-22,10.863,10.269,10.096,55.849523,0.368,-61.434332,0.197,6,22,13.051,14.022,13.491,12.689,12.3,0.05,0.091,0.067,0.058,0.032,20162562,0.09842857153179492
J053328.57-393907.5,83.3690417,-39.6520971,244.775429,-31.3054437,11.254,11.289,11.323,9.3,-27,3,12.049,11.451,11.344,83.36918,0.204,-39.652013,0.303,3,15,13.994,15.026,14.502,13.66,13.319,0.008,0.036,0.012,0.014,0.008,20131894,0.4884762695604082
J053244.32-394328.0,83.1846763,-39.7244497,244.8274466,-31.4583857,12.378,12.412,11.966,8.951,5,55,13.128,12.61,12.652,83.184593,0.659,-39.724519,0.207,5,25,13.963,14.53,14.203,13.83,13.689,0.037,0.035,0.02,0.049,0.04,20131893,0.33976122653333635
J044613.52-703133.1,71.5563468,-70.5258719,282.3880001,-35.7362252,11.799,11.816,11.904,9.293,82,-9,12.502,11.963,11.873,71.555975,0.316,-70.525778,0.274,3,12,13.667,14.394,13.986,13.489,13.268,0,0.006,0.049,0,0.026,20132730,0.5598105524902668
J044153.41-712549.3,70.4725612,-71.430387,283.5842482,-35.7361569,11.612,11.645,11.637,9.621,0,0,12.224,11.742,11.726,70.472163,0.366,-71.430301,0.356,2,10,13.898,14.588,14.194,13.633,13.313,0.035,0.144,0.099,0.006,0.033,20132730,0.5515959146916547
J035909.70-705241.7,59.7904427,-70.8782766,284.9861353,-39.043433,9.826,9.836,9.781,9.37,-138,-4,10.401,9.947,9.864,59.790477,0.08,-70.878285,0.083,6,22,11.913,12.6,12.229,11.687,11.43,0.014,0.01,0.021,0.034,0.026,20162771,0.05050333475208003
J032218.41-612310.6,50.5767236,-61.3862789,277.2243494,-47.5144142,8.208,8.191,8.107,7.993,-86,-298,9.019,8.434,8.276,50.576752,0.25,-61.38627,0.254,5,13,11.355,12.445,11.913,10.874,10.434,0.012,0,0.01,0.004,0.031,20132562,0.05851438152892347
J033434.82-630332.2,53.6451032,-63.0589564,278.0107057,-45.3819996,10.774,10.751,10.652,9.289,180,-172,11.618,11.055,10.884,53.645195,0.178,-63.058995,0.197,3,15,13.812,14.944,14.354,13.36,12.923,0.015,0.031,0.025,0,0.009,20162623,0.20427783990738235
J034057.97-614215.8,55.2415531,-61.7044133,275.8164466,-45.4894972,9.728,9.712,9.547,8.819,2,-28,10.665,10.068,9.888,55.241547,0.113,-61.704425,0.125,4,22,12.96,14.095,13.508,12.544,12.084,0.04,0.055,0.041,0.032,0.039,20162562,0.04338723077415418
J041628.54-663654.1,64.1189455,-66.6150297,279.1832849,-39.760868,10.372,10.408,10.366,9.47,61,-56,11.04,10.502,10.438,64.11899,0.158,-66.615023,0.069,4,21,12.733,13.563,13.106,12.47,12.173,0.025,0.03,0.023,0.018,0.061,20162679,0.06800563971590598
J021629.85-614836.8,34.1244031,-61.8102449,286.5735543,-52.5323313,10.68,10.697,10.562,9.338,-35,44,11.505,10.905,10.779,34.124379,0.086,-61.810277,0.183,2,10,13.826,14.999,14.444,13.319,12.869,0.035,0.01,0.006,0.026,0.01,20132559,0.12261267584571228
J035141.96-632335.8,57.9248504,-63.393297,276.982371,-43.5684855,10.635,10.674,10.576,8.941,53,-17,11.431,10.838,10.766,57.924863,0.549,-63.393308,0.22,3,20,13.523,14.555,13.982,13.137,12.723,0.087,0.071,0.043,0.074,0.039,20162623,0.044506887238767875
J040259.15-645214.9,60.746487,-64.8708128,277.9426689,-41.779947,11.153,11.161,11.017,9.728,14,53,11.887,11.367,11.218,60.746426,0.153,-64.870768,0.103,4,20,13.785,14.709,14.232,13.486,13.158,0.021,0.055,0.04,0.037,0.028,20162624,0.18630039796066258
J041823.47-642113.7,64.5978132,-64.3538295,276.3809285,-40.5111594,11.677,11.702,11.538,8.918,-10,26,12.266,11.801,11.724,64.5978,0.215,-64.353827,0.15,4,12,13.804,14.513,14.136,13.604,13.36,0,0.01,0.014,0.047,0.035,20162624,0.022450199963994655
J045544.64-660423.3,73.9360221,-66.0731585,276.8149696,-36.2541718,11.108,11.124,10.819,9.189,20,-51,11.826,11.255,11.13,73.935935,0.165,-66.073168,0.198,4,21,13.838,14.808,14.303,13.489,13.151,0.036,0.024,0.024,0.027,0.035,20162681,0.13168889514059
J050421.56-661437.7,76.089861,-66.243827,276.7597396,-35.3681804,8.45,8.463,8.383,8.248,-63,120,9.315,8.768,8.637,76.089984,0.141,-66.243739,0.178,3,13,11.628,12.813,12.231,11.154,10.684,0.008,0.04,0.015,0.011,0.022,20162681,0.36356806750768716
J013040.38-670015.4,22.6682596,-67.0042945,297.0292752,-49.6717864,11.632,11.644,11.415,9.259,28,-3,12.323,11.838,11.732,22.668396,0.116,-67.004347,0.152,2,10,13.842,14.64,14.204,13.596,13.358,0.021,0.006,0.008,0,0.006,20132674,0.26929528568739636
J012730.06-662202.7,21.8752759,-66.3674408,297.2805625,-50.3631553,11.773,11.78,11.66,9.487,78,28,12.393,11.92,11.838,21.875343,0.345,-66.367447,0.139,2,10,13.945,14.759,14.351,13.714,13.445,0.006,0,0.01,0.011,0.018,20132618,0.0993731366183967
J052524.84-680807.6,81.3535159,-68.1354545,278.5288594,-33.003393,9.05,9.078,9.039,9.092,57,60,9.623,9.155,9.103,81.353474,0.58,-68.135498,0.4,2,10,10.928,11.614,11.416,10.77,10.554,0,0.016,0.049,0.057,0.025,20132682,0.16637057796531304
J045159.07-313536.4,72.9961533,-31.5934454,233.20535,-38.0505578,11.112,11.127,11.147,8.713,37,41,11.98,11.438,11.367,72.996311,0.351,-31.593379,0.358,4,32,13.991,15.046,14.518,13.558,13.209,0.038,0.038,0.03,0.017,0.056,20161563,0.5394316125580161
J042510.03-380221.4,66.291801,-38.0392971,240.7989904,-44.3131853,9.692,9.721,9.599,8.421,52,19,10.494,9.907,9.786,66.29182,0.123,-38.03931,0.203,5,26,12.511,13.582,13.06,12.122,11.759,0.017,0.014,0.032,0.031,0.035,20161783,0.07112497502032829
J041114.89-410746.0,62.8120811,-41.1294606,245.2248051,-46.9915372,11.764,11.761,11.955,8.974,-55,4,12.384,11.877,11.832,62.812111,0.247,-41.129477,0.265,6,18,13.986,14.8,14.355,13.774,13.493,0.025,0.036,0.005,0.05,0.087,20131888,0.10029569941454582
J041703.34-395723.2,64.2639195,-39.9564566,243.4758382,-45.9230938,11.251,11.261,11.184,8.913,49,26,11.918,11.442,11.306,64.263942,0.137,-39.956435,0.089,4,20,13.418,14.176,13.783,13.174,12.945,0.05,0.039,0.025,0.041,0.064,20131888,0.09950719297393323
J042356.28-405655.0,65.9845307,-40.9486208,244.8685692,-44.6048673,10.481,10.498,10.34,8.572,82,-15,11.207,10.663,10.55,65.984612,0.47,-40.948595,0.162,6,24,13.158,14.161,13.65,12.743,12.467,0.048,0.046,0.056,0.038,0.07,20161888,0.23978001873398316
J041159.96-360816.2,62.9998422,-36.1378421,237.9136827,-46.8497642,11.776,11.785,11.826,9.248,-17,46,12.435,11.968,11.923,62.999884,0.169,-36.137907,0.144,3,15,13.966,14.756,14.347,13.709,13.467,0.015,0.032,0.041,0.017,0.012,20161782,0.263356464028455
J041631.14-413503.3,64.1297689,-41.5842773,245.8202484,-45.9830622,10.645,10.664,10.638,8.915,23,-15,11.37,10.857,10.744,64.129739,0.103,-41.584268,0.127,5,25,13.22,14.198,13.696,12.875,12.594,0.038,0.05,0.054,0.03,0.056,20131888,0.08719626815102349
J041748.05-373713.9,64.4502232,-37.620541,240.1255214,-45.7500141,11.691,11.704,11.56,9.379,37,104,12.297,11.811,11.76,64.450252,0.312,-37.620513,0.212,4,20,13.843,14.624,14.193,13.597,13.314,0.02,0.037,0.04,0.026,0.068,20161783,0.13001788320204105
J041949.90-375221.4,64.9579536,-37.8726152,240.5049202,-45.3574025,10.771,10.772,10.516,8.807,9,54,11.561,10.973,10.834,64.957973,0.121,-37.87259,0.209,4,20,13.486,14.421,13.934,13.136,12.794,0.064,0.088,0.076,0.063,0.063,20161783,0.10615766955025355
J042622.03-361517.1,66.5918208,-36.2547521,238.3376242,-43.9641468,9.247,9.271,9.18,8.749,24,14,9.904,9.407,9.324,66.591846,0.046,-36.254768,0.047,4,20,11.518,12.324,11.882,11.279,10.987,0.009,0.042,0.02,0.011,0.039,20161783,0.09288835692562161
J042349.66-354741.7,65.9569529,-35.7949417,237.6414767,-44.4395477,11.48,11.509,11.277,8.966,-10,54,12.145,11.63,11.57,65.956934,0.177,-35.794969,0.165,4,20,13.804,14.623,14.172,13.533,13.27,0.042,0.029,0.026,0.016,0.044,20161783,0.1127151513490998
J041748.72-372706.9,64.4530159,-37.451923,239.8841571,-45.7418297,11.844,11.864,11.788,9.328,-7,126,12.725,12.214,12.127,64.4529,0.212,-37.451894,0.228,4,16,13.933,14.724,14.312,13.716,13.455,0.045,0.027,0.019,0.023,0.048,20161783,0.34729509520227053
J042832.64-400139.4,67.1360041,-40.0276287,243.5925841,-43.7231935,11.43,11.439,11.405,9.378,31,-77,12.155,11.676,11.569,67.136002,0.27,-40.027721,0.2,5,30,13.926,14.793,14.326,13.62,13.348,0.034,0.043,0.061,0.04,0.139,20161889,0.33233042340803587
J044201.09-393703.9,70.5045505,-39.6177705,243.1849445,-41.1212842,11.369,11.371,11.278,8.929,-1,28,11.982,11.498,11.459,70.504552,0.212,-39.617753,0.136,4,16,13.552,14.334,13.911,13.32,13.084,0.008,0.031,0.021,0.01,0.03,20161889,0.06313717715667569
J041517.79-393651.3,63.8241346,-39.614274,242.9870534,-46.2642755,11.175,11.178,11.226,8.944,0,0,11.891,11.325,11.242,63.824154,0.274,-39.614075,0.364,8,19,13.774,14.738,14.265,13.442,13.02,0.006,0.008,0.034,0.029,0.102,20161888,0.7184174102887158
J045624.29-312416.1,74.1012461,-31.4044843,233.2136133,-37.0895669,9.711,9.712,9.599,9.031,65,181,10.521,9.937,9.787,74.101249,0.138,-31.40451,0.156,3,30,12.888,14.081,13.477,12.367,11.976,0.022,0.016,0.006,0.011,0.021,20131449,0.0929481036166625
J042223.98-332058.2,65.5999392,-33.3495137,234.1907844,-44.4887972,10.992,10.99,11.039,9.123,84,4,11.761,11.202,11.074,65.599923,0.273,-33.349536,0.23,5,25,13.964,14.974,14.469,13.594,13.14,0.076,0.106,0.061,0.043,0.132,20161674,0.09390518949912041
J043928.54-395754.9,69.8689244,-39.9652636,243.6100859,-41.628738,10.1,10.098,9.988,9.333,10,26,10.848,10.285,10.173,69.868923,0.084,-39.965267,0.096,4,20,12.871,13.937,13.417,12.487,12.135,0.019,0.03,0.024,0.027,0.043,20161889,0.01283507050995584
J050018.09-373529.0,75.0753892,-37.5914069,241.0433786,-37.3648394,11.959,11.975,12.025,9.435,62,-66,12.502,12.044,12.044,75.075381,0.115,-37.591414,0.087,2,10,13.899,14.552,14.201,13.736,13.544,0,0,0.023,0.011,0.046,20131786,0.03464760747195941
J043551.27-404741.9,68.9636556,-40.7949884,244.6886518,-42.3507783,10.614,10.628,10.567,8.955,23,-15,11.458,10.865,10.704,68.963681,0.279,-40.794978,0.186,5,25,13.813,14.975,14.397,13.324,12.914,0.036,0.054,0.045,0.014,0.107,20161889,0.07870091951496941
J045142.49-321043.8,72.9270462,-32.1788466,233.9209391,-38.2218711,10.344,10.368,10.235,8.431,-28,-48,11.028,10.505,10.417,72.927041,0.129,-32.178861,0.081,4,18,12.774,13.646,13.195,12.494,12.234,0.026,0.013,0.008,0.046,0.029,20161563,0.05420729782293803
J044233.22-394259.5,70.6384292,-39.7165316,243.3243083,-41.0246612,13.284,13.313,12.307,8.921,NA,NA,13.924,13.337,13.297,70.639341,0.421,-39.715505,0.258,4,20,13.987,14.754,14.357,13.836,13.682,0.044,0.026,0.033,0.031,0.057,20161889,4.475938606339768
J045123.98-364959.9,72.8499365,-36.83331,239.7913523,-39.0224342,11.594,11.618,11.371,8.901,-47,100,12.156,11.695,11.686,72.850003,0.291,-36.833302,0.402,3,12,13.421,14.051,13.678,13.194,13.105,0.032,0,0.02,0.029,0.025,20131785,0.1937639852621799
J044812.72-342810.9,72.053033,-34.4696958,236.6554627,-39.3342887,9.416,9.408,9.284,8.786,18,-81,10.211,9.652,9.511,72.052986,0.07,-34.469708,0.089,4,20,12.348,13.453,12.901,11.913,11.525,0.041,0.014,0.046,0.045,0.052,20161675,0.146243667845112
J050113.05-412840.4,75.3044041,-41.4779102,245.9365978,-37.6233843,10.791,10.783,10.766,8.791,7,87,11.517,11.035,10.9,75.304385,0.067,-41.477867,0.065,2,10,13.054,13.897,13.42,12.842,12.526,0.045,0.036,0.017,0.032,0.06,20131891,0.16383023355094775
J045015.38-373809.4,72.5641189,-37.635966,240.7844236,-39.3441808,9.659,9.675,9.511,8.82,28,3,10.463,9.863,9.691,72.564149,0.14,-37.635946,0.099,2,10,12.63,13.743,13.196,12.184,11.826,0.032,0.012,0.018,0,0,20131785,0.11201574623119372
J043929.52-361154.9,69.8730294,-36.1986011,238.5984945,-41.3237328,11.654,11.66,11.49,9.377,-9,54,12.297,11.825,11.739,69.87303,0.135,-36.198602,0.215,4,20,13.845,14.599,14.193,13.576,13.328,0.07,0.04,0.031,0.057,0.081,20161784,0.003679113636030832
J044408.50-334519.3,71.0354524,-33.755388,235.5700226,-40.0571306,10.627,10.635,10.547,9.113,-18,-20,11.321,10.821,10.693,71.035465,0.139,-33.755401,0.134,3,15,13.126,14.082,13.577,12.815,12.506,0.014,0.025,0.04,0.011,0.04,20161675,0.060104218353154146
J042828.94-335345.1,67.1205975,-33.8958829,235.1546278,-43.2973704,9.434,9.447,9.39,9.124,-24,13,10.126,9.633,9.526,67.120596,0.084,-33.895877,0.049,4,20,11.872,12.802,12.322,11.574,11.285,0.022,0.042,0.031,0.013,0.012,20161674,0.02170779721460108
J045227.18-345138.0,73.1132656,-34.8605712,237.3246614,-38.5328852,8.86,8.864,8.76,8.668,-8,55,9.713,9.142,8.963,73.113283,0.095,-34.860564,0.11,3,15,11.92,13.077,12.502,11.457,11.065,0.025,0.014,0.027,0.037,0.051,20161676,0.05756474777384923
J044052.95-351525.3,70.2206426,-35.2570377,237.4011577,-40.9328297,10.911,10.92,10.742,9.141,0,0,11.655,11.101,10.936,70.220629,0.176,-35.257031,0.26,4,22,13.678,14.727,14.198,13.344,12.944,0.03,0.03,0.039,0.019,0.006,20161675,0.046691743521141346
J044600.22-384237.2,71.5009355,-38.7103453,242.0677455,-40.2828913,10.944,10.959,10.779,9.12,-31,46,11.722,11.152,11.149,71.500987,0.129,-38.71031,0.082,2,10,13.196,14.045,13.578,12.918,12.707,0.033,0.012,0.018,0.04,0.01,20131785,0.19255907100552222
J044048.77-353053.2,70.2032267,-35.5147963,237.7374918,-40.9789058,9.005,9.022,8.939,8.558,-34,-43,9.732,9.193,9.086,70.203252,0.156,-35.514814,0.056,4,21,11.564,12.534,12.035,11.252,10.905,0.015,0.026,0.013,0.019,0.056,20161784,0.09775674280997919
J043918.92-340450.1,69.8288678,-34.0805981,235.7990077,-41.0954164,10.86,10.897,10.817,8.883,-24,-104,11.405,10.939,11.222,69.828882,0.142,-34.080624,0.085,3,17,12.225,12.729,12.436,12.123,12.029,0.006,0.014,0.031,0.02,0.027,20161675,0.10240305214622379
J050538.25-382037.2,76.4093978,-38.3436877,242.1558806,-36.4265538,11.013,11.022,10.911,9.316,9,-54,11.703,11.195,11.079,76.4094,0.364,-38.34368,0.274,3,20,13.517,14.403,13.926,13.232,12.925,0.04,0.047,0.031,0.031,0.031,20131787,0.028407453698687374
J042701.80-325540.6,66.7575319,-32.9279542,233.7802905,-43.4738998,9.902,9.909,9.754,9.093,-24,108,10.658,10.182,10.056,66.757551,0.151,-32.927956,0.071,6,22,12.277,13.165,12.697,12,11.715,0.047,0.059,0.056,0.049,0.063,20161674,0.05807667277370557
J045810.76-385111.7,74.5448372,-38.8532579,242.5585757,-37.9365638,11.56,11.555,11.337,9.264,73,50,12.224,11.72,11.625,74.544869,0.135,-38.853231,0.094,2,10,13.856,14.702,14.261,13.603,13.338,0.017,0.018,0.01,0.017,0.012,20131786,0.1316284494941527
J042745.83-313937.3,66.9409852,-31.6603887,232.0879476,-43.1360428,11.221,11.244,11.033,8.863,-18,21,11.978,11.433,11.322,66.940973,0.2,-31.660408,0.187,5,25,13.92,14.984,14.425,13.55,13.149,0.053,0.067,0.031,0.019,0.094,20161562,0.0788986783584393
J044859.54-352903.2,72.2480997,-35.4842362,237.9831886,-39.3245034,10.806,10.807,10.848,9.051,-14,-82,11.636,11.053,10.911,72.248137,0.201,-35.484234,0.208,3,11,13.885,14.989,14.439,13.426,13.012,0.011,0.055,0.012,0,0.022,20161675,0.10962734640963674
J045547.48-351751.7,73.9478657,-35.2977102,238.0100601,-37.9264993,11.591,11.577,11.736,9.417,16,137,12.282,11.819,11.649,73.947895,0.119,-35.297729,0.161,3,15,13.741,14.538,14.096,13.49,13.27,0.055,0.076,0.059,0.057,0.067,20161676,0.10950722670466179
J044940.56-401212.3,72.4190313,-40.2034388,244.0847201,-39.6964909,10.308,10.295,10.151,9.026,-38,40,11.118,10.558,10.383,72.419047,0.432,-40.203421,0.129,3,16,13.52,14.701,14.114,13.043,12.615,0.033,0.012,0.037,0.024,0.231,20131890,0.07726373853188208
J050003.62-313627.0,75.0151123,-31.6075183,233.6653977,-36.3704086,13.608,13.621,12.305,8.714,NA,NA,14.368,13.865,13.746,75.014033,0.156,-31.608524,0.212,3,19,13.395,14.04,13.646,13.215,13.099,0.03,0.037,0.006,0.014,0.042,20131565,4.904915371289656
J043250.48-320524.3,68.2103472,-32.0901025,232.8953891,-42.1391514,8.408,8.434,8.396,8.686,-26,-14,9.048,8.581,8.515,68.210227,0.056,-32.09008,0.026,4,17,10.338,11.092,10.708,10.144,9.937,0.057,0.026,0.025,0.035,0.017,20161562,0.3754480293698599
J044004.75-321852.1,70.0198003,-32.3144726,233.5235621,-40.665176,10.57,10.583,10.506,9.303,-21,18,11.246,10.726,10.649,70.019783,0.084,-32.314466,0.095,4,20,12.757,13.562,13.135,12.523,12.28,0.032,0.026,0.049,0.038,0.022,20161562,0.05774883804431363
J045031.52-382843.8,72.6313468,-38.4788336,241.8756896,-39.3815487,11.191,11.206,11.087,9.394,8,26,11.872,11.368,11.279,72.631351,0.19,-38.478821,0.094,2,10,13.681,14.572,14.113,13.354,13.056,0,0.023,0.006,0.026,0,20131785,0.04687891458081241
J045011.47-411014.4,72.5478017,-41.1706768,245.3472332,-39.6648934,11.087,11.097,11.024,9.077,-6,-27,11.689,11.231,11.131,72.547843,0.199,-41.170678,0.161,4,20,13.371,14.154,13.708,13.094,12.967,0.052,0.026,0.021,0.053,0.311,20161991,0.11200249768338574
J045435.77-401108.4,73.6490644,-40.1856812,244.159913,-38.7585672,11.02,11.016,10.862,8.848,-19,20,11.744,11.16,11.069,73.649069,0.04,-40.185687,0.069,2,10,13.513,14.406,13.939,13.216,12.895,0,0.01,0.023,0.006,0.023,20131891,0.02441363459385338
J045547.44-353632.2,73.9476763,-35.6089576,238.4000014,-37.9747523,11.47,11.498,11.622,8.62,0,0,12.101,11.595,11.552,73.947677,0.075,-35.608967,0.057,3,11,13.68,14.452,14.011,13.446,13.171,0,0.024,0.006,0.006,0.039,20161676,0.033901963337572866
J045259.13-400856.9,73.2464058,-40.1491584,244.0793378,-39.0620143,10.435,10.449,10.356,9.029,24,14,11.151,10.573,10.481,73.246411,0.046,-40.149162,0.031,2,10,12.966,13.9,13.429,12.683,12.323,0.006,0.02,0.034,0.03,0.021,20131891,0.019305658145731132
J050221.47-373912.0,75.5894854,-37.6533495,241.1909451,-36.9701078,11.209,11.22,11.164,9.486,-26,-9,11.896,11.409,11.339,75.589446,0.118,-37.653391,0.092,2,10,13.618,14.488,14.017,13.339,13.08,0.024,0.023,0.036,0.014,0.023,20131786,0.18689872543886563
J050258.54-390938.7,75.7439312,-39.1607725,243.0822765,-37.047683,10.639,10.671,10.636,9.275,-24,16,11.181,10.725,10.678,75.743929,0.074,-39.160772,0.054,2,10,12.058,12.587,12.269,11.953,11.819,0.017,0.015,0.008,0.039,0.03,20131786,0.006399352308246671
J044024.25-173408.2,70.1010701,-17.5689583,215.3191747,-36.637262,10.459,10.477,10.413,8.818,23,15,11.183,10.61,10.477,70.101069,0.13,-17.568968,0.1,8,40,13.249,14.218,13.722,12.873,12.498,0.021,0.04,0.049,0.015,0.027,20160955,0.03512348449813454
J043636.11-174723.7,69.1504597,-17.7899392,215.1701264,-37.561933,10.178,10.176,10.068,9.28,-38,-40,11.023,10.488,10.287,69.15042,0.175,-17.78994,0.15,8,37,13.296,14.337,13.827,12.879,12.418,0.065,0.068,0.065,0.063,0.041,20160955,0.13611647358470128
J052420.63-304807.6,81.0859841,-30.8021362,234.1984416,-31.1352059,10.774,10.763,10.685,8.836,28,-6,11.51,10.994,10.842,81.085993,0.377,-30.802167,0.335,7,146,13.456,14.405,13.888,13.094,12.751,0.026,0.035,0.031,0.024,0.066,20180000,0.11424425614915318
J052658.52-301405.4,81.7438432,-30.2348417,233.736424,-30.4384566,11.079,11.079,10.916,8.731,-5,82,11.855,11.273,11.124,81.743857,0.487,-30.234865,0.51,7,161,13.867,14.865,14.318,13.473,13.111,0.038,0.064,0.042,0.035,0.044,20180000,0.09422393155051946
J052542.47-293515.1,81.4269592,-29.5875476,232.9269591,-30.5268601,9.767,9.772,9.576,9.033,-20,19,10.436,9.956,9.803,81.426952,0.149,-29.587545,0.153,7,90,12.506,13.364,12.904,12.204,11.843,0.434,0.585,0.531,0.382,0.33,20180000,0.024406255268366154
J051548.25-215846.6,78.9510468,-21.9796284,223.7331384,-30.3405083,12.837,12.833,12.186,8.838,117,187,13.521,13.017,12.87,78.950318,0.222,-21.978045,0.487,3,16,13.95,14.473,14.185,13.811,13.693,0.03,0.02,0.023,0.005,0,20161210,6.1977583470917645
J054647.84-284328.8,86.6993536,-28.7246925,233.5224909,-25.8722775,9.983,9.979,9.85,9.356,52,-19,10.771,10.227,10.097,86.699362,0.215,-28.724673,0.205,4,12,12.809,13.817,13.301,12.43,12.087,0.076,0.089,0.054,0.036,0.053,20131453,0.07504184398742231
J054707.82-282846.5,86.782619,-28.4796084,233.2894137,-25.7260738,11.416,11.446,11.251,9.265,34,-76,12.106,11.587,11.513,86.782541,0.197,-28.479684,0.26,2,10,13.816,14.645,14.211,13.549,13.276,0.006,0.062,0.006,0,0.025,20131335,0.3674110710944652
J051651.38-283254.3,79.2141193,-28.548429,231.139578,-32.1044995,11.735,11.74,11.58,8.567,-54,9,12.365,11.89,11.851,79.214121,0.229,-28.548446,0.405,4,19,13.885,14.604,14.199,13.672,13.4,0.059,0.035,0.035,0.039,0.057,20180132,0.06143565898414652
J051632.57-281326.2,79.1357261,-28.2239535,230.7488941,-32.0823006,11.621,11.637,11.504,9.256,31,46,12.326,11.761,11.699,79.135685,0.306,-28.224036,0.279,3,18,13.916,14.775,14.291,13.707,13.43,0.015,0.055,0.022,0.014,0.051,20180132,0.3243530652573234
J055626.88-281120.7,89.1120028,-28.1891097,233.7137199,-23.6915097,9.938,9.945,9.836,9.282,49,67,10.709,10.193,10.041,89.112035,0.247,-28.18909,0.178,4,47,12.676,13.674,13.112,12.342,11.953,0.024,0.034,0.042,0.02,0.022,20131335,0.12437275925700032
J043111.73-213443.9,67.7989148,-21.5788812,219.2103584,-40.0245678,10.405,10.399,10.276,9.058,27,-78,11.2,10.603,10.446,67.798919,0.307,-21.578892,0.114,5,21,13.453,14.614,14.049,12.977,12.553,0.018,0.02,0.011,0.011,0.042,20161082,0.041344233065464475
J052140.86-170218.6,80.4202623,-17.0385252,219.0272639,-27.2845156,10.348,10.352,10.276,8.709,-32,-45,11.199,10.607,10.441,80.420245,0.072,-17.038504,0.095,2,10,13.364,14.455,13.878,12.956,12.49,0.01,0.036,0.021,0.011,0.023,20130830,0.09680143047632173
J050622.41-163208.1,76.5933756,-16.5355974,216.914801,-30.487094,11.072,11.086,11.177,8.705,16,23,11.701,11.25,11.143,76.593338,0.114,-16.53557,0.086,5,21,13.262,14.036,13.615,12.979,12.753,0.039,0.02,0.027,0.027,0.032,20160958,0.16299696391617713
J050650.72-170525.6,76.7113747,-17.0904661,217.5612283,-30.5903364,11.106,11.112,11.297,8.959,3,27,11.753,11.282,11.163,76.711372,0.119,-17.090486,0.077,4,20,13.426,14.278,13.815,13.156,12.845,0.017,0.043,0.034,0.028,0.009,20160958,0.07223993527537335
J053729.83-291919.7,84.3742946,-29.3221436,233.4702339,-27.9907664,11.596,11.61,11.363,9.165,27,48,12.254,11.745,11.671,84.374251,0.111,-29.322152,0.131,3,12,13.96,14.8,14.386,13.699,13.421,0.045,0.041,0.021,0.008,0.006,20180137,0.14015155927565975
