HIP,Memb,Simbad,_RA,_DE,RA,DEC
61087.0,88.0,b'Simbad',187.80267,-61.90874,187.80267,-61.90874
61257.0,84.0,b'Simbad',188.30078,-52.08284,188.30078,-52.08284
61265.0,67.0,b'Simbad',188.33304,-54.98113,188.33304,-54.98113
61426.0,54.0,b'Simbad',188.81055,-55.89299,188.81055,-55.89299
61498.0,81.0,b'Simbad',189.0043,-39.86951,189.0043,-39.86951
61585.0,71.0,b'Simbad',189.29591,-69.13556,189.29591,-69.13556
61639.0,84.0,b'Simbad',189.53022,-55.93122,189.53022,-55.93122
61684.0,73.0,b'Simbad',189.67824,-68.76365,189.67824,-68.76365
61782.0,84.0,b'Simbad',189.94248,-49.19876,189.94248,-49.19876
61796.0,61.0,b'Simbad',189.98272,-66.51114,189.98272,-66.51114
62026.0,77.0,b'Simbad',190.70733,-55.947,190.70733,-55.947
62032.0,73.0,b'Simbad',190.7286,-50.81669,190.7286,-50.81669
62058.0,80.0,b'Simbad',190.78825,-56.17623,190.78825,-56.17623
62134.0,83.0,b'Simbad',191.00807,-53.50572,191.00807,-53.50572
62171.0,78.0,b'Simbad',191.11081,-54.34671,191.11081,-54.34671
62179.0,64.0,b'Simbad',191.14568,-57.28692,191.14568,-57.28692
62327.0,84.0,b'Simbad',191.59464,-56.48882,191.59464,-56.48882
62427.0,65.0,b'Simbad',191.91127,-58.41573,191.91127,-58.41573
62428.0,81.0,b'Simbad',191.91334,-58.29757,191.91334,-58.29757
62431.0,59.0,b'Simbad',191.92422,-58.43217,191.92422,-58.43217
62434.0,73.0,b'Simbad',191.93029,-59.68877,191.93029,-59.68877
62657.0,83.0,b'Simbad',192.58216,-49.8636,192.58216,-49.8636
62683.0,62.0,b'Simbad',192.67152,-33.9993,192.67152,-33.9993
62786.0,55.0,b'Simbad',192.98721,-39.68043,192.98721,-39.68043
63003.0,68.0,b'Simbad',193.64844,-57.17792,193.64844,-57.17792
63005.0,81.0,b'Simbad',193.65369,-57.16867,193.65369,-57.16867
63007.0,83.0,b'Simbad',193.66326,-59.1467,193.66326,-59.1467
63041.0,83.0,b'Simbad',193.76628,-63.64078,193.76628,-63.64078
63204.0,87.0,b'Simbad',194.24259,-54.58735,194.24259,-54.58735
63210.0,75.0,b'Simbad',194.26814,-51.19875,194.26814,-51.19875
63272.0,84.0,b'Simbad',194.49076,-52.61515,194.49076,-52.61515
63439.0,70.0,b'Simbad',194.99951,-50.38958,194.99951,-50.38958
63836.0,85.0,b'Simbad',196.24769,-47.39682,196.24769,-47.39682
63839.0,73.0,b'Simbad',196.2585,-64.44158,196.2585,-64.44158
63886.0,75.0,b'Simbad',196.38586,-58.53554,196.38586,-58.53554
63945.0,79.0,b'Simbad',196.5696,-48.46329,196.5696,-48.46329
63975.0,57.0,b'Simbad',196.64932,-46.03389,196.64932,-46.03389
64004.0,73.0,b'Simbad',196.72766,-49.90624,196.72766,-49.90624
64044.0,78.0,b'Simbad',196.8896,-52.90548,196.8896,-52.90548
64053.0,82.0,b'Simbad',196.90952,-53.45976,196.90952,-53.45976
64184.0,81.0,b'Simbad',197.31747,-60.30835,197.31747,-60.30835
64264.0,58.0,b'Simbad',197.58111,-32.80544,197.58111,-32.80544
64320.0,70.0,b'Simbad',197.74347,-52.5669,197.74347,-52.5669
64322.0,74.0,b'Simbad',197.74589,-62.08771,197.74589,-62.08771
64425.0,54.0,b'Simbad',198.07331,-59.92058,198.07331,-59.92058
64515.0,71.0,b'Simbad',198.3473,-50.69983,198.3473,-50.69983
64617.0,51.0,b'Simbad',198.66637,-46.85752,198.66637,-46.85752
64837.0,69.0,b'Simbad',199.37064,-42.93297,199.37064,-42.93297
64877.0,61.0,b'Simbad',199.4809,-61.01079,199.4809,-61.01079
64892.0,74.0,b'Simbad',199.52127,-44.05538,199.52127,-44.05538
64925.0,80.0,b'Simbad',199.60374,-45.76466,199.60374,-45.76466
64995.0,79.0,b'Simbad',199.83142,-59.47234,199.83142,-59.47234
65021.0,59.0,b'Simbad',199.93092,-67.36433,199.93092,-67.36433
65089.0,84.0,b'Simbad',200.11172,-49.22367,200.11172,-49.22367
65112.0,81.0,b'Simbad',200.1576,-52.74782,200.1576,-52.74782
65136.0,63.0,b'Simbad',200.21506,-48.72214,200.21506,-48.72214
65178.0,61.0,b'Simbad',200.35795,-43.63433,200.35795,-43.63433
65219.0,78.0,b'Simbad',200.48805,-51.28226,200.48805,-51.28226
65271.0,62.0,b'Simbad',200.65807,-60.98839,200.65807,-60.98839
65348.0,50.0,b'Simbad',200.90119,-42.53139,200.90119,-42.53139
65394.0,67.0,b'Simbad',201.03597,-53.7931,201.03597,-53.7931
65426.0,76.0,b'Simbad',201.15041,-51.50446,201.15041,-51.50446
65517.0,69.0,b'Simbad',201.4493,-48.24941,201.4493,-48.24941
65617.0,64.0,b'Simbad',201.80083,-59.63731,201.80083,-59.63731
65822.0,81.0,b'Simbad',202.40068,-47.87582,202.40068,-47.87582
65875.0,88.0,b'Simbad',202.5374,-58.48454,202.5374,-58.48454
65965.0,70.0,b'Simbad',202.87903,-46.73524,202.87903,-46.73524
66068.0,75.0,b'Simbad',203.16351,-44.45025,203.16351,-44.45025
66075.0,56.0,b'Simbad',203.17703,-55.82755,203.17703,-55.82755
66447.0,93.0,b'Simbad',204.32408,-40.89788,204.32408,-40.89788
66454.0,89.0,b'Simbad',204.34781,-46.42788,204.34781,-46.42788
66566.0,82.0,b'Simbad',204.67866,-44.51629,204.67866,-44.51629
66651.0,75.0,b'Simbad',204.94054,-54.14814,204.94054,-54.14814
66722.0,92.0,b'Simbad',205.15688,-44.33023,205.15688,-44.33023
66821.0,83.0,b'Simbad',205.43655,-54.55942,205.43655,-54.55942
66908.0,88.0,b'Simbad',205.68197,-43.18569,205.68197,-43.18569
67036.0,81.0,b'Simbad',206.06667,-51.01245,206.06667,-51.01245
67068.0,80.0,b'Simbad',206.18311,-49.29937,206.18311,-49.29937
67199.0,86.0,b'Simbad',206.56046,-54.68337,206.56046,-54.68337
67230.0,65.0,b'Simbad',206.64748,-62.06938,206.64748,-62.06938
67260.0,61.0,b'Simbad',206.794,-52.26926,206.794,-52.26926
67428.0,73.0,b'Simbad',207.2884,-54.22841,207.2884,-54.22841
67464.0,57.0,b'Simbad',207.37615,-41.68771,207.37615,-41.68771
67472.0,54.0,b'Simbad',207.40412,-42.47373,207.40412,-42.47373
67497.0,92.0,b'Simbad',207.4771,-50.23996,207.4771,-50.23996
