RIK,_2MASS,EWLi,e_EWLi,EWHa,e_EWHa,SpT,AV,D,_2M,Simbad,RA,DEC
18.0,b'J15561216-2354076',0.36000001430511475,0.07999999821186066,-8.4399995803833,0.07999999821186066,b'M5.0',0.4000000059604645,0.0,b'2M',b'Simbad',239.05070833333332,-23.90213888888889
19.0,b'J15562060-2336099',0.44999998807907104,0.019999999552965164,-4.630000114440918,0.05000000074505806,b'M3.5',0.5,0.0,b'2M',b'Simbad',239.0858333333333,-23.602777777777778
20.0,b'J15562491-2541202',0.27000001072883606,0.019999999552965164,-5.670000076293945,0.03999999910593033,b'M3.0',0.30000001192092896,0.0,b'2M',b'Simbad',239.1038333333333,-25.688972222222223
21.0,b'J15562511-2016159',0.6100000143051147,0.07000000029802322,-10.15999984741211,0.07999999821186066,b'M5.0',1.0,0.0,b'2M',b'Simbad',239.104625,-20.271055555555556
22.0,b'J15563425-2003332',0.6299999952316284,0.05999999865889549,-12.930000305175781,0.3499999940395355,b'M5.5',0.800000011920929,0.0,b'2M',b'Simbad',239.14274999999998,-20.059250000000002
23.0,b'J15564244-2039339',0.5400000214576721,0.019999999552965164,-3.759999990463257,0.10000000149011612,b'M3.5',0.6000000238418579,1.0,b'2M',b'Simbad',239.176875,-20.659499999999998
24.0,b'J15564769-1950077',0.6000000238418579,0.019999999552965164,-3.119999885559082,0.029999999329447746,b'M2.0',0.30000001192092896,0.0,b'2M',b'Simbad',239.19870833333331,-19.835444444444445
25.0,b'J15565545-2258403',0.5799999833106995,0.03999999910593033,-3.0999999046325684,0.15000000596046448,b'M0.5',0.10000000149011612,0.0,b'2M',b'Simbad',239.2310833333333,-22.977888888888888
26.0,b'J15570368-2304484',0.6800000071525574,0.019999999552965164,-9.640000343322754,0.05000000074505806,b'M4.5',0.800000011920929,0.0,b'2M',b'Simbad',239.26537499999998,-23.080083333333334
27.0,b'J15571674-2529192',0.6700000166893005,0.03999999910593033,-2.440000057220459,0.07000000029802322,b'M0.0',0.30000001192092896,0.0,b'2M',b'Simbad',239.31974999999997,-25.488694444444445
28.0,b'J15572391-2051453',0.6000000238418579,0.019999999552965164,-5.059999942779541,0.05000000074505806,b'M2.5',0.699999988079071,0.0,b'2M',b'Simbad',239.34966666666662,-20.86261111111111
29.0,b'J15572454-2038382',0.5199999809265137,0.03999999910593033,-3.4800000190734863,0.09000000357627869,b'M1.5',0.0,0.0,b'2M',b'Simbad',239.35229166666662,-20.643944444444443
30.0,b'J15573430-2321123',0.5799999833106995,0.019999999552965164,-6.369999885559082,0.05999999865889549,b'M1.0',0.5,1.0,b'2M',b'Simbad',239.3929583333333,-23.353416666666668
31.0,b'J15574247-2551354',0.5899999737739563,0.05999999865889549,-9.579999923706055,0.10000000149011612,b'M4.5',0.699999988079071,0.0,b'2M',b'Simbad',239.4269583333333,-25.85988888888889
32.0,b'J15580639-2340417',0.4399999976158142,0.029999999329447746,-3.4600000381469727,0.10999999940395355,b'M3.5',0.800000011920929,0.0,b'2M',b'Simbad',239.52666666666664,-23.678305555555557
33.0,b'J15580694-2623466',0.4399999976158142,0.019999999552965164,-5.239999771118164,0.03999999910593033,b'M2.5',0.4000000059604645,0.0,b'2M',b'Simbad',239.52891666666665,-26.396305555555553
34.0,b'J15581270-2328364',0.25,0.009999999776482582,0.8899999856948853,0.019999999552965164,b'K2.0',0.0,1.0,b'2M',b'Simbad',239.55291666666665,-23.476777777777777
35.0,b'J15581571-2021368',0.3499999940395355,0.07000000029802322,-9.359999656677246,0.3100000023841858,b'M5.0',0.4000000059604645,0.0,b'2M',b'Simbad',239.56554166666663,-20.360222222222223
36.0,b'J15581884-1915448',0.5299999713897705,0.019999999552965164,-3.809999942779541,0.03999999910593033,b'M1.5',0.699999988079071,0.0,b'2M',b'Simbad',239.57854166666664,-19.26247222222222
37.0,b'J15582855-2334190',0.41999998688697815,0.019999999552965164,-5.070000171661377,0.12999999523162842,b'M3.5',0.5,0.0,b'2M',b'Simbad',239.61899999999997,-23.57197222222222
38.0,b'J15583620-1946135',0.699999988079071,0.03999999910593033,-4.019999980926514,0.10000000149011612,b'M4.0',0.6000000238418579,1.0,b'2M',b'Simbad',239.6508333333333,-19.770416666666666
39.0,b'J15585820-2304352',0.6000000238418579,0.029999999329447746,-7.710000038146973,0.1899999976158142,b'M1.5',0.4000000059604645,0.0,b'2M',b'Simbad',239.74254166666663,-23.076444444444444
40.0,b'J15590193-2616329',0.5699999928474426,0.07999999821186066,-10.569999694824219,0.6100000143051147,b'M5.5',0.30000001192092896,0.0,b'2M',b'Simbad',239.75804166666663,-26.27583333333333
41.0,b'J15590864-2600545',0.49000000953674316,0.05000000074505806,-7.269999980926514,0.3499999940395355,b'M3.5',0.0,0.0,b'2M',b'Simbad',239.78604166666662,-26.01511111111111
42.0,b'J15593807-2603233',0.8100000023841858,0.07999999821186066,-16.239999771118164,0.10999999940395355,b'M5.5',0.699999988079071,0.0,b'2M',b'Simbad',239.90862499999994,-26.056527777777777
43.0,b'J15594426-2029232',0.6899999976158142,0.1899999976158142,-10.949999809265137,0.8600000143051147,b'M5.0',0.6000000238418579,1.0,b'2M',b'Simbad',239.9344583333333,-20.489833333333333
44.0,b'J15595270-2526292',0.47999998927116394,0.03999999910593033,-2.009999990463257,0.09000000357627869,b'M0.5',0.30000001192092896,0.0,b'2M',b'Simbad',239.96954166666663,-25.441444444444446
45.0,b'J15595995-2220367',0.5899999737739563,0.029999999329447746,-4.639999866485596,0.05000000074505806,b'M1.0',0.6000000238418579,0.0,b'2M',b'Simbad',239.99979166666662,-22.343555555555554
46.0,b'J16000704-2340487',0.6100000143051147,0.03999999910593033,-20.540000915527344,0.1599999964237213,b'M5.5',0.6000000238418579,0.0,b'2M',b'Simbad',240.029375,-23.680194444444446
47.0,b'J16001216-2157032',0.4300000071525574,0.029999999329447746,-4.369999885559082,0.14000000059604645,b'M2.5',0.0,0.0,b'2M',b'Simbad',240.0507083333333,-21.950916666666664
48.0,b'J16001330-2418106',0.5899999737739563,0.029999999329447746,-2.140000104904175,0.03999999910593033,b'M0.5',0.4000000059604645,0.0,b'2M',b'Simbad',240.05541666666664,-24.302972222222223
49.0,b'J16004056-2200322',0.41999998688697815,0.009999999776482582,0.2800000011920929,0.019999999552965164,b'K4.0',0.0,0.0,b'2M',b'Simbad',240.16899999999998,-22.008944444444445
50.0,b'J16004277-2127380',0.550000011920929,0.019999999552965164,-2.369999885559082,0.03999999910593033,b'M0.0',0.10000000149011612,0.0,b'2M',b'Simbad',240.17820833333332,-21.460555555555555
51.0,b'J16004309-2430503',0.3799999952316284,0.05999999865889549,-10.460000038146973,1.2300000190734863,b'M4.5',0.20000000298023224,0.0,b'2M',b'Simbad',240.1795833333333,-24.514027777777777
52.0,b'J16004973-2338432',0.6000000238418579,0.019999999552965164,-4.159999847412109,0.03999999910593033,b'M1.5',0.699999988079071,0.0,b'2M',b'Simbad',240.2072083333333,-23.645333333333333
53.0,b'J16004989-1928003',0.6100000143051147,0.05999999865889549,-5.380000114440918,0.18000000715255737,b'M1.5',0.699999988079071,0.0,b'2M',b'Simbad',240.207875,-19.466777777777775
54.0,b'J16005271-2523426',0.46000000834465027,0.07000000029802322,-4.110000133514404,0.10000000149011612,b'M3.0',0.0,0.0,b'2M',b'Simbad',240.2196666666666,-25.395194444444446
55.0,b'J16010896-2645104',0.4699999988079071,0.05000000074505806,-5.380000114440918,0.1899999976158142,b'M3.5',0.0,0.0,b'2M',b'Simbad',240.28737499999997,-26.752944444444445
56.0,b'J16011398-2516281',0.47999998927116394,0.03999999910593033,-5.880000114440918,0.15000000596046448,b'M4.0',0.0,1.0,b'2M',b'Simbad',240.30829166666663,-25.2745
57.0,b'J16012233-1937222',0.44999998807907104,0.019999999552965164,-2.5899999141693115,0.029999999329447746,b'M1.5',0.699999988079071,0.0,b'2M',b'Simbad',240.3430833333333,-19.62286111111111
58.0,b'J16012902-2509069',0.3400000035762787,0.029999999329447746,-129.4600067138672,13.899999618530273,b'M3.5',0.30000001192092896,1.0,b'2M',b'Simbad',240.37095833333328,-25.151916666666665
59.0,b'J16015987-1843457',0.36000001430511475,0.019999999552965164,-4.25,0.10000000149011612,b'M2.5',0.8999999761581421,0.0,b'2M',b'Simbad',240.49949999999998,-18.72936111111111
60.0,b'J16020039-2221237',0.6600000262260437,0.03999999910593033,-4.230000019073486,0.05000000074505806,b'M1.0',0.699999988079071,0.0,b'2M',b'Simbad',240.501625,-22.35663888888889
61.0,b'J16020845-2254588',0.6700000166893005,0.029999999329447746,-3.5,0.05000000074505806,b'M1.0',0.6000000238418579,0.0,b'2M',b'Simbad',240.53520833333334,-22.916416666666667
62.0,b'J16021489-2438325',0.6600000262260437,0.09000000357627869,-15.329999923706055,0.46000000834465027,b'M5.5',0.699999988079071,0.0,b'2M',b'Simbad',240.5620416666667,-24.64238888888889
63.0,b'J16022357-2259332',0.49000000953674316,0.09000000357627869,-13.90999984741211,1.2300000190734863,b'M6.0',1.0,0.0,b'2M',b'Simbad',240.5982083333333,-22.992583333333336
64.0,b'J16022461-2200248',0.7200000286102295,0.03999999910593033,-3.9200000762939453,0.07000000029802322,b'M1.5',0.0,0.0,b'2M',b'Simbad',240.60254166666664,-22.006888888888888
65.0,b'J16023587-2320170',0.5299999713897705,0.029999999329447746,-8.460000038146973,1.340000033378601,b'M3.5',0.6000000238418579,1.0,b'2M',b'Simbad',240.64954166666666,-23.338083333333334
66.0,b'J16024448-2543323',0.44999998807907104,0.03999999910593033,-8.789999961853027,1.5,b'M4.0',0.0,0.0,b'2M',b'Simbad',240.68533333333332,-25.725638888888888
67.0,b'J16030177-2626218',0.46000000834465027,0.029999999329447746,-2.950000047683716,0.15000000596046448,b'M0.0',0.0,0.0,b'2M',b'Simbad',240.75737499999997,-26.439416666666666
68.0,b'J16031491-2234454',0.47999998927116394,0.05000000074505806,-15.5,9.0600004196167,b'M4.5',0.30000001192092896,0.0,b'2M',b'Simbad',240.81212499999995,-22.579305555555557
69.0,b'J16032599-2627320',0.8299999833106995,0.07000000029802322,-9.270000457763672,0.10999999940395355,b'M4.5',0.4000000059604645,0.0,b'2M',b'Simbad',240.85825,-26.458944444444445
70.0,b'J16033777-1845083',0.5600000023841858,0.03999999910593033,-4.650000095367432,0.07999999821186066,b'M1.0',0.5,0.0,b'2M',b'Simbad',240.90737499999997,-18.752305555555555
71.0,b'J16033829-1854076',0.550000011920929,0.019999999552965164,-4.369999885559082,0.03999999910593033,b'M1.0',0.800000011920929,0.0,b'2M',b'Simbad',240.9095833333333,-18.90213888888889
72.0,b'J16033922-1851294',0.5899999737739563,0.029999999329447746,-2.2799999713897705,0.14000000059604645,b'M2.5',0.6000000238418579,0.0,b'2M',b'Simbad',240.91341666666668,-18.85813888888889
73.0,b'J16034695-2245246',0.41999998688697815,0.03999999910593033,-3.859999895095825,0.3100000023841858,b'M1.5',0.0,0.0,b'2M',b'Simbad',240.94562499999998,-22.75686111111111
