err_flux,flux,time
0.001818183,1.0001022,1325.5653769073003
0.0018180336,1.0000589,1325.5667658033683
0.0018168937,0.9992765,1325.5681546994372
0.001820408,1.0036017,1325.5695435955065
0.0018166488,0.9962677,1325.570932491575
0.0018165773,0.99623495,1325.5723213876438
0.0018178574,0.9992742,1325.5737102837127
0.0018209849,1.0029736,1325.575099179781
0.0018205451,1.0006547,1325.5764880760828
0.0018193282,0.9998382,1325.5778769721512
0.0018192693,0.9984635,1325.5792658682208
0.0018187527,0.9987995,1325.5806547642894
0.0018190256,0.9976597,1325.5820436603583
0.001820095,1.0017498,1325.5834325564276
0.0018196792,1.0005287,1325.5848214524956
0.0018188977,0.9966515,1325.5862103485645
0.0018194105,0.9983428,1325.5875992446338
0.0018176907,0.9959508,1325.5889881409346
0.0018197923,1.0010718,1325.590377037003
0.0018207757,1.0008172,1325.5917659330726
0.0018208426,0.99903667,1325.5931548291408
0.0018208747,1.001129,1325.5945437252092
0.0018202686,0.9990306,1325.5959326212785
0.0018201531,0.99954885,1325.597321517348
0.0018225004,1.0005306,1325.5987104136495
0.0018213191,0.9999357,1325.6000993097175
0.0018218276,1.0004376,1325.6014882057868
0.0018209204,0.9986875,1325.6028771018557
0.0018200168,0.99862057,1325.6042659979237
0.0018208018,0.9988175,1325.605654893993
0.0018210711,0.9981589,1325.6070437900619
0.0018211904,0.99810314,1325.6084326863631
0.0018216956,1.0009389,1325.6098215824327
0.001822218,1.0004172,1325.6112104785009
0.0018205005,1.0000796,1325.6125993745693
0.0018205519,0.99919814,1325.6139882706386
0.0018212127,1.0008105,1325.6153771667075
0.0018223651,0.9985791,1325.616766063009
0.001821729,1.0007527,1325.6181549590776
0.0018215624,0.9978422,1325.619543855147
0.0018236474,1.0024302,1325.6209327512158
0.0018216294,0.9990003,1325.6223216472838
0.001821869,0.9996009,1325.623710543586
0.001823197,1.0007048,1325.6250994396548
0.0018208757,0.9985072,1325.6264883357228
0.001822741,1.0024714,1325.6278772317921
0.001821832,0.9996076,1325.6292661278608
0.0018216409,1.000072,1325.6306550241623
0.0018222079,1.0006583,1325.6320439202316
0.0018209623,1.0001545,1325.6334328163005
0.0018218404,1.0001163,1325.6348217123689
0.0018200313,0.9967727,1325.6362106084378
0.0018218883,0.9996657,1325.6375995047395
0.001822521,0.9999963,1325.6389884008079
0.0018208309,0.99932516,1325.6403772968767
0.0018203463,0.9977344,1325.641766192946
0.001820843,0.9990258,1325.643155089015
0.0018191858,0.9968755,1325.6445439853157
0.0018219386,1.0003368,1325.645932881385
0.001820869,0.99873745,1325.6473217774535
0.0018213232,0.99988776,1325.6487106735217
0.0018221586,0.99997807,1325.650099569824
0.0018219122,0.99970686,1325.6514884658934
0.0018207089,1.0008645,1325.6528773619614
0.0018221268,0.9999701,1325.65426625803
0.0018232871,1.0022035,1325.6556551543324
0.001821634,1.0003232,1325.6570440504008
0.0018217206,1.0001062,1325.6584329464697
0.0018209204,1.0003899,1325.6598218425381
0.0018223671,1.0015267,1325.6612107388398
0.0018224512,0.99945366,1325.6625996349087
0.0018228677,1.0010215,1325.6639885309771
0.0018185715,0.99616003,1325.665377427046
0.0018224461,1.0005273,1325.6667663233475
0.0018204643,0.9978076,1325.668155219417
0.0018198537,0.9985202,1325.6695441154864
0.0018216023,1.0004334,1325.6709330117872
0.0018212261,0.9994468,1325.6723219078556
0.0018199906,0.9982786,1325.6737108039251
0.0018214319,1.0022236,1325.6750996999933
0.0018207263,0.9990793,1325.6764885962946
0.0018208883,1.0007789,1325.677877492364
0.0018202348,1.000179,1325.6792663884328
0.0018193853,0.99808174,1325.6806552847345
0.0018208924,1.0010235,1325.682044180803
0.0018207399,0.998754,1325.6834330768722
0.0018211654,0.9993943,1325.684821972941
0.0018203857,0.99974185,1325.686210869242
0.0018213234,1.0003883,1325.6875997653112
0.0018215165,1.000356,1325.68898866138
0.0018213105,0.9998565,1325.6903775576814
0.0018218206,1.0006053,1325.691766453751
0.0018204727,0.9973472,1325.693155349819
0.0018226866,1.0030717,1325.6945442461204
0.001822337,1.0006225,1325.6959331421897
0.0018222746,1.000624,1325.6973220382577
0.0018201802,0.9999667,1325.6987109345594
0.0018221764,1.0012808,1325.7000998306287
0.0018212496,0.9976778,1325.701488726698
0.0018213828,0.99934125,1325.7028776229997
0.0018225521,1.003581,1325.7042665190677
0.0018214379,0.99943584,1325.705655415137
0.0018225126,1.0016835,1325.7070443114387
0.0018208021,0.9983985,1325.7084332075067
0.0018246515,1.0045842,1325.709822103576
0.0018218694,0.998438,1325.7112109998775
0.001823697,1.0021894,1325.7125998959461
0.0018214482,0.9994991,1325.7139887920155
0.0018215018,0.99920535,1325.7153776883163
0.001822483,1.0002658,1325.7167665843851
0.0018218011,0.9983747,1325.7181554804545
0.0018227372,1.0003277,1325.7195443767562
0.0018229121,0.99873596,1325.7209332728246
0.0018229493,1.0022664,1325.7223221688935
0.001823019,1.0006288,1325.723711065195
0.0018231567,1.0031868,1325.7250999612636
0.0018233182,1.0005461,1325.7264888575653
0.0018241474,1.0020075,1325.7278777536346
0.0018234823,1.002023,1325.729266649703
0.001822229,0.99850523,1325.730655546004
0.0018232645,0.9999444,1325.7320444420736
0.0018242161,1.0012652,1325.733433338142
0.0018241856,1.001234,1325.7348222344428
0.0018247523,1.0028837,1325.7362111305124
0.0018230288,1.0008006,1325.7376000268148
0.0018233255,1.0000169,1325.7389889228832
0.0018230727,0.99927336,1325.740377818952
0.0018248622,1.0002795,1325.7417667152533
0.0018232658,0.99975,1325.7431556113222
0.0018263444,1.0018853,1325.744544507624
0.0018243141,1.0016725,1325.7459334036923
0.0018252048,1.0005697,1325.7473222997612
0.001826605,1.0021269,1325.7487111960625
0.0018244875,0.9994654,1325.750100092132
0.001826443,1.000363,1325.7514889884335
0.001825064,1.0003232,1325.7528778845015
0.0018250361,0.99864596,1325.7542667805708
0.0018270254,1.0016639,1325.7556556768732
0.0018261542,1.0003513,1325.7570445729414
0.0018268455,1.0000414,1325.7584334692426
0.0018248413,0.99771184,1325.759822365312
0.0018277172,1.0038521,1325.7612112613808
0.001825704,0.99837774,1325.7626001576823
0.0018281592,1.0019468,1325.763989053751
0.0018251818,0.9971951,1325.7653779500527
0.001826116,1.0002339,1325.766766846121
0.0018283662,1.0014108,1325.7681557424228
0.0018268604,0.99766666,1325.7695446384917
0.0018281818,1.0017914,1325.77093353456
0.0018279945,1.0009539,1325.7723224308622
0.001826829,0.9980227,1325.7737113269316
0.00182777,0.99889433,1325.7751002232326
0.0018286632,1.0003654,1325.7764891193012
0.0018270749,0.99824136,1325.7778780156034
0.0018299049,1.0018854,1325.7792669116714
0.0018290004,1.001006,1325.780655807973
0.0018276162,0.9980566,1325.7820447040424
0.0018284095,0.99872935,1325.7834336001104
0.0018292909,1.0001038,1325.784822496412
0.0018294486,1.0006659,1325.7862113924814
0.00183015,1.0024962,1325.7876002887836
0.0018290265,0.99850905,1325.7889891848524
0.0018287933,0.9988221,1325.7903780811532
0.0018303446,1.0019282,1325.7917669772226
0.0018288883,0.9985584,1325.7931558735238
0.0018300114,1.0005903,1325.794544769592
0.0018309496,1.00223,1325.7959336658944
0.0018299553,0.99812925,1325.7973225619628
0.001830656,1.0019277,1325.7987114582645
0.0018319258,1.0014801,1325.8001003543338
0.0018295788,0.99915695,1325.8014892504018
0.0018316424,0.9998759,1325.8028781467035
0.0018301641,0.9964297,1325.8042670427728
0.0018330483,1.0027319,1325.805655939074
0.0018305093,0.9988639,1325.807044835143
0.0018312339,0.99903774,1325.8084337314447
0.0018320341,1.0016284,1325.809822627514
0.0018297265,0.9977979,1325.8112115238152
0.0018336901,1.0030469,1325.8126004198834
0.0018313071,0.9996272,1325.8139893161858
0.0018329166,1.0009108,1325.8153782122542
0.0018317247,0.9997869,1325.816767108555
0.0018318518,1.0008565,1325.8181560046244
0.0018302749,0.99643874,1325.819544900926
0.0018322929,1.0000701,1325.820933796995
0.0018319838,0.9979939,1325.822322693297
0.0018321712,0.9996943,1325.8237115893655
0.0018322112,1.0007304,1325.8251004856672
0.0018310378,0.9983069,1325.826489381736
0.0018331658,1.0008404,1325.8278782780374
0.0018313798,0.9988704,1325.8292671741062
0.0018335623,1.0014163,1325.8306560704075
0.0018324817,1.0013146,1325.832044966477
0.0018330439,0.99978644,1325.8334338627785
0.0018346524,1.0019649,1325.8348227588465
0.0018336821,0.99949914,1325.8362116551486
0.0018335223,1.0009494,1325.8376005512175
0.0018350815,1.002659,1325.8389894475183
0.0018331101,0.9995088,1325.8403783435876
0.0018334865,1.0000751,1325.8417672398898
0.001832559,0.99785745,1325.8431561361915
0.0018341449,1.0000114,1325.8445450322602
0.0018340459,1.0012703,1325.8459339285616
0.0018333838,1.0007715,1325.8473228246305
0.0018347594,1.0024028,1325.8487117209318
0.0018332144,0.99945045,1325.8501006170006
0.0018325181,0.99920917,1325.851489513302
0.0018334755,1.000588,1325.8528784093708
0.0018324384,0.999229,1325.8542673056725
0.0018353637,1.0021225,1325.8556562017409
0.001833989,1.0013906,1325.8570450980426
0.0018342102,1.0012028,1325.858433994112
0.0018315992,0.9975438,1325.859822890414
0.0018331965,1.0012577,1325.8612117867149
0.0018328585,1.0000464,1325.8626006827838
0.0018321051,0.9999163,1325.863989579086
0.0018338145,0.9990623,1325.8653784751539
0.0018319387,0.99840426,1325.8667673714556
0.0018343976,1.0020759,1325.868156267525
0.0018331957,1.0009347,1325.8695451638264
0.0018330773,1.0013353,1325.870934059895
0.0018322453,0.999745,1325.8723229561967
0.0018326777,1.0008456,1325.873711852499
0.0018309788,0.9992451,1325.8751007485673
0.0018308293,0.99725693,1325.8764896448683
0.0018313699,0.9979732,1325.877878540938
0.0018321102,1.0012879,1325.8792674372392
0.00183018,0.99702567,1325.880656333308
0.001832353,1.0004562,1325.8820452296102
0.0018305324,0.9980638,1325.8834341256781
0.001831718,1.0005513,1325.8848230219799
0.001829014,0.9970065,1325.886211918282
0.0018306052,0.9994923,1325.88760081435
0.0018317987,1.0028193,1325.8889897106515
0.0018337243,1.0051496,1325.890378606721
0.0018326081,1.0025423,1325.8917675030232
0.0018309721,1.0001359,1325.8931563993244
0.0018311735,1.0005536,1325.8945452953924
0.0018302732,0.9979393,1325.8959341916948
0.0018296809,0.9997832,1325.8973230877634
0.0018298691,0.9984497,1325.8987119840642
0.0018282578,0.99693996,1325.9001008801336
0.0018302018,1.0002253,1325.9014897764353
0.001830295,0.9996884,1325.902878672737
0.001829382,0.99718094,1325.9042675688063
0.0018318323,1.0034785,1325.905656465107
0.0018292222,0.9990187,1325.9070453611755
0.001828622,0.9990506,1325.908434257478
0.001828964,0.9993066,1325.9098231537794
0.001828051,0.9988794,1325.9112120498482
0.0018295599,1.0006675,1325.9126009461495
0.0018281721,0.998618,1325.9139898422184
0.0018279279,0.99868053,1325.91537873852
0.0018282313,0.9984727,1325.9167676348213
0.0018299376,1.0019706,1325.9181565308907
0.0018304696,1.0026447,1325.9195454271924
0.0018307206,1.0033549,1325.9209343232603
0.0018300539,1.0010436,1325.9223232195625
0.0018301854,1.0019487,1325.9237121158642
0.0018308088,1.0050033,1325.9251010119322
0.0018311425,1.0020052,1325.9264899082343
0.0018279384,0.99940646,1325.9278788043036
0.0018304336,1.0027248,1325.9292677006054
0.0018286234,0.9996139,1325.9306565969066
0.0018300803,1.0015608,1325.9320454929755
0.0018285663,0.9995393,1325.933434389277
0.0018282497,1.0001836,1325.9348232855784
0.0018271839,0.99748904,1325.9362121816473
0.0018282214,0.9997363,1325.9376010779486
0.001829699,1.0018163,1325.9389899740174
0.0018269711,0.9979072,1325.9403788703196
0.0018294784,1.0013404,1325.9417677666213
0.0018284238,1.0004107,1325.9431566626893
0.0018293151,1.0017602,1325.9445455589914
0.0018292487,1.000037,1325.9459344552936
0.0018278408,0.9985226,1325.9473233513615
0.0018273874,0.99779385,1325.9487122476633
0.0018295058,1.0013748,1325.9501011437326
0.0018292074,1.0007666,1325.9514900400338
0.00182752,0.99915326,1325.9528789363355
0.0018272373,0.9998918,1325.9542678324044
0.0018283882,0.9999296,1325.9556567287057
0.0018274871,0.9989819,1325.9570456250074
0.0018299374,1.0020558,1325.958434521076
0.0018306102,1.0042528,1325.9598234173784
0.001828743,1.000585,1325.9612123136797
0.0018290418,1.0028583,1325.9626012097485
0.0018300748,1.002596,1325.9639901060507
0.0018275052,0.99877286,1325.9667678984204
0.0018286351,0.99989456,1325.9681567947225
0.0018284041,1.0002083,1325.9695456907905
0.001828126,1.0003244,1325.970934587092
0.0018286069,1.0002476,1325.9723234833943
0.0018272203,0.9981489,1325.9737123794628
0.0018268551,0.9994043,1325.9751012757645
0.0018294466,1.0021653,1325.9764901720657
0.0018284705,1.0005149,1325.9778790681353
0.0018271361,0.9991225,1325.9792679644368
0.0018289303,1.0013003,1325.9806568607376
0.0018293486,1.0020436,1325.9820457568069
0.0018271273,0.9970686,1325.9834346531086
0.0018284811,1.0003268,1325.9848235494094
0.0018280514,0.99977374,1325.9862124454787
0.0018271322,0.997675,1325.9876013417804
0.0018285335,1.0005028,1325.9889902380817
0.0018294477,0.99998397,1325.9903791341512
0.0018280555,0.99889517,1325.9917680304522
0.0018297373,1.0015284,1325.9931569265207
0.0018313574,1.0018926,1325.9945458228228
0.0018293335,1.0024432,1325.9959347191245
0.0018303114,1.0015517,1325.9973236151934
0.0018292317,1.0001184,1325.9987125114947
0.0018307009,1.002645,1326.0001014077968
0.0018295059,1.0008357,1326.0014903038657
0.0018298569,1.0016044,1326.0028792001665
0.0018292655,1.0013222,1326.0042680964686
0.0018284228,0.9984977,1326.0056569925375
0.0018304301,1.0011142,1326.0070458888383
0.0018311656,1.0033003,1326.0084347851405
0.0018278793,0.9986777,1326.0098236812094
0.0018312215,1.0039359,1326.0112125775106
0.0018300344,1.0002795,1326.0126014738128
0.001829593,1.0006057,1326.0139903698816
0.0018302667,0.9989888,1326.0153792661831
0.0018322456,1.0035177,1326.0167681624846
0.0018293035,0.9976884,1326.0181570587863
0.0018300284,1.0000716,1326.0195459548547
0.0018329431,1.0001867,1326.0209348511564
0.0018327752,1.0023564,1326.0223237474586
0.0018294068,0.99681455,1326.0237126435275
0.0018317933,1.0009618,1326.0251015398283
0.0018329598,1.0013492,1326.0264904361304
0.0018312959,0.99974567,1326.0278793321997
0.0018318013,1.0005282,1326.0292682285005
0.0018321495,0.9999415,1326.0306571248022
0.001834133,1.0031193,1326.0320460208716
0.0018335836,1.0009282,1326.0334349171728
0.0018317304,0.99938536,1326.0348238134745
0.0018327482,0.99977726,1326.0362127095434
0.001832366,1.0008448,1326.0376016058447
0.0018309697,0.99877185,1326.0389905021464
0.0018335597,1.0025767,1326.040379398215
0.0018356969,1.0037643,1326.0417682945165
0.0018350697,1.0036434,1326.0431571908182
0.0018301612,0.997408,1326.0445460868866
0.0018313053,0.99982226,1326.0459349831888
0.0018312982,0.9992278,1326.0473238794905
0.0018315315,0.9993803,1326.0487127757922
0.0018320283,0.99924296,1326.0501016718615
0.0018323867,0.9993917,1326.0514905681623
0.0018338278,1.001761,1326.0528794644638
0.0018304386,0.9965558,1326.0542683605333
0.0018340622,1.0020496,1326.0556572568341
0.0018332375,1.0009825,1326.0570461531354
0.0018343425,1.0015364,1326.0584350492047
0.001832333,0.99911404,1326.0598239455064
0.0018329635,1.0018631,1326.0612128418081
0.0018317563,0.9981755,1326.0626017378765
0.0018312427,0.99799156,1326.0639906341787
0.0018332476,1.000074,1326.0653795304804
0.0018336998,1.0018147,1326.0667684267812
0.0018333155,0.9997719,1326.0681573228505
0.0018346024,1.0039123,1326.0695462191522
0.0018327513,1.0007,1326.0709351154535
0.0018322916,0.9989882,1326.072324011523
0.0018352165,1.0022254,1326.073712907824
0.0018328478,0.9981282,1326.0751018041253
0.0018333702,1.002643,1326.0764907001947
0.0018340397,1.0017301,1326.0778795964954
0.0018337802,1.0007561,1326.0792684927972
0.0018314905,0.9976111,1326.0806573890993
0.0018336988,1.0018152,1326.0820462851686
0.0018339047,1.0005001,1326.0834351814703
0.0018338974,0.9991155,1326.0848240777711
0.0018366745,1.0049975,1326.0862129738405
0.0018329149,0.99926585,1326.0876018701422
0.001831933,0.9978791,1326.088990766443
0.0018341816,1.0018265,1326.0903796625123
0.0018339739,0.9995953,1326.0917685588138
0.0018326818,0.99993587,1326.0931574551153
0.001834979,1.0001445,1326.0945463514174
0.0018329296,0.99831283,1326.0959352474863
0.0018328935,0.9989758,1326.0973241437878
0.0018328049,0.99888736,1326.0987130400893
0.0018346327,1.0013808,1326.1001019361581
0.0018329598,0.99828476,1326.1014908324594
0.001832214,0.9965873,1326.102879728761
0.0018344488,1.0008081,1326.1042686250632
0.0018362174,1.0040785,1326.1056575211321
0.0018353584,1.001981,1326.107046417433
0.0018345331,1.0033346,1326.108435313735
0.0018345888,1.0018134,1326.1098242098035
0.0018327256,0.9982232,1326.1112131061045
0.0018331684,0.99820256,1326.112602002407
0.0018344823,1.0012838,1326.1139908984762
0.0018338925,1.0003823,1326.115379794777
0.0018347892,1.0017456,1326.1167686910785
0.001834884,0.9995096,1326.118157587381
0.0018352313,1.0006783,1326.1195464834493
0.001832967,0.99785125,1326.120935379751
0.0018340177,0.99989194,1326.1223242760523
0.0018336342,0.99867713,1326.1237131721211
0.0018320165,0.99591404,1326.1251020684228
0.0018354545,1.0012825,1326.126490964724
0.0018350611,1.0014844,1326.1278798610258
0.0018342478,0.9990628,1326.1292687570945
0.0018336802,1.0005237,1326.1306576533968
0.0018356774,1.0031093,1326.132046549699
0.0018347992,1.0022157,1326.133435445767
0.001834989,1.0008329,1326.1348243420682
0.0018351707,1.0013872,1326.1362132383706
0.0018355739,1.0019122,1326.1376021346716
0.0018359233,1.002963,1326.13899103074
0.0018358084,1.0022548,1326.1403799270422
0.0018348298,1.0009165,1326.141768823344
0.0018348725,1.0020454,1326.1431577194128
0.0018362572,1.0031123,1326.144546615714
0.0018353149,1.0020936,1326.1459355120162
0.0018346929,0.9999536,1326.147324408318
0.0018349092,1.0020288,1326.1487133043859
0.0018355976,1.001068,1326.150102200688
0.0018347761,0.9999194,1326.1514910969897
0.0018360221,1.0019505,1326.1528799930581
0.0018352339,1.0006765,1326.1542688893605
0.0018348553,1.0016546,1326.1556577856616
0.0018341237,1.0010511,1326.1570466819628
0.0018347426,1.0003856,1326.1584355780321
0.001835699,1.0022112,1326.159824474333
0.001833945,0.9983852,1326.1612133706346
0.0018364469,1.0022615,1326.162602266704
0.0018356225,1.0023535,1326.1639911630061
0.0018336211,0.9982492,1326.1653800593078
0.0018347702,0.9997043,1326.1667689556086
0.0018340064,0.99977994,1326.168157851678
0.0018343363,0.99948573,1326.1695467479797
0.0018350914,1.0005478,1326.1709356442805
0.001834071,0.99879295,1326.1723245403498
0.0018350981,1.0013236,1326.1737134366513
0.0018346991,1.0008734,1326.1751023329523
0.0018357717,1.0034206,1326.1764912292545
0.0018353087,1.0022988,1326.1778801253229
0.001834544,1.0004721,1326.1792690216246
0.0018342602,0.9993054,1326.1806579179267
0.0018325922,0.99758005,1326.1820468139956
0.0018348126,1.0006825,1326.1834357102969
0.0018352215,1.0008323,1326.1848246065986
0.0018361367,1.0023837,1326.1862135029
0.0018339148,0.9990558,1326.1876023989687
0.0018345277,1.0005902,1326.1889912952704
0.001835628,1.0026726,1326.1903801915726
0.0018353258,1.003236,1326.191769087641
0.0018335549,0.99909306,1326.193157983942
0.0018353157,1.0006773,1326.1945468802444
0.0018349959,1.0017756,1326.1959357765456
0.0018345941,0.9996814,1326.1973246726136
