err_flux,flux,time
0.0017817154,1.0000826,1325.2987088702423
0.0017840575,1.0020589,1325.3000977663112
0.0017831175,0.99854326,1325.3014866623791
0.0017834533,0.9986225,1325.3028755582156
0.0017834022,0.99711937,1325.3042644542845
0.001785315,1.0020454,1325.3056533501197
0.0017847618,0.99899125,1325.307042246189
0.0017850746,0.998308,1325.308431142025
0.0017858539,0.99986124,1325.3098200380934
0.0017852958,0.99986553,1325.3112089341628
0.0017850656,0.9968219,1325.3125978299981
0.0017862571,1.0015161,1325.3139867260668
0.0017898768,1.0020162,1325.3153756219033
0.0017882627,1.0004793,1325.3167645179722
0.0017864478,0.9978753,1325.3181534140406
0.001787917,1.0001134,1325.3195423098766
0.001788523,0.99981475,1325.320931205946
0.0017868938,0.99715334,1325.322320101782
0.001790122,1.000687,1325.32370899785
0.0017885086,0.99820596,1325.3250978939193
0.0017902814,1.0002263,1325.3264867897553
0.0017892903,0.9966328,1325.3278756858233
0.0017913356,1.0000247,1325.3292645816598
0.0017914313,0.9989204,1325.3306534777282
0.0017893233,0.9963699,1325.3320423737964
0.0017918897,0.99807864,1325.3334312696331
0.0017919636,0.998426,1325.3348201657025
0.0017911611,0.9966527,1325.336209061771
0.0017904646,0.9940035,1325.337597957607
0.0017927027,0.997478,1325.3389868536758
0.0017937281,0.99904054,1325.3403757495114
0.0017942273,0.99888784,1325.3417646455803
0.001793533,0.9967976,1325.3431535416487
0.0017957608,1.0009562,1325.3445424374847
0.0017960583,1.0000001,1325.3459313335536
0.001794814,0.99745166,1325.347320229623
0.0017961968,0.99914646,1325.3487091254594
0.0017962195,0.99764234,1325.3500980215274
0.0017969686,0.9999499,1325.3514869175963
0.0017975165,0.9984889,1325.3528758134328
0.0017973663,1.0010101,1325.3542647095007
0.0017955943,0.9955043,1325.3556536055692
0.0017980821,0.9983305,1325.3570425014059
0.0017979596,1.0004061,1325.3584313974745
0.0017989996,0.99955964,1325.3598202935434
0.0017982956,0.99622667,1325.361209189379
0.0017986316,0.99917895,1325.3625980854479
0.0017996108,1.000292,1325.3639869815167
0.0017979719,0.99744266,1325.3653758773523
0.0017986618,0.9983075,1325.3667647734217
0.0018006362,1.0014963,1325.3681536694905
0.0018030738,1.0044212,1325.3695425653264
0.0017986916,0.9985187,1325.370931461396
0.0017998931,0.99887854,1325.3723203574639
0.0017985527,0.9968587,1325.3737092532995
0.0017978494,0.99578524,1325.375098149369
0.0018015914,0.9992479,1325.3764870454372
0.0018004769,0.9990381,1325.3778759412728
0.0017991448,0.9958574,1325.3792648373421
0.0018010812,1.0006037,1325.380653733411
0.0018026831,1.0003892,1325.3820426294797
0.0018028896,0.999998,1325.3834315253155
0.0018011186,0.99891394,1325.3848204213848
0.001799627,0.9950063,1325.3862093174537
0.0018017963,0.9971766,1325.3875982132888
0.0018031179,0.99976736,1325.3889871093581
0.0018022346,1.0000607,1325.390376005427
0.0018015157,0.9983451,1325.3917649014954
0.0018031223,1.0001086,1325.393153797332
0.0018014862,0.9969798,1325.3945426934001
0.0018022066,0.9987536,1325.3959315894688
0.0018030532,0.9994005,1325.397320485538
0.001801877,0.99702895,1325.3987093813732
0.001802959,0.99984556,1325.400098277442
0.001802793,0.9987909,1325.4014871735114
0.0018037694,0.9994892,1325.4028760695803
0.0018028872,1.001189,1325.404264965416
0.0018019982,0.9974993,1325.4056538614848
0.001804501,1.0022111,1325.407042757554
0.0018029257,0.9994157,1325.408431653623
0.0018041027,0.99987936,1325.4098205494581
0.0018032144,0.9989867,1325.4112094455274
0.0018051988,1.0015845,1325.4125983415959
0.0018029809,0.9975321,1325.413987237664
0.0018046213,1.0005034,1325.4153761335008
0.0018030478,0.9973831,1325.4167650295692
0.001804951,0.99953437,1325.418153925638
0.0018070881,1.0022801,1325.4195428217074
0.0018041022,1.0003716,1325.4209317177763
0.0018028592,0.9948379,1325.4223206136119
0.0018034658,0.9982193,1325.4237095096807
0.0018022659,0.99470806,1325.4250984057492
0.001805136,0.99947995,1325.426487301818
0.0018038481,0.998318,1325.427876197887
0.001803404,0.9993364,1325.4292650937234
0.0018048243,0.9999169,1325.4306539897918
0.001802502,0.9965827,1325.4320428858598
0.0018038263,0.99887466,1325.4334317819294
0.0018035437,0.99805146,1325.434820677998
0.0018062212,1.0013938,1325.4362095738331
0.0018048277,0.9991276,1325.4375984699025
0.0018041246,0.99971557,1325.438987365972
0.0018042854,0.9994109,1325.4403762620407
0.0018053511,1.0000736,1325.4417651581095
0.0018070156,1.0020802,1325.443154054178
0.0018026931,0.9956488,1325.444542950014
0.001804838,0.998053,1325.4459318460827
0.0018067203,1.001189,1325.4473207421513
0.0018048788,0.99931777,1325.4487096382202
0.0018075103,1.0010754,1325.4500985342886
0.0018065396,1.0003506,1325.4514874303582
0.0018054026,0.99760103,1325.452876326194
0.001805016,0.9981759,1325.454265222262
0.0018054397,0.9980004,1325.4556541183313
0.0018080191,1.0032464,1325.4570430144006
0.0018041912,0.9964254,1325.4584319104688
0.0018052042,0.9982727,1325.4598208065374
0.0018089305,1.0044806,1325.4612097026068
0.0018082296,1.0015237,1325.462598598442
0.0018053233,0.99805576,1325.4639874945108
0.0018055305,0.9976128,1325.46537639058
0.0018046198,0.99650145,1325.466765286649
0.0018063374,0.99832577,1325.4681541827174
0.0018070855,0.9992181,1325.4695430787863
0.0018075038,0.99906653,1325.470931974855
0.0018065237,0.999435,1325.4723208709236
0.0018096647,1.0024668,1325.4737097669924
0.0018081404,0.99917406,1325.475098662829
0.0018068547,0.99684954,1325.4764875588974
0.0018070132,0.99842435,1325.4778764549662
0.0018094962,1.000417,1325.4792653510356
0.0018078065,0.999548,1325.4806542471035
0.001809565,1.0018075,1325.4820431431724
0.0018096312,1.0011886,1325.4834320392417
0.0018096995,1.0010023,1325.4848209353097
0.001809629,1.0013182,1325.4862098313786
0.0018088673,1.0005124,1325.487598727448
0.0018092957,1.0020155,1325.4889876235163
0.0018082535,0.9977868,1325.4903765193524
0.0018096886,1.0006046,1325.4917654154212
0.0018082227,0.99836385,1325.4931543114906
0.0018085518,0.997424,1325.494543207559
0.001809934,1.0005628,1325.4959321036272
0.0018098776,0.99989027,1325.4973209996967
0.0018094198,0.999794,1325.4987098957652
0.0018088906,0.9960703,1325.500098791834
0.001808918,0.99610704,1325.5014876879034
0.0018095587,0.9984506,1325.5028765839713
0.0018119949,1.0020885,1325.5042654800402
0.0018093613,0.9973655,1325.5056543761095
0.0018095123,0.99738276,1325.5070432721775
0.0018116644,1.0001651,1325.5084321682461
0.0018124591,1.0004475,1325.5098210643157
0.0018116607,0.99914527,1325.511209960385
0.0018108618,0.99845415,1325.5125988564535
0.0018115854,1.0003927,1325.5139877525214
0.0018110394,0.998527,1325.515376648591
0.0018133228,1.0025905,1325.5167655446596
0.0018114357,0.9986496,1325.5181544407276
0.0018114825,0.9981247,1325.519543336797
0.0018137902,1.0006356,1325.5209322328658
0.0018123561,0.99984807,1325.5223211289344
0.0018141478,1.0012985,1325.523710025004
0.0018119672,0.99900836,1325.525098921072
0.0018126833,0.9996407,1325.5264878171404
0.0018137541,1.0009738,1325.52787671321
0.001813189,1.000174,1325.5292656092786
0.0018124803,0.9989318,1325.5306545053475
0.0018142869,0.9994865,1325.5320434014159
0.001814402,0.99938446,1325.5334322974848
0.0018136163,0.9991363,1325.5348211935534
0.001817705,1.005249,1325.536210089622
0.0018143955,1.0005578,1325.5375989856914
0.0018145762,0.9996429,1325.5389878817602
0.0018145641,0.9995058,1325.5403767778282
0.0018161882,1.0013504,1325.5417656738975
0.0018139399,0.99769473,1325.5431545699664
0.0018149256,0.99909586,1325.5445434660344
0.0018167426,1.0012485,1325.5459323621037
0.0018166364,1.0020683,1325.547321258173
0.0018167262,1.0006479,1325.548710154242
0.001818652,1.0039792,1325.5500990503103
0.0018173603,1.0016958,1325.5514879463792
0.0018152614,0.99877864,1325.5528768424479
0.0018158455,0.9983241,1325.5542657385165
0.0018180723,1.0007206,1325.5556546345854
0.0018165831,0.9999753,1325.5570435306538
0.0018164275,0.9980317,1325.5584324267227
0.0018178376,0.99969876,1325.559821322792
0.0018170887,0.9983241,1325.5612102190942
0.0018194001,1.0028148,1325.5625991151621
0.0018172892,0.9992641,1325.563988011231
