ALLWISE,APASS,Bmag,GAIA,GAIAmag,HIP,Hmag,Jmag,KIC,Kmag,MH,MatchDEC,MatchID,MatchRA,PARflag,PMflag,POSflag,SDSS,SPFlag,TESSflag,TWOMASS,TWOMflag,TYC,Teff,Tmag,UCAC,Vmag,_selected_,contratio,d,dec,disposition,dstArcSec,duplicate_id,e_Bmag,e_GAIAmag,e_Hmag,e_Jmag,e_Kmag,e_MH,e_Teff,e_Tmag,e_Vmag,e_d,e_ebv,e_gmag,e_imag,e_logg,e_lum,e_mass,e_plx,e_pmDEC,e_pmRA,e_rad,e_rho,e_rmag,e_umag,e_w1mag,e_w2mag,e_w3mag,e_w4mag,e_zmag,ebv,eclat,eclong,gallat,gallong,gmag,imag,logg,lum,lumclass,mass,numcont,objType,plx,pmDEC,pmRA,priority,prox,ra,rad,rho,rmag,typeSrc,umag,version,w1mag,w2mag,w3mag,w4mag,zmag
J222536.56-345434.7,17399759,11.671,6598814657249555328,9.97462,110692,7.773,8.371,,7.64,,-34.909623,62483237,336.402307,tgas,tgas,tmgaia,,tplx,gaiaj,22253655-3454346,AAA-111-111-000-0-0,7500-00587-1,4356,9.295,276-216736,10.55,,4.876204e-05,42.0503654,-34.90962,,0.013967083016109326,,0.028,0.000345996,0.034,0.032,0.021,,173,0.02,0.03,0.508682,,,,0.3608,0.0602925047,0.080485,0.291201,0.103631,0.136806,0.125859,0.864724,,,0.032,0.021,0.018,0.113,,0.00954222,-23.233444,324.865283,-57.990818,9.760075,,,4.53491,0.176869079,GIANT,0.6809,23,STAR,23.781,-30.2944,26.4954,0.00491952756,74,336.40231,0.738419,1.69112,,2mass,,20180610,7.57,7.653,7.58,7.429,
